season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,resume_score,pr
2015,1,Alabama,SEC,2458.8,11,1,12,0.917,11-1,Clemson,2260.6,1822,NA,2026-08-01T20:27:18Z,5459.4,2408.1
2015,2,OSU,Big Ten,2332.8,9,1,10,0.9,9-1,Michigan,2111.3,1723.6,NA,2026-08-01T20:27:18Z,2841.1,2243.2
2015,3,Clemson,ACC,2260.6,11,1,12,0.917,11-1,Oklahoma,2058.1,1482.4,NA,2026-08-01T20:27:18Z,2407.3,2195.1
2015,4,Michigan State,Big Ten,2244.5,10,1,11,0.909,10-1,OSU,2332.8,1754.2,NA,2026-08-01T20:27:18Z,3457,2178.4
2015,5,Houston,AAC,2217.2,10,1,11,0.909,10-1,FSU,2090.1,1395.4,NA,2026-08-01T20:27:18Z,2158.7,2140.3
2015,6,TCU,Big 12,2216.4,10,1,11,0.909,10-1,Baylor,1937.8,1579.7,NA,2026-08-01T20:27:18Z,2582.3,2143.9
2015,7,Stanford,Pac-12,2156.4,9,2,11,0.818,9-2,Notre Dame,2039.8,1754.7,NA,2026-08-01T20:27:18Z,3472.1,1970.5
2015,8,Michigan,Big Ten,2111.3,8,3,11,0.727,8-3,Florida,1927.8,1768.8,NA,2026-08-01T20:27:18Z,2458.6,1793.3
2015,9,FSU,ACC,2090.1,9,1,10,0.9,9-1,Florida,1927.8,1412.9,NA,2026-08-01T20:27:18Z,1309.7,1998.3
2015,10,W Kentucky,C-USA,2080.7,11,1,12,0.917,11-1,Marshall,1843.1,1354.5,NA,2026-08-01T20:27:18Z,1430.6,2013.1
2015,11,Ole Miss,SEC,2075.1,8,2,10,0.8,8-2,Alabama,2458.8,1663.2,NA,2026-08-01T20:27:18Z,3224.9,1871.9
2015,12,Tennessee,SEC,2074.4,8,2,10,0.8,8-2,Georgia,1878.7,1523.8,NA,2026-08-01T20:27:18Z,1628.9,1854.8
2015,13,Oklahoma,Big 12,2058.1,8,2,10,0.8,8-2,TCU,2216.4,1656.5,NA,2026-08-01T20:27:18Z,2610.4,1851.3
2015,14,Notre Dame,Independent,2039.8,8,3,11,0.727,8-3,Navy,1901.4,1646.1,NA,2026-08-01T20:27:18Z,1545.4,1724
2015,15,Iowa,Big Ten,1998.8,10,2,12,0.833,10-2,Northwestern,1846.6,1574.7,NA,2026-08-01T20:27:18Z,1928.4,1835.2
2015,16,LSU,SEC,1991.9,7,2,9,0.778,7-2,Florida,1927.8,1629,NA,2026-08-01T20:27:18Z,1974.9,1757.8
2015,17,Utah,Pac-12,1960.9,9,2,11,0.818,9-2,Michigan,2111.3,1586.7,NA,2026-08-01T20:27:18Z,2607.5,1789.3
2015,18,Arkansas,SEC,1942.9,6,4,10,0.6,6-4,Tennessee,2074.4,1673.6,NA,2026-08-01T20:27:18Z,1763.8,1472
