season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,resume_score
2009,53,Minnesota,Big Ten,1674.4,6,7,13,0.462,6-7,Air Force,1712.7,1737.3,2026-05-21T03:43:14Z,9685.3
2009,54,Washington,Pac-12,1672.8,5,7,12,0.417,5-7,USC,1865.4,1697.5,2026-05-21T03:43:14Z,7817.4
2009,55,Missouri,SEC,1664.5,8,5,13,0.615,8-5,Kansas State,1568,1607.9,2026-05-21T03:43:14Z,11596.4
2009,56,SMU,C-USA,1662,8,5,13,0.615,8-5,ECU,1724.5,1445.5,2026-05-21T03:43:14Z,10641.2
2009,57,Mid Tennessee,NA,1653.1,10,2,12,0.833,10-2,Southern Miss,1486.9,1220.4,2026-05-21T03:43:14Z,10975
2009,58,Appalachian St,NA,1652.5,11,2,13,0.846,11-2,Richmond,1676.5,1046.2,2026-05-21T03:43:14Z,10425.1
2009,59,UCLA,Pac-12,1641.2,7,6,13,0.538,7-6,Tennessee,1830,1649.8,2026-05-21T03:43:14Z,10346.8
2009,60,Texas A&M,SEC,1641,6,7,13,0.462,6-7,Texas Tech,1940.7,1635.9,2026-05-21T03:43:14Z,8485.9
2009,61,Michigan St,Big Ten,1629.9,6,7,13,0.462,6-7,Northwestern,1674.5,1638.1,2026-05-21T03:43:14Z,8150.5
2009,62,Houston,AAC,1607.6,10,4,14,0.714,10-4,Texas Tech,1940.7,1468,2026-05-21T03:43:14Z,14240.5
2009,63,Wake Forest,ACC,1605.3,5,7,12,0.417,5-7,Stanford,1875.8,1640.4,2026-05-21T03:43:14Z,7109.8
2009,64,Syracuse,ACC,1595.1,4,8,12,0.333,4-8,Rutgers,1815.5,1707.4,2026-05-21T03:43:14Z,5763
2009,65,UCF,AAC,1587.5,7,5,12,0.583,7-5,Houston,1607.6,1503.8,2026-05-21T03:43:14Z,8851.7
