season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,resume_score,pr,baseline_elo,baseline_date,elo_change
2020,1,Alabama,SEC,2548.2,12,0,12,1,12-0,Ohio State,2247.8,1711.3,NA,2026-09-23T16:50:00Z,4376.6,2614.4,2550.8,2026-09-17,-2.6
2020,2,Ohio State,Big Ten,2247.8,7,1,8,0.875,7-1,Clemson,2105.1,1716.1,NA,2026-09-23T16:50:00Z,1868.2,2118,2251.9,2026-09-17,-4.1
2020,3,Coastal,Sun Belt,2219.1,10,1,11,0.909,10-1,Louisiana,2144.8,1573.8,NA,2026-09-23T16:50:00Z,2777.2,2148.3,2224.2,2026-09-17,-5.1
2020,4,Oklahoma,Big 12,2172.3,9,2,11,0.818,9-2,Iowa State,2013.9,1542.1,NA,2026-09-23T16:50:00Z,2696.4,1977.6,2175.5,2026-09-17,-3.2
2020,5,Louisiana,Sun Belt,2144.8,9,1,10,0.9,9-1,Iowa State,2013.9,1540.9,NA,2026-09-23T16:50:00Z,1937.7,2057.4,2168,2026-09-17,-23.2
2020,6,BYU,Independent,2136.1,10,1,11,0.909,10-1,Boise St,1762.8,1476.9,NA,2026-09-23T16:50:00Z,1332,2053.7,2138.1,2026-09-17,-2
2020,7,Texas A&M,SEC,2119.2,9,1,10,0.9,9-1,Florida,1967.6,1543.8,NA,2026-09-23T16:50:00Z,1592.4,2029.3,2122.2,2026-09-17,-3
2020,8,Clemson,ACC,2105.1,10,2,12,0.833,10-2,Notre Dame,2023.5,1575.4,NA,2026-09-23T16:50:00Z,2233.5,1933.8,2113.3,2026-09-17,-8.2
2020,9,Ball State,MAC,2056.1,6,1,7,0.857,6-1,San José State,1924,1561.8,NA,2026-09-23T16:50:00Z,1578.6,1914,2055.8,2026-09-17,0.3
2020,10,Cincinnati,AAC,2048.9,9,1,10,0.9,9-1,Tulsa,1763.6,1465.8,NA,2026-09-23T16:50:00Z,1607.4,1963.5,2050.6,2026-09-17,-1.7
2020,11,Liberty,Independent,2035.6,10,1,11,0.909,10-1,Coastal,2219.1,1209,NA,2026-09-23T16:50:00Z,1040.7,1954.6,2040.8,2026-09-17,-5.2
2020,12,Notre Dame,Independent,2023.5,10,2,12,0.833,10-2,Clemson,2105.1,1542.7,NA,2026-09-23T16:50:00Z,1543.1,1852.7,2033.2,2026-09-17,-9.7
2020,13,Iowa State,Big 12,2013.9,9,3,12,0.75,9-3,Oklahoma,2172.3,1684.4,NA,2026-09-23T16:50:00Z,2474.1,1744.4,2019.5,2026-09-17,-5.6
2020,14,Texas,Big 12,1968.8,7,3,10,0.7,7-3,Oklahoma St,1822.9,1630.6,NA,2026-09-23T16:50:00Z,1364.5,1626.4,1971.1,2026-09-17,-2.3
2020,15,Florida,SEC,1967.6,8,3,11,0.727,8-3,Georgia,1945.7,1627.6,NA,2026-09-23T16:50:00Z,1116.9,1658.4,1969.4,2026-09-17,-1.8
2020,16,Georgia,SEC,1945.7,7,2,9,0.778,7-2,Cincinnati,2048.9,1676.1,NA,2026-09-23T16:50:00Z,1382.9,1710.8,1947,2026-09-17,-1.3
2020,17,San José State,Mountain West,1924,6,1,7,0.857,6-1,Boise St,1762.8,1513.7,NA,2026-09-23T16:50:00Z,1094.5,1786.9,1924,2026-09-17,0
2020,18,Nevada,Mountain West,1881.8,7,1,8,0.875,7-1,San Diego St,1653.6,1376.7,NA,2026-09-23T16:50:00Z,834.1,1765.8,1882.3,2026-09-17,-0.5
2020,19,Miami,ACC,1879.2,8,2,10,0.8,8-2,UAB,1724.8,1562,NA,2026-09-23T16:50:00Z,1312,1679.9,1886,2026-09-17,-6.8
2020,20,Buffalo,MAC,1872.4,5,1,6,0.833,5-1,Marshall,1579.2,1411.3,NA,2026-09-23T16:50:00Z,614.2,1702.8,1871.3,2026-09-17,1.1
2020,21,Oklahoma St,Big 12,1822.9,7,3,10,0.7,7-3,Iowa State,2013.9,1682.8,NA,2026-09-23T16:50:00Z,2077.9,1517.3,1826.4,2026-09-17,-3.5
2020,22,Northwestern,Big Ten,1809,6,2,8,0.75,6-2,Iowa,1734.3,1604.6,NA,2026-09-23T16:50:00Z,1201.6,1556.9,1814.5,2026-09-17,-5.5
2020,23,App State,Sun Belt,1774.1,8,3,11,0.727,8-3,Georgia St,1711.7,1431.2,NA,2026-09-23T16:50:00Z,537.1,1488.4,1776.3,2026-09-17,-2.2
2020,24,Colorado,Pac-12,1770.4,4,1,5,0.8,4-1,San Diego St,1653.6,1556.8,NA,2026-09-23T16:50:00Z,669.4,1574.4,1771.3,2026-09-17,-0.9
2020,25,Indiana,Big Ten,1766.9,6,2,8,0.75,6-2,Wisconsin,1701.1,1550.7,NA,2026-09-23T16:50:00Z,720.3,1513.6,1773.4,2026-09-17,-6.5
2020,26,Tulsa,AAC,1763.6,5,3,8,0.625,5-3,UCF,1741.4,1614.1,NA,2026-09-23T16:50:00Z,876.4,1359.8,1769,2026-09-17,-5.4
2020,27,Boise St,Mountain West,1762.8,4,2,6,0.667,4-2,Hawai'i,1564.5,1610.8,NA,2026-09-23T16:50:00Z,384.7,1402.2,1763.1,2026-09-17,-0.3
2020,28,GA Southern,Sun Belt,1760.5,8,4,12,0.667,8-4,Troy,1525.4,1449.7,NA,2026-09-23T16:50:00Z,302.3,1398.1,1760.7,2026-09-17,-0.2
2020,29,UCF,AAC,1741.4,6,4,10,0.6,6-4,Tulane,1600.1,1524.6,NA,2026-09-23T16:50:00Z,461.3,1303.2,1744.1,2026-09-17,-2.7
2020,30,Iowa,Big Ten,1734.3,5,2,7,0.714,5-2,Penn State,1465.9,1407.3,NA,2026-09-23T16:50:00Z,237.2,1432.3,1727.8,2026-09-17,6.5
2020,31,UAB,C-USA,1724.8,5,2,7,0.714,5-2,Marshall,1579.2,1401.1,NA,2026-09-23T16:50:00Z,306.7,1426.7,1713,2026-09-17,11.8
2020,32,North Carolina,ACC,1722.2,7,4,11,0.636,7-4,NC State,1588.3,1450.6,NA,2026-09-23T16:50:00Z,741.8,1339.9,1734.9,2026-09-17,-12.7
2020,33,Georgia St,Sun Belt,1711.7,6,4,10,0.6,6-4,GA Southern,1760.5,1550.8,NA,2026-09-23T16:50:00Z,649.1,1285.3,1713.1,2026-09-17,-1.4
2020,34,Wisconsin,Big Ten,1701.1,3,2,5,0.6,3-2,Wake Forest,1576.7,1556.9,NA,2026-09-23T16:50:00Z,226.7,1267.1,1721.2,2026-09-17,-20.1
2020,35,West Virginia,Big 12,1680.6,6,4,10,0.6,6-4,TCU,1641.1,1467.3,NA,2026-09-23T16:50:00Z,608.6,1261.6,1683.1,2026-09-17,-2.5
2020,36,Pitt,ACC,1660.6,6,5,11,0.545,6-5,Virginia Tech,1521.6,1456.4,NA,2026-09-23T16:50:00Z,171.6,1166.8,1679.7,2026-09-17,-19.1
2020,37,San Diego St,Mountain West,1653.6,4,3,7,0.571,4-3,Hawai'i,1564.5,1527.7,NA,2026-09-23T16:50:00Z,221.1,1196.3,1653.7,2026-09-17,-0.1
2020,38,TCU,Big 12,1641.1,5,4,9,0.556,5-4,Texas,1968.8,1627.5,NA,2026-09-23T16:50:00Z,1123.8,1187.5,1643.3,2026-09-17,-2.2
2020,39,USC,Pac-12,1634.2,4,1,5,0.8,4-1,Utah,1465.4,1325.2,NA,2026-09-23T16:50:00Z,115.4,1440.2,1634.4,2026-09-17,-0.2
