season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2025,1,Auburn,Southeastern Conference,2130.1,32,6,38,0.842,32-6,Tennessee,2036.3,1783.8,NA,2026-06-04T05:33:37Z
2025,2,Florida,Southeastern Conference,2094.8,36,4,40,0.9,36-4,Auburn,2130.1,1731.5,NA,2026-06-04T05:33:37Z
2025,3,Duke,Atlantic Coast Conference,2081.9,35,4,39,0.897,35-4,Auburn,2130.1,1683.9,NA,2026-06-04T05:33:37Z
2025,4,Tennessee,Southeastern Conference,2036.3,30,8,38,0.789,30-8,Auburn,2130.1,1730.4,NA,2026-06-04T05:33:37Z
2025,5,Houston,Big 12 Conference,2031.1,35,5,40,0.875,35-5,Duke,2081.9,1730.7,NA,2026-06-04T05:33:37Z
2025,6,St John's,Big East Conference,2007.4,31,5,36,0.861,31-5,Marquette,1886.2,1635.7,NA,2026-06-04T05:33:37Z
2025,7,Alabama,Southeastern Conference,1996.8,28,9,37,0.757,28-9,Auburn,2130.1,1816.7,NA,2026-06-04T05:33:37Z
2025,8,Michigan St,Big Ten Conference,1968.4,30,7,37,0.811,30-7,Purdue,1898.5,1697,NA,2026-06-04T05:33:37Z
2025,9,Iowa State,Big 12 Conference,1949.5,25,10,35,0.714,25-10,Texas Tech,1911.6,1654.5,NA,2026-06-04T05:33:37Z
2025,10,Gonzaga,West Coast Conference,1936,26,9,35,0.743,26-9,Saint Mary's,1933.8,1642.1,NA,2026-06-04T05:33:37Z
2025,11,Saint Mary's,West Coast Conference,1933.8,29,6,35,0.829,29-6,Gonzaga,1936,1631.5,NA,2026-06-04T05:33:37Z
2025,12,Drake,Missouri Valley Conference,1933.3,31,4,35,0.886,31-4,Missouri,1860.8,1568.4,NA,2026-06-04T05:33:37Z
2025,13,Texas Tech,Big 12 Conference,1911.6,28,9,37,0.757,28-9,Houston,2031.1,1660.7,NA,2026-06-04T05:33:37Z
2025,14,Clemson,Atlantic Coast Conference,1911.3,27,7,34,0.794,27-7,Duke,2081.9,1630,NA,2026-06-04T05:33:37Z
2025,15,Memphis,American Conference,1908.1,29,6,35,0.829,29-6,Michigan St,1968.4,1674.3,NA,2026-06-04T05:33:37Z
2025,16,Purdue,Big Ten Conference,1898.5,24,12,36,0.667,24-12,Alabama,1996.8,1757.4,NA,2026-06-04T05:33:37Z
2025,17,Utah State,Mountain West Conference,1892.9,26,8,34,0.765,26-8,Saint Mary's,1933.8,1562.6,NA,2026-06-04T05:33:37Z
2025,18,Wisconsin,Big Ten Conference,1891.7,27,10,37,0.73,27-10,Michigan St,1968.4,1710.7,NA,2026-06-04T05:33:37Z
2025,19,Oregon,Big Ten Conference,1890.3,25,10,35,0.714,25-10,Alabama,1996.8,1714.6,NA,2026-06-04T05:33:37Z
2025,20,Michigan,Big Ten Conference,1886.4,27,10,37,0.73,27-10,Purdue,1898.5,1743.4,NA,2026-06-04T05:33:37Z
2025,21,Marquette,Big East Conference,1886.2,23,11,34,0.676,23-11,Purdue,1898.5,1693.9,NA,2026-06-04T05:33:37Z
2025,22,Maryland,Big Ten Conference,1883.8,27,9,36,0.75,27-9,Wisconsin,1891.7,1693.3,NA,2026-06-04T05:33:37Z
2025,23,New Mexico,Mountain West Conference,1881.8,27,8,35,0.771,27-8,Utah State,1892.9,1614.9,NA,2026-06-04T05:33:37Z
2025,24,UC Irvine,Big West Conference,1879.3,32,7,39,0.821,32-7,UC San Diego,1848.2,1572.5,NA,2026-06-04T05:33:37Z
2025,25,Kansas,Big 12 Conference,1874.7,21,13,34,0.618,21-13,Duke,2081.9,1705,NA,2026-06-04T05:33:37Z
2025,26,VCU,Atlantic 10 Conference,1870,28,7,35,0.8,28-7,Dayton,1791.4,1601.7,NA,2026-06-04T05:33:37Z
2025,27,Kentucky,Southeastern Conference,1869.5,24,12,36,0.667,24-12,Florida,2094.8,1766.8,NA,2026-06-04T05:33:37Z
2025,28,Missouri,Southeastern Conference,1860.8,22,12,34,0.647,22-12,Florida,2094.8,1672.8,NA,2026-06-04T05:33:37Z
2025,29,Ole Miss,Southeastern Conference,1849.5,24,12,36,0.667,24-12,Tennessee,2036.3,1767.2,NA,2026-06-04T05:33:37Z
2025,30,UC San Diego,Big West Conference,1848.2,30,5,35,0.857,30-5,Utah State,1892.9,1562.4,NA,2026-06-04T05:33:37Z
2025,31,Louisville,Atlantic Coast Conference,1834.3,27,8,35,0.771,27-8,Clemson,1911.3,1686.9,NA,2026-06-04T05:33:37Z
2025,32,Texas A&M,Southeastern Conference,1831.9,23,11,34,0.676,23-11,Auburn,2130.1,1737.8,NA,2026-06-04T05:33:37Z
2025,33,High Point,Big South Conference,1828.1,29,6,35,0.829,29-6,North Texas,1823,1534.7,NA,2026-06-04T05:33:37Z
2025,34,Illinois,Big Ten Conference,1827.7,22,13,35,0.629,22-13,Purdue,1898.5,1750.2,NA,2026-06-04T05:33:37Z
2025,35,Liberty,Conference USA,1824.3,28,7,35,0.8,28-7,McNeese,1807.9,1604.9,NA,2026-06-04T05:33:37Z
2025,36,North Texas,American Conference,1823,27,9,36,0.75,27-9,Arkansas St,1787.5,1602.1,NA,2026-06-04T05:33:37Z
2025,37,San Francisco,West Coast Conference,1821.9,25,10,35,0.714,25-10,Saint Mary's,1933.8,1609.3,NA,2026-06-04T05:33:37Z
2025,38,McNeese,Southland Conference,1807.9,28,7,35,0.8,28-7,Clemson,1911.3,1601.7,NA,2026-06-04T05:33:37Z
2025,39,Akron,Mid-American Conference,1801.5,28,7,35,0.8,28-7,South Alabama,1731.8,1571.8,NA,2026-06-04T05:33:37Z
