season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2008,1,Memphis,Conference USA,2572.2,37,2,39,0.949,37-2,UCLA,2450.9,1751.6,NA,2026-07-22T20:17:22Z
2008,2,Kansas,Big 12 Conference,2523.2,36,3,39,0.923,36-3,Memphis,2572.2,1808,NA,2026-07-22T20:17:22Z
2008,3,North Carolina,Atlantic Coast Conference,2508.5,36,2,38,0.947,36-2,Duke,2382.5,1858.6,NA,2026-07-22T20:17:22Z
2008,4,UCLA,Pac-12 Conference,2450.9,35,3,38,0.921,35-3,Xavier,2176.6,1818.9,NA,2026-07-22T20:17:22Z
2008,5,Duke,Atlantic Coast Conference,2382.5,27,6,33,0.818,27-6,North Carolina,2508.5,1818.4,NA,2026-07-22T20:17:22Z
2008,6,Texas,Big 12 Conference,2295.1,30,7,37,0.811,30-7,Kansas,2523.2,1851.1,NA,2026-07-22T20:17:22Z
2008,7,Tennessee,Southeastern Conference,2276.6,30,5,35,0.857,30-5,Memphis,2572.2,1807.1,NA,2026-07-22T20:17:22Z
2008,8,Louisville,Big East Conference,2238.7,27,8,35,0.771,27-8,Tennessee,2276.6,1852.8,NA,2026-07-22T20:17:22Z
2008,9,Butler,Horizon League,2223.7,29,4,33,0.879,29-4,Ohio State,2037.5,1677.4,NA,2026-07-22T20:17:22Z
2008,10,Wisconsin,Big Ten Conference,2218.1,30,5,35,0.857,30-5,Texas,2295.1,1798.4,NA,2026-07-22T20:17:22Z
2008,11,Georgetown,Big East Conference,2196.1,27,6,33,0.818,27-6,Louisville,2238.7,1801.6,NA,2026-07-22T20:17:22Z
2008,12,Marquette,Big East Conference,2179.5,25,10,35,0.714,25-10,Wisconsin,2218.1,1790.8,NA,2026-07-22T20:17:22Z
2008,13,Xavier,Atlantic 10 Conference,2176.6,29,7,36,0.806,29-7,Indiana,2153.6,1799.1,NA,2026-07-22T20:17:22Z
2008,14,Drake,Missouri Valley Conference,2170.7,27,5,32,0.844,27-5,Butler,2223.7,1636.7,NA,2026-07-22T20:17:22Z
2008,15,Notre Dame,Big East Conference,2166,25,7,32,0.781,25-7,Marquette,2179.5,1759.6,NA,2026-07-22T20:17:22Z
2008,16,Washington St,Pac-12 Conference,2154.6,26,9,35,0.743,26-9,Notre Dame,2166,1792.9,NA,2026-07-22T20:17:22Z
2008,17,Indiana,Big Ten Conference,2153.6,25,8,33,0.758,25-8,Michigan St,2150.9,1760.7,NA,2026-07-22T20:17:22Z
2008,18,Michigan St,Big Ten Conference,2150.9,27,9,36,0.75,27-9,Texas,2295.1,1831.6,NA,2026-07-22T20:17:22Z
2008,19,Texas A&M,Big 12 Conference,2126.9,25,10,35,0.714,25-10,Texas,2295.1,1776.3,NA,2026-07-22T20:17:22Z
2008,20,Stanford,Pac-12 Conference,2106.2,27,8,35,0.771,27-8,Marquette,2179.5,1810.6,NA,2026-07-22T20:17:22Z
2008,21,Clemson,Atlantic Coast Conference,2104.4,24,9,33,0.727,24-9,Duke,2382.5,1795.6,NA,2026-07-22T20:17:22Z
2008,22,UConn,Big East Conference,2100.8,24,9,33,0.727,24-9,Louisville,2238.7,1798.4,NA,2026-07-22T20:17:22Z
2008,23,West Virginia,Big East Conference,2097.5,26,11,37,0.703,26-11,Duke,2382.5,1794.9,NA,2026-07-22T20:17:22Z
2008,24,Pitt,Big East Conference,2085.8,27,9,36,0.75,27-9,Duke,2382.5,1819.5,NA,2026-07-22T20:17:22Z
2008,25,Kent State,Mid-American Conference,2068.8,27,6,33,0.818,27-6,Saint Mary's,2019.5,1646.1,NA,2026-07-22T20:17:22Z
2008,26,Vanderbilt,Southeastern Conference,2060,25,8,33,0.758,25-8,Tennessee,2276.6,1727.8,NA,2026-07-22T20:17:22Z
2008,27,Purdue,Big Ten Conference,2057.4,24,9,33,0.727,24-9,Louisville,2238.7,1743.5,NA,2026-07-22T20:17:22Z
2008,28,Baylor,Big 12 Conference,2047.1,20,11,31,0.645,20-11,Notre Dame,2166,1730.9,NA,2026-07-22T20:17:22Z
2008,29,Arizona,Pac-12 Conference,2041.6,18,15,33,0.545,18-15,Washington St,2154.6,1882,NA,2026-07-22T20:17:22Z
2008,30,Ohio State,Big Ten Conference,2037.5,24,12,36,0.667,24-12,Michigan St,2150.9,1821.4,NA,2026-07-22T20:17:22Z
2008,31,Ole Miss,Southeastern Conference,2035.2,24,10,34,0.706,24-10,Clemson,2104.4,1725.4,NA,2026-07-22T20:17:22Z
2008,32,Davidson,Southern Conference,2033.8,28,7,35,0.8,28-7,Wisconsin,2218.1,1585.1,NA,2026-07-22T20:17:22Z
2008,33,Miami,Atlantic Coast Conference,2025,23,10,33,0.697,23-10,Duke,2382.5,1745,NA,2026-07-22T20:17:22Z
2008,34,Saint Mary's,West Coast Conference,2019.5,24,7,31,0.774,24-7,Drake,2170.7,1561.6,NA,2026-07-22T20:17:22Z
2008,35,Gonzaga,West Coast Conference,2012.3,24,8,32,0.75,24-8,UConn,2100.8,1647.1,NA,2026-07-22T20:17:22Z
2008,36,Oklahoma,Big 12 Conference,2010.2,22,12,34,0.647,22-12,Texas A&M,2126.9,1826,NA,2026-07-22T20:17:22Z
