season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2010,1,Kansas,Big 12 Conference,2079.3,33,3,36,0.917,33-3,Kansas St,1927.1,1676.6,NA,2026-06-04T06:05:31Z
2010,2,Kentucky,Southeastern Conference,2059.9,35,3,38,0.921,35-3,Cornell,1840.8,1606.1,NA,2026-06-04T06:05:31Z
2010,3,Syracuse,Big East Conference,2037.6,30,5,35,0.857,30-5,West Virginia,1961.6,1647.4,NA,2026-06-04T06:05:31Z
2010,4,Duke,Atlantic Coast Conference,2028.1,35,5,40,0.875,35-5,West Virginia,1961.6,1692.6,NA,2026-06-04T06:05:31Z
2010,5,West Virginia,Big East Conference,1961.6,31,7,38,0.816,31-7,Kentucky,2059.9,1705.4,NA,2026-06-04T06:05:31Z
2010,6,Purdue,Big Ten Conference,1938.9,29,6,35,0.829,29-6,West Virginia,1961.6,1629.8,NA,2026-06-04T06:05:31Z
2010,7,Kansas St,Big 12 Conference,1927.1,29,8,37,0.784,29-8,Baylor,1898,1705.1,NA,2026-06-04T06:05:31Z
2010,8,Butler,Horizon League,1900.4,33,5,38,0.868,33-5,Syracuse,2037.6,1624.6,NA,2026-06-04T06:05:31Z
2010,9,New Mexico,Mountain West Conference,1898.1,30,5,35,0.857,30-5,BYU,1876.7,1582.2,NA,2026-06-04T06:05:31Z
2010,10,Baylor,Big 12 Conference,1898,28,8,36,0.778,28-8,Texas,1876.2,1647.4,NA,2026-06-04T06:05:31Z
2010,11,Temple,Atlantic 10 Conference,1876.8,29,6,35,0.829,29-6,Villanova,1865.3,1609.9,NA,2026-06-04T06:05:31Z
2010,12,BYU,Mountain West Conference,1876.7,30,6,36,0.833,30-6,UNLV,1794.6,1577.6,NA,2026-06-04T06:05:31Z
2010,13,Texas,Big 12 Conference,1876.2,24,10,34,0.706,24-10,Michigan St,1833.6,1664.3,NA,2026-06-04T06:05:31Z
2010,14,Ohio State,Big Ten Conference,1875.7,29,8,37,0.784,29-8,Purdue,1938.9,1623,NA,2026-06-04T06:05:31Z
2010,15,Saint Mary's,West Coast Conference,1872.5,28,6,34,0.824,28-6,Gonzaga,1871,1560.6,NA,2026-06-04T06:05:31Z
2010,16,Gonzaga,West Coast Conference,1871,27,7,34,0.794,27-7,Saint Mary's,1872.5,1554.6,NA,2026-06-04T06:05:31Z
2010,17,Wisconsin,Big Ten Conference,1868.6,24,9,33,0.727,24-9,Duke,2028.1,1639.7,NA,2026-06-04T06:05:31Z
2010,18,Northern Iowa,Missouri Valley Conference,1865.4,30,5,35,0.857,30-5,Kansas,2079.3,1586.9,NA,2026-06-04T06:05:31Z
2010,19,Villanova,Big East Conference,1865.3,25,8,33,0.758,25-8,West Virginia,1961.6,1675.5,NA,2026-06-04T06:05:31Z
2010,20,Georgetown,Big East Conference,1848.5,23,11,34,0.676,23-11,Syracuse,2037.6,1711.4,NA,2026-06-04T06:05:31Z
2010,21,Cornell,Ivy League,1840.8,29,5,34,0.853,29-5,Temple,1876.8,1499.8,NA,2026-06-04T06:05:31Z
2010,22,California,Pac-12 Conference,1835.5,24,11,35,0.686,24-11,Murray St,1800.3,1638.7,NA,2026-06-04T06:05:31Z
2010,23,Tennessee,Southeastern Conference,1835.4,28,9,37,0.757,28-9,Kansas,2079.3,1681.3,NA,2026-06-04T06:05:31Z
2010,24,Michigan St,Big Ten Conference,1833.6,28,9,37,0.757,28-9,Purdue,1938.9,1651.3,NA,2026-06-04T06:05:31Z
2010,25,Pitt,Big East Conference,1830.5,25,9,34,0.735,25-9,Syracuse,2037.6,1661.8,NA,2026-06-04T06:05:31Z
2010,26,Dayton,Atlantic 10 Conference,1814.9,25,12,37,0.676,25-12,Ole Miss,1809.7,1635.8,NA,2026-06-04T06:05:31Z
2010,27,Ole Miss,Southeastern Conference,1809.7,24,11,35,0.686,24-11,Kansas St,1927.1,1616.9,NA,2026-06-04T06:05:31Z
2010,28,Rhode Island,Atlantic 10 Conference,1803.4,26,10,36,0.722,26-10,Dayton,1814.9,1623.7,NA,2026-06-04T06:05:31Z
2010,29,Murray St,NA,1800.3,31,5,36,0.861,31-5,Vanderbilt,1799.3,1476,NA,2026-06-04T06:05:31Z
2010,30,Notre Dame,Big East Conference,1799.9,23,12,35,0.657,23-12,West Virginia,1961.6,1623.9,NA,2026-06-04T06:05:31Z
2010,31,Maryland,Atlantic Coast Conference,1799.6,24,9,33,0.727,24-9,Duke,2028.1,1647.5,NA,2026-06-04T06:05:31Z
