season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2026,1,Michigan,Big Ten Conference,2194.1,37,3,40,0.925,37-3,Arizona,2164.5,1759.6,NA,2026-06-04T05:33:40Z
2026,2,Arizona,Big 12 Conference,2164.5,36,3,39,0.923,36-3,UConn,2048.4,1751.2,NA,2026-06-04T05:33:40Z
2026,3,Duke,Atlantic Coast Conference,2158.2,35,3,38,0.921,35-3,Michigan,2194.1,1736.4,NA,2026-06-04T05:33:40Z
2026,4,UConn,Big East Conference,2048.4,34,6,40,0.85,34-6,Duke,2158.2,1720,NA,2026-06-04T05:33:40Z
2026,5,Gonzaga,West Coast Conference,2014.1,31,4,35,0.886,31-4,Saint Mary's,1932.7,1605.6,NA,2026-06-04T05:33:40Z
2026,6,Vanderbilt,Southeastern Conference,2000.2,27,9,36,0.75,27-9,Florida,1972.3,1704.6,NA,2026-06-04T05:33:40Z
2026,7,Purdue,Big Ten Conference,1997.9,30,9,39,0.769,30-9,Michigan,2194.1,1743.5,NA,2026-06-04T05:33:40Z
2026,8,Michigan St,Big Ten Conference,1996.6,27,8,35,0.771,27-8,Purdue,1997.9,1689.4,NA,2026-06-04T05:33:40Z
2026,9,Houston,Big 12 Conference,1988.8,30,7,37,0.811,30-7,Arkansas,1913,1719.8,NA,2026-06-04T05:33:40Z
2026,10,Nebraska,Big Ten Conference,1984.6,28,7,35,0.8,28-7,Vanderbilt,2000.2,1660.5,NA,2026-06-04T05:33:40Z
2026,11,Iowa State,Big 12 Conference,1982.5,29,8,37,0.784,29-8,Purdue,1997.9,1691,NA,2026-06-04T05:33:40Z
2026,12,Florida,Southeastern Conference,1972.3,27,8,35,0.771,27-8,Vanderbilt,2000.2,1724.4,NA,2026-06-04T05:33:40Z
2026,13,Illinois,Big Ten Conference,1971.2,28,9,37,0.757,28-9,Purdue,1997.9,1717,NA,2026-06-04T05:33:40Z
2026,14,Saint Louis,Atlantic 10 Conference,1964.6,29,6,35,0.829,29-6,Santa Clara,1860.8,1640.4,NA,2026-06-04T05:33:40Z
2026,15,Miami OH,Mid-American Conference,1960.6,32,2,34,0.941,32-2,Akron,1837.5,1525.6,NA,2026-06-04T05:33:40Z
2026,16,Utah State,Mountain West Conference,1943.8,29,7,36,0.806,29-7,New Mexico,1847,1652.5,NA,2026-06-04T05:33:40Z
2026,17,Virginia,Atlantic Coast Conference,1934.1,30,6,36,0.833,30-6,Miami,1851.9,1681.9,NA,2026-06-04T05:33:40Z
2026,18,Saint Mary's,West Coast Conference,1932.7,27,6,33,0.818,27-6,Gonzaga,2014.1,1642.1,NA,2026-06-04T05:33:40Z
2026,19,Alabama,Southeastern Conference,1916.1,25,10,35,0.714,25-10,Illinois,1971.2,1752.6,NA,2026-06-04T05:33:40Z
2026,20,Arkansas,Southeastern Conference,1913,28,9,37,0.757,28-9,Vanderbilt,2000.2,1730.7,NA,2026-06-04T05:33:40Z
2026,21,St John's,Big East Conference,1909.7,30,7,37,0.811,30-7,UConn,2048.4,1696.9,NA,2026-06-04T05:33:40Z
2026,22,Tennessee,Southeastern Conference,1900.4,25,12,37,0.676,25-12,Vanderbilt,2000.2,1750.8,NA,2026-06-04T05:33:40Z
2026,23,Tulsa,American Conference,1894.8,30,8,38,0.789,30-8,New Mexico,1847,1552.5,NA,2026-06-04T05:33:40Z
2026,24,Belmont,Missouri Valley Conference,1894.3,26,6,32,0.812,26-6,Northern Iowa,1730.7,1544,NA,2026-06-04T05:33:40Z
2026,25,North Carolina,Atlantic Coast Conference,1869.2,24,9,33,0.727,24-9,Duke,2158.2,1707.9,NA,2026-06-04T05:33:40Z
2026,26,Kansas,Big 12 Conference,1868.9,24,11,35,0.686,24-11,Arizona,2164.5,1754.5,NA,2026-06-04T05:33:40Z
2026,27,Texas Tech,Big 12 Conference,1861.7,23,11,34,0.676,23-11,Arizona,2164.5,1764,NA,2026-06-04T05:33:40Z
2026,28,Santa Clara,West Coast Conference,1860.8,26,9,35,0.743,26-9,Saint Mary's,1932.7,1646.8,NA,2026-06-04T05:33:40Z
2026,29,High Point,Big South Conference,1860,31,5,36,0.861,31-5,Wisconsin,1815.5,1502.2,NA,2026-06-04T05:33:40Z
2026,30,BYU,Big 12 Conference,1855.2,23,12,35,0.657,23-12,Iowa State,1982.5,1731.3,NA,2026-06-04T05:33:40Z
2026,31,Miami,Atlantic Coast Conference,1851.9,26,9,35,0.743,26-9,North Carolina,1869.2,1630.6,NA,2026-06-04T05:33:40Z
2026,32,New Mexico,Mountain West Conference,1847,26,11,37,0.703,26-11,Santa Clara,1860.8,1596.3,NA,2026-06-04T05:33:40Z
2026,33,Villanova,Big East Conference,1843,24,9,33,0.727,24-9,Wisconsin,1815.5,1665.6,NA,2026-06-04T05:33:40Z
2026,34,VCU,Atlantic 10 Conference,1839.7,28,8,36,0.778,28-8,North Carolina,1869.2,1679.1,NA,2026-06-04T05:33:40Z
2026,35,Akron,Mid-American Conference,1837.5,29,6,35,0.829,29-6,Toledo,1716.9,1562.5,NA,2026-06-04T05:33:40Z
2026,36,Yale,Ivy League,1835.8,24,7,31,0.774,24-7,Akron,1837.5,1586.3,NA,2026-06-04T05:33:40Z
2026,37,Georgia,Southeastern Conference,1833.4,22,11,33,0.667,22-11,Alabama,1916.1,1650.3,NA,2026-06-04T05:33:40Z
2026,38,NC State,Atlantic Coast Conference,1827.2,20,14,34,0.588,20-14,North Carolina,1869.2,1690.3,NA,2026-06-04T05:33:40Z
2026,39,Iowa,Big Ten Conference,1823.3,24,13,37,0.649,24-13,Nebraska,1984.6,1673.1,NA,2026-06-04T05:33:40Z
2026,40,Louisville,Atlantic Coast Conference,1823,24,11,35,0.686,24-11,Miami,1851.9,1723.9,NA,2026-06-04T05:33:40Z
2026,41,SF Austin,Southland Conference,1818.5,28,6,34,0.824,28-6,McNeese,1802.3,1508.3,NA,2026-06-04T05:33:40Z
2026,42,Wisconsin,Big Ten Conference,1815.5,24,11,35,0.686,24-11,Michigan,2194.1,1682.4,NA,2026-06-04T05:33:40Z
2026,43,George Mason,Atlantic 10 Conference,1812.7,23,10,33,0.697,23-10,Saint Louis,1964.6,1616.2,NA,2026-06-04T05:33:40Z
2026,44,McNeese,Southland Conference,1802.3,28,6,34,0.824,28-6,SF Austin,1818.5,1551.4,NA,2026-06-04T05:33:40Z
2026,45,South Florida,American Conference,1802.2,25,9,34,0.735,25-9,Utah State,1943.8,1634.5,NA,2026-06-04T05:33:40Z
2026,46,Auburn,Southeastern Conference,1800.9,22,16,38,0.579,22-16,Florida,1972.3,1731.2,NA,2026-06-04T05:33:40Z
2026,47,Liberty,Conference USA,1797.3,26,8,34,0.765,26-8,George Mason,1812.7,1583.3,NA,2026-06-04T05:33:40Z
2026,48,San Diego St,Mountain West Conference,1796.4,22,11,33,0.667,22-11,Utah State,1943.8,1680.5,NA,2026-06-04T05:33:40Z
2026,49,SMU,Atlantic Coast Conference,1796,20,14,34,0.588,20-14,North Carolina,1869.2,1689.2,NA,2026-06-04T05:33:40Z
2026,50,UNC Wilmington,Coastal Athletic Association,1791.7,27,7,34,0.794,27-7,Yale,1835.8,1537,NA,2026-06-04T05:33:40Z
2026,51,Ohio State,Big Ten Conference,1790.9,21,13,34,0.618,21-13,Purdue,1997.9,1700.3,NA,2026-06-04T05:33:40Z
