season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2020,1,Kansas,Big 12 Conference,2534.7,28,3,31,0.903,28-3,Baylor,2481.1,1968.4,NA,2026-07-05T20:19:25Z
2020,2,Baylor,Big 12 Conference,2481.1,26,4,30,0.867,26-4,Kansas,2534.7,1898.2,NA,2026-07-05T20:19:25Z
2020,3,San Diego St,Mountain West Conference,2473.3,30,2,32,0.938,30-2,Creighton,2201.1,1649.5,NA,2026-07-05T20:19:25Z
2020,4,Dayton,Atlantic 10 Conference,2426.7,29,2,31,0.935,29-2,Saint Mary's,2131.2,1744.5,NA,2026-07-05T20:19:25Z
2020,5,Gonzaga,West Coast Conference,2322,31,2,33,0.939,31-2,Oregon,2190,1696.4,NA,2026-07-05T20:19:25Z
2020,6,Duke,Atlantic Coast Conference,2281,25,6,31,0.806,25-6,Kansas,2534.7,1873.7,NA,2026-07-05T20:19:25Z
2020,7,Maryland,Big Ten Conference,2280.7,24,7,31,0.774,24-7,Ohio State,2199.2,1911.4,NA,2026-07-05T20:19:25Z
2020,8,Florida St,Atlantic Coast Conference,2249.2,26,5,31,0.839,26-5,Louisville,2208.6,1835.5,NA,2026-07-05T20:19:25Z
2020,9,West Virginia,Big 12 Conference,2239.8,21,10,31,0.677,21-10,Baylor,2481.1,1969.9,NA,2026-07-05T20:19:25Z
2020,10,Butler,Big East Conference,2209.7,22,9,31,0.71,22-9,Creighton,2201.1,1895.5,NA,2026-07-05T20:19:25Z
2020,11,Louisville,Atlantic Coast Conference,2208.6,24,7,31,0.774,24-7,Duke,2281,1849.7,NA,2026-07-05T20:19:25Z
2020,12,Creighton,Big East Conference,2201.1,24,7,31,0.774,24-7,Butler,2209.7,1873.7,NA,2026-07-05T20:19:25Z
2020,13,Ohio State,Big Ten Conference,2199.2,21,10,31,0.677,21-10,Maryland,2280.7,1903.8,NA,2026-07-05T20:19:25Z
2020,14,Michigan,Big Ten Conference,2197.3,19,12,31,0.613,19-12,Gonzaga,2322,1918.5,NA,2026-07-05T20:19:25Z
2020,15,Oregon,Pac-12 Conference,2190,24,7,31,0.774,24-7,Michigan,2197.3,1898.8,NA,2026-07-05T20:19:25Z
2020,16,Kentucky,Southeastern Conference,2177.1,25,6,31,0.806,25-6,Louisville,2208.6,1812.9,NA,2026-07-05T20:19:25Z
2020,17,Villanova,Big East Conference,2174.1,24,7,31,0.774,24-7,Kansas,2534.7,1940.4,NA,2026-07-05T20:19:25Z
2020,18,Auburn,Southeastern Conference,2173,25,6,31,0.806,25-6,Kentucky,2177.1,1828.9,NA,2026-07-05T20:19:25Z
2020,19,Arizona,Pac-12 Conference,2166.9,21,11,32,0.656,21-11,Colorado,2145,1873.9,NA,2026-07-05T20:19:25Z
2020,20,Michigan St,Big Ten Conference,2164.9,22,9,31,0.71,22-9,Maryland,2280.7,1932,NA,2026-07-05T20:19:25Z
2020,21,Seton Hall,Big East Conference,2157.5,21,9,30,0.7,21-9,Maryland,2280.7,1941.5,NA,2026-07-05T20:19:25Z
2020,22,Colorado,Pac-12 Conference,2145,21,11,32,0.656,21-11,Dayton,2426.7,1877,NA,2026-07-05T20:19:25Z
2020,23,Penn State,Big Ten Conference,2132.7,21,10,31,0.677,21-10,Maryland,2280.7,1847.4,NA,2026-07-05T20:19:25Z
2020,24,Saint Mary's,West Coast Conference,2131.2,26,8,34,0.765,26-8,BYU,2124.2,1727.1,NA,2026-07-05T20:19:25Z
2020,25,BYU,West Coast Conference,2124.2,24,8,32,0.75,24-8,Gonzaga,2322,1786.7,NA,2026-07-05T20:19:25Z
2020,26,Houston,American Athletic Conference,2124.1,23,8,31,0.742,23-8,Wichita St,2103.8,1776.2,NA,2026-07-05T20:19:25Z
2020,27,Stanford,Pac-12 Conference,2122.8,20,12,32,0.625,20-12,Oregon,2190,1817.8,NA,2026-07-05T20:19:25Z
2020,28,Marquette,Big East Conference,2113,18,12,30,0.6,18-12,Butler,2209.7,1901.1,NA,2026-07-05T20:19:25Z
2020,29,Iowa,Big Ten Conference,2106.2,20,11,31,0.645,20-11,Maryland,2280.7,1902.9,NA,2026-07-05T20:19:25Z
2020,30,Wichita St,American Athletic Conference,2103.8,23,8,31,0.742,23-8,Oklahoma,2069.2,1761.9,NA,2026-07-05T20:19:25Z
2020,31,Rutgers,Big Ten Conference,2096.8,20,11,31,0.645,20-11,Maryland,2280.7,1873.9,NA,2026-07-05T20:19:25Z
2020,32,Indiana,Big Ten Conference,2088.6,20,12,32,0.625,20-12,Florida St,2249.2,1882.8,NA,2026-07-05T20:19:25Z
2020,33,Florida,Southeastern Conference,2069.4,19,12,31,0.613,19-12,Auburn,2173,1891.3,NA,2026-07-05T20:19:25Z
2020,34,Oklahoma,Big 12 Conference,2069.2,19,12,31,0.613,19-12,West Virginia,2239.8,1953.6,NA,2026-07-05T20:19:25Z
2020,35,Xavier,Big East Conference,2060.2,19,13,32,0.594,19-13,Seton Hall,2157.5,1909.5,NA,2026-07-05T20:19:25Z
2020,36,Texas Tech,Big 12 Conference,2057.3,18,13,31,0.581,18-13,West Virginia,2239.8,1891.6,NA,2026-07-05T20:19:25Z
2020,37,LSU,Southeastern Conference,2052.7,21,10,31,0.677,21-10,Florida,2069.4,1838.3,NA,2026-07-05T20:19:25Z
2020,38,Illinois,Big Ten Conference,2037.1,21,10,31,0.677,21-10,Michigan,2197.3,1841,NA,2026-07-05T20:19:25Z
2020,39,Arkansas,Southeastern Conference,2036,20,12,32,0.625,20-12,Indiana,2088.6,1823.1,NA,2026-07-05T20:19:25Z
2020,40,Virginia,Atlantic Coast Conference,2033.1,23,7,30,0.767,23-7,Duke,2281,1843.1,NA,2026-07-05T20:19:25Z
2020,41,Wisconsin,Big Ten Conference,2027.2,21,10,31,0.677,21-10,Maryland,2280.7,1917.1,NA,2026-07-05T20:19:25Z
2020,42,Northern Iowa,Missouri Valley Conference,2016.1,25,6,31,0.806,25-6,Colorado,2145,1524,NA,2026-07-05T20:19:25Z
2020,43,Rhode Island,Atlantic 10 Conference,2015.2,21,9,30,0.7,21-9,Alabama,1923.3,1751.9,NA,2026-07-05T20:19:25Z
2020,44,USC,Pac-12 Conference,2015.1,22,9,31,0.71,22-9,Arizona,2166.9,1828.6,NA,2026-07-05T20:19:25Z
2020,45,Texas,Big 12 Conference,2010.2,19,12,31,0.613,19-12,West Virginia,2239.8,1922.3,NA,2026-07-05T20:19:25Z
2020,46,Arizona St,Pac-12 Conference,2004,20,11,31,0.645,20-11,Oregon,2190,1863,NA,2026-07-05T20:19:25Z
2020,47,NC State,Atlantic Coast Conference,1994.9,20,12,32,0.625,20-12,Duke,2281,1820.9,NA,2026-07-05T20:19:25Z
2020,48,Oklahoma St,Big 12 Conference,1991.9,18,14,32,0.562,18-14,Houston,2124.1,1955.7,NA,2026-07-05T20:19:25Z
2020,49,Georgetown,Big East Conference,1990.7,15,17,32,0.469,15-17,Butler,2209.7,1914.4,NA,2026-07-05T20:19:25Z
2020,50,Memphis,American Athletic Conference,1989.5,21,10,31,0.677,21-10,Houston,2124.1,1749,NA,2026-07-05T20:19:25Z
2020,51,DePaul,Big East Conference,1986.3,16,16,32,0.5,16-16,Butler,2209.7,1830,NA,2026-07-05T20:19:25Z
2020,52,Utah State,Mountain West Conference,1981.2,26,8,34,0.765,26-8,San Diego St,2473.3,1638.6,NA,2026-07-05T20:19:25Z
2020,53,ETSU,Southern Conference,1979.6,30,4,34,0.882,30-4,LSU,2052.7,1430.5,NA,2026-07-05T20:19:25Z
2020,54,Purdue,Big Ten Conference,1972.1,16,15,31,0.516,16-15,Michigan St,2164.9,1933.6,NA,2026-07-05T20:19:25Z
2020,55,Richmond,Atlantic 10 Conference,1968.8,24,7,31,0.774,24-7,Wisconsin,2027.2,1698.6,NA,2026-07-05T20:19:25Z
2020,56,Cincinnati,American Athletic Conference,1967.2,20,10,30,0.667,20-10,Houston,2124.1,1809.9,NA,2026-07-05T20:19:25Z
2020,57,Saint Louis,Atlantic 10 Conference,1965.7,23,8,31,0.742,23-8,Rhode Island,2015.2,1678.3,NA,2026-07-05T20:19:25Z
2020,58,SF Austin,Southland Conference,1961,28,3,31,0.903,28-3,Duke,2281,1298.9,NA,2026-07-05T20:19:25Z
2020,59,Washington,Pac-12 Conference,1950.5,15,17,32,0.469,15-17,Baylor,2481.1,1870.4,NA,2026-07-05T20:19:25Z
2020,60,Tennessee,Southeastern Conference,1949.1,17,14,31,0.548,17-14,Kentucky,2177.1,1869.1,NA,2026-07-05T20:19:25Z
2020,61,Iowa State,Big 12 Conference,1941.7,12,20,32,0.375,12-20,Seton Hall,2157.5,1953.4,NA,2026-07-05T20:19:25Z
2020,62,Minnesota,Big Ten Conference,1941.5,15,16,31,0.484,15-16,Ohio State,2199.2,1950.5,NA,2026-07-05T20:19:25Z
2020,63,Mississippi St,Southeastern Conference,1936,20,11,31,0.645,20-11,Florida,2069.4,1815.8,NA,2026-07-05T20:19:25Z
2020,64,Liberty,ASUN Conference,1923.9,30,4,34,0.882,30-4,Akron,1871.5,1293.6,NA,2026-07-05T20:19:25Z
2020,65,Alabama,Southeastern Conference,1923.3,16,15,31,0.516,16-15,Auburn,2173,1866,NA,2026-07-05T20:19:25Z
2020,66,Notre Dame,Atlantic Coast Conference,1919.3,20,12,32,0.625,20-12,Virginia Tech,1917.8,1767.3,NA,2026-07-05T20:19:25Z
2020,67,TCU,Big 12 Conference,1918.8,16,16,32,0.5,16-16,Baylor,2481.1,1884.6,NA,2026-07-05T20:19:25Z
2020,68,Virginia Tech,Atlantic Coast Conference,1917.8,16,16,32,0.5,16-16,Michigan St,2164.9,1782.3,NA,2026-07-05T20:19:25Z
2020,69,North Carolina,Atlantic Coast Conference,1914.4,14,19,33,0.424,14-19,Oregon,2190,1910.3,NA,2026-07-05T20:19:25Z
2020,70,VCU,Atlantic 10 Conference,1911.7,18,13,31,0.581,18-13,LSU,2052.7,1735.4,NA,2026-07-05T20:19:25Z
2020,71,Utah,Pac-12 Conference,1911.1,16,15,31,0.516,16-15,Kentucky,2177.1,1864.1,NA,2026-07-05T20:19:25Z
2020,72,Oregon St,Pac-12 Conference,1910.7,18,13,31,0.581,18-13,Oregon,2190,1802.7,NA,2026-07-05T20:19:25Z
2020,73,Georgia,Southeastern Conference,1903.6,16,16,32,0.5,16-16,Auburn,2173,1817.4,NA,2026-07-05T20:19:25Z
2020,74,St John's,Big East Conference,1898,17,15,32,0.531,17-15,West Virginia,2239.8,1855.4,NA,2026-07-05T20:19:25Z
2020,75,SMU,American Athletic Conference,1896.6,19,11,30,0.633,19-11,Houston,2124.1,1685,NA,2026-07-05T20:19:25Z
2020,76,Duquesne,Atlantic 10 Conference,1886.9,21,9,30,0.7,21-9,Saint Louis,1965.7,1643.9,NA,2026-07-05T20:19:25Z
2020,77,Pitt,Atlantic Coast Conference,1886.4,16,17,33,0.485,16-17,Florida St,2249.2,1823.4,NA,2026-07-05T20:19:25Z
2020,78,Syracuse,Atlantic Coast Conference,1881.8,18,14,32,0.562,18-14,Virginia,2033.1,1836.4,NA,2026-07-05T20:19:25Z
2020,79,Temple,American Athletic Conference,1880.6,14,17,31,0.452,14-17,Wichita St,2103.8,1786.4,NA,2026-07-05T20:19:25Z
2020,80,UNC Greensboro,Southern Conference,1875.2,23,9,32,0.719,23-9,Georgetown,1990.7,1460.9,NA,2026-07-05T20:19:25Z
2020,81,Akron,Mid-American Conference,1871.5,24,7,31,0.774,24-7,Kent State,1740.7,1541.5,NA,2026-07-05T20:19:25Z
2020,82,South Carolina,Southeastern Conference,1867.9,18,13,31,0.581,18-13,Kentucky,2177.1,1800.2,NA,2026-07-05T20:19:25Z
2020,83,UConn,American Athletic Conference,1866.4,19,12,31,0.613,19-12,Houston,2124.1,1757.3,NA,2026-07-05T20:19:25Z
2020,84,Miami,Atlantic Coast Conference,1856.5,15,16,31,0.484,15-16,Illinois,2037.1,1882.5,NA,2026-07-05T20:19:25Z
2020,85,Furman,Southern Conference,1852.8,25,7,32,0.781,25-7,ETSU,1979.6,1443.5,NA,2026-07-05T20:19:25Z
2020,86,Yale,Ivy League,1852.7,23,7,30,0.767,23-7,Clemson,1829.4,1457,NA,2026-07-05T20:19:25Z
2020,87,UCLA,Pac-12 Conference,1844.1,19,12,31,0.613,19-12,Arizona,2166.9,1814.6,NA,2026-07-05T20:19:25Z
2020,88,Missouri,Southeastern Conference,1842,15,16,31,0.484,15-16,Auburn,2173,1814.8,NA,2026-07-05T20:19:25Z
2020,89,Providence,Big East Conference,1841.3,19,12,31,0.613,19-12,Butler,2209.7,1887.3,NA,2026-07-05T20:19:25Z
2020,90,Nevada,Mountain West Conference,1840.7,19,12,31,0.613,19-12,Colorado St,1831.3,1724.8,NA,2026-07-05T20:19:25Z
2020,91,Georgia Tech,Atlantic Coast Conference,1838.8,17,14,31,0.548,17-14,Louisville,2208.6,1834.8,NA,2026-07-05T20:19:25Z
2020,92,San Francisco,West Coast Conference,1838.8,22,12,34,0.647,22-12,BYU,2124.2,1701,NA,2026-07-05T20:19:25Z
2020,93,Colorado St,Mountain West Conference,1831.3,20,12,32,0.625,20-12,Nevada,1840.7,1649.4,NA,2026-07-05T20:19:25Z
2020,94,Clemson,Atlantic Coast Conference,1829.4,16,15,31,0.516,16-15,Duke,2281,1857.1,NA,2026-07-05T20:19:25Z
2020,95,Tulsa,American Athletic Conference,1828.9,21,10,31,0.677,21-10,Houston,2124.1,1691.4,NA,2026-07-05T20:19:25Z
2020,96,Boise St,Mountain West Conference,1821.3,20,12,32,0.625,20-12,BYU,2124.2,1699.6,NA,2026-07-05T20:19:25Z
2020,97,Ole Miss,Southeastern Conference,1805.3,15,17,32,0.469,15-17,Penn State,2132.7,1810.3,NA,2026-07-05T20:19:25Z
2020,98,New Mexico,Mountain West Conference,1802.3,19,14,33,0.576,19-14,Wisconsin,2027.2,1623.6,NA,2026-07-05T20:19:25Z
2020,99,Kansas St,Big 12 Conference,1797.1,11,21,32,0.344,11-21,West Virginia,2239.8,1928.9,NA,2026-07-05T20:19:25Z
2020,100,Vermont,America East Conference,1788.3,26,7,33,0.788,26-7,St John's,1898,1403,NA,2026-07-05T20:19:25Z
2020,101,Wake Forest,Atlantic Coast Conference,1778.4,13,18,31,0.419,13-18,Duke,2281,1861.5,NA,2026-07-05T20:19:25Z
2020,102,California,Pac-12 Conference,1776.8,14,18,32,0.438,14-18,Colorado,2145,1897.2,NA,2026-07-05T20:19:25Z
2020,103,Louisiana Tech,Conference USA,1770.1,22,8,30,0.733,22-8,Mississippi St,1936,1474.1,NA,2026-07-05T20:19:25Z
2020,104,Harvard,Ivy League,1768.9,21,8,29,0.724,21-8,Yale,1852.7,1474.5,NA,2026-07-05T20:19:25Z
2020,105,Western KY,Conference USA,1767.9,20,10,30,0.667,20-10,Arkansas,2036,1544,NA,2026-07-05T20:19:25Z
2020,106,George Mason,Atlantic 10 Conference,1758.6,17,15,32,0.531,17-15,VCU,1911.7,1650.1,NA,2026-07-05T20:19:25Z
2020,107,Santa Clara,West Coast Conference,1753.2,20,13,33,0.606,20-13,Saint Mary's,2131.2,1543.4,NA,2026-07-05T20:19:25Z
2020,108,UCF,American Athletic Conference,1752.8,16,14,30,0.533,16-14,Cincinnati,1967.2,1717.3,NA,2026-07-05T20:19:25Z
2020,109,New Mexico St,Western Athletic Conference,1750.3,25,6,31,0.806,25-6,Mississippi St,1936,1364.2,NA,2026-07-05T20:19:25Z
