season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2016,1,Villanova,Big East Conference,2020.8,34,5,39,0.872,34-5,Kansas,1995.1,1671,NA,2026-06-04T05:33:19Z
2016,2,Michigan St,Big Ten Conference,2008.1,28,6,34,0.824,28-6,Kansas,1995.1,1608.7,NA,2026-06-04T05:33:19Z
2016,3,Kansas,Big 12 Conference,1995.1,33,5,38,0.868,33-5,Oklahoma,1966.9,1685.3,NA,2026-06-04T05:33:19Z
2016,4,North Carolina,Atlantic Coast Conference,1993.6,33,7,40,0.825,33-7,Virginia,1978.1,1684.7,NA,2026-06-04T05:33:19Z
2016,5,Virginia,Atlantic Coast Conference,1978.1,28,8,36,0.778,28-8,Villanova,2020.8,1703,NA,2026-06-04T05:33:19Z
2016,6,Xavier,Big East Conference,1971,27,6,33,0.818,27-6,Villanova,2020.8,1632.2,NA,2026-06-04T05:33:19Z
2016,7,Oklahoma,Big 12 Conference,1966.9,28,8,36,0.778,28-8,Villanova,2020.8,1723.2,NA,2026-06-04T05:33:19Z
2016,8,Oregon,Pac-12 Conference,1926.7,30,7,37,0.811,30-7,Arizona,1892.9,1705,NA,2026-06-04T05:33:19Z
2016,9,SMU,American Athletic Conference,1925.8,25,5,30,0.833,25-5,Gonzaga,1833.6,1585.8,NA,2026-06-04T05:33:19Z
2016,10,West Virginia,Big 12 Conference,1922.3,25,9,34,0.735,25-9,Kansas,1995.1,1674.1,NA,2026-06-04T05:33:19Z
2016,11,Purdue,Big Ten Conference,1921.5,26,9,35,0.743,26-9,Michigan St,2008.1,1632.8,NA,2026-06-04T05:33:19Z
2016,12,Miami,Atlantic Coast Conference,1909.9,26,8,34,0.765,26-8,Virginia,1978.1,1677.4,NA,2026-06-04T05:33:19Z
2016,13,Saint Mary's,West Coast Conference,1902,29,6,35,0.829,29-6,Gonzaga,1833.6,1562.7,NA,2026-06-04T05:33:19Z
2016,14,Louisville,Atlantic Coast Conference,1896.5,23,8,31,0.742,23-8,North Carolina,1993.6,1668.1,NA,2026-06-04T05:33:19Z
2016,15,Maryland,Big Ten Conference,1896.1,26,9,35,0.743,26-9,Purdue,1921.5,1662,NA,2026-06-04T05:33:19Z
2016,16,Arizona,Pac-12 Conference,1892.9,25,9,34,0.735,25-9,Gonzaga,1833.6,1648.8,NA,2026-06-04T05:33:19Z
2016,17,Iowa,Big Ten Conference,1890.3,22,11,33,0.667,22-11,Michigan St,2008.1,1637.5,NA,2026-06-04T05:33:19Z
2016,18,Indiana,Big Ten Conference,1890,27,8,35,0.771,27-8,Purdue,1921.5,1598.5,NA,2026-06-04T05:33:19Z
2016,19,Texas A&M,Southeastern Conference,1881.2,28,9,37,0.757,28-9,Kentucky,1879.4,1650.6,NA,2026-06-04T05:33:19Z
2016,20,Kentucky,Southeastern Conference,1879.4,26,9,35,0.743,26-9,Louisville,1896.5,1669.5,NA,2026-06-04T05:33:19Z
2016,21,Utah,Pac-12 Conference,1874.3,27,8,35,0.771,27-8,Arizona,1892.9,1687.5,NA,2026-06-04T05:33:19Z
2016,22,Valparaiso,Horizon League,1873.1,30,7,37,0.811,30-7,Saint Mary's,1902,1569.5,NA,2026-06-04T05:33:19Z
2016,23,Little Rock,Sun Belt Conference,1870.7,30,5,35,0.857,30-5,Purdue,1921.5,1524.7,NA,2026-06-04T05:33:19Z
2016,24,Iowa State,Big 12 Conference,1842,23,12,35,0.657,23-12,Kansas,1995.1,1708.6,NA,2026-06-04T05:33:19Z
2016,25,Gonzaga,West Coast Conference,1833.6,28,8,36,0.778,28-8,Saint Mary's,1902,1602.9,NA,2026-06-04T05:33:19Z
2016,26,Notre Dame,Atlantic Coast Conference,1830.1,24,12,36,0.667,24-12,North Carolina,1993.6,1678.2,NA,2026-06-04T05:33:19Z
2016,27,Duke,Atlantic Coast Conference,1828.7,24,11,35,0.686,24-11,North Carolina,1993.6,1722.1,NA,2026-06-04T05:33:19Z
2016,28,Wichita St,Missouri Valley Conference,1822,26,9,35,0.743,26-9,Arizona,1892.9,1604.3,NA,2026-06-04T05:33:19Z
2016,29,Saint Joseph's,Atlantic 10 Conference,1817.7,28,8,36,0.778,28-8,Cincinnati,1816.3,1646.1,NA,2026-06-04T05:33:19Z
2016,30,Cincinnati,American Athletic Conference,1816.3,22,11,33,0.667,22-11,SMU,1925.8,1612.9,NA,2026-06-04T05:33:19Z
2016,31,S Dakota St,Summit League,1813,26,8,34,0.765,26-8,Weber St,1744.6,1510.2,NA,2026-06-04T05:33:19Z
2016,32,Stony Brook,America East Conference,1810,26,7,33,0.788,26-7,Columbia,1781.2,1428.1,NA,2026-06-04T05:33:19Z
2016,33,Dayton,Atlantic 10 Conference,1806.9,25,8,33,0.758,25-8,Iowa,1890.3,1670,NA,2026-06-04T05:33:19Z
