season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2012,76,Belmont,ASUN Conference,1857.4,27,8,35,0.771,27-8,MTSU,1982.8,1488.2,NA,2026-09-01T12:33:29Z,1857.4,2026-08-26,0
2012,77,Maryland,Atlantic Coast Conference,1850.9,17,15,32,0.531,17-15,Miami,1952.8,1811.5,NA,2026-09-01T12:33:29Z,1850.9,2026-08-26,0
2012,78,Colorado,Pac-12 Conference,1850.3,24,12,36,0.667,24-12,UNLV,2139.4,1717.2,NA,2026-09-01T12:33:29Z,1850.3,2026-08-26,0
2012,79,South Florida,Big East Conference,1849.8,22,14,36,0.611,22-14,Louisville,2201.6,1812.8,NA,2026-09-01T12:33:29Z,1849.8,2026-08-26,0
2012,80,Cleveland St,Horizon League,1848.9,22,11,33,0.667,22-11,Vanderbilt,2096.1,1540.3,NA,2026-09-01T12:33:29Z,1848.9,2026-08-26,0
2012,81,LSU,Southeastern Conference,1846.6,18,15,33,0.545,18-15,Marquette,2199.5,1816.6,NA,2026-09-01T12:33:29Z,1846.6,2026-08-26,0
2012,82,Georgia,Southeastern Conference,1841,15,17,32,0.469,15-17,Florida,2173.1,1865.5,NA,2026-09-01T12:33:29Z,1841,2026-08-26,0
2012,83,Davidson,Southern Conference,1834.3,25,8,33,0.758,25-8,Kansas,2370.1,1493,NA,2026-09-01T12:33:29Z,1834.3,2026-08-26,0
2012,84,La Salle,Atlantic 10 Conference,1833,21,13,34,0.618,21-13,Xavier,2028.5,1640.4,NA,2026-09-01T12:33:29Z,1833,2026-08-26,0
2012,85,UMass,Atlantic 10 Conference,1830.5,25,12,37,0.676,25-12,Seton Hall,2076.9,1678.8,NA,2026-09-01T12:33:29Z,1830.5,2026-08-26,0
2012,86,Oregon St,Pac-12 Conference,1823.2,21,15,36,0.583,21-15,California,2071.4,1648.8,NA,2026-09-01T12:33:29Z,1823.2,2026-08-26,0
2012,87,Arkansas,Southeastern Conference,1822.3,18,14,32,0.562,18-14,Michigan,2199,1745.2,NA,2026-09-01T12:33:29Z,1822.3,2026-08-26,0
2012,88,Akron,Mid-American Conference,1817.9,22,12,34,0.647,22-12,Mississippi St,1974.1,1588.7,NA,2026-09-01T12:33:29Z,1817.9,2026-08-26,0
2012,89,Villanova,Big East Conference,1816.8,13,19,32,0.406,13-19,Seton Hall,2076.9,1861.5,NA,2026-09-01T12:33:29Z,1816.8,2026-08-26,0
2012,90,Wyoming,Mountain West Conference,1808.6,21,12,33,0.636,21-12,UNLV,2139.4,1571.4,NA,2026-09-01T12:33:29Z,1808.6,2026-08-26,0
2012,91,Drexel,Colonial Athletic Association,1804.3,29,7,36,0.806,29-7,Northern Iowa,1926.6,1494.6,NA,2026-09-01T12:33:29Z,1804.3,2026-08-26,0
2012,92,Nebraska,Big Ten Conference,1801.4,12,18,30,0.4,12-18,Indiana,2250.7,1876,NA,2026-09-01T12:33:29Z,1801.4,2026-08-26,0
2012,93,UCLA,Pac-12 Conference,1800,19,14,33,0.576,19-14,Arizona,1976.7,1725.4,NA,2026-09-01T12:33:29Z,1800,2026-08-26,0
2012,94,Wagner,Northeast Conference,1798.1,25,6,31,0.806,25-6,Pitt,1911.5,1357.5,NA,2026-09-01T12:33:29Z,1798.1,2026-08-26,0
2012,95,Auburn,Southeastern Conference,1788.6,15,16,31,0.484,15-16,Mississippi St,1974.1,1742.9,NA,2026-09-01T12:33:29Z,1788.6,2026-08-26,0
2012,96,Oklahoma St,Big 12 Conference,1787.3,15,18,33,0.455,15-18,Missouri,2339.5,1864.4,NA,2026-09-01T12:33:29Z,1787.3,2026-08-26,0
2012,97,Tennessee,Southeastern Conference,1786.6,19,15,34,0.559,19-15,Florida,2173.1,1791.3,NA,2026-09-01T12:33:29Z,1786.6,2026-08-26,0
2012,98,Buffalo,Mid-American Conference,1780.5,20,11,31,0.645,20-11,Dayton,1915.1,1536,NA,2026-09-01T12:33:29Z,1780.5,2026-08-26,0
2012,99,Providence,Big East Conference,1780.2,15,17,32,0.469,15-17,Louisville,2201.6,1746.6,NA,2026-09-01T12:33:29Z,1780.2,2026-08-26,0
2012,100,Kent State,Mid-American Conference,1777.7,21,12,33,0.636,21-12,West Virginia,1996.9,1503.2,NA,2026-09-01T12:33:29Z,1777.7,2026-08-26,0
2012,101,Weber St,Big Sky Conference,1775.4,25,7,32,0.781,25-7,UT Arlington,1700.1,1387.2,NA,2026-09-01T12:33:29Z,1775.4,2026-08-26,0
2012,102,Clemson,Atlantic Coast Conference,1775.1,16,15,31,0.516,16-15,Virginia,2126.3,1713.3,NA,2026-09-01T12:33:29Z,1775.1,2026-08-26,0
2012,103,Bucknell,Patriot League,1767.8,25,10,35,0.714,25-10,Arizona,1976.7,1457.4,NA,2026-09-01T12:33:29Z,1767.8,2026-08-26,0
2012,104,Penn State,Big Ten Conference,1766.2,12,20,32,0.375,12-20,Purdue,2062.2,1872.9,NA,2026-09-01T12:33:29Z,1766.2,2026-08-26,0
2012,105,Tulsa,Conference USA,1765.9,17,14,31,0.548,17-14,UCF,1866.6,1680.8,NA,2026-09-01T12:33:29Z,1765.9,2026-08-26,0
2012,106,S Dakota St,Summit League,1765.7,27,8,35,0.771,27-8,Washington,1924.8,1467.2,NA,2026-09-01T12:33:29Z,1765.7,2026-08-26,0
2012,107,St Bonaventure,Atlantic 10 Conference,1763.5,20,12,32,0.625,20-12,Xavier,2028.5,1697.2,NA,2026-09-01T12:33:29Z,1763.5,2026-08-26,0
2012,108,Duquesne,Atlantic 10 Conference,1757.6,16,15,31,0.516,16-15,Dayton,1915.1,1678.2,NA,2026-09-01T12:33:29Z,1757.6,2026-08-26,0
2012,109,Texas A&M,Big 12 Conference,1750.9,14,18,32,0.438,14-18,Oklahoma,1905.5,1776.6,NA,2026-09-01T12:33:29Z,1750.9,2026-08-26,0
2012,110,George Mason,Colonial Athletic Association,1740.5,24,9,33,0.727,24-9,VCU,1920.5,1496.5,NA,2026-09-01T12:33:29Z,1740.5,2026-08-26,0
2012,111,Iowa,Big Ten Conference,1736.8,18,17,35,0.514,18-17,Indiana,2250.7,1846.8,NA,2026-09-01T12:33:29Z,1736.8,2026-08-26,0
2012,112,Rutgers,Big East Conference,1731.9,14,18,32,0.438,14-18,Florida,2173.1,1783,NA,2026-09-01T12:33:29Z,1731.9,2026-08-26,0
2012,113,LMU,West Coast Conference,1723,21,13,34,0.618,21-13,Saint Mary's,2101.8,1582.9,NA,2026-09-01T12:33:29Z,1723,2026-08-26,0
2012,114,Washington St,Pac-12 Conference,1722.2,19,18,37,0.514,19-18,California,2071.4,1665.1,NA,2026-09-01T12:33:29Z,1722.2,2026-08-26,0
2012,115,Charleston,Southern Conference,1720.1,19,12,31,0.613,19-12,Davidson,1834.3,1498,NA,2026-09-01T12:33:29Z,1720.1,2026-08-26,0
2012,116,Lehigh,Patriot League,1717.6,27,8,35,0.771,27-8,Duke,2315.3,1369.4,NA,2026-09-01T12:33:29Z,1717.6,2026-08-26,0
2012,117,Richmond,Atlantic 10 Conference,1714.6,16,16,32,0.5,16-16,Temple,1999.2,1686.9,NA,2026-09-01T12:33:29Z,1714.6,2026-08-26,0
2012,118,Mercer,ASUN Conference,1713.9,27,11,38,0.711,27-11,Georgia Tech,1695.3,1476.3,NA,2026-09-01T12:33:29Z,1713.9,2026-08-26,0
2012,119,St John's,Big East Conference,1711.1,13,19,32,0.406,13-19,Cincinnati,2004.7,1828.5,NA,2026-09-01T12:33:29Z,1711.1,2026-08-26,0
2012,120,Illinois St,Missouri Valley Conference,1708.1,21,14,35,0.6,21-14,Wichita St,2111.9,1687.1,NA,2026-09-01T12:33:29Z,1708.1,2026-08-26,0
2012,121,UT Arlington,NA,1700.1,24,9,33,0.727,24-9,Kent State,1777.7,1373.1,NA,2026-09-01T12:33:29Z,1700.1,2026-08-26,0
2012,122,Drake,Missouri Valley Conference,1699.1,18,16,34,0.529,18-16,Wichita St,2111.9,1647.9,NA,2026-09-01T12:33:29Z,1699.1,2026-08-26,0
2012,123,Georgia Tech,Atlantic Coast Conference,1695.3,11,20,31,0.355,11-20,NC State,1985.8,1753.9,NA,2026-09-01T12:33:29Z,1695.3,2026-08-26,0
2012,124,Evansville,Missouri Valley Conference,1689,16,16,32,0.5,16-16,Creighton,2076.4,1673.6,NA,2026-09-01T12:33:29Z,1689,2026-08-26,0
2012,125,Loyola MD,Metro Atlantic Athletic Conference,1688.1,24,9,33,0.727,24-9,Iona,1912.6,1479.9,NA,2026-09-01T12:33:29Z,1688.1,2026-08-26,0
2012,126,Valparaiso,Horizon League,1685.4,22,12,34,0.647,22-12,Cleveland St,1848.9,1487.2,NA,2026-09-01T12:33:29Z,1685.4,2026-08-26,0
2012,127,Boise St,Mountain West Conference,1683.2,13,17,30,0.433,13-17,Colorado St,1861.7,1677.9,NA,2026-09-01T12:33:29Z,1683.2,2026-08-26,0
2012,128,Indiana St,Missouri Valley Conference,1679.8,18,15,33,0.545,18-15,Vanderbilt,2096.1,1635.4,NA,2026-09-01T12:33:29Z,1679.8,2026-08-26,0
2012,129,Robert Morris,Northeast Conference,1679.3,26,11,37,0.703,26-11,Ohio,1897.5,1403.5,NA,2026-09-01T12:33:29Z,1679.3,2026-08-26,0
2012,130,Old Dominion,Colonial Athletic Association,1678.2,22,14,36,0.611,22-14,Missouri St,1863,1580.1,NA,2026-09-01T12:33:29Z,1678.2,2026-08-26,0
2012,131,Lamar,NA,1678.1,23,12,35,0.657,23-12,Charlotte,1676.8,1430.3,NA,2026-09-01T12:33:29Z,1678.1,2026-08-26,0
2012,132,Penn,Ivy League,1677.6,20,13,33,0.606,20-13,Harvard,2004.9,1588.3,NA,2026-09-01T12:33:29Z,1677.6,2026-08-26,0
2012,133,Charlotte,Atlantic 10 Conference,1676.8,13,17,30,0.433,13-17,Saint Joseph's,1895,1673.5,NA,2026-09-01T12:33:29Z,1676.8,2026-08-26,0
2012,134,Yale,Ivy League,1670.4,20,10,30,0.667,20-10,Penn,1677.6,1395.9,NA,2026-09-01T12:33:29Z,1670.4,2026-08-26,0
2012,135,Montana,Big Sky Conference,1670.2,25,7,32,0.781,25-7,Long Beach St,1970.8,1404.3,NA,2026-09-01T12:33:29Z,1670.2,2026-08-26,0
2012,136,Fairfield,Metro Atlantic Athletic Conference,1667.7,22,15,37,0.595,22-15,Iona,1912.6,1541,NA,2026-09-01T12:33:29Z,1667.7,2026-08-26,0
2012,137,UCSB,Big West Conference,1663.8,20,11,31,0.645,20-11,Utah State,1648.3,1443.4,NA,2026-09-01T12:33:29Z,1663.8,2026-08-26,0
2012,138,Wake Forest,Atlantic Coast Conference,1663.3,13,18,31,0.419,13-18,Virginia Tech,1873.8,1756.9,NA,2026-09-01T12:33:29Z,1663.3,2026-08-26,0
2012,139,Georgia St,Colonial Athletic Association,1654.5,22,12,34,0.647,22-12,VCU,1920.5,1455.5,NA,2026-09-01T12:33:29Z,1654.5,2026-08-26,0
2012,140,Milwaukee,Horizon League,1653.1,20,14,34,0.588,20-14,Cleveland St,1848.9,1528.2,NA,2026-09-01T12:33:29Z,1653.1,2026-08-26,0
2012,141,DePaul,Big East Conference,1650.7,12,19,31,0.387,12-19,Seton Hall,2076.9,1761.3,NA,2026-09-01T12:33:29Z,1650.7,2026-08-26,0
2012,142,N Dakota St,Summit League,1649,17,14,31,0.548,17-14,San Francisco,1570.8,1439.6,NA,2026-09-01T12:33:29Z,1649,2026-08-26,0
2012,143,Utah State,Western Athletic Conference,1648.3,21,16,37,0.568,21-16,BYU,1997.5,1535.3,NA,2026-09-01T12:33:29Z,1648.3,2026-08-26,0
2012,144,TCU,Mountain West Conference,1646.6,18,15,33,0.545,18-15,UNLV,2139.4,1685.3,NA,2026-09-01T12:33:29Z,1646.6,2026-08-26,0
2012,145,Butler,Horizon League,1644.3,22,15,37,0.595,22-15,Purdue,2062.2,1601.6,NA,2026-09-01T12:33:29Z,1644.3,2026-08-26,0
2012,146,UAB,Conference USA,1640.4,15,16,31,0.484,15-16,Southern Miss,2007.4,1734.9,NA,2026-09-01T12:33:29Z,1640.4,2026-08-26,0
2012,147,South Alabama,Sun Belt Conference,1635.2,17,12,29,0.586,17-12,LSU,1846.6,1465.5,NA,2026-09-01T12:33:29Z,1635.2,2026-08-26,0
2012,148,Rice,Conference USA,1627.6,19,16,35,0.543,19-16,UCF,1866.6,1533.4,NA,2026-09-01T12:33:29Z,1627.6,2026-08-26,0
2012,149,Air Force,Mountain West Conference,1625.7,13,16,29,0.448,13-16,San Diego St,2047.2,1603.9,NA,2026-09-01T12:33:29Z,1625.7,2026-08-26,0
2012,150,Princeton,Ivy League,1623.1,20,12,32,0.625,20-12,Florida St,2090.8,1514.4,NA,2026-09-01T12:33:29Z,1623.1,2026-08-26,0
2012,151,Norfolk St,Mid-Eastern Athletic Conference,1616,26,10,36,0.722,26-10,Missouri,2339.5,1359.5,NA,2026-09-01T12:33:29Z,1616,2026-08-26,0
2012,152,UNC Asheville,NA,1615.4,24,10,34,0.706,24-10,SC Upstate,1528.2,1373.3,NA,2026-09-01T12:33:29Z,1615.4,2026-08-26,0
2012,153,G Washington,Atlantic 10 Conference,1614,10,21,31,0.323,10-21,Duquesne,1757.6,1741.6,NA,2026-09-01T12:33:29Z,1614,2026-08-26,0
2012,154,UTEP,Conference USA,1605.6,15,17,32,0.469,15-17,Memphis,2081.4,1686.8,NA,2026-09-01T12:33:29Z,1605.6,2026-08-26,0
2012,155,Manhattan,Metro Atlantic Athletic Conference,1594.2,21,13,34,0.618,21-13,Iona,1912.6,1426.9,NA,2026-09-01T12:33:29Z,1594.2,2026-08-26,0
2012,156,Tulane,Conference USA,1577.3,15,16,31,0.484,15-16,Georgia Tech,1695.3,1480.4,NA,2026-09-01T12:33:29Z,1577.3,2026-08-26,0
2012,157,Bowling Green,Mid-American Conference,1576.9,16,16,32,0.5,16-16,Temple,1999.2,1548.9,NA,2026-09-01T12:33:29Z,1576.9,2026-08-26,0
2012,158,North Florida,ASUN Conference,1573.7,16,16,32,0.5,16-16,Mercer,1713.9,1528.2,NA,2026-09-01T12:33:29Z,1573.7,2026-08-26,0
2012,159,Idaho,Western Athletic Conference,1573.3,19,14,33,0.576,19-14,New Mexico St,1894.9,1461.2,NA,2026-09-01T12:33:29Z,1573.3,2026-08-26,0
2012,160,San Francisco,West Coast Conference,1570.8,20,14,34,0.588,20-14,Gonzaga,2144.4,1539.7,NA,2026-09-01T12:33:29Z,1570.8,2026-08-26,0
2012,161,South Carolina,Southeastern Conference,1570.6,10,21,31,0.323,10-21,Alabama,2122.3,1822.5,NA,2026-09-01T12:33:29Z,1570.6,2026-08-26,0
2012,162,Oakland,Summit League,1569.4,20,16,36,0.556,20-16,Tennessee,1786.6,1543.3,NA,2026-09-01T12:33:29Z,1569.4,2026-08-26,0
