season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2021,1,Gonzaga,West Coast Conference,2615.1,31,1,32,0.969,31-1,USC,2269,1806.2,NA,2026-07-27T20:27:50Z
2021,2,Baylor,Big 12 Conference,2531,28,2,30,0.933,28-2,Gonzaga,2615.1,1829.4,NA,2026-07-27T20:27:50Z
2021,3,Michigan,Big Ten Conference,2316.1,23,5,28,0.821,23-5,Iowa,2184.3,1940.5,NA,2026-07-27T20:27:50Z
2021,4,Houston,American Athletic Conference,2300.6,28,4,32,0.875,28-4,Texas Tech,2092.8,1772.5,NA,2026-07-27T20:27:50Z
2021,5,USC,Pac-12 Conference,2269,25,8,33,0.758,25-8,Oregon,2154.2,1941.6,NA,2026-07-27T20:27:50Z
2021,6,Illinois,Big Ten Conference,2244.4,24,7,31,0.774,24-7,Michigan,2316.1,1941.8,NA,2026-07-27T20:27:50Z
2021,7,Texas,Big 12 Conference,2199.3,19,8,27,0.704,19-8,Oklahoma St,2197.9,1906.2,NA,2026-07-27T20:27:50Z
2021,8,Oklahoma St,Big 12 Conference,2197.9,21,9,30,0.7,21-9,Baylor,2531,1923.6,NA,2026-07-27T20:27:50Z
2021,9,Iowa,Big Ten Conference,2184.3,22,9,31,0.71,22-9,Ohio State,2177.2,1900.7,NA,2026-07-27T20:27:50Z
2021,10,Ohio State,Big Ten Conference,2177.2,21,10,31,0.677,21-10,Michigan,2316.1,1954.4,NA,2026-07-27T20:27:50Z
2021,11,Alabama,Southeastern Conference,2161.9,26,7,33,0.788,26-7,Tennessee,2131.5,1900,NA,2026-07-27T20:27:50Z
2021,12,West Virginia,Big 12 Conference,2157,19,10,29,0.655,19-10,Texas,2199.3,1925.7,NA,2026-07-27T20:27:50Z
2021,13,Colorado,Pac-12 Conference,2156.5,23,9,32,0.719,23-9,USC,2269,1874.5,NA,2026-07-27T20:27:50Z
2021,14,Oregon,Pac-12 Conference,2154.2,21,7,28,0.75,21-7,Iowa,2184.3,1892.4,NA,2026-07-27T20:27:50Z
2021,15,San Diego St,Mountain West Conference,2136.7,23,5,28,0.821,23-5,UCLA,2128.5,1691.3,NA,2026-07-27T20:27:50Z
2021,16,BYU,West Coast Conference,2134,20,7,27,0.741,20-7,San Diego St,2136.7,1817.1,NA,2026-07-27T20:27:50Z
2021,17,Tennessee,Southeastern Conference,2131.5,18,9,27,0.667,18-9,Colorado,2156.5,1834.6,NA,2026-07-27T20:27:50Z
2021,18,UCLA,Pac-12 Conference,2128.5,22,10,32,0.688,22-10,Michigan,2316.1,1958.7,NA,2026-07-27T20:27:50Z
2021,19,Arizona,Pac-12 Conference,2124.6,17,9,26,0.654,17-9,USC,2269,1860.3,NA,2026-07-27T20:27:50Z
2021,20,Wisconsin,Big Ten Conference,2124.4,18,13,31,0.581,18-13,Loyola Chicago,2069.1,1940.6,NA,2026-07-27T20:27:50Z
2021,21,Kansas,Big 12 Conference,2117.3,21,9,30,0.7,21-9,Baylor,2531,1858,NA,2026-07-27T20:27:50Z
