season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2013,1,Louisville,Big East Conference,2055.6,35,5,40,0.875,35-5,Duke,2055.2,1695,NA,2026-06-04T05:33:12Z
2013,2,Duke,Atlantic Coast Conference,2055.2,30,6,36,0.833,30-6,Louisville,2055.6,1724.2,NA,2026-06-04T05:33:12Z
2013,3,Kansas,Big 12 Conference,2022.9,31,6,37,0.838,31-6,Ohio State,1897.7,1663.8,NA,2026-06-04T05:33:12Z
2013,4,Gonzaga,West Coast Conference,2016.6,32,3,35,0.914,32-3,Kansas St,1848.3,1622.6,NA,2026-06-04T05:33:12Z
2013,5,Florida,Southeastern Conference,2012.9,29,8,37,0.784,29-8,MTSU,1854.1,1672.8,NA,2026-06-04T05:33:12Z
2013,6,Indiana,Big Ten Conference,1997.8,29,7,36,0.806,29-7,Michigan,1986.5,1675,NA,2026-06-04T05:33:12Z
2013,7,Michigan,Big Ten Conference,1986.5,31,8,39,0.795,31-8,Kansas,2022.9,1712.6,NA,2026-06-04T05:33:12Z
2013,8,Syracuse,Big East Conference,1951.1,30,10,40,0.75,30-10,Louisville,2055.6,1672.6,NA,2026-06-04T05:33:12Z
2013,9,Arizona,Pac-12 Conference,1938.4,27,8,35,0.771,27-8,Florida,2012.9,1661.7,NA,2026-06-04T05:33:12Z
2013,10,New Mexico,Mountain West Conference,1938,29,6,35,0.829,29-6,Cincinnati,1826.4,1675.9,NA,2026-06-04T05:33:12Z
2013,11,Miami,Atlantic Coast Conference,1924.2,29,7,36,0.806,29-7,Duke,2055.2,1684.6,NA,2026-06-04T05:33:12Z
2013,12,Wichita St,Missouri Valley Conference,1918.7,30,9,39,0.769,30-9,Gonzaga,2016.6,1628.4,NA,2026-06-04T05:33:12Z
2013,13,Ohio State,Big Ten Conference,1897.7,29,8,37,0.784,29-8,Indiana,1997.8,1700.3,NA,2026-06-04T05:33:12Z
2013,14,Michigan St,Big Ten Conference,1897.1,27,9,36,0.75,27-9,Kansas,2022.9,1697.6,NA,2026-06-04T05:33:12Z
2013,15,Memphis,Conference USA,1889.6,31,5,36,0.861,31-5,Saint Mary's,1843.2,1612.8,NA,2026-06-04T05:33:12Z
2013,16,Saint Louis,Atlantic 10 Conference,1883.5,28,7,35,0.8,28-7,New Mexico,1938,1636.1,NA,2026-06-04T05:33:12Z
2013,17,Creighton,Missouri Valley Conference,1882.3,28,8,36,0.778,28-8,Wichita St,1918.7,1643.9,NA,2026-06-04T05:33:12Z
2013,18,VCU,Atlantic 10 Conference,1873.7,27,9,36,0.75,27-9,Memphis,1889.6,1678.4,NA,2026-06-04T05:33:12Z
2013,19,Georgetown,Big East Conference,1871.7,25,7,32,0.781,25-7,Louisville,2055.6,1670.3,NA,2026-06-04T05:33:12Z
2013,20,Belmont,Ohio Valley Conference,1858.8,26,7,33,0.788,26-7,MTSU,1854.1,1598.9,NA,2026-06-04T05:33:12Z
2013,21,MTSU,Sun Belt Conference,1854.1,28,6,34,0.824,28-6,Ole Miss,1845.2,1548.2,NA,2026-06-04T05:33:12Z
2013,22,Bucknell,Patriot League,1853.7,28,6,34,0.824,28-6,New Mexico St,1746.9,1489.8,NA,2026-06-04T05:33:12Z
2013,23,Marquette,Big East Conference,1850.8,26,9,35,0.743,26-9,Syracuse,1951.1,1682.5,NA,2026-06-04T05:33:12Z
2013,24,NC State,Atlantic Coast Conference,1849.7,24,11,35,0.686,24-11,Duke,2055.2,1641.3,NA,2026-06-04T05:33:12Z
2013,25,Kansas St,Big 12 Conference,1848.3,27,8,35,0.771,27-8,Florida,2012.9,1654.3,NA,2026-06-04T05:33:12Z
2013,26,Pitt,Big East Conference,1848.2,24,9,33,0.727,24-9,Syracuse,1951.1,1651.2,NA,2026-06-04T05:33:12Z
2013,27,Missouri,Southeastern Conference,1846.3,23,11,34,0.676,23-11,Florida,2012.9,1630.6,NA,2026-06-04T05:33:12Z
2013,28,Ole Miss,Southeastern Conference,1845.2,27,9,36,0.75,27-9,Florida,2012.9,1601.4,NA,2026-06-04T05:33:12Z
2013,29,Saint Mary's,West Coast Conference,1843.2,28,7,35,0.8,28-7,Creighton,1882.3,1593.6,NA,2026-06-04T05:33:12Z
2013,30,Minnesota,Big Ten Conference,1842.3,21,13,34,0.618,21-13,Indiana,1997.8,1714.2,NA,2026-06-04T05:33:12Z
2013,31,SF Austin,NA,1834.1,27,5,32,0.844,27-5,N'Western St,1669,1494,NA,2026-06-04T05:33:12Z
2013,32,Cincinnati,Big East Conference,1826.4,22,12,34,0.647,22-12,Marquette,1850.8,1669.9,NA,2026-06-04T05:33:12Z
2013,33,Akron,Mid-American Conference,1825.5,26,7,33,0.788,26-7,MTSU,1854.1,1532.3,NA,2026-06-04T05:33:12Z
2013,34,Iowa State,Big 12 Conference,1822.5,23,12,35,0.657,23-12,Kansas St,1848.3,1623.3,NA,2026-06-04T05:33:12Z
2013,35,Oregon,Pac-12 Conference,1820.8,28,9,37,0.757,28-9,Arizona,1938.4,1629.5,NA,2026-06-04T05:33:12Z
2013,36,Oklahoma St,Big 12 Conference,1814.1,24,9,33,0.727,24-9,Kansas,2022.9,1653.7,NA,2026-06-04T05:33:12Z
2013,37,UNLV,Mountain West Conference,1813.8,25,10,35,0.714,25-10,New Mexico,1938,1666.2,NA,2026-06-04T05:33:12Z
2013,38,Notre Dame,Big East Conference,1813,25,10,35,0.714,25-10,Louisville,2055.6,1648.8,NA,2026-06-04T05:33:12Z
2013,39,Colorado St,Mountain West Conference,1798.3,26,9,35,0.743,26-9,Missouri,1846.3,1660.5,NA,2026-06-04T05:33:12Z
2013,40,San Diego St,Mountain West Conference,1796.7,23,11,34,0.676,23-11,New Mexico,1938,1643.4,NA,2026-06-04T05:33:12Z
2013,41,Illinois,Big Ten Conference,1790.6,23,13,36,0.639,23-13,Gonzaga,2016.6,1669.3,NA,2026-06-04T05:33:12Z
2013,42,Southern Miss,Conference USA,1787.2,27,10,37,0.73,27-10,Louisiana Tech,1782.8,1624.8,NA,2026-06-04T05:33:12Z
2013,43,Arizona St,Pac-12 Conference,1784.4,22,13,35,0.629,22-13,UCLA,1777.5,1558.2,NA,2026-06-04T05:33:12Z
2013,44,Louisiana Tech,Western Athletic Conference,1782.8,27,7,34,0.794,27-7,Southern Miss,1787.2,1487.9,NA,2026-06-04T05:33:12Z
2013,45,UConn,Big East Conference,1782.4,20,10,30,0.667,20-10,Syracuse,1951.1,1659.8,NA,2026-06-04T05:33:12Z
2013,46,Valparaiso,Horizon League,1781.2,26,8,34,0.765,26-8,Murray St,1753.3,1547.3,NA,2026-06-04T05:33:12Z
2013,47,Wisconsin,Big Ten Conference,1778.1,23,12,35,0.657,23-12,Indiana,1997.8,1709.7,NA,2026-06-04T05:33:12Z
2013,48,UCLA,Pac-12 Conference,1777.5,25,10,35,0.714,25-10,Arizona,1938.4,1682.7,NA,2026-06-04T05:33:12Z
2013,49,Weber St,Big Sky Conference,1775,30,7,37,0.811,30-7,Montana,1699.6,1505.7,NA,2026-06-04T05:33:12Z
2013,50,N Dakota St,Summit League,1773.5,24,10,34,0.706,24-10,S Dakota St,1730.9,1473.7,NA,2026-06-04T05:33:12Z
2013,51,Baylor,Big 12 Conference,1769.1,23,14,37,0.622,23-14,Kansas,2022.9,1661.3,NA,2026-06-04T05:33:12Z
2013,52,Santa Clara,West Coast Conference,1768.4,26,12,38,0.684,26-12,Saint Louis,1883.5,1576.6,NA,2026-06-04T05:33:12Z
