season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2023,1,Purdue,Big Ten Conference,2411.3,29,6,35,0.829,29-6,Gonzaga,2266.2,1877.1,NA,2026-07-12T09:11:00Z
2023,2,Houston,American Athletic Conference,2359,33,4,37,0.892,33-4,Virginia,2211.5,1748,NA,2026-07-12T09:11:00Z
2023,3,UConn,Big East Conference,2343,31,8,39,0.795,31-8,Alabama,2307.5,1886.1,NA,2026-07-12T09:11:00Z
2023,4,Alabama,Southeastern Conference,2307.5,31,6,37,0.838,31-6,Houston,2359,1916,NA,2026-07-12T09:11:00Z
2023,5,Kansas,Big 12 Conference,2300.3,28,8,36,0.778,28-8,Texas,2254,1987.5,NA,2026-07-12T09:11:00Z
2023,6,Gonzaga,West Coast Conference,2266.2,31,6,37,0.838,31-6,Alabama,2307.5,1827.5,NA,2026-07-12T09:11:00Z
2023,7,Marquette,Big East Conference,2264.7,29,7,36,0.806,29-7,UConn,2343,1864.3,NA,2026-07-12T09:11:00Z
2023,8,Texas,Big 12 Conference,2254,29,9,38,0.763,29-9,Kansas,2300.3,1946.8,NA,2026-07-12T09:11:00Z
2023,9,Xavier,Big East Conference,2216.5,27,10,37,0.73,27-10,UConn,2343,1895.3,NA,2026-07-12T09:11:00Z
2023,10,Virginia,Atlantic Coast Conference,2211.5,25,8,33,0.758,25-8,Baylor,2180.8,1820.3,NA,2026-07-12T09:11:00Z
2023,11,Miami,Atlantic Coast Conference,2210.8,29,8,37,0.784,29-8,Houston,2359,1839.5,NA,2026-07-12T09:11:00Z
2023,12,UCLA,Pac-12 Conference,2202.1,31,6,37,0.838,31-6,Arizona,2181.1,1831.5,NA,2026-07-12T09:11:00Z
2023,13,Saint Mary's,West Coast Conference,2201.6,27,8,35,0.771,27-8,Gonzaga,2266.2,1782.1,NA,2026-07-12T09:11:00Z
2023,14,Tennessee,Southeastern Conference,2185.5,25,11,36,0.694,25-11,Alabama,2307.5,1880.6,NA,2026-07-12T09:11:00Z
2023,15,TCU,Big 12 Conference,2184.6,22,13,35,0.629,22-13,Kansas,2300.3,1883,NA,2026-07-12T09:11:00Z
2023,16,Arizona,Pac-12 Conference,2181.1,28,7,35,0.8,28-7,UCLA,2202.1,1792.5,NA,2026-07-12T09:11:00Z
2023,17,Baylor,Big 12 Conference,2180.8,23,11,34,0.676,23-11,Kansas,2300.3,1955.8,NA,2026-07-12T09:11:00Z
2023,18,Kansas St,Big 12 Conference,2180,26,10,36,0.722,26-10,Kansas,2300.3,1912.8,NA,2026-07-12T09:11:00Z
2023,19,FAU,Conference USA,2150.6,35,4,39,0.897,35-4,Tennessee,2185.5,1603.9,NA,2026-07-12T09:11:00Z
2023,20,San Diego St,Mountain West Conference,2145.7,32,7,39,0.821,32-7,Alabama,2307.5,1853,NA,2026-07-12T09:11:00Z
2023,21,Duke,Atlantic Coast Conference,2133.7,27,9,36,0.75,27-9,Xavier,2216.5,1899.5,NA,2026-07-12T09:11:00Z
2023,22,Utah State,Mountain West Conference,2131.7,26,9,35,0.743,26-9,Boise St,2054.3,1786.8,NA,2026-07-12T09:11:00Z
2023,23,Memphis,American Athletic Conference,2131.2,26,9,35,0.743,26-9,Houston,2359,1800.9,NA,2026-07-12T09:11:00Z
2023,24,Iowa State,Big 12 Conference,2126,19,14,33,0.576,19-14,Kansas,2300.3,1947.2,NA,2026-07-12T09:11:00Z
2023,25,West Virginia,Big 12 Conference,2124.3,19,15,34,0.559,19-15,TCU,2184.6,1969.8,NA,2026-07-12T09:11:00Z
2023,26,Arkansas,Southeastern Conference,2110,22,14,36,0.611,22-14,Kansas,2300.3,1918.8,NA,2026-07-12T09:11:00Z
2023,27,Indiana,Big Ten Conference,2101.7,23,12,35,0.657,23-12,Purdue,2411.3,1908.4,NA,2026-07-12T09:11:00Z
2023,28,Maryland,Big Ten Conference,2097,22,13,35,0.629,22-13,Purdue,2411.3,1889.9,NA,2026-07-12T09:11:00Z
2023,29,Illinois,Big Ten Conference,2080.2,20,13,33,0.606,20-13,Texas,2254,1865.9,NA,2026-07-12T09:11:00Z
2023,30,Missouri,Southeastern Conference,2078.2,25,10,35,0.714,25-10,Tennessee,2185.5,1822,NA,2026-07-12T09:11:00Z
2023,31,Creighton,Big East Conference,2075.4,24,13,37,0.649,24-13,UConn,2343,1923.4,NA,2026-07-12T09:11:00Z
2023,32,North Carolina,Atlantic Coast Conference,2074.9,20,13,33,0.606,20-13,Virginia,2211.5,1896.5,NA,2026-07-12T09:11:00Z
2023,33,Auburn,Southeastern Conference,2072.8,21,13,34,0.618,21-13,Tennessee,2185.5,1900,NA,2026-07-12T09:11:00Z
2023,34,Michigan St,Big Ten Conference,2068.1,21,13,34,0.618,21-13,Marquette,2264.7,1966.2,NA,2026-07-12T09:11:00Z
2023,35,NC State,Atlantic Coast Conference,2060.5,23,11,34,0.676,23-11,Miami,2210.8,1816.7,NA,2026-07-12T09:11:00Z
2023,36,Providence,Big East Conference,2055.9,21,12,33,0.636,21-12,UConn,2343,1815.8,NA,2026-07-12T09:11:00Z
2023,37,Boise St,Mountain West Conference,2054.3,24,10,34,0.706,24-10,San Diego St,2145.7,1770.5,NA,2026-07-12T09:11:00Z
2023,38,Penn State,Big Ten Conference,2046.1,23,14,37,0.622,23-14,Indiana,2101.7,1910.7,NA,2026-07-12T09:11:00Z
2023,39,Northwestern,Big Ten Conference,2044.7,22,12,34,0.647,22-12,Purdue,2411.3,1884,NA,2026-07-12T09:11:00Z
2023,40,Wisconsin,Big Ten Conference,2040,20,15,35,0.571,20-15,Marquette,2264.7,1900,NA,2026-07-12T09:11:00Z
2023,41,Iowa,Big Ten Conference,2039.4,19,14,33,0.576,19-14,Iowa State,2126,1899.1,NA,2026-07-12T09:11:00Z
2023,42,Michigan,Big Ten Conference,2039.3,18,16,34,0.529,18-16,Maryland,2097,1890.7,NA,2026-07-12T09:11:00Z
2023,43,Kentucky,Southeastern Conference,2039.2,22,12,34,0.647,22-12,Tennessee,2185.5,1864.6,NA,2026-07-12T09:11:00Z
2023,44,Rutgers,Big Ten Conference,2038.6,19,15,34,0.559,19-15,Purdue,2411.3,1861.1,NA,2026-07-12T09:11:00Z
2023,45,Charleston,Coastal Athletic Association,2038.1,31,4,35,0.886,31-4,Virginia Tech,2004.7,1497,NA,2026-07-12T09:11:00Z
2023,46,Oklahoma,Big 12 Conference,2020.9,15,17,32,0.469,15-17,Alabama,2307.5,1970.3,NA,2026-07-12T09:11:00Z
2023,47,North Texas,Conference USA,2011.8,31,7,38,0.816,31-7,Wisconsin,2040,1635.7,NA,2026-07-12T09:11:00Z
2023,48,Virginia Tech,Atlantic Coast Conference,2004.7,19,15,34,0.559,19-15,Virginia,2211.5,1808.2,NA,2026-07-12T09:11:00Z
2023,49,Arizona St,Pac-12 Conference,2004.1,23,13,36,0.639,23-13,Arizona,2181.1,1799.1,NA,2026-07-12T09:11:00Z
2023,50,New Mexico,Mountain West Conference,1994.4,22,12,34,0.647,22-12,Saint Mary's,2201.6,1704.3,NA,2026-07-12T09:11:00Z
2023,51,Clemson,Atlantic Coast Conference,1991.9,23,11,34,0.676,23-11,Duke,2133.7,1751.7,NA,2026-07-12T09:11:00Z
2023,52,Nevada,Mountain West Conference,1987.1,22,11,33,0.667,22-11,San Diego St,2145.7,1754.9,NA,2026-07-12T09:11:00Z
2023,53,Mississippi St,Southeastern Conference,1986.4,21,13,34,0.618,21-13,Marquette,2264.7,1815.8,NA,2026-07-12T09:11:00Z
2023,54,Oklahoma St,Big 12 Conference,1975.4,20,16,36,0.556,20-16,TCU,2184.6,1938.1,NA,2026-07-12T09:11:00Z
2023,55,Pitt,Atlantic Coast Conference,1965.8,24,12,36,0.667,24-12,Virginia,2211.5,1798.7,NA,2026-07-12T09:11:00Z
2023,56,UAB,Conference USA,1962.1,29,10,39,0.744,29-10,FAU,2150.6,1638,NA,2026-07-12T09:11:00Z
2023,57,Ohio State,Big Ten Conference,1961.5,16,19,35,0.457,16-19,Maryland,2097,1920,NA,2026-07-12T09:11:00Z
2023,58,Wake Forest,Atlantic Coast Conference,1957.5,19,14,33,0.576,19-14,Duke,2133.7,1814,NA,2026-07-12T09:11:00Z
2023,59,St John's,Big East Conference,1956.1,18,15,33,0.545,18-15,UConn,2343,1806,NA,2026-07-12T09:11:00Z
2023,60,USC,Pac-12 Conference,1953.9,22,11,33,0.667,22-11,UCLA,2202.1,1799.3,NA,2026-07-12T09:11:00Z
2023,61,UNLV,Mountain West Conference,1951.2,19,13,32,0.594,19-13,New Mexico,1994.4,1743.9,NA,2026-07-12T09:11:00Z
2023,62,Santa Clara,West Coast Conference,1941.8,23,10,33,0.697,23-10,Boise St,2054.3,1698.5,NA,2026-07-12T09:11:00Z
2023,63,Oral Roberts,Summit League,1931.2,30,5,35,0.857,30-5,Liberty,1849.2,1370.1,NA,2026-07-12T09:11:00Z
2023,64,Texas A&M,Southeastern Conference,1924.4,25,10,35,0.714,25-10,Alabama,2307.5,1842.4,NA,2026-07-12T09:11:00Z
2023,65,VCU,Atlantic 10 Conference,1923.1,27,8,35,0.771,27-8,Pitt,1965.8,1685,NA,2026-07-12T09:11:00Z
2023,66,Florida,Southeastern Conference,1917.2,16,17,33,0.485,16-17,Tennessee,2185.5,1872.4,NA,2026-07-12T09:11:00Z
2023,67,UCF,American Athletic Conference,1914.7,19,15,34,0.559,19-15,Memphis,2131.2,1767.3,NA,2026-07-12T09:11:00Z
2023,68,Oregon,Pac-12 Conference,1914.1,21,15,36,0.583,21-15,Arizona,2181.1,1842.8,NA,2026-07-12T09:11:00Z
2023,69,Colorado,Pac-12 Conference,1910.1,18,17,35,0.514,18-17,Tennessee,2185.5,1805.5,NA,2026-07-12T09:11:00Z
2023,70,Utah Valley,Western Athletic Conference,1903.8,28,9,37,0.757,28-9,New Mexico,1994.4,1531.2,NA,2026-07-12T09:11:00Z
2023,71,Texas Tech,Big 12 Conference,1885.9,16,16,32,0.5,16-16,Texas,2254,1877.6,NA,2026-07-12T09:11:00Z
2023,72,Kent State,Mid-American Conference,1884.6,28,7,35,0.8,28-7,Toledo,1755.7,1467.5,NA,2026-07-12T09:11:00Z
2023,73,Seton Hall,Big East Conference,1882.6,17,16,33,0.515,17-16,UConn,2343,1844.4,NA,2026-07-12T09:11:00Z
2023,74,Saint Louis,Atlantic 10 Conference,1880.1,21,12,33,0.636,21-12,Memphis,2131.2,1686.2,NA,2026-07-12T09:11:00Z
2023,75,Nebraska,Big Ten Conference,1874.3,16,16,32,0.5,16-16,Maryland,2097,1910.5,NA,2026-07-12T09:11:00Z
2023,76,Marshall,Sun Belt Conference,1867.1,24,8,32,0.75,24-8,Southern Miss,1867,1466.3,NA,2026-07-12T09:11:00Z
2023,77,Southern Miss,Sun Belt Conference,1867,25,8,33,0.758,25-8,Liberty,1849.2,1463.6,NA,2026-07-12T09:11:00Z
2023,78,Drake,Missouri Valley Conference,1858.3,27,8,35,0.771,27-8,Mississippi St,1986.4,1553.6,NA,2026-07-12T09:11:00Z
2023,79,Butler,Big East Conference,1857,14,18,32,0.438,14-18,Xavier,2216.5,1872.1,NA,2026-07-12T09:11:00Z
2023,80,Utah,Pac-12 Conference,1850.1,17,15,32,0.531,17-15,Arizona,2181.1,1727.3,NA,2026-07-12T09:11:00Z
2023,81,Liberty,ASUN Conference,1849.2,27,9,36,0.75,27-9,Villanova,1822.5,1493.1,NA,2026-07-12T09:11:00Z
2023,82,Vanderbilt,Southeastern Conference,1847.2,22,15,37,0.595,22-15,Tennessee,2185.5,1879.8,NA,2026-07-12T09:11:00Z
2023,83,Cincinnati,American Athletic Conference,1845.1,23,13,36,0.639,23-13,Virginia Tech,2004.7,1714.6,NA,2026-07-12T09:11:00Z
2023,84,Louisiana,Sun Belt Conference,1844.4,26,8,34,0.765,26-8,Marshall,1867.1,1453.9,NA,2026-07-12T09:11:00Z
2023,85,BYU,West Coast Conference,1840.1,19,15,34,0.559,19-15,Creighton,2075.4,1692.7,NA,2026-07-12T09:11:00Z
2023,86,Dayton,Atlantic 10 Conference,1838.9,22,12,34,0.647,22-12,VCU,1923.1,1664.9,NA,2026-07-12T09:11:00Z
2023,87,Ole Miss,Southeastern Conference,1838.3,12,21,33,0.364,12-21,FAU,2150.6,1845.8,NA,2026-07-12T09:11:00Z
2023,88,Iona,Metro Atlantic Athletic Conference,1829.9,27,8,35,0.771,27-8,Saint Louis,1880.1,1504.4,NA,2026-07-12T09:11:00Z
2023,89,Sam Houston,Western Athletic Conference,1829.2,26,8,34,0.765,26-8,Oklahoma,2020.9,1506.6,NA,2026-07-12T09:11:00Z
2023,90,Yale,Ivy League,1827.5,21,9,30,0.7,21-9,Hawai'i,1754.4,1459.5,NA,2026-07-12T09:11:00Z
2023,91,Villanova,Big East Conference,1822.5,17,17,34,0.5,17-17,Xavier,2216.5,1881.5,NA,2026-07-12T09:11:00Z
2023,92,Washington,Pac-12 Conference,1814.5,16,16,32,0.5,16-16,Saint Mary's,2201.6,1778.5,NA,2026-07-12T09:11:00Z
2023,93,Georgia,Southeastern Conference,1809.7,16,16,32,0.5,16-16,Auburn,2072.8,1747.3,NA,2026-07-12T09:11:00Z
2023,94,Hofstra,Coastal Athletic Association,1806.1,25,10,35,0.714,25-10,Rutgers,2038.6,1548.6,NA,2026-07-12T09:11:00Z
2023,95,San José St,Mountain West Conference,1800.7,21,14,35,0.6,21-14,Utah State,2131.7,1728.2,NA,2026-07-12T09:11:00Z
2023,96,UC Irvine,Big West Conference,1798.5,23,12,35,0.657,23-12,Oregon,1914.1,1525.9,NA,2026-07-12T09:11:00Z
2023,97,Fordham,Atlantic 10 Conference,1796.4,25,8,33,0.758,25-8,Saint Louis,1880.1,1541.2,NA,2026-07-12T09:11:00Z
2023,98,Syracuse,Atlantic Coast Conference,1793.5,17,15,32,0.531,17-15,NC State,2060.5,1784.5,NA,2026-07-12T09:11:00Z
2023,99,Tulane,American Athletic Conference,1787.9,20,11,31,0.645,20-11,Memphis,2131.2,1680.8,NA,2026-07-12T09:11:00Z
2023,100,UNC Wilmington,Coastal Athletic Association,1783.8,24,10,34,0.706,24-10,North Texas,2011.8,1478.3,NA,2026-07-12T09:11:00Z
2023,101,LSU,Southeastern Conference,1780.7,14,19,33,0.424,14-19,Arkansas,2110,1799.7,NA,2026-07-12T09:11:00Z
2023,102,San Francisco,West Coast Conference,1778.4,20,14,34,0.588,20-14,Arizona St,2004.1,1681.3,NA,2026-07-12T09:11:00Z
2023,103,Duquesne,Atlantic 10 Conference,1776,20,13,33,0.606,20-13,VCU,1923.1,1610.1,NA,2026-07-12T09:11:00Z
2023,104,LMU,West Coast Conference,1774.2,19,12,31,0.613,19-12,Gonzaga,2266.2,1717.1,NA,2026-07-12T09:11:00Z
2023,105,Bradley,Missouri Valley Conference,1767.5,25,10,35,0.714,25-10,Drake,1858.3,1545.9,NA,2026-07-12T09:11:00Z
2023,106,Washington St,Pac-12 Conference,1763.2,17,17,34,0.5,17-17,Arizona,2181.1,1794.1,NA,2026-07-12T09:11:00Z
2023,107,Charlotte,Conference USA,1760.6,22,14,36,0.611,22-14,Boise St,2054.3,1602.8,NA,2026-07-12T09:11:00Z
2023,108,Grand Canyon,Western Athletic Conference,1758.6,25,12,37,0.676,25-12,Sam Houston,1829.2,1544.8,NA,2026-07-12T09:11:00Z
2023,109,Toledo,Mid-American Conference,1755.7,27,8,35,0.771,27-8,UAB,1962.1,1458.5,NA,2026-07-12T09:11:00Z
2023,110,Hawai'i,Big West Conference,1754.4,22,11,33,0.667,22-11,UC Irvine,1798.5,1466.2,NA,2026-07-12T09:11:00Z
2023,111,James Madison,Sun Belt Conference,1749.6,22,11,33,0.667,22-11,Marshall,1867.1,1442.3,NA,2026-07-12T09:11:00Z
2023,112,Temple,American Athletic Conference,1746.3,16,16,32,0.5,16-16,Houston,2359,1761,NA,2026-07-12T09:11:00Z
2023,113,Furman,Southern Conference,1744.8,28,8,36,0.778,28-8,Virginia,2211.5,1420.5,NA,2026-07-12T09:11:00Z
2023,114,Princeton,Ivy League,1737.3,23,9,32,0.719,23-9,Arizona,2181.1,1490.1,NA,2026-07-12T09:11:00Z
2023,115,Davidson,Atlantic 10 Conference,1736.3,16,16,32,0.5,16-16,Fordham,1796.4,1634.8,NA,2026-07-12T09:11:00Z
2023,116,Santa Barbara,Big West Conference,1733.1,27,8,35,0.771,27-8,UC Irvine,1798.5,1459.1,NA,2026-07-12T09:11:00Z
2023,117,FGCU,ASUN Conference,1723.9,17,15,32,0.531,17-15,USC,1953.9,1484.9,NA,2026-07-12T09:11:00Z
2023,118,Colorado St,Mountain West Conference,1723,15,18,33,0.455,15-18,Saint Mary's,2201.6,1736.8,NA,2026-07-12T09:11:00Z
2023,119,Wichita St,American Athletic Conference,1716.8,17,15,32,0.531,17-15,Tulane,1787.9,1711,NA,2026-07-12T09:11:00Z
2023,120,Cornell,Ivy League,1714.5,17,11,28,0.607,17-11,Yale,1827.5,1415.7,NA,2026-07-12T09:11:00Z
2023,121,Seattle U,Western Athletic Conference,1711,20,12,32,0.625,20-12,Utah Valley,1903.8,1513.5,NA,2026-07-12T09:11:00Z
2023,122,George Mason,Atlantic 10 Conference,1704.6,20,13,33,0.606,20-13,Dayton,1838.9,1637.8,NA,2026-07-12T09:11:00Z
2023,123,Richmond,Atlantic 10 Conference,1703.5,15,18,33,0.455,15-18,Saint Louis,1880.1,1637.2,NA,2026-07-12T09:11:00Z
2023,124,DePaul,Big East Conference,1697.9,10,23,33,0.303,10-23,Xavier,2216.5,1893.1,NA,2026-07-12T09:11:00Z
2023,125,Boston College,Atlantic Coast Conference,1684.6,16,17,33,0.485,16-17,Virginia,2211.5,1787.5,NA,2026-07-12T09:11:00Z
2023,126,Indiana St,Missouri Valley Conference,1684.3,23,13,36,0.639,23-13,Drake,1858.3,1453.6,NA,2026-07-12T09:11:00Z
2023,127,Stanford,Pac-12 Conference,1684.3,14,19,33,0.424,14-19,Arizona,2181.1,1782.5,NA,2026-07-12T09:11:00Z
2023,128,Towson,Coastal Athletic Association,1683.9,21,12,33,0.636,21-12,Hofstra,1806.1,1488.5,NA,2026-07-12T09:11:00Z
2023,129,UMass,Atlantic 10 Conference,1683.1,15,16,31,0.484,15-16,Colorado,1910.1,1622.7,NA,2026-07-12T09:11:00Z
2023,130,Kennesaw St,ASUN Conference,1681.1,26,9,35,0.743,26-9,Liberty,1849.2,1443.6,NA,2026-07-12T09:11:00Z
2023,131,Colgate,Patriot League,1680.8,26,9,35,0.743,26-9,Syracuse,1793.5,1373.6,NA,2026-07-12T09:11:00Z
2023,132,Georgia Tech,Atlantic Coast Conference,1679.3,15,18,33,0.455,15-18,Miami,2210.8,1689.2,NA,2026-07-12T09:11:00Z
2023,133,Southern Utah,Western Athletic Conference,1678.4,24,13,37,0.649,24-13,Utah Valley,1903.8,1523.3,NA,2026-07-12T09:11:00Z
2023,134,MTSU,Conference USA,1673.5,19,14,33,0.576,19-14,FAU,2150.6,1616.9,NA,2026-07-12T09:11:00Z
2023,135,Akron,Mid-American Conference,1672.8,22,11,33,0.667,22-11,Kent State,1884.6,1465,NA,2026-07-12T09:11:00Z
2023,136,Notre Dame,Atlantic Coast Conference,1672.5,11,21,32,0.344,11-21,Michigan St,2068.1,1787,NA,2026-07-12T09:11:00Z
2023,137,Quinnipiac,Metro Atlantic Athletic Conference,1655.2,20,12,32,0.625,20-12,Iona,1829.9,1365.3,NA,2026-07-12T09:11:00Z
2023,138,S Illinois,Missouri Valley Conference,1653.1,23,10,33,0.697,23-10,Oklahoma St,1975.4,1530,NA,2026-07-12T09:11:00Z
2023,139,UMass Lowell,America East Conference,1652.2,26,8,34,0.765,26-8,UMass,1683.1,1255,NA,2026-07-12T09:11:00Z
2023,140,Old Dominion,Sun Belt Conference,1644.9,19,12,31,0.613,19-12,Marshall,1867.1,1551.2,NA,2026-07-12T09:11:00Z
2023,141,UC Riverside,Big West Conference,1644.7,22,12,34,0.647,22-12,LMU,1774.2,1535.2,NA,2026-07-12T09:11:00Z
2023,142,UNC Asheville,Big South Conference,1635.4,27,8,35,0.771,27-8,UCF,1914.7,1401.6,NA,2026-07-12T09:11:00Z
2023,143,Tarleton St,Western Athletic Conference,1634.2,18,17,35,0.514,18-17,Utah Valley,1903.8,1500.2,NA,2026-07-12T09:11:00Z
2023,144,Portland,West Coast Conference,1632.4,14,19,33,0.424,14-19,Villanova,1822.5,1624.1,NA,2026-07-12T09:11:00Z
2023,145,Montana St,Big Sky Conference,1630.6,25,10,35,0.714,25-10,Southern Utah,1678.4,1442.3,NA,2026-07-12T09:11:00Z
2023,146,Missouri St,Missouri Valley Conference,1629.8,17,15,32,0.531,17-15,Drake,1858.3,1541.6,NA,2026-07-12T09:11:00Z
2023,147,Troy,Sun Belt Conference,1629.3,20,13,33,0.606,20-13,Louisiana,1844.4,1431.5,NA,2026-07-12T09:11:00Z
2023,148,Long Beach St,Big West Conference,1625.8,17,16,33,0.515,17-16,UC Irvine,1798.5,1525.9,NA,2026-07-12T09:11:00Z
2023,149,Belmont,Missouri Valley Conference,1625.6,21,11,32,0.656,21-11,Bradley,1767.5,1515.7,NA,2026-07-12T09:11:00Z
2023,150,UNC Greensboro,Southern Conference,1617.7,20,12,32,0.625,20-12,Marshall,1867.1,1446.6,NA,2026-07-12T09:11:00Z
2023,151,Penn,Ivy League,1616.9,17,13,30,0.567,17-13,Yale,1827.5,1510.3,NA,2026-07-12T09:11:00Z
2023,152,South Florida,American Athletic Conference,1608.4,14,18,32,0.438,14-18,UCF,1914.7,1655.7,NA,2026-07-12T09:11:00Z
2023,153,Youngstown St,Horizon League,1607.1,24,10,34,0.706,24-10,N Kentucky,1594.2,1322.2,NA,2026-07-12T09:11:00Z
2023,154,East Carolina,American Athletic Conference,1607,16,17,33,0.485,16-17,Cincinnati,1845.1,1632.7,NA,2026-07-12T09:11:00Z
2023,155,SF Austin,Western Athletic Conference,1605.9,19,13,32,0.594,19-13,Grand Canyon,1758.6,1490.3,NA,2026-07-12T09:11:00Z
2023,156,N Kentucky,Horizon League,1594.2,22,13,35,0.629,22-13,Cincinnati,1845.1,1436.5,NA,2026-07-12T09:11:00Z
2023,157,UC Davis,Big West Conference,1592.4,18,14,32,0.562,18-14,Hawai'i,1754.4,1441.8,NA,2026-07-12T09:11:00Z
2023,158,Western KY,Conference USA,1588.7,17,16,33,0.515,17-16,UAB,1962.1,1569.8,NA,2026-07-12T09:11:00Z
2023,159,Grambling,Southwestern Athletic Conference,1588.2,24,9,33,0.727,24-9,Colorado,1910.1,1265.4,NA,2026-07-12T09:11:00Z
2023,160,Fullerton,Big West Conference,1588.1,20,13,33,0.606,20-13,UC Irvine,1798.5,1537.1,NA,2026-07-12T09:11:00Z
2023,161,CA Baptist,Western Athletic Conference,1587.1,18,16,34,0.529,18-16,Washington,1814.5,1509.2,NA,2026-07-12T09:11:00Z
2023,162,E Washington,Big Sky Conference,1587,23,11,34,0.676,23-11,Washington St,1763.2,1455.5,NA,2026-07-12T09:11:00Z
2023,163,Harvard,Ivy League,1580.8,14,14,28,0.5,14-14,UC Irvine,1798.5,1463,NA,2026-07-12T09:11:00Z
2023,164,Air Force,Mountain West Conference,1576.8,14,18,32,0.438,14-18,New Mexico,1994.4,1674.1,NA,2026-07-12T09:11:00Z
2023,165,South Alabama,Sun Belt Conference,1576.7,19,16,35,0.543,19-16,Southern Miss,1867,1552.9,NA,2026-07-12T09:11:00Z
2023,166,Ball State,Mid-American Conference,1576.5,20,12,32,0.625,20-12,Kent State,1884.6,1372.8,NA,2026-07-12T09:11:00Z
2023,167,Stetson,ASUN Conference,1576.1,17,14,31,0.548,17-14,FGCU,1723.9,1473.1,NA,2026-07-12T09:11:00Z
2023,168,Pepperdine,West Coast Conference,1575.4,9,22,31,0.29,9-22,BYU,1840.1,1642,NA,2026-07-12T09:11:00Z
2023,169,Vermont,America East Conference,1572.6,23,11,34,0.676,23-11,Colgate,1680.8,1472.2,NA,2026-07-12T09:11:00Z
2023,170,Rice,Conference USA,1570.9,19,16,35,0.543,19-16,North Texas,2011.8,1570.3,NA,2026-07-12T09:11:00Z
2023,171,UTEP,Conference USA,1567.3,14,18,32,0.438,14-18,Charlotte,1760.6,1599.2,NA,2026-07-12T09:11:00Z
2023,172,Ohio,Mid-American Conference,1564.7,19,14,33,0.576,19-14,Akron,1672.8,1467.3,NA,2026-07-12T09:11:00Z
2023,173,Louisiana Tech,Conference USA,1562.6,15,18,33,0.455,15-18,Western KY,1588.7,1568.2,NA,2026-07-12T09:11:00Z
2023,174,Bryant,America East Conference,1562.2,17,13,30,0.567,17-13,Syracuse,1793.5,1356,NA,2026-07-12T09:11:00Z
2023,175,Samford,Southern Conference,1560.6,21,11,32,0.656,21-11,UNC Greensboro,1617.7,1352.3,NA,2026-07-12T09:11:00Z
2023,176,Fresno St,Mountain West Conference,1560.5,11,20,31,0.355,11-20,New Mexico,1994.4,1711.5,NA,2026-07-12T09:11:00Z
2023,177,Wyoming,Mountain West Conference,1560,9,22,31,0.29,9-22,New Mexico,1994.4,1780.3,NA,2026-07-12T09:11:00Z
2023,178,Murray St,Missouri Valley Conference,1559.7,17,15,32,0.531,17-15,Texas A&M,1924.4,1518.7,NA,2026-07-12T09:11:00Z
2023,179,Norfolk St,Mid-Eastern Athletic Conference,1556.5,22,11,33,0.667,22-11,NC Central,1495.2,1315.4,NA,2026-07-12T09:11:00Z
2023,180,SMU,American Athletic Conference,1555.6,10,22,32,0.312,10-22,Utah State,2131.7,1761.9,NA,2026-07-12T09:11:00Z
2023,181,Drexel,Coastal Athletic Association,1554.7,17,15,32,0.531,17-15,Charleston,2038.1,1418.1,NA,2026-07-12T09:11:00Z
2023,182,Siena,Metro Atlantic Athletic Conference,1554.7,17,15,32,0.531,17-15,Seton Hall,1882.6,1429.7,NA,2026-07-12T09:11:00Z
2023,183,Jacksonville,ASUN Conference,1552.7,13,16,29,0.448,13-16,VCU,1923.1,1452.2,NA,2026-07-12T09:11:00Z
2023,184,St Bonaventure,Atlantic 10 Conference,1549.3,14,18,32,0.438,14-18,VCU,1923.1,1616.4,NA,2026-07-12T09:11:00Z
2023,185,Delaware,Coastal Athletic Association,1547.3,17,16,33,0.515,17-16,UNC Wilmington,1783.8,1469.4,NA,2026-07-12T09:11:00Z
2023,186,S Dakota St,Summit League,1541.9,19,13,32,0.594,19-13,Boise St,2054.3,1514.1,NA,2026-07-12T09:11:00Z
2023,187,G Washington,Atlantic 10 Conference,1540.9,16,16,32,0.5,16-16,Dayton,1838.9,1552.2,NA,2026-07-12T09:11:00Z
2023,188,Appalachian St,Sun Belt Conference,1538,16,16,32,0.5,16-16,James Madison,1749.6,1480.7,NA,2026-07-12T09:11:00Z
2023,189,Montana,Big Sky Conference,1537,17,14,31,0.548,17-14,S Dakota St,1541.9,1447.1,NA,2026-07-12T09:11:00Z
