season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2024,1,UConn,Big East Conference,2473.4,37,3,40,0.925,37-3,Purdue,2448.2,1873.2,NA,2026-06-05T20:50:30Z
2024,2,Purdue,Big Ten Conference,2448.2,34,5,39,0.872,34-5,Arizona,2306.6,1986.6,NA,2026-06-05T20:50:30Z
2024,3,Houston,Big 12 Conference,2373.9,32,5,37,0.865,32-5,Baylor,2205.4,1887.1,NA,2026-06-05T20:50:30Z
2024,4,North Carolina,Atlantic Coast Conference,2343.5,29,8,37,0.784,29-8,Tennessee,2304.9,1921.1,NA,2026-06-05T20:50:30Z
2024,5,Arizona,Pac-12 Conference,2306.6,27,9,36,0.75,27-9,Duke,2212.9,1890.9,NA,2026-06-05T20:50:30Z
2024,6,Tennessee,Southeastern Conference,2304.9,27,9,36,0.75,27-9,Auburn,2228.7,1959.6,NA,2026-06-05T20:50:30Z
2024,7,Marquette,Big East Conference,2242.1,27,10,37,0.73,27-10,Illinois,2216.3,1936.7,NA,2026-06-05T20:50:30Z
2024,8,Auburn,Southeastern Conference,2228.7,27,8,35,0.771,27-8,South Carolina,2175.5,1879.3,NA,2026-06-05T20:50:30Z
2024,9,Illinois,Big Ten Conference,2216.3,29,9,38,0.763,29-9,Wisconsin,2157,1917.9,NA,2026-06-05T20:50:30Z
2024,10,Duke,Atlantic Coast Conference,2212.9,27,9,36,0.75,27-9,Houston,2373.9,1870.9,NA,2026-06-05T20:50:30Z
2024,11,Baylor,Big 12 Conference,2205.4,24,11,35,0.686,24-11,Auburn,2228.7,1869.5,NA,2026-06-05T20:50:30Z
2024,12,Kansas,Big 12 Conference,2197.1,23,11,34,0.676,23-11,UConn,2473.4,1901,NA,2026-06-05T20:50:30Z
2024,13,Clemson,Atlantic Coast Conference,2186.9,24,12,36,0.667,24-12,North Carolina,2343.5,1941.4,NA,2026-06-05T20:50:30Z
2024,14,South Carolina,Southeastern Conference,2175.5,26,8,34,0.765,26-8,Tennessee,2304.9,1823.5,NA,2026-06-05T20:50:30Z
2024,15,Colorado St,Mountain West Conference,2175.2,25,11,36,0.694,25-11,Creighton,2168.3,1759.5,NA,2026-06-05T20:50:30Z
2024,16,Creighton,Big East Conference,2168.3,25,10,35,0.714,25-10,UConn,2473.4,1897.8,NA,2026-06-05T20:50:30Z
2024,17,Alabama,Southeastern Conference,2167,25,12,37,0.676,25-12,North Carolina,2343.5,2002.4,NA,2026-06-05T20:50:30Z
2024,18,Gonzaga,West Coast Conference,2162,27,8,35,0.771,27-8,Kansas,2197.1,1699,NA,2026-06-05T20:50:30Z
2024,19,Wisconsin,Big Ten Conference,2157,22,14,36,0.611,22-14,Purdue,2448.2,1974.5,NA,2026-06-05T20:50:30Z
2024,20,San Diego St,Mountain West Conference,2155.3,26,11,37,0.703,26-11,Colorado St,2175.2,1801.5,NA,2026-06-05T20:50:30Z
2024,21,Dayton,Atlantic 10 Conference,2141.2,25,8,33,0.758,25-8,Nevada,2057.5,1809.9,NA,2026-06-05T20:50:30Z
2024,22,Kentucky,Southeastern Conference,2139.8,23,10,33,0.697,23-10,North Carolina,2343.5,1869.8,NA,2026-06-05T20:50:30Z
2024,23,Iowa State,Big 12 Conference,2139.2,29,8,37,0.784,29-8,Houston,2373.9,1853.9,NA,2026-06-05T20:50:30Z
2024,24,BYU,Big 12 Conference,2128.9,23,11,34,0.676,23-11,Baylor,2205.4,1828.3,NA,2026-06-05T20:50:30Z
2024,25,Ole Miss,Southeastern Conference,2126.6,20,12,32,0.625,20-12,Florida,2120.5,1832.4,NA,2026-06-05T20:50:30Z
2024,26,Florida,Southeastern Conference,2120.5,24,12,36,0.667,24-12,Auburn,2228.7,1881.2,NA,2026-06-05T20:50:30Z
2024,27,Grand Canyon,Western Athletic Conference,2117.8,30,5,35,0.857,30-5,San Diego St,2155.3,1592.9,NA,2026-06-05T20:50:30Z
2024,28,Mississippi St,Southeastern Conference,2114,21,14,35,0.6,21-14,Tennessee,2304.9,1917.7,NA,2026-06-05T20:50:30Z
2024,29,Northwestern,Big Ten Conference,2111.8,22,12,34,0.647,22-12,Purdue,2448.2,1873.3,NA,2026-06-05T20:50:30Z
2024,30,Oklahoma,Big 12 Conference,2111.7,20,12,32,0.625,20-12,Iowa State,2139.2,1827.2,NA,2026-06-05T20:50:30Z
2024,31,FAU,American Athletic Conference,2089.8,25,9,34,0.735,25-9,Arizona,2306.6,1763.5,NA,2026-06-05T20:50:30Z
2024,32,Nebraska,Big Ten Conference,2080.3,23,11,34,0.676,23-11,Purdue,2448.2,1858.3,NA,2026-06-05T20:50:30Z
2024,33,Utah State,Mountain West Conference,2077.8,28,7,35,0.8,28-7,Colorado St,2175.2,1726.6,NA,2026-06-05T20:50:30Z
2024,34,Michigan St,Big Ten Conference,2073.7,20,15,35,0.571,20-15,Illinois,2216.3,1955.3,NA,2026-06-05T20:50:30Z
2024,35,Providence,Big East Conference,2071.9,21,14,35,0.6,21-14,Marquette,2242.1,1858.6,NA,2026-06-05T20:50:30Z
2024,36,New Mexico,Mountain West Conference,2069.7,26,10,36,0.722,26-10,Colorado St,2175.2,1757.4,NA,2026-06-05T20:50:30Z
2024,37,Utah,Pac-12 Conference,2066,22,15,37,0.595,22-15,BYU,2128.9,1873.9,NA,2026-06-05T20:50:30Z
2024,38,Colorado,Pac-12 Conference,2065.8,26,11,37,0.703,26-11,Florida,2120.5,1865.2,NA,2026-06-05T20:50:30Z
2024,39,Nevada,Mountain West Conference,2057.5,26,8,34,0.765,26-8,Colorado St,2175.2,1733.5,NA,2026-06-05T20:50:30Z
2024,40,Texas A&M,Southeastern Conference,2056,21,15,36,0.583,21-15,Tennessee,2304.9,1926.6,NA,2026-06-05T20:50:30Z
2024,41,Wake Forest,Atlantic Coast Conference,2055.3,21,14,35,0.6,21-14,Duke,2212.9,1850.7,NA,2026-06-05T20:50:30Z
2024,42,Indiana St,Missouri Valley Conference,2036.1,32,7,39,0.821,32-7,Utah,2066,1665,NA,2026-06-05T20:50:30Z
2024,43,Virginia,Atlantic Coast Conference,2034.2,23,11,34,0.676,23-11,Clemson,2186.9,1852.9,NA,2026-06-05T20:50:30Z
