season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2016,1,Warriors,Pacific,1938.6,88,18,106,0.83,88-18,Spurs,1812.5,1502.6,2026-05-20T21:45:59Z
2016,2,Spurs,Southwest,1812.5,73,19,92,0.793,73-19,Warriors,1938.6,1499.6,2026-05-20T21:45:59Z
2016,3,Cavaliers,Central,1720.7,73,30,103,0.709,73-30,Warriors,1938.6,1533.3,2026-05-20T21:45:59Z
2016,4,Raptors,Atlantic,1662.7,66,36,102,0.647,66-36,Spurs,1812.5,1515.5,2026-05-20T21:45:59Z
2016,5,Thunder,Northwest,1656.9,66,34,100,0.66,66-34,Warriors,1938.6,1540.7,2026-05-20T21:45:59Z
2016,6,Hawks,Southeast,1593.5,52,40,92,0.565,52-40,Raptors,1662.7,1517.9,2026-05-20T21:45:59Z
2016,7,Heat,Southeast,1590.5,55,41,96,0.573,55-41,Cavaliers,1720.7,1516.8,2026-05-20T21:45:59Z
2016,8,Celtics,Atlantic,1579.5,50,38,88,0.568,50-38,Warriors,1938.6,1498.4,2026-05-20T21:45:59Z
2016,9,Pacers,Central,1578.6,48,41,89,0.539,48-41,Spurs,1812.5,1514.6,2026-05-20T21:45:59Z
2016,10,Hornets,Southeast,1574.3,51,38,89,0.573,51-38,Spurs,1812.5,1500.2,2026-05-20T21:45:59Z
2016,11,Clippers,Pacific,1568.1,55,33,88,0.625,55-33,Spurs,1812.5,1489.9,2026-05-20T21:45:59Z
2016,12,Bulls,Central,1563.7,42,40,82,0.512,42-40,Spurs,1812.5,1500.6,2026-05-20T21:45:59Z
2016,13,Pistons,Central,1562.8,44,42,86,0.512,44-42,Warriors,1938.6,1505.9,2026-05-20T21:45:59Z
2016,14,Grizzlies,Southwest,1536.7,42,44,86,0.488,42-44,Cavaliers,1720.7,1510.5,2026-05-20T21:45:59Z
2016,15,Jazz,Northwest,1526.3,40,42,82,0.488,40-42,Cavaliers,1720.7,1498,2026-05-20T21:45:59Z
2016,16,Mavericks,Southwest,1507,43,44,87,0.494,43-44,Warriors,1938.6,1512.9,2026-05-20T21:45:59Z
2016,17,Magic,Southeast,1485,35,47,82,0.427,35-47,Raptors,1662.7,1498.4,2026-05-20T21:45:59Z
2016,18,Knicks,Atlantic,1470.8,32,50,82,0.39,32-50,Raptors,1662.7,1501.1,2026-05-20T21:45:59Z
2016,19,Wizards,Southeast,1465.3,41,41,82,0.5,41-41,Spurs,1812.5,1504.3,2026-05-20T21:45:59Z
2016,20,Trail Blazers,Northwest,1449.3,49,44,93,0.527,49-44,Warriors,1938.6,1530.4,2026-05-20T21:45:59Z
2016,21,Suns,Pacific,1422.7,23,59,82,0.28,23-59,Raptors,1662.7,1502.8,2026-05-20T21:45:59Z
2016,22,Timberwolves,Northwest,1410.7,29,53,82,0.354,29-53,Warriors,1938.6,1499.6,2026-05-20T21:45:59Z
2016,23,Rockets,Southwest,1397.4,42,45,87,0.483,42-45,Warriors,1938.6,1527.5,2026-05-20T21:45:59Z
2016,24,Kings,Pacific,1380.8,33,49,82,0.402,33-49,Raptors,1662.7,1502,2026-05-20T21:45:59Z
2016,25,Nuggets,Northwest,1370.2,33,49,82,0.402,33-49,Warriors,1938.6,1509.6,2026-05-20T21:45:59Z
2016,26,Bucks,Central,1365.3,33,49,82,0.402,33-49,Warriors,1938.6,1513.4,2026-05-20T21:45:59Z
2016,27,Pelicans,Southwest,1316.8,30,52,82,0.366,30-52,Spurs,1812.5,1506.4,2026-05-20T21:45:59Z
2016,28,Nets,Atlantic,1236.1,21,61,82,0.256,21-61,Cavaliers,1720.7,1513.8,2026-05-20T21:45:59Z
2016,29,Lakers,Pacific,1172.8,17,65,82,0.207,17-65,Warriors,1938.6,1519,2026-05-20T21:45:59Z
2016,30,76ers,Atlantic,1084.3,10,72,82,0.122,10-72,Magic,1485,1519.5,2026-05-20T21:45:59Z
2016,31,WEST,NA,354.2,1,0,1,1,1-0,EAST,20.8,20.8,2026-05-20T21:45:59Z
2016,32,EAST,NA,20.8,0,1,1,0,0-1,NA,NA,354.2,2026-05-20T21:45:59Z
