season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2025,1,Thunder,Northwest,1851.6,78,21,99,0.788,78-21,Cavaliers,1845.3,1506,2026-05-20T21:46:05Z
2025,2,Cavaliers,Central,1845.3,64,19,83,0.771,64-19,Thunder,1851.6,1473.4,2026-05-20T21:46:05Z
2025,3,Celtics,Atlantic,1793.8,61,24,85,0.718,61-24,Cavaliers,1845.3,1487.1,2026-05-20T21:46:05Z
2025,4,Rockets,Southwest,1694,51,30,81,0.63,51-30,Thunder,1851.6,1518.8,2026-05-20T21:46:05Z
2025,5,Warriors,Pacific,1625.8,50,38,88,0.568,50-38,Thunder,1851.6,1527,2026-05-20T21:46:05Z
2025,6,Grizzlies,Southwest,1618.8,44,37,81,0.543,44-37,Celtics,1793.8,1523.5,2026-05-20T21:46:05Z
2025,7,Mavericks,Southwest,1615,38,37,75,0.507,38-37,Thunder,1851.6,1508,2026-05-20T21:46:05Z
2025,8,Knicks,Atlantic,1613.6,56,36,92,0.609,56-36,Celtics,1793.8,1496.2,2026-05-20T21:46:05Z
2025,9,Clippers,Pacific,1596.7,45,34,79,0.57,45-34,Cavaliers,1845.3,1507.4,2026-05-20T21:46:05Z
2025,10,Nuggets,Northwest,1591.5,52,36,88,0.591,52-36,Thunder,1851.6,1537.1,2026-05-20T21:46:05Z
2025,11,Lakers,Pacific,1562.8,47,33,80,0.588,47-33,Thunder,1851.6,1507.2,2026-05-20T21:46:05Z
2025,12,Magic,Southeast,1541.1,39,43,82,0.476,39-43,Cavaliers,1845.3,1497.6,2026-05-20T21:46:05Z
2025,13,Suns,Pacific,1530.8,35,40,75,0.467,35-40,Cavaliers,1845.3,1493.6,2026-05-20T21:46:05Z
2025,14,Timberwolves,Northwest,1526.5,52,38,90,0.578,52-38,Thunder,1851.6,1546,2026-05-20T21:46:05Z
2025,15,Spurs,Southwest,1506.4,30,45,75,0.4,30-45,Thunder,1851.6,1502.9,2026-05-20T21:46:05Z
2025,16,Kings,Pacific,1499.1,38,38,76,0.5,38-38,Cavaliers,1845.3,1503.3,2026-05-20T21:46:05Z
2025,17,Bucks,Central,1498.5,46,34,80,0.575,46-34,Thunder,1851.6,1494.5,2026-05-20T21:46:05Z
2025,18,Heat,Southeast,1480,34,45,79,0.43,34-45,Cavaliers,1845.3,1505.2,2026-05-20T21:46:05Z
2025,19,Pacers,Central,1441.2,59,39,98,0.602,59-39,Thunder,1851.6,1535.7,2026-05-20T21:46:05Z
2025,20,Pistons,Central,1434.7,41,38,79,0.519,41-38,Celtics,1793.8,1498.6,2026-05-20T21:46:05Z
2025,21,Hawks,Southeast,1414.5,36,40,76,0.474,36-40,Cavaliers,1845.3,1488.7,2026-05-20T21:46:05Z
2025,22,Nets,Atlantic,1396,25,50,75,0.333,25-50,Rockets,1694,1497.6,2026-05-20T21:46:05Z
2025,23,Bulls,Central,1395.4,35,43,78,0.449,35-43,Celtics,1793.8,1489.9,2026-05-20T21:46:05Z
2025,24,Trail Blazers,Northwest,1330.3,34,41,75,0.453,34-41,Rockets,1694,1512.8,2026-05-20T21:46:05Z
2025,25,Raptors,Atlantic,1317.9,25,48,73,0.342,25-48,Celtics,1793.8,1517.1,2026-05-20T21:46:05Z
2025,26,76ers,Atlantic,1301.9,23,51,74,0.311,23-51,Cavaliers,1845.3,1513.9,2026-05-20T21:46:05Z
2025,27,Hornets,Southeast,1286.1,18,55,73,0.247,18-55,Rockets,1694,1506.8,2026-05-20T21:46:05Z
2025,28,Jazz,Northwest,1252.5,16,58,74,0.216,16-58,Rockets,1694,1521.3,2026-05-20T21:46:05Z
2025,29,Pelicans,Southwest,1248,19,55,74,0.257,19-55,Mavericks,1615,1526,2026-05-20T21:46:05Z
2025,30,Wizards,Southeast,1190.3,15,60,75,0.2,15-60,Nuggets,1591.5,1514.5,2026-05-20T21:46:05Z
2025,31,Team Shaq,NA,970.9,2,0,2,1,2-0,Team Chuck,642.4,407.9,2026-05-20T21:46:05Z
2025,32,Team Chuck,NA,642.4,1,1,2,0.5,1-1,Team Kenny,151.6,561.2,2026-05-20T21:46:05Z
2025,33,Team Candace,NA,173.3,0,1,1,0,0-1,NA,NA,970.9,2026-05-20T21:46:05Z
2025,34,Team Kenny,NA,151.6,0,1,1,0,0-1,NA,NA,642.4,2026-05-20T21:46:05Z
