season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2008,1,Celtics,Atlantic,1890.9,82,26,108,0.759,82-26,Spurs,1736,1494.1,2026-05-20T21:45:54Z
2008,2,Spurs,Southwest,1736,65,34,99,0.657,65-34,Lakers,1693.8,1531.9,2026-05-20T21:45:54Z
2008,3,Lakers,Pacific,1693.8,71,32,103,0.689,71-32,Celtics,1890.9,1549.4,2026-05-20T21:45:54Z
2008,4,Pistons,Central,1685,69,30,99,0.697,69-30,Celtics,1890.9,1508.5,2026-05-20T21:45:54Z
2008,5,Mavericks,Southwest,1682.3,52,35,87,0.598,52-35,Spurs,1736,1511.4,2026-05-20T21:45:54Z
2008,6,Suns,Pacific,1665.6,56,31,87,0.644,56-31,Celtics,1890.9,1513,2026-05-20T21:45:54Z
2008,7,Hornets,Southeast,1664.5,63,31,94,0.67,63-31,Celtics,1890.9,1531.3,2026-05-20T21:45:54Z
2008,8,Jazz,Northwest,1656.4,60,34,94,0.638,60-34,Celtics,1890.9,1520.3,2026-05-20T21:45:54Z
2008,9,Magic,Southeast,1650.5,57,35,92,0.62,57-35,Celtics,1890.9,1495,2026-05-20T21:45:54Z
2008,10,Rockets,Southwest,1624.6,57,31,88,0.648,57-31,Spurs,1736,1514.3,2026-05-20T21:45:54Z
2008,11,Nuggets,Northwest,1590.4,50,36,86,0.581,50-36,Celtics,1890.9,1508.4,2026-05-20T21:45:54Z
2008,12,Raptors,Atlantic,1564,42,45,87,0.483,42-45,Celtics,1890.9,1498.2,2026-05-20T21:45:54Z
2008,13,Warriors,Pacific,1521.7,48,34,82,0.585,48-34,Celtics,1890.9,1505.2,2026-05-20T21:45:54Z
2008,14,Wizards,Southeast,1487.7,45,43,88,0.511,45-43,Celtics,1890.9,1493.4,2026-05-20T21:45:54Z
2008,15,Trail Blazers,Northwest,1485.2,41,41,82,0.5,41-41,Lakers,1693.8,1508.3,2026-05-20T21:45:54Z
2008,16,Cavaliers,Central,1478.5,52,43,95,0.547,52-43,Celtics,1890.9,1527.1,2026-05-20T21:45:54Z
2008,17,Hawks,Southeast,1477.1,40,49,89,0.449,40-49,Celtics,1890.9,1518.7,2026-05-20T21:45:54Z
2008,18,Pacers,Central,1451.6,36,46,82,0.439,36-46,Mavericks,1682.3,1487.8,2026-05-20T21:45:54Z
2008,19,Kings,Pacific,1428,38,44,82,0.463,38-44,Spurs,1736,1511.4,2026-05-20T21:45:54Z
2008,20,Bucks,Central,1421.2,26,56,82,0.317,26-56,Lakers,1693.8,1495.8,2026-05-20T21:45:54Z
2008,21,Clippers,Pacific,1414,23,59,82,0.28,23-59,Suns,1665.6,1513.1,2026-05-20T21:45:54Z
2008,22,Nets,Atlantic,1405.2,34,48,82,0.415,34-48,Lakers,1693.8,1498.8,2026-05-20T21:45:54Z
2008,23,76ers,Atlantic,1400,42,46,88,0.477,42-46,Celtics,1890.9,1514.1,2026-05-20T21:45:54Z
2008,24,Bobcats,NA,1353.9,32,50,82,0.39,32-50,Celtics,1890.9,1499.9,2026-05-20T21:45:54Z
2008,25,Grizzlies,Southwest,1335.8,22,60,82,0.268,22-60,Spurs,1736,1511.3,2026-05-20T21:45:54Z
2008,26,Bulls,Central,1326.4,33,49,82,0.402,33-49,Pistons,1685,1503.1,2026-05-20T21:45:54Z
2008,27,Knicks,Atlantic,1312.9,23,59,82,0.28,23-59,Pistons,1685,1502.8,2026-05-20T21:45:54Z
2008,28,Heat,Southeast,1207.9,15,67,82,0.183,15-67,Suns,1665.6,1509.6,2026-05-20T21:45:54Z
2008,29,SuperSonics,NA,1200.3,20,62,82,0.244,20-62,Spurs,1736,1520,2026-05-20T21:45:54Z
2008,30,Timberwolves,Northwest,1188.5,22,60,82,0.268,22-60,Suns,1665.6,1519.4,2026-05-20T21:45:54Z
2008,31,EAST,NA,312.3,1,0,1,1,1-0,WEST,62.7,62.7,2026-05-20T21:45:54Z
2008,32,WEST,NA,62.7,0,1,1,0,0-1,NA,NA,312.3,2026-05-20T21:45:54Z
