season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2023,1,Celtics,Atlantic,1705.5,68,34,102,0.667,68-34,Cavaliers,1686.5,1493.9,2026-05-20T21:46:04Z
2023,2,Cavaliers,Central,1686.5,52,35,87,0.598,52-35,Celtics,1705.5,1491.7,2026-05-20T21:46:04Z
2023,3,Bucks,Central,1668.4,59,28,87,0.678,59-28,Celtics,1705.5,1494.1,2026-05-20T21:46:04Z
2023,4,Suns,Pacific,1647,51,42,93,0.548,51-42,Celtics,1705.5,1497.1,2026-05-20T21:46:04Z
2023,5,Pelicans,Southwest,1616.4,42,41,83,0.506,42-41,Suns,1647,1491.8,2026-05-20T21:46:04Z
2023,6,Grizzlies,Southwest,1604.6,53,35,88,0.602,53-35,Cavaliers,1686.5,1485.3,2026-05-20T21:46:04Z
2023,7,Jazz,Northwest,1571.1,37,45,82,0.451,37-45,Celtics,1705.5,1494.8,2026-05-20T21:46:04Z
2023,8,Mavericks,Southwest,1560.1,38,44,82,0.463,38-44,Suns,1647,1496.6,2026-05-20T21:46:04Z
2023,9,76ers,Atlantic,1557.1,61,32,93,0.656,61-32,Celtics,1705.5,1517.1,2026-05-20T21:46:04Z
2023,10,Trail Blazers,Northwest,1556.6,33,49,82,0.402,33-49,Suns,1647,1495.7,2026-05-20T21:46:04Z
2023,11,Nuggets,Northwest,1553.7,69,33,102,0.676,69-33,Celtics,1705.5,1496.8,2026-05-20T21:46:04Z
2023,12,Raptors,Atlantic,1548.4,41,42,83,0.494,41-42,Cavaliers,1686.5,1499.4,2026-05-20T21:46:04Z
2023,13,Bulls,Central,1536.7,41,43,84,0.488,41-43,Celtics,1705.5,1502.4,2026-05-20T21:46:04Z
2023,14,Kings,Pacific,1532.8,51,38,89,0.573,51-38,Cavaliers,1686.5,1493.5,2026-05-20T21:46:04Z
2023,15,Wizards,Southeast,1509.5,35,47,82,0.427,35-47,Celtics,1705.5,1498.5,2026-05-20T21:46:04Z
2023,16,Hawks,Southeast,1505.4,44,45,89,0.494,44-45,Celtics,1705.5,1510.1,2026-05-20T21:46:04Z
2023,17,Nets,Atlantic,1504.6,45,41,86,0.523,45-41,Celtics,1705.5,1507.1,2026-05-20T21:46:04Z
2023,18,Knicks,Atlantic,1493.7,53,40,93,0.57,53-40,Celtics,1705.5,1511.7,2026-05-20T21:46:04Z
2023,19,Warriors,Pacific,1480.1,50,45,95,0.526,50-45,Celtics,1705.5,1493.4,2026-05-20T21:46:04Z
2023,20,Pacers,Central,1474.8,35,47,82,0.427,35-47,Celtics,1705.5,1501.7,2026-05-20T21:46:04Z
2023,21,Heat,Southeast,1470.3,58,49,107,0.542,58-49,Celtics,1705.5,1527.3,2026-05-20T21:46:04Z
2023,22,Clippers,Pacific,1468.3,45,42,87,0.517,45-42,Celtics,1705.5,1505.7,2026-05-20T21:46:04Z
2023,23,Timberwolves,Northwest,1450.8,44,45,89,0.494,44-45,Cavaliers,1686.5,1501.4,2026-05-20T21:46:04Z
2023,24,Thunder,Northwest,1440.2,41,43,84,0.488,41-43,Celtics,1705.5,1504.7,2026-05-20T21:46:04Z
2023,25,Lakers,Pacific,1366.8,52,47,99,0.525,52-47,Bucks,1668.4,1513.2,2026-05-20T21:46:04Z
2023,26,Hornets,Southeast,1333.1,27,55,82,0.329,27-55,Cavaliers,1686.5,1507.4,2026-05-20T21:46:04Z
2023,27,Spurs,Southwest,1315.8,22,60,82,0.268,22-60,Cavaliers,1686.5,1505.9,2026-05-20T21:46:04Z
2023,28,Magic,Southeast,1291,34,48,82,0.415,34-48,Celtics,1705.5,1509.4,2026-05-20T21:46:04Z
2023,29,Pistons,Central,1282,17,65,82,0.207,17-65,Jazz,1571.1,1511.8,2026-05-20T21:46:04Z
2023,30,Rockets,Southwest,1268.8,22,60,82,0.268,22-60,Celtics,1705.5,1507.9,2026-05-20T21:46:04Z
2023,31,Team Giannis,NA,326.1,1,0,1,1,1-0,Team LeBron,48.9,48.9,2026-05-20T21:46:04Z
2023,32,Team LeBron,NA,48.9,0,1,1,0,0-1,NA,NA,326.1,2026-05-20T21:46:04Z
