season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2017,1,Celtic,Scottish Premiership,2236.8,34,0,34,1,34-0,Aberdeen,1702.6,1451.9,2026-05-20T21:26:22Z,4,SCO
2017,2,Bayern Munich,2. Bundesliga,2027.3,25,2,27,0.926,25-2,Dortmund,1766.1,1464.9,2026-05-20T21:26:22Z,7,GER
2017,3,PSV Eindhoven,Eredivisie,2013.8,22,2,24,0.917,22-2,Ajax,1943.4,1468.7,2026-05-20T21:26:22Z,10,NED
2017,4,Benfica,Primeira Liga,1991.3,25,2,27,0.926,25-2,Sp Lisbon,1723,1434.4,2026-05-20T21:26:22Z,7,POR
2017,5,Real Madrid,La Liga,1988.9,29,3,32,0.906,29-3,Ath Madrid,1782.9,1453.8,2026-05-20T21:26:22Z,6,ESP
2017,6,Monaco,Ligue 1,1951.5,30,3,33,0.909,30-3,Nice,1844.2,1476.8,2026-05-20T21:26:22Z,5,FRA
2017,7,Ajax,Eredivisie,1943.4,25,3,28,0.893,25-3,Feyenoord,1877.5,1445,2026-05-20T21:26:22Z,6,NED
2017,8,Barcelona,La Liga,1934.4,28,4,32,0.875,28-4,Real Madrid,1988.9,1447.5,2026-05-20T21:26:22Z,6,ESP
2017,9,Napoli,Serie A,1924.9,26,4,30,0.867,26-4,Roma,1853.8,1487.2,2026-05-20T21:26:22Z,8,ITA
2017,10,Tottenham,Premier League,1918.4,26,4,30,0.867,26-4,Chelsea,1892.7,1463.1,2026-05-20T21:26:22Z,8,ENG
2017,11,Porto,Primeira Liga,1914.1,22,2,24,0.917,22-2,Sp Lisbon,1723,1452.3,2026-05-20T21:26:22Z,10,POR
2017,12,Chelsea,Premier League,1892.7,30,5,35,0.857,30-5,Tottenham,1918.4,1478.3,2026-05-20T21:26:22Z,3,ENG
2017,13,Feyenoord,Eredivisie,1877.5,26,4,30,0.867,26-4,PSV Eindhoven,2013.8,1463.4,2026-05-20T21:26:22Z,4,NED
2017,14,Besiktas,Süper Lig,1866.7,23,3,26,0.885,23-3,Galatasaray,1631.6,1437.8,2026-05-20T21:26:22Z,8,TUR
2017,15,Buyuksehyr,Süper Lig,1866.2,21,3,24,0.875,21-3,Besiktas,1866.7,1488.2,2026-05-20T21:26:22Z,10,TUR
2017,16,Roma,Serie A,1853.8,28,7,35,0.8,28-7,Napoli,1924.9,1484.7,2026-05-20T21:26:22Z,3,ITA
2017,17,Juventus,Serie A,1853.1,29,5,34,0.853,29-5,Napoli,1924.9,1464,2026-05-20T21:26:22Z,4,ITA
2017,18,Nice,Ligue 1,1844.2,22,4,26,0.846,22-4,Monaco,1951.5,1495,2026-05-20T21:26:22Z,12,FRA
2017,19,Paris SG,Ligue 1,1818.8,27,5,32,0.844,27-5,Marseille,1649.6,1459.9,2026-05-20T21:26:22Z,6,FRA
2017,20,Anderlecht,Pro League,1807.2,18,5,23,0.783,18-5,Gent,1635.1,1471.6,2026-05-20T21:26:22Z,7,BEL
2017,21,Hoffenheim,2. Bundesliga,1806.1,16,4,20,0.8,16-4,Bayern Munich,2027.3,1468.5,2026-05-20T21:26:22Z,14,GER
2017,22,Ath Madrid,La Liga,1782.9,23,6,29,0.793,23-6,Sevilla,1675.3,1456.9,2026-05-20T21:26:22Z,9,ESP
2017,23,Man United,Premier League,1766.8,18,5,23,0.783,18-5,Tottenham,1918.4,1472.4,2026-05-20T21:26:22Z,15,ENG
2017,24,Dortmund,2. Bundesliga,1766.1,18,6,24,0.75,18-6,Bayern Munich,2027.3,1495.8,2026-05-20T21:26:22Z,10,GER
2017,25,Man City,Premier League,1750.9,23,6,29,0.793,23-6,Man United,1766.8,1468.1,2026-05-20T21:26:22Z,9,ENG
2017,26,Liverpool,Premier League,1740.8,22,6,28,0.786,22-6,Tottenham,1918.4,1449.2,2026-05-20T21:26:22Z,10,ENG
2017,27,Club Brugge,Pro League,1736.8,18,7,25,0.72,18-7,Anderlecht,1807.2,1465.1,2026-05-20T21:26:22Z,5,BEL
2017,28,Newcastle,Championship,1729.6,29,10,39,0.744,29-10,Brighton,1667.6,1487.8,2026-05-20T21:26:22Z,7,ENG
2017,29,Fenerbahce,Süper Lig,1728.8,18,6,24,0.75,18-6,Buyuksehyr,1866.2,1490.1,2026-05-20T21:26:22Z,10,TUR
2017,30,Sp Lisbon,Primeira Liga,1723,21,6,27,0.778,21-6,Porto,1914.1,1474.7,2026-05-20T21:26:22Z,7,POR
2017,31,Spal,Serie B,1718.1,22,8,30,0.733,22-8,Perugia,1640.7,1503.6,2026-05-20T21:26:22Z,12,ITA
2017,32,Fulham,Championship,1714.3,22,10,32,0.688,22-10,Newcastle,1729.6,1483.8,2026-05-20T21:26:22Z,14,ENG
2017,33,Aberdeen,Scottish Premiership,1702.6,24,10,34,0.706,24-10,Rangers,1679.9,1513.8,2026-05-20T21:26:22Z,4,SCO
2017,34,Arsenal,Premier League,1693.7,23,9,32,0.719,23-9,Chelsea,1892.7,1473,2026-05-20T21:26:22Z,6,ENG
2017,35,Utrecht,Eredivisie,1690.8,18,8,26,0.692,18-8,AZ Alkmaar,1586.2,1503,2026-05-20T21:26:22Z,8,NED
2017,36,RB Leipzig,2. Bundesliga,1680.1,20,7,27,0.741,20-7,Hoffenheim,1806.1,1494,2026-05-20T21:26:22Z,7,GER
2017,37,Rangers,Scottish Premiership,1679.9,19,9,28,0.679,19-9,Aberdeen,1702.6,1519,2026-05-20T21:26:22Z,10,SCO
2017,38,Nimes,Ligue 2,1679.6,17,8,25,0.68,17-8,Lens,1649.6,1485.7,2026-05-20T21:26:22Z,13,FRA
2017,39,Sevilla,La Liga,1675.3,21,8,29,0.724,21-8,Real Madrid,1988.9,1492.5,2026-05-20T21:26:22Z,9,ESP
2017,40,Levante,La Liga 2,1671.6,25,8,33,0.758,25-8,Tenerife,1632.6,1479.8,2026-05-20T21:26:22Z,9,ESP
2017,41,Villarreal,La Liga,1668.5,19,9,28,0.679,19-9,Ath Madrid,1782.9,1471.9,2026-05-20T21:26:22Z,10,ESP
