season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2012,1,NE,AFC East,1917.1,12,4,16,0.75,12-4,DEN,1851.2,1488.4,2026-05-20T21:26:51Z
2012,2,DEN,AFC West,1851.2,13,3,16,0.812,13-3,BAL,1608.7,1435,2026-05-20T21:26:51Z
2012,3,SEA,NFC West,1819.1,11,5,16,0.688,11-5,NE,1917.1,1538.8,2026-05-20T21:26:51Z
2012,4,SF,NFC West,1767.3,11,4,15,0.733,11-4,NE,1917.1,1553.6,2026-05-20T21:26:51Z
2012,5,ATL,NFC South,1745.5,13,3,16,0.812,13-3,DEN,1851.2,1434.3,2026-05-20T21:26:51Z
2012,6,GB,NFC North,1738,11,5,16,0.688,11-5,MIN,1705.5,1524.2,2026-05-20T21:26:51Z
2012,7,MIN,NFC North,1705.5,10,6,16,0.625,10-6,SF,1767.3,1526,2026-05-20T21:26:51Z
2012,8,HOU,AFC South,1654.5,12,4,16,0.75,12-4,DEN,1851.2,1490.3,2026-05-20T21:26:51Z
2012,9,WAS,NFC East,1646.4,10,6,16,0.625,10-6,MIN,1705.5,1495.9,2026-05-20T21:26:51Z
2012,10,CHI,NFC North,1609.6,10,6,16,0.625,10-6,MIN,1705.5,1534,2026-05-20T21:26:51Z
2012,11,BAL,AFC North,1608.7,10,6,16,0.625,10-6,NE,1917.1,1474.1,2026-05-20T21:26:51Z
2012,12,NYG,NFC East,1607.1,9,7,16,0.562,9-7,SF,1767.3,1518.2,2026-05-20T21:26:51Z
2012,13,IND,AFC South,1607,11,5,16,0.688,11-5,GB,1738,1422.2,2026-05-20T21:26:51Z
2012,14,CIN,AFC North,1606.8,10,6,16,0.625,10-6,WAS,1646.4,1406.2,2026-05-20T21:26:51Z
2012,15,CAR,NFC South,1562.7,7,9,16,0.438,7-9,ATL,1745.5,1510.2,2026-05-20T21:26:51Z
2012,16,NO,NFC South,1537.2,7,9,16,0.438,7-9,ATL,1745.5,1518.2,2026-05-20T21:26:51Z
2012,17,STL,NA,1520.5,7,8,15,0.467,7-8,SEA,1819.1,1567.6,2026-05-20T21:26:51Z
2012,18,DAL,NFC East,1481.3,8,8,16,0.5,8-8,NYG,1607.1,1529.2,2026-05-20T21:26:51Z
2012,19,PIT,AFC North,1475,8,8,16,0.5,8-8,WAS,1646.4,1435.6,2026-05-20T21:26:51Z
2012,20,TB,NFC South,1462,7,9,16,0.438,7-9,ATL,1745.5,1510.2,2026-05-20T21:26:51Z
2012,21,MIA,AFC East,1435.4,7,9,16,0.438,7-9,SEA,1819.1,1504.7,2026-05-20T21:26:51Z
2012,22,SD,NA,1419.3,7,9,16,0.438,7-9,PIT,1475,1433.7,2026-05-20T21:26:51Z
2012,23,TEN,AFC South,1375.1,6,10,16,0.375,6-10,PIT,1475,1489.8,2026-05-20T21:26:51Z
2012,24,BUF,AFC East,1367.7,6,10,16,0.375,6-10,MIA,1435.4,1483.1,2026-05-20T21:26:51Z
2012,25,ARI,NFC West,1335.6,5,11,16,0.312,5-11,NE,1917.1,1587.7,2026-05-20T21:26:51Z
2012,26,NYJ,AFC East,1311.9,6,10,16,0.375,6-10,IND,1607,1528.7,2026-05-20T21:26:51Z
2012,27,CLE,AFC North,1302.6,5,11,16,0.312,5-11,CIN,1606.8,1475.1,2026-05-20T21:26:51Z
2012,28,DET,NFC North,1244,4,12,16,0.25,4-12,SEA,1819.1,1568.2,2026-05-20T21:26:51Z
2012,29,OAK,NA,1151.1,4,12,16,0.25,4-12,PIT,1475,1454.4,2026-05-20T21:26:51Z
2012,30,PHI,NFC East,1115.3,4,12,16,0.25,4-12,BAL,1608.7,1521.9,2026-05-20T21:26:51Z
2012,31,JAX,AFC South,1045.4,2,14,16,0.125,2-14,IND,1607,1522.5,2026-05-20T21:26:51Z
2012,32,KC,AFC West,973.9,2,14,16,0.125,2-14,CAR,1562.7,1507.4,2026-05-20T21:26:51Z
