season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2020,1,BUF,AFC East,1895.1,13,3,16,0.812,13-3,SEA,1713.6,1524.8,2026-05-20T21:26:51Z
2020,2,KC,AFC West,1866.5,14,2,16,0.875,14-2,BUF,1895.1,1538.4,2026-05-20T21:26:51Z
2020,3,NO,NFC South,1859.3,12,4,16,0.75,12-4,TB,1802.6,1516.9,2026-05-20T21:26:51Z
2020,4,TB,NFC South,1802.6,11,5,16,0.688,11-5,GB,1797.9,1545.5,2026-05-20T21:26:51Z
2020,5,GB,NFC North,1797.9,13,3,16,0.812,13-3,NO,1859.3,1413.9,2026-05-20T21:26:51Z
2020,6,SEA,NFC West,1713.6,12,4,16,0.75,12-4,LA,1636.1,1464.6,2026-05-20T21:26:51Z
2020,7,BAL,AFC North,1676.3,11,5,16,0.688,11-5,IND,1629.4,1436.2,2026-05-20T21:26:51Z
2020,8,PIT,AFC North,1640.7,12,4,16,0.75,12-4,BAL,1676.3,1439.3,2026-05-20T21:26:51Z
2020,9,LA,NA,1636.1,10,6,16,0.625,10-6,TB,1802.6,1495.9,2026-05-20T21:26:51Z
2020,10,IND,AFC South,1629.4,11,5,16,0.688,11-5,GB,1797.9,1380.7,2026-05-20T21:26:51Z
2020,11,MIA,AFC East,1627.2,10,6,16,0.625,10-6,LA,1636.1,1492,2026-05-20T21:26:51Z
2020,12,TEN,AFC South,1613.4,11,5,16,0.688,11-5,BUF,1895.1,1423.3,2026-05-20T21:26:51Z
2020,13,LAC,AFC West,1557.7,7,9,16,0.438,7-9,KC,1866.5,1534,2026-05-20T21:26:51Z
2020,14,CLE,AFC North,1549.7,11,5,16,0.688,11-5,PIT,1640.7,1410,2026-05-20T21:26:51Z
2020,15,LV,AFC West,1501.3,8,8,16,0.5,8-8,KC,1866.5,1602.7,2026-05-20T21:26:51Z
2020,16,ATL,NFC South,1500.6,4,12,16,0.25,4-12,LV,1501.3,1586.5,2026-05-20T21:26:51Z
2020,17,NE,AFC East,1477.8,7,9,16,0.438,7-9,BAL,1676.3,1553.7,2026-05-20T21:26:51Z
2020,18,WAS,NFC East,1450.7,7,9,16,0.438,7-9,PIT,1640.7,1422.5,2026-05-20T21:26:51Z
2020,19,ARI,NFC West,1449.1,8,8,16,0.5,8-8,BUF,1895.1,1480.6,2026-05-20T21:26:51Z
2020,20,SF,NFC West,1437.1,6,10,16,0.375,6-10,LA,1636.1,1547,2026-05-20T21:26:51Z
2020,21,CHI,NFC North,1436,8,8,16,0.5,8-8,TB,1802.6,1480.6,2026-05-20T21:26:51Z
2020,22,DEN,AFC West,1427.7,5,11,16,0.312,5-11,MIA,1627.2,1616.6,2026-05-20T21:26:51Z
2020,23,CAR,NFC South,1425.7,5,11,16,0.312,5-11,LAC,1557.7,1587.3,2026-05-20T21:26:51Z
2020,24,MIN,NFC North,1390.9,7,9,16,0.438,7-9,GB,1797.9,1489.5,2026-05-20T21:26:51Z
2020,25,NYG,NFC East,1348.1,6,10,16,0.375,6-10,SEA,1713.6,1473.9,2026-05-20T21:26:51Z
2020,26,DAL,NFC East,1322.5,6,10,16,0.375,6-10,ATL,1500.6,1455.4,2026-05-20T21:26:51Z
2020,27,CIN,AFC North,1288.8,4,11,15,0.267,4-11,PIT,1640.7,1492.7,2026-05-20T21:26:51Z
2020,28,HOU,AFC South,1204.5,4,12,16,0.25,4-12,NE,1477.8,1475.8,2026-05-20T21:26:51Z
2020,29,PHI,NFC East,1203.3,4,11,15,0.267,4-11,NO,1859.3,1533.5,2026-05-20T21:26:51Z
2020,30,DET,NFC North,1194.4,5,11,16,0.312,5-11,ATL,1500.6,1505.6,2026-05-20T21:26:51Z
2020,31,NYJ,AFC East,1172,2,14,16,0.125,2-14,LA,1636.1,1610.5,2026-05-20T21:26:51Z
2020,32,JAX,AFC South,904,1,15,16,0.062,1-15,IND,1629.4,1503.4,2026-05-20T21:26:51Z
