season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2008,1,IND,AFC South,1837.4,12,4,16,0.75,12-4,BAL,1800.1,1514.8,2026-05-20T21:45:43Z
2008,2,BAL,AFC North,1800.1,11,5,16,0.688,11-5,PHI,1726.5,1557.2,2026-05-20T21:45:43Z
2008,3,TEN,AFC South,1797.3,13,3,16,0.812,13-3,IND,1837.4,1475.6,2026-05-20T21:45:43Z
2008,4,PIT,AFC North,1789.3,12,4,16,0.75,12-4,BAL,1800.1,1575.9,2026-05-20T21:45:43Z
2008,5,NYG,NFC East,1765.9,12,4,16,0.75,12-4,BAL,1800.1,1523.9,2026-05-20T21:45:43Z
2008,6,PHI,NFC East,1726.5,9,6,15,0.6,9-6,PIT,1789.3,1529.4,2026-05-20T21:45:43Z
2008,7,CAR,NFC South,1717.1,12,4,16,0.75,12-4,ATL,1710.8,1486.9,2026-05-20T21:45:43Z
2008,8,ATL,NFC South,1710.8,11,5,16,0.688,11-5,CAR,1717.1,1458.5,2026-05-20T21:45:43Z
2008,9,MIN,NFC North,1676.2,10,6,16,0.625,10-6,NYG,1765.9,1484.4,2026-05-20T21:45:43Z
2008,10,NE,AFC East,1671.6,11,5,16,0.688,11-5,MIA,1631.6,1448.2,2026-05-20T21:45:43Z
2008,11,MIA,AFC East,1631.6,11,5,16,0.688,11-5,NE,1671.6,1433.9,2026-05-20T21:45:43Z
2008,12,SD,NA,1627.2,8,8,16,0.5,8-8,NE,1671.6,1500,2026-05-20T21:45:43Z
2008,13,NO,NFC South,1569.9,8,8,16,0.5,8-8,ATL,1710.8,1481.9,2026-05-20T21:45:43Z
2008,14,DAL,NFC East,1554.4,9,7,16,0.562,9-7,NYG,1765.9,1522.6,2026-05-20T21:45:43Z
2008,15,CHI,NFC North,1535.6,9,7,16,0.562,9-7,IND,1837.4,1472.8,2026-05-20T21:45:43Z
2008,16,HOU,AFC South,1517.7,8,8,16,0.5,8-8,TEN,1797.3,1537.4,2026-05-20T21:45:43Z
2008,17,TB,NFC South,1506.5,9,7,16,0.562,9-7,CAR,1717.1,1487.7,2026-05-20T21:45:43Z
2008,18,WAS,NFC East,1484,8,8,16,0.5,8-8,PHI,1726.5,1494.7,2026-05-20T21:45:43Z
2008,19,ARI,NFC West,1480.7,9,7,16,0.562,9-7,MIA,1631.6,1465.8,2026-05-20T21:45:43Z
2008,20,GB,NFC North,1442.9,6,10,16,0.375,6-10,IND,1837.4,1488,2026-05-20T21:45:43Z
2008,21,NYJ,AFC East,1439.2,9,7,16,0.562,9-7,TEN,1797.3,1448.7,2026-05-20T21:45:43Z
2008,22,OAK,NA,1389.2,5,11,16,0.312,5-11,HOU,1517.7,1510.5,2026-05-20T21:45:43Z
2008,23,SF,NFC West,1388.2,7,9,16,0.438,7-9,WAS,1484,1413,2026-05-20T21:45:43Z
2008,24,CIN,AFC North,1372.3,4,11,15,0.267,4-11,WAS,1484,1574.2,2026-05-20T21:45:43Z
2008,25,DEN,AFC West,1354.4,8,8,16,0.5,8-8,ATL,1710.8,1469.7,2026-05-20T21:45:43Z
2008,26,BUF,AFC East,1337.6,7,9,16,0.438,7-9,SD,1627.2,1425.5,2026-05-20T21:45:43Z
2008,27,JAX,AFC South,1303.7,5,11,16,0.312,5-11,IND,1837.4,1543.6,2026-05-20T21:45:43Z
2008,28,CLE,AFC North,1291.8,4,12,16,0.25,4-12,NYG,1765.9,1600.1,2026-05-20T21:45:43Z
2008,29,SEA,NFC West,1283,4,12,16,0.25,4-12,NYJ,1439.2,1462.8,2026-05-20T21:45:43Z
2008,30,KC,AFC West,1151.3,2,14,16,0.125,2-14,OAK,1389.2,1531,2026-05-20T21:45:43Z
2008,31,STL,NA,1053.4,2,14,16,0.125,2-14,DAL,1554.4,1510.1,2026-05-20T21:45:43Z
2008,32,DET,NFC North,793,0,16,16,0,0-16,NA,NA,1571.4,2026-05-20T21:45:43Z
