season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,resume_score
2024,1,Ohio State,NA,2603.6,14,2,16,0.875,14-2,Oregon,2403.4,1849.8,2026-05-20T21:50:06Z,25238.9
2024,2,Oregon,Big Ten,2403.4,13,1,14,0.929,13-1,Ohio State,2603.6,1769.4,2026-05-20T21:50:06Z,22167.6
2024,3,Notre Dame,ACC,2399,14,2,16,0.875,14-2,Penn State,2297.6,1757.3,2026-05-20T21:50:06Z,24054.3
2024,4,Penn State,NA,2297.6,13,3,16,0.812,13-3,Boise St,2071.4,1768,2026-05-20T21:50:06Z,20881.6
2024,5,Texas,Big 12,2189.3,13,3,16,0.812,13-3,Arizona St,1962.9,1787.1,2026-05-20T21:50:06Z,21681.9
2024,6,Georgia,SEC,2153.9,11,3,14,0.786,11-3,Texas,2189.3,1716.8,2026-05-20T21:50:06Z,17631
2024,7,Indiana,Big Ten,2144.2,11,2,13,0.846,11-2,Michigan,1953.8,1587,2026-05-20T21:50:06Z,15628.3
2024,8,Ole Miss,SEC,2099.5,10,3,13,0.769,10-3,Georgia,2153.9,1520.7,2026-05-20T21:50:06Z,14367.2
2024,9,Boise St,Mountain West,2071.4,12,2,14,0.857,12-2,UNLV,1825.3,1428.2,2026-05-20T21:50:06Z,15294.5
2024,10,South Carolina,SEC,2035.6,9,4,13,0.692,9-4,Clemson,1905.3,1658.6,2026-05-20T21:50:06Z,13581
2024,11,Illinois,Big Ten,2034.9,10,3,13,0.769,10-3,South Carolina,2035.6,1644.8,2026-05-20T21:50:06Z,14790.6
2024,12,SMU,ACC,2002.5,11,3,14,0.786,11-3,Louisville,1932.7,1573.6,2026-05-20T21:50:06Z,15826.8
2024,13,BYU,Big 12,2000,11,2,13,0.846,11-2,SMU,2002.5,1493.5,2026-05-20T21:50:06Z,15693.9
2024,14,Tennessee,SEC,1987.4,10,3,13,0.769,10-3,Florida,1945.7,1555,2026-05-20T21:50:06Z,13755.8
2024,15,Arizona St,Big 12,1962.9,11,3,14,0.786,11-3,BYU,2000,1586.3,2026-05-20T21:50:06Z,16830.4
2024,16,Michigan,Big Ten,1953.8,8,5,13,0.615,8-5,Ohio State,2603.6,1897,2026-05-20T21:50:06Z,14086
2024,17,Florida,SEC,1945.7,8,5,13,0.615,8-5,Ole Miss,2099.5,1645.7,2026-05-20T21:50:06Z,11239.1
2024,18,LSU,SEC,1940.7,9,4,13,0.692,9-4,Ole Miss,2099.5,1742.1,2026-05-20T21:50:06Z,15017.8
2024,19,Miami,ACC,1937.7,10,3,13,0.769,10-3,Florida,1945.7,1533.9,2026-05-20T21:50:06Z,14516.4
2024,20,Louisville,ACC,1932.7,9,4,13,0.692,9-4,Clemson,1905.3,1605.3,2026-05-20T21:50:06Z,13286.5
2024,21,Alabama,SEC,1905.4,9,4,13,0.692,9-4,Georgia,2153.9,1652.4,2026-05-20T21:50:06Z,14043.2
2024,22,Clemson,ACC,1905.3,10,4,14,0.714,10-4,SMU,2002.5,1567.8,2026-05-20T21:50:06Z,13637.9
2024,23,USC,Big Ten,1891.4,7,6,13,0.538,7-6,LSU,1940.7,1810.6,2026-05-20T21:50:06Z,11745.7
2024,24,Minnesota,Big Ten,1890.7,8,5,13,0.615,8-5,Illinois,2034.9,1597.8,2026-05-20T21:50:06Z,11564.5
2024,25,Texas A&M,SEC,1887,8,5,13,0.615,8-5,Florida,1945.7,1625.8,2026-05-20T21:50:06Z,11052.2
2024,26,Iowa State,NA,1862.1,11,3,14,0.786,11-3,Miami,1937.7,1559.9,2026-05-20T21:50:06Z,16470.7
2024,27,Missouri,SEC,1860.4,10,3,13,0.769,10-3,Iowa,1850.2,1558.8,2026-05-20T21:50:06Z,14436.3
2024,28,Syracuse,ACC,1860,10,3,13,0.769,10-3,Miami,1937.7,1508.1,2026-05-20T21:50:06Z,15142.1
2024,29,Iowa,Big Ten,1850.2,8,5,13,0.615,8-5,Minnesota,1890.7,1618.9,2026-05-20T21:50:06Z,11493.6
2024,30,UNLV,Mountain West,1825.3,11,3,14,0.786,11-3,Kansas,1758.2,1356,2026-05-20T21:50:06Z,12981.2
2024,31,Marshall,Sun Belt,1821,10,3,13,0.769,10-3,Louisiana,1595.6,1381.7,2026-05-20T21:50:06Z,12127.8
