season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,resume_score
2021,1,Georgia,SEC,2489.4,14,1,15,0.933,14-1,Alabama,2406,1688.7,2026-05-20T21:49:33Z,22924.5
2021,2,Alabama,SEC,2406,13,2,15,0.867,13-2,Georgia,2489.4,1671.8,2026-05-20T21:49:33Z,20750.6
2021,3,Baylor,Big 12,2297.9,12,2,14,0.857,12-2,Oklahoma St,2245.2,1673.7,2026-05-20T21:49:33Z,19639.5
2021,4,Oklahoma St,Big 12,2245.2,12,2,14,0.857,12-2,Baylor,2297.9,1694,2026-05-20T21:49:33Z,19602
2021,5,Cincinnati,Big 12,2243.1,13,1,14,0.929,13-1,Notre Dame,2096.1,1490.6,2026-05-20T21:49:33Z,18462
2021,6,Michigan,Big Ten,2213.6,12,2,14,0.857,12-2,Ohio State,2153.5,1647.6,2026-05-20T21:49:33Z,18542.7
2021,7,Ohio State,NA,2153.5,11,2,13,0.846,11-2,Michigan State,2033.6,1644.7,2026-05-20T21:49:33Z,17434
2021,8,Notre Dame,ACC,2096.1,11,2,13,0.846,11-2,Wisconsin,1908.6,1594.4,2026-05-20T21:49:33Z,16238.7
2021,9,Oklahoma,Big 12,2095.2,11,2,13,0.846,11-2,Kansas St,1820,1570.1,2026-05-20T21:49:33Z,15868.4
2021,10,Michigan State,NA,2033.6,11,2,13,0.846,11-2,Michigan,2213.6,1561.1,2026-05-20T21:49:33Z,16238.9
2021,11,Ole Miss,SEC,2007.7,10,3,13,0.769,10-3,Arkansas,1963.9,1590.6,2026-05-20T21:49:33Z,14249.3
2021,12,Clemson,ACC,1989.8,10,3,13,0.769,10-3,Iowa State,1815.6,1524.2,2026-05-20T21:49:33Z,13531.7
2021,13,Arkansas,SEC,1963.9,9,4,13,0.692,9-4,Texas A&M,1837.6,1633.9,2026-05-20T21:49:33Z,12612.5
2021,14,Louisiana,Sun Belt,1942.8,13,1,14,0.929,13-1,App State,1641.4,1253.1,2026-05-20T21:49:33Z,15794.8
2021,15,Pitt,ACC,1930.4,11,3,14,0.786,11-3,Clemson,1989.8,1396.2,2026-05-20T21:49:33Z,14328.6
2021,16,Utah,Big 12,1926.6,10,4,14,0.714,10-4,Oregon,1733,1456.5,2026-05-20T21:49:33Z,13040.1
2021,17,Wisconsin,Big Ten,1908.6,9,4,13,0.692,9-4,Purdue,1901.4,1659.7,2026-05-20T21:49:33Z,13625.9
2021,18,Houston,Big 12,1903.1,12,2,14,0.857,12-2,Auburn,1725.1,1344.1,2026-05-20T21:49:33Z,14803.7
2021,19,Purdue,Big Ten,1901.4,9,4,13,0.692,9-4,Michigan State,2033.6,1594,2026-05-20T21:49:33Z,12698.3
2021,20,Kentucky,SEC,1877.5,10,3,13,0.769,10-3,Iowa,1822.3,1430.1,2026-05-20T21:49:33Z,12626.7
2021,21,Minnesota,Big Ten,1865.7,9,4,13,0.692,9-4,Wisconsin,1908.6,1553.3,2026-05-20T21:49:33Z,13666.6
2021,22,NC State,ACC,1863,9,3,12,0.75,9-3,Clemson,1989.8,1410.7,2026-05-20T21:49:33Z,11713
2021,23,BYU,Big 12,1845.9,10,3,13,0.769,10-3,Utah,1926.6,1461.4,2026-05-20T21:49:33Z,13261.2
2021,24,Texas A&M,SEC,1837.6,8,4,12,0.667,8-4,Alabama,2406,1527.8,2026-05-20T21:49:33Z,10959.9
2021,25,San Diego St,Mountain West,1828.5,12,2,14,0.857,12-2,Utah,1926.6,1362.7,2026-05-20T21:49:33Z,15583.3
