season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,resume_score
2016,81,SMU,ACC,1365.5,5,7,12,0.417,5-7,Houston,1630.9,1433.8,2026-05-20T21:48:35Z,5772.6
2016,82,Arizona,Big 12,1363.1,3,9,12,0.25,3-9,Hawai'i,1367.5,1605.7,2026-05-20T21:48:35Z,2894.8
2016,83,Army,NA,1362,8,5,13,0.615,8-5,Temple,1668.4,1164.2,2026-05-20T21:48:35Z,8737.8
2016,84,Southern Miss,Sun Belt,1360.5,7,6,13,0.538,7-6,Kentucky,1620.7,1305.9,2026-05-20T21:48:35Z,8176.3
2016,85,Iowa State,NA,1354.8,3,9,12,0.25,3-9,Texas Tech,1386.5,1516.2,2026-05-20T21:48:35Z,3548.3
2016,86,Arizona State,NA,1345.8,5,7,12,0.417,5-7,California,1586,1546.8,2026-05-20T21:48:35Z,6010.4
2016,87,Ohio,NA,1342.5,8,6,14,0.571,8-6,Toledo,1607.6,1197.3,2026-05-20T21:48:35Z,8106.6
2016,88,Louisiana,Sun Belt,1320.5,6,7,13,0.462,6-7,Arkansas State,1517.7,1264.1,2026-05-20T21:48:35Z,6089.3
2016,89,Michigan State,NA,1305.2,3,9,12,0.25,3-9,Notre Dame,1496.8,1592.3,2026-05-20T21:48:35Z,2733.9
2016,90,Miami (OH),NA,1296.7,6,7,13,0.462,6-7,E Michigan,1294.8,1224.3,2026-05-20T21:48:35Z,6438.3
2016,91,E Michigan,NA,1294.8,7,6,13,0.538,7-6,Wyoming,1506.5,1287.8,2026-05-20T21:48:35Z,7517.5
2016,92,N Illinois,NA,1293.5,5,7,12,0.417,5-7,E Michigan,1294.8,1297.4,2026-05-20T21:48:35Z,5247.2
2016,93,Duke,ACC,1289.4,4,8,12,0.333,4-8,UNC,1745.7,1566.4,2026-05-20T21:48:35Z,5275.5
2016,94,Illinois,Big Ten,1269,3,9,12,0.25,3-9,Michigan State,1305.2,1566,2026-05-20T21:48:35Z,2539.1
2016,95,Mid Tennessee,NA,1258.4,8,5,13,0.615,8-5,LA Tech,1484.4,1258.1,2026-05-20T21:48:35Z,9117.7
2016,96,Ga Southern,NA,1255,5,7,12,0.417,5-7,Troy,1571.3,1384.7,2026-05-20T21:48:35Z,5665.3
2016,97,Utah State,NA,1224.9,3,9,12,0.25,3-9,Arkansas State,1517.7,1412.2,2026-05-20T21:48:35Z,2396.3
2016,98,South Alabama,Sun Belt,1218.6,6,7,13,0.462,6-7,Miss St,1660.9,1295.7,2026-05-20T21:48:35Z,6788.6
2016,99,Tulane,AAC,1204.6,4,8,12,0.333,4-8,Louisiana,1320.5,1370.7,2026-05-20T21:48:35Z,3972.6
2016,100,Cent Michigan,NA,1191.1,6,7,13,0.462,6-7,Oklahoma State,1983.9,1330.5,2026-05-20T21:48:35Z,7315
2016,101,Cincinnati,Big 12,1186.7,4,8,12,0.333,4-8,Miami (OH),1296.7,1394,2026-05-20T21:48:35Z,4196.8
2016,102,Purdue,Big Ten,1165.4,3,9,12,0.25,3-9,Illinois,1269,1537.2,2026-05-20T21:48:35Z,3015.4
2016,103,UL Monroe,Sun Belt,1161.2,4,8,12,0.333,4-8,South Alabama,1218.6,1388.7,2026-05-20T21:48:35Z,3663.1
2016,104,UVA,NA,1138.8,2,10,12,0.167,2-10,Duke,1289.4,1512.4,2026-05-20T21:48:35Z,2480.5
2016,105,FIU,C-USA,1135.7,4,8,12,0.333,4-8,Charlotte,1120,1315.9,2026-05-20T21:48:35Z,4195.3
2016,106,ECU,NA,1128.6,3,9,12,0.25,3-9,NC State,1753.1,1451.5,2026-05-20T21:48:35Z,3381.8
2016,107,Bowling Green,NA,1123.7,4,8,12,0.333,4-8,Akron,1078.5,1247.4,2026-05-20T21:48:35Z,3037.8
2016,108,Charlotte,NA,1120,4,8,12,0.333,4-8,Southern Miss,1360.5,1226.8,2026-05-20T21:48:35Z,3554.1
2016,109,San Jose State,NA,1117,4,8,12,0.333,4-8,Nevada,1114.4,1350,2026-05-20T21:48:35Z,3472
2016,110,North Texas,NA,1116.7,5,8,13,0.385,5-8,Army,1362,1278.4,2026-05-20T21:48:35Z,4933
2016,111,Nevada,Mountain West,1114.4,5,7,12,0.417,5-7,Utah State,1224.9,1153.3,2026-05-20T21:48:35Z,3954.1
2016,112,Akron,NA,1078.5,5,7,12,0.417,5-7,Miami (OH),1296.7,1269.5,2026-05-20T21:48:35Z,4482.5
2016,113,UTEP,C-USA,1058.3,4,8,12,0.333,4-8,UTSA,1390.6,1212.8,2026-05-20T21:48:35Z,4189
2016,114,Rutgers,Big Ten,1056.1,2,10,12,0.167,2-10,New Mexico,1577.1,1673.7,2026-05-20T21:48:35Z,2194.4
2016,115,Ball State,NA,1054.8,4,8,12,0.333,4-8,Georgia State,1049.6,1231.3,2026-05-20T21:48:35Z,3520.1
2016,116,New Mexico St,C-USA,1054.3,3,9,12,0.25,3-9,New Mexico,1577.1,1419,2026-05-20T21:48:35Z,3652.6
2016,117,Georgia State,NA,1049.6,3,9,12,0.25,3-9,Ga Southern,1255,1352.8,2026-05-20T21:48:35Z,2616.1
2016,118,Kansas,Big 12,1044.8,2,10,12,0.167,2-10,Texas,1429.5,1508.4,2026-05-20T21:48:35Z,1604.4
2016,119,UMass,NA,1030.8,2,10,12,0.167,2-10,FIU,1135.7,1447.4,2026-05-20T21:48:35Z,1754.6
2016,120,Marshall,Sun Belt,1025.3,3,9,12,0.25,3-9,Mid Tennessee,1258.4,1303.8,2026-05-20T21:48:35Z,2857.1
2016,121,Rice,C-USA,1007.2,3,9,12,0.25,3-9,Charlotte,1120,1317.6,2026-05-20T21:48:35Z,2796.5
2016,122,UNLV,Mountain West,998.3,4,8,12,0.333,4-8,Wyoming,1506.5,1256,2026-05-20T21:48:35Z,3748.9
2016,123,NC A&T,NA,996.4,1,1,2,0.5,1-1,Kent State,927.1,1338,2026-05-20T21:48:35Z,927.1
2016,124,FAU,NA,991.7,3,9,12,0.25,3-9,UTEP,1058.3,1255,2026-05-20T21:48:35Z,2245.6
2016,125,UConn,NA,981.4,3,9,12,0.25,3-9,Cincinnati,1186.7,1363.7,2026-05-20T21:48:35Z,2998.8
2016,126,Kent State,NA,927.1,3,9,12,0.25,3-9,Cent Michigan,1191.1,1324.2,2026-05-20T21:48:35Z,2212
2016,127,Buffalo,NA,846.8,2,10,12,0.167,2-10,Army,1362,1230.4,2026-05-20T21:48:35Z,2440.5
2016,128,Richmond,NA,841.7,1,0,1,1,1-0,UVA,1138.8,1138.8,2026-05-20T21:48:35Z,1138.8
2016,129,Texas State,NA,755,2,10,12,0.167,2-10,Ohio,1342.5,1319.9,2026-05-20T21:48:35Z,1508.7
2016,130,Nicholls,NA,727.1,0,2,2,0,0-2,NA,NA,1488.3,2026-05-20T21:48:35Z,NA
2016,131,Southern Utah,NA,704.4,0,2,2,0,0-2,NA,NA,1751.6,2026-05-20T21:48:35Z,NA
2016,132,Fresno State,NA,700.3,1,11,12,0.083,1-11,Sacramento St,163.2,1329.7,2026-05-20T21:48:35Z,163.2
2016,133,Liberty,C-USA,691.8,0,2,2,0,0-2,NA,NA,1609.2,2026-05-20T21:48:35Z,NA
2016,134,Austin Peay,NA,688.7,0,2,2,0,0-2,NA,NA,1596,2026-05-20T21:48:35Z,NA
2016,135,Idaho State,NA,687.7,0,2,2,0,0-2,NA,NA,1697.4,2026-05-20T21:48:35Z,NA
2016,136,UC Davis,NA,682.5,0,2,2,0,0-2,NA,NA,1475,2026-05-20T21:48:35Z,NA
2016,137,Alabama A&M,NA,679.7,0,2,2,0,0-2,NA,NA,1559.4,2026-05-20T21:48:35Z,NA
2016,138,Maine,NA,673.3,0,2,2,0,0-2,NA,NA,1294.5,2026-05-20T21:48:35Z,NA
2016,139,NC Central,NA,671,0,2,2,0,0-2,NA,NA,1628.3,2026-05-20T21:48:35Z,NA
2016,140,S Carolina St,NA,664.3,0,3,3,0,0-3,NA,NA,1808.3,2026-05-20T21:48:35Z,NA
2016,141,Savannah State,NA,659.9,0,2,2,0,0-2,NA,NA,1307.8,2026-05-20T21:48:35Z,NA
2016,142,Portland State,NA,659,0,2,2,0,0-2,NA,NA,1648.9,2026-05-20T21:48:35Z,NA
2016,143,W Carolina,NA,647.3,0,2,2,0,0-2,NA,NA,1314.3,2026-05-20T21:48:35Z,NA
2016,144,Presbyterian,NA,642,0,2,2,0,0-2,NA,NA,1204.8,2026-05-20T21:48:35Z,NA
2016,145,Southern,NA,639.9,0,2,2,0,0-2,NA,NA,1182.9,2026-05-20T21:48:35Z,NA
2016,146,E Kentucky,NA,632,0,2,2,0,0-2,NA,NA,1110.1,2026-05-20T21:48:35Z,NA
2016,147,Houston Baptist,NA,627.4,0,2,2,0,0-2,NA,NA,1464.2,2026-05-20T21:48:35Z,NA
2016,148,Albany,NA,618.9,1,0,1,1,1-0,Buffalo,846.8,846.8,2026-05-20T21:48:35Z,846.8
2016,149,Wagner,NA,618.9,0,2,2,0,0-2,NA,NA,1308.3,2026-05-20T21:48:35Z,NA
2016,150,PV A&M,NA,618.2,0,2,2,0,0-2,NA,NA,1398.3,2026-05-20T21:48:35Z,NA
2016,151,Howard,NA,617.3,0,2,2,0,0-2,NA,NA,1252.5,2026-05-20T21:48:35Z,NA
2016,152,Morgan State,NA,607,0,2,2,0,0-2,NA,NA,1193.7,2026-05-20T21:48:35Z,NA
2016,153,UT Martin,NA,606.1,0,3,3,0,0-3,NA,NA,1201.3,2026-05-20T21:48:35Z,NA
2016,154,Northern Iowa,NA,605.4,1,0,1,1,1-0,Iowa State,1354.8,1354.8,2026-05-20T21:48:35Z,1354.8
2016,155,Cent Arkansas,NA,604.9,1,0,1,1,1-0,Arkansas State,1517.7,1517.7,2026-05-20T21:48:35Z,1517.7
2016,156,W Illinois,NA,604.1,1,0,1,1,1-0,N Illinois,1293.5,1293.5,2026-05-20T21:48:35Z,1293.5
2016,157,E Illinois,NA,562.6,1,0,1,1,1-0,Miami (OH),1296.7,1296.7,2026-05-20T21:48:35Z,1296.7
2016,158,E Washington,NA,512.2,1,0,1,1,1-0,Washington St,1810,1810,2026-05-20T21:48:35Z,1810
2016,159,North Dakota St,NA,445.4,1,0,1,1,1-0,Iowa,1775.8,1775.8,2026-05-20T21:48:35Z,1775.8
2016,160,Illinois State,NA,444.8,1,0,1,1,1-0,Northwestern,1726.7,1726.7,2026-05-20T21:48:35Z,1726.7
2016,161,Chattanooga,NA,186,0,1,1,0,0-1,NA,NA,2485.8,2026-05-20T21:48:35Z,NA
2016,162,North Dakota,NA,185.4,0,1,1,0,0-1,NA,NA,1123.7,2026-05-20T21:48:35Z,NA
2016,163,Montana State,NA,184.7,0,1,1,0,0-1,NA,NA,1582.7,2026-05-20T21:48:35Z,NA
2016,164,Cal Poly,NA,183.8,0,1,1,0,0-1,NA,NA,1114.4,2026-05-20T21:48:35Z,NA
2016,165,The Citadel,NA,183.3,0,1,1,0,0-1,NA,NA,1745.7,2026-05-20T21:48:35Z,NA
2016,166,Delaware,NA,182.7,0,1,1,0,0-1,NA,NA,1562,2026-05-20T21:48:35Z,NA
2016,167,Youngstown St,NA,182.5,0,1,1,0,0-1,NA,NA,1765.3,2026-05-20T21:48:35Z,NA
2016,168,Abil Christian,NA,182,0,1,1,0,0-1,NA,NA,1647.6,2026-05-20T21:48:35Z,NA
2016,169,Alabama State,NA,181.9,0,1,1,0,0-1,NA,NA,1390.6,2026-05-20T21:48:35Z,NA
2016,170,McNeese,NA,181.8,0,1,1,0,0-1,NA,NA,1320.5,2026-05-20T21:48:35Z,NA
2016,171,Mercer,NA,181.6,0,1,1,0,0-1,NA,NA,1821.1,2026-05-20T21:48:35Z,NA
2016,172,SE Missouri St,NA,181.6,0,1,1,0,0-1,NA,NA,1577.1,2026-05-20T21:48:35Z,NA
2016,173,Grambling,NA,181.5,0,1,1,0,0-1,NA,NA,1363.1,2026-05-20T21:48:35Z,NA
2016,174,South Dakota St,NA,181.5,0,1,1,0,0-1,NA,NA,1582.6,2026-05-20T21:48:35Z,NA
2016,175,Gardner-Webb,NA,181.4,0,1,1,0,0-1,NA,NA,1342.5,2026-05-20T21:48:35Z,NA
2016,176,Indiana State,NA,181.4,0,1,1,0,0-1,NA,NA,1831.9,2026-05-20T21:48:35Z,NA
2016,177,JMU,NA,181.4,0,1,1,0,0-1,NA,NA,1745.7,2026-05-20T21:48:35Z,NA
2016,178,Villanova,NA,181.4,0,1,1,0,0-1,NA,NA,1694.2,2026-05-20T21:48:35Z,NA
2016,179,Jacksonville St,C-USA,181.3,0,1,1,0,0-1,NA,NA,2008.2,2026-05-20T21:48:35Z,NA
2016,180,Samford,NA,181.2,0,1,1,0,0-1,NA,NA,1660.9,2026-05-20T21:48:35Z,NA
2016,181,Missouri State,NA,181.1,0,1,1,0,0-1,NA,NA,1849.9,2026-05-20T21:48:35Z,NA
2016,182,Tenn Tech,NA,181.1,0,1,1,0,0-1,NA,NA,1876.6,2026-05-20T21:48:35Z,NA
2016,183,Charleston So,NA,181,0,1,1,0,0-1,NA,NA,2031.8,2026-05-20T21:48:35Z,NA
2016,184,Furman,NA,181,0,1,1,0,0-1,NA,NA,1305.2,2026-05-20T21:48:35Z,NA
2016,185,Lamar,NA,180.9,0,1,1,0,0-1,NA,NA,1630.9,2026-05-20T21:48:35Z,NA
2016,186,South Dakota,NA,180.9,0,1,1,0,0-1,NA,NA,1577.1,2026-05-20T21:48:35Z,NA
2016,187,Alcorn State,NA,180.8,0,1,1,0,0-1,NA,NA,1680,2026-05-20T21:48:35Z,NA
2016,188,UNH,NA,180.8,0,1,1,0,0-1,NA,NA,1654.7,2026-05-20T21:48:35Z,NA
2016,189,N Colorado,NA,180.7,0,1,1,0,0-1,NA,NA,1572.1,2026-05-20T21:48:35Z,NA
2016,190,Tennessee St,NA,180.7,0,1,1,0,0-1,NA,NA,1583.6,2026-05-20T21:48:35Z,NA
2016,191,Towson,NA,180.6,0,1,1,0,0-1,NA,NA,1790.4,2026-05-20T21:48:35Z,NA
2016,192,Hampton,NA,180.5,0,1,1,0,0-1,NA,NA,1593.3,2026-05-20T21:48:35Z,NA
2016,193,William & Mary,NA,180.5,0,1,1,0,0-1,NA,NA,1753.1,2026-05-20T21:48:35Z,NA
2016,194,Colgate,NA,180.2,0,1,1,0,0-1,NA,NA,1433.7,2026-05-20T21:48:35Z,NA
2016,195,Fordham,NA,180.2,0,1,1,0,0-1,NA,NA,1538.3,2026-05-20T21:48:35Z,NA
2016,196,S Illinois,NA,180.1,0,1,1,0,0-1,NA,NA,991.7,2026-05-20T21:48:35Z,NA
2016,197,Lafayette,NA,179.9,0,1,1,0,0-1,NA,NA,1362,2026-05-20T21:48:35Z,NA
2016,198,SE Louisiana,NA,179.9,0,1,1,0,0-1,NA,NA,1983.9,2026-05-20T21:48:35Z,NA
2016,199,Wofford,NA,179.9,0,1,1,0,0-1,NA,NA,1513.6,2026-05-20T21:48:35Z,NA
2016,200,Northwestern St,NA,179.5,0,1,1,0,0-1,NA,NA,1527.4,2026-05-20T21:48:35Z,NA
2016,201,Florida A&M,NA,179.4,0,1,1,0,0-1,NA,NA,1906.5,2026-05-20T21:48:35Z,NA
2016,202,Stony Brook,NA,179.4,0,1,1,0,0-1,NA,NA,1668.4,2026-05-20T21:48:35Z,NA
2016,203,N Arizona,NA,179.2,0,1,1,0,0-1,NA,NA,1345.8,2026-05-20T21:48:35Z,NA
2016,204,Miss Valley St,NA,178.9,0,1,1,0,0-1,NA,NA,1294.8,2026-05-20T21:48:35Z,NA
2016,205,SF Austin,NA,178.8,0,1,1,0,0-1,NA,NA,1386.5,2026-05-20T21:48:35Z,NA
2016,206,Delaware State,NA,178.7,0,1,1,0,0-1,NA,NA,1465.8,2026-05-20T21:48:35Z,NA
2016,207,VMI,NA,178.6,0,1,1,0,0-1,NA,NA,1078.5,2026-05-20T21:48:35Z,NA
2016,208,Weber State,NA,178.3,0,1,1,0,0-1,NA,NA,1224.9,2026-05-20T21:48:35Z,NA
2016,209,Bethune-Cookman,NA,178,0,1,1,0,0-1,NA,NA,1116.7,2026-05-20T21:48:35Z,NA
2016,210,Murray State,NA,177.8,0,1,1,0,0-1,NA,NA,1269,2026-05-20T21:48:35Z,NA
2016,211,Elon,NA,176.6,0,1,1,0,0-1,NA,NA,1120,2026-05-20T21:48:35Z,NA
2016,212,URI,NA,174.9,0,1,1,0,0-1,NA,NA,1044.8,2026-05-20T21:48:35Z,NA
2016,213,Jackson State,NA,174.6,0,1,1,0,0-1,NA,NA,998.3,2026-05-20T21:48:35Z,NA
2016,214,Monmouth,NA,174.1,0,1,1,0,0-1,NA,NA,927.1,2026-05-20T21:48:35Z,NA
2016,215,Incarnate Word,NA,166.2,0,1,1,0,0-1,NA,NA,755,2026-05-20T21:48:35Z,NA
