season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2022,1,Porto,Primeira Liga,2081.9,29,1,30,0.967,29-1,Benfica,1873.8,1433.4,2026-05-21T01:48:24Z,4,POR
2022,2,Celtic,Scottish Premiership,2044.2,29,3,32,0.906,29-3,Rangers,1968.1,1457.8,2026-05-21T01:48:24Z,6,SCO
2022,3,Ajax,Eredivisie,2010.1,26,3,29,0.897,26-3,PSV Eindhoven,1839.2,1464.7,2026-05-21T01:48:24Z,5,NED
2022,4,Liverpool,Premier League,1995.9,28,2,30,0.933,28-2,Arsenal,1605.5,1412.7,2026-05-21T01:48:24Z,8,ENG
2022,5,Rangers,Scottish Premiership,1968.1,27,3,30,0.9,27-3,Celtic,2044.2,1464.8,2026-05-21T01:48:24Z,8,SCO
2022,6,Man City,Premier League,1946,29,3,32,0.906,29-3,Chelsea,1719.5,1452.7,2026-05-21T01:48:24Z,6,ENG
2022,7,Sp Lisbon,Primeira Liga,1923.8,27,3,30,0.9,27-3,Benfica,1873.8,1437.9,2026-05-21T01:48:24Z,4,POR
2022,8,Milan,Serie A,1880.7,26,4,30,0.867,26-4,Inter,1840.2,1464.7,2026-05-21T01:48:24Z,8,ITA
2022,9,Real Madrid,La Liga,1874.3,26,4,30,0.867,26-4,Sevilla,1843.5,1485,2026-05-21T01:48:24Z,8,ESP
2022,10,Benfica,Primeira Liga,1873.8,23,6,29,0.793,23-6,Sp Lisbon,1923.8,1498.7,2026-05-21T01:48:24Z,5,POR
2022,11,Trabzonspor,Süper Lig,1851.3,23,3,26,0.885,23-3,Fenerbahce,1751.8,1449.4,2026-05-21T01:48:24Z,12,TUR
2022,12,Sevilla,La Liga,1843.5,18,4,22,0.818,18-4,Ath Madrid,1690.1,1513,2026-05-21T01:48:24Z,16,ESP
2022,13,St. Gilloise,Pro League,1842.6,24,5,29,0.828,24-5,Anderlecht,1752.1,1469.4,2026-05-21T01:48:24Z,5,BEL
2022,14,Inter,Serie A,1840.2,25,4,29,0.862,25-4,Napoli,1777.8,1459.1,2026-05-21T01:48:24Z,9,ITA
2022,15,Bayern Munich,2. Bundesliga,1839.2,24,5,29,0.828,24-5,Dortmund,1697.7,1478.2,2026-05-21T01:48:24Z,5,GER
2022,16,PSV Eindhoven,Eredivisie,1839.2,26,5,31,0.839,26-5,Twente,1728.1,1464,2026-05-21T01:48:24Z,3,NED
2022,17,Toulouse,Ligue 2,1810.5,23,5,28,0.821,23-5,Auxerre,1718.5,1467.8,2026-05-21T01:48:24Z,10,FRA
2022,18,Paris SG,Ligue 1,1807.2,26,4,30,0.867,26-4,Monaco,1719.6,1464.5,2026-05-21T01:48:24Z,8,FRA
2022,19,Club Brugge,Pro League,1803.9,21,4,25,0.84,21-4,St. Gilloise,1842.6,1461.7,2026-05-21T01:48:24Z,9,BEL
2022,20,Barcelona,La Liga,1791.9,21,7,28,0.75,21-7,Real Madrid,1874.3,1503.9,2026-05-21T01:48:24Z,10,ESP
2022,21,Napoli,Serie A,1777.8,24,7,31,0.774,24-7,Milan,1880.7,1462.5,2026-05-21T01:48:24Z,7,ITA
2022,22,Feyenoord,Eredivisie,1765,22,7,29,0.759,22-7,PSV Eindhoven,1839.2,1474.5,2026-05-21T01:48:24Z,5,NED
2022,23,Lecce,Serie B,1765,19,5,24,0.792,19-5,Pisa,1656.6,1458.8,2026-05-21T01:48:24Z,14,ITA
2022,24,Anderlecht,Pro League,1752.1,18,6,24,0.75,18-6,Antwerp,1660.5,1476.8,2026-05-21T01:48:24Z,10,BEL
2022,25,Fenerbahce,Süper Lig,1751.8,21,7,28,0.75,21-7,Konyaspor,1621.1,1474,2026-05-21T01:48:24Z,10,TUR
2022,26,Gent,Pro League,1746.6,18,8,26,0.692,18-8,Club Brugge,1803.9,1486.7,2026-05-21T01:48:24Z,8,BEL
2022,27,Sp Braga,Primeira Liga,1741.9,19,7,26,0.731,19-7,Porto,2081.9,1503,2026-05-21T01:48:24Z,8,POR
2022,28,Bournemouth,Championship,1739.6,25,8,33,0.758,25-8,Nott'm Forest,1708.8,1486.6,2026-05-21T01:48:24Z,13,ENG
2022,29,Twente,Eredivisie,1728.1,20,6,26,0.769,20-6,Feyenoord,1765,1465.5,2026-05-21T01:48:24Z,8,NED
2022,30,Monaco,Ligue 1,1719.6,20,9,29,0.69,20-9,Paris SG,1807.2,1483.4,2026-05-21T01:48:24Z,9,FRA
2022,31,Chelsea,Premier League,1719.5,21,6,27,0.778,21-6,Tottenham,1667.6,1458.7,2026-05-21T01:48:24Z,11,ENG
2022,32,Auxerre,Ligue 2,1718.5,21,6,27,0.778,21-6,Sochaux,1659,1468,2026-05-21T01:48:24Z,11,FRA
2022,33,Fulham,Championship,1715.5,27,10,37,0.73,27-10,Nott'm Forest,1708.8,1486.7,2026-05-21T01:48:24Z,9,ENG
2022,34,Valladolid,La Liga 2,1713.6,24,9,33,0.727,24-9,Oviedo,1691,1494.3,2026-05-21T01:48:24Z,9,ESP
2022,35,Almeria,La Liga 2,1710.1,24,9,33,0.727,24-9,Valladolid,1713.6,1490.2,2026-05-21T01:48:24Z,9,ESP
2022,36,Nott'm Forest,Championship,1708.8,23,12,35,0.657,23-12,Fulham,1715.5,1485.3,2026-05-21T01:48:24Z,11,ENG
2022,37,Brescia,Serie B,1700.4,17,6,23,0.739,17-6,Cremonese,1649.3,1483,2026-05-21T01:48:24Z,15,ITA
2022,38,Ajaccio,Ligue 2,1698.4,22,7,29,0.759,22-7,Toulouse,1810.5,1476.7,2026-05-21T01:48:24Z,9,FRA
2022,39,Dortmund,2. Bundesliga,1697.7,22,9,31,0.71,22-9,Leverkusen,1690.2,1490.3,2026-05-21T01:48:24Z,3,GER
2022,40,Buyuksehyr,Süper Lig,1693.2,19,11,30,0.633,19-11,Trabzonspor,1851.3,1487.6,2026-05-21T01:48:24Z,8,TUR
2022,41,Oviedo,La Liga 2,1691,17,8,25,0.68,17-8,Valladolid,1713.6,1506.5,2026-05-21T01:48:24Z,17,ESP
2022,42,Leverkusen,2. Bundesliga,1690.2,19,8,27,0.704,19-8,Dortmund,1697.7,1471.6,2026-05-21T01:48:24Z,7,GER
2022,43,Ath Madrid,La Liga,1690.1,21,9,30,0.7,21-9,Real Madrid,1874.3,1474.4,2026-05-21T01:48:24Z,8,ESP
2022,44,Marseille,Ligue 1,1684.5,21,9,30,0.7,21-9,Monaco,1719.6,1497.2,2026-05-21T01:48:24Z,8,FRA
2022,45,Rennes,Ligue 1,1680.9,20,12,32,0.625,20-12,Paris SG,1807.2,1494.8,2026-05-21T01:48:24Z,6,FRA
2022,46,Huddersfield,Championship,1675,23,10,33,0.697,23-10,Fulham,1715.5,1503.5,2026-05-21T01:48:24Z,13,ENG
2022,47,RB Leipzig,2. Bundesliga,1672.8,17,10,27,0.63,17-10,Dortmund,1697.7,1491.7,2026-05-21T01:48:24Z,7,GER
2022,48,Paris FC,Ligue 2,1671.7,20,8,28,0.714,20-8,Auxerre,1718.5,1496.2,2026-05-21T01:48:24Z,10,FRA
2022,49,Eibar,La Liga 2,1669.8,23,8,31,0.742,23-8,Almeria,1710.1,1507.6,2026-05-21T01:48:24Z,11,ESP
2022,50,Tottenham,Premier League,1667.6,22,11,33,0.667,22-11,Man City,1946,1473.1,2026-05-21T01:48:24Z,5,ENG
2022,51,Antwerp,Pro League,1660.5,19,9,28,0.679,19-9,St. Gilloise,1842.6,1472.6,2026-05-21T01:48:24Z,6,BEL
2022,52,Sochaux,Ligue 2,1659,19,8,27,0.704,19-8,Paris FC,1671.7,1499.8,2026-05-21T01:48:24Z,11,FRA
2022,53,Pisa,Serie B,1656.6,18,7,25,0.72,18-7,Lecce,1765,1500.8,2026-05-21T01:48:24Z,13,ITA
2022,54,Juventus,Serie A,1652.2,20,8,28,0.714,20-8,Roma,1646.7,1446.6,2026-05-21T01:48:24Z,10,ITA
2022,55,Cremonese,Serie B,1649.3,20,9,29,0.69,20-9,Lecce,1765,1496.4,2026-05-21T01:48:24Z,9,ITA
2022,56,Monza,Serie B,1649.2,19,9,28,0.679,19-9,Brescia,1700.4,1493.3,2026-05-21T01:48:24Z,10,ITA
2022,57,AZ Alkmaar,Eredivisie,1648.8,18,9,27,0.667,18-9,Ajax,2010.1,1490.5,2026-05-21T01:48:24Z,7,NED
2022,58,Roma,Serie A,1646.7,18,11,29,0.621,18-11,Lazio,1623.1,1495.4,2026-05-21T01:48:24Z,9,ITA
2022,59,Lyon,Ligue 1,1640.4,17,10,27,0.63,17-10,Monaco,1719.6,1509.1,2026-05-21T01:48:24Z,11,FRA
2022,60,Union Berlin,2. Bundesliga,1639.3,16,9,25,0.64,16-9,RB Leipzig,1672.8,1501.1,2026-05-21T01:48:24Z,9,GER
2022,61,Sheffield United,Championship,1631.2,21,13,34,0.618,21-13,Fulham,1715.5,1472.3,2026-05-21T01:48:24Z,12,ENG
2022,62,Betis,La Liga,1630.2,19,11,30,0.633,19-11,Barcelona,1791.9,1503.2,2026-05-21T01:48:24Z,8,ESP
2022,63,Strasbourg,Ligue 1,1628.5,17,9,26,0.654,17-9,Monaco,1719.6,1489.9,2026-05-21T01:48:24Z,12,FRA
2022,64,Lazio,Serie A,1623.1,18,10,28,0.643,18-10,Inter,1840.2,1494.2,2026-05-21T01:48:24Z,10,ITA
2022,65,Konyaspor,Süper Lig,1621.1,20,10,30,0.667,20-10,Fenerbahce,1751.8,1484.8,2026-05-21T01:48:24Z,8,TUR
2022,66,Hearts,Scottish Premiership,1618.3,17,11,28,0.607,17-11,Celtic,2044.2,1541.1,2026-05-21T01:48:24Z,10,SCO
2022,67,Lens,Ligue 1,1606.9,17,10,27,0.63,17-10,Monaco,1719.6,1479.6,2026-05-21T01:48:24Z,11,FRA
2022,68,Ascoli,Serie B,1606.4,19,11,30,0.633,19-11,Pisa,1656.6,1478.4,2026-05-21T01:48:24Z,8,ITA
2022,69,Arsenal,Premier League,1605.5,22,13,35,0.629,22-13,Chelsea,1719.5,1496.6,2026-05-21T01:48:24Z,3,ENG
2022,70,Villarreal,La Liga,1605.5,16,11,27,0.593,16-11,Barcelona,1791.9,1460.2,2026-05-21T01:48:24Z,11,ESP
2022,71,Antalyaspor,Süper Lig,1604.8,16,11,27,0.593,16-11,Trabzonspor,1851.3,1479.8,2026-05-21T01:48:24Z,11,TUR
2022,72,Las Palmas,La Liga 2,1603.8,19,10,29,0.655,19-10,Valladolid,1713.6,1471.5,2026-05-21T01:48:24Z,13,ESP
2022,73,Girona,La Liga 2,1594.5,20,14,34,0.588,20-14,Valladolid,1713.6,1484,2026-05-21T01:48:24Z,8,ESP
2022,74,Freiburg,2. Bundesliga,1593.8,15,9,24,0.625,15-9,Dortmund,1697.7,1503.9,2026-05-21T01:48:24Z,10,GER
2022,75,Perugia,Serie B,1593.3,14,8,22,0.636,14-8,Brescia,1700.4,1458.3,2026-05-21T01:48:24Z,16,ITA
2022,76,Guimaraes,Primeira Liga,1587.9,13,12,25,0.52,13-12,Sp Braga,1741.9,1531.8,2026-05-21T01:48:24Z,9,POR
2022,77,Benevento,Serie B,1586.7,18,11,29,0.621,18-11,Pisa,1656.6,1457.9,2026-05-21T01:48:24Z,9,ITA
2022,78,Ath Bilbao,La Liga,1585.2,14,11,25,0.56,14-11,Ath Madrid,1690.1,1508.9,2026-05-21T01:48:24Z,13,ESP
2022,79,Tenerife,La Liga 2,1582.6,20,13,33,0.606,20-13,Valladolid,1713.6,1497.3,2026-05-21T01:48:24Z,9,ESP
2022,80,Kasimpasa,Süper Lig,1576.6,15,15,30,0.5,15-15,Besiktas,1558.9,1480.6,2026-05-21T01:48:24Z,8,TUR
2022,81,Guingamp,Ligue 2,1575.4,15,10,25,0.6,15-10,Auxerre,1718.5,1492.3,2026-05-21T01:48:24Z,13,FRA
2022,82,Luton,Championship,1574.3,21,13,34,0.618,21-13,Bournemouth,1739.6,1482.3,2026-05-21T01:48:24Z,12,ENG
2022,83,Millwall,Championship,1573.8,18,13,31,0.581,18-13,Huddersfield,1675,1481.8,2026-05-21T01:48:24Z,15,ENG
2022,84,Gil Vicente,Primeira Liga,1572.7,13,9,22,0.591,13-9,Benfica,1873.8,1538.5,2026-05-21T01:48:24Z,12,POR
2022,85,Alanyaspor,Süper Lig,1572,19,12,31,0.613,19-12,Fenerbahce,1751.8,1482.6,2026-05-21T01:48:24Z,7,TUR
2022,86,Nice,Ligue 1,1570,20,11,31,0.645,20-11,Paris SG,1807.2,1467.3,2026-05-21T01:48:24Z,7,FRA
2022,87,Charleroi,Pro League,1566,15,10,25,0.6,15-10,Gent,1746.6,1502.8,2026-05-21T01:48:24Z,9,BEL
2022,88,Genk,Pro League,1563.9,15,13,28,0.536,15-13,Anderlecht,1752.1,1481.5,2026-05-21T01:48:24Z,6,BEL
2022,89,Nantes,Ligue 1,1563.8,15,13,28,0.536,15-13,Paris SG,1807.2,1500.2,2026-05-21T01:48:24Z,10,FRA
2022,90,Crystal Palace,Premier League,1563.5,11,12,23,0.478,11-12,Man City,1946,1523.1,2026-05-21T01:48:24Z,15,ENG
2022,91,Atalanta,Serie A,1561.9,16,11,27,0.593,16-11,Napoli,1777.8,1490.7,2026-05-21T01:48:24Z,11,ITA
2022,92,Besiktas,Süper Lig,1558.9,15,9,24,0.625,15-9,Antalyaspor,1604.8,1465.7,2026-05-21T01:48:24Z,14,TUR
2022,93,Verona,Serie A,1557.7,14,13,27,0.519,14-13,Juventus,1652.2,1512.8,2026-05-21T01:48:24Z,11,ITA
2022,94,Sociedad,La Liga,1555.4,17,10,27,0.63,17-10,Villarreal,1605.5,1480.3,2026-05-21T01:48:24Z,11,ESP
2022,95,Frosinone,Serie B,1554.4,15,10,25,0.6,15-10,Pisa,1656.6,1493,2026-05-21T01:48:24Z,13,ITA
2022,96,Caen,Ligue 2,1554.2,13,14,27,0.481,13-14,Toulouse,1810.5,1511.7,2026-05-21T01:48:24Z,11,FRA
2022,97,Lille,Ligue 1,1554.2,14,11,25,0.56,14-11,Marseille,1684.5,1520.7,2026-05-21T01:48:24Z,13,FRA
2022,98,Cittadella,Serie B,1553,13,12,25,0.52,13-12,Lecce,1765,1506,2026-05-21T01:48:24Z,13,ITA
2022,99,FC Koln,2. Bundesliga,1546.5,14,10,24,0.583,14-10,Leverkusen,1690.2,1492.8,2026-05-21T01:48:24Z,10,GER
