season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2024,1,Leverkusen,2. Bundesliga,2165.6,28,0,28,1,28-0,RB Leipzig,1759.7,1421.8,2026-05-21T01:48:52Z,6,GER
2024,2,Real Madrid,La Liga,2120.8,29,1,30,0.967,29-1,Barcelona,1844.7,1463.3,2026-05-21T01:48:52Z,8,ESP
2024,3,PSV Eindhoven,Eredivisie,2116.4,29,1,30,0.967,29-1,Feyenoord,2055.8,1438.9,2026-05-21T01:48:52Z,4,NED
2024,4,Fenerbahce,Süper Lig,2106.6,31,1,32,0.969,31-1,Galatasaray,2053.5,1450.4,2026-05-21T01:48:52Z,6,TUR
2024,5,Sp Lisbon,Primeira Liga,2066,29,2,31,0.935,29-2,Benfica,1870.3,1448.5,2026-05-21T01:48:52Z,3,POR
2024,6,Inter,Serie A,2059.1,29,2,31,0.935,29-2,Milan,1735.6,1458,2026-05-21T01:48:52Z,7,ITA
2024,7,Feyenoord,Eredivisie,2055.8,26,2,28,0.929,26-2,AZ Alkmaar,1749.8,1447.2,2026-05-21T01:48:52Z,6,NED
2024,8,Galatasaray,Süper Lig,2053.5,33,2,35,0.943,33-2,Buyuksehyr,1623,1456.3,2026-05-21T01:48:52Z,3,TUR
2024,9,Paris SG,Ligue 1,1968.4,22,2,24,0.917,22-2,Monaco,1727.9,1484.2,2026-05-21T01:48:52Z,10,FRA
2024,10,Man City,Premier League,1961,28,3,31,0.903,28-3,Aston Villa,1604.4,1426.8,2026-05-21T01:48:52Z,7,ENG
2024,11,Celtic,Scottish Premiership,1959.5,29,3,32,0.906,29-3,Rangers,1836.1,1473.6,2026-05-21T01:48:52Z,6,SCO
2024,12,Club Brugge,Pro League,1874.4,21,7,28,0.75,21-7,St. Gilloise,1804.8,1496.4,2026-05-21T01:48:52Z,12,BEL
2024,13,Benfica,Primeira Liga,1870.3,25,4,29,0.862,25-4,Sp Lisbon,2066,1475.7,2026-05-21T01:48:52Z,5,POR
2024,14,Arsenal,Premier League,1861.1,28,5,33,0.848,28-5,Man City,1961,1449.6,2026-05-21T01:48:52Z,5,ENG
2024,15,Barcelona,La Liga,1844.7,26,5,31,0.839,26-5,Ath Bilbao,1696,1507,2026-05-21T01:48:52Z,7,ESP
2024,16,Porto,Primeira Liga,1841,22,6,28,0.786,22-6,Benfica,1870.3,1467.7,2026-05-21T01:48:52Z,6,POR
2024,17,Rangers,Scottish Premiership,1836.1,27,7,34,0.794,27-7,Hearts,1702.7,1474.5,2026-05-21T01:48:52Z,4,SCO
2024,18,Liverpool,Premier League,1805.7,24,4,28,0.857,24-4,Chelsea,1621.9,1436.9,2026-05-21T01:48:52Z,10,ENG
2024,19,St. Gilloise,Pro League,1804.8,25,6,31,0.806,25-6,Club Brugge,1874.4,1489.2,2026-05-21T01:48:52Z,9,BEL
2024,20,Auxerre,Ligue 2,1783.8,21,6,27,0.778,21-6,St Etienne,1634.3,1490.9,2026-05-21T01:48:52Z,11,FRA
2024,21,Parma,Serie B,1774.9,21,4,25,0.84,21-4,Como,1680.8,1477.5,2026-05-21T01:48:52Z,13,ITA
2024,22,Girona,La Liga,1771.3,25,7,32,0.781,25-7,Barcelona,1844.7,1480.1,2026-05-21T01:48:52Z,6,ESP
2024,23,Ipswich,Championship,1760.3,28,6,34,0.824,28-6,Southampton,1648.1,1484,2026-05-21T01:48:52Z,12,ENG
2024,24,RB Leipzig,2. Bundesliga,1759.7,19,7,26,0.731,19-7,Stuttgart,1747.7,1483.9,2026-05-21T01:48:52Z,8,GER
2024,25,Twente,Eredivisie,1757.1,21,7,28,0.75,21-7,Feyenoord,2055.8,1469.1,2026-05-21T01:48:52Z,6,NED
2024,26,Anderlecht,Pro League,1756.8,22,7,29,0.759,22-7,Club Brugge,1874.4,1516.2,2026-05-21T01:48:52Z,11,BEL
2024,27,AZ Alkmaar,Eredivisie,1749.8,19,7,26,0.731,19-7,Twente,1757.1,1513.1,2026-05-21T01:48:52Z,8,NED
2024,28,Stuttgart,2. Bundesliga,1747.7,23,7,30,0.767,23-7,RB Leipzig,1759.7,1448.8,2026-05-21T01:48:52Z,4,GER
