season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2005,1,PSV Eindhoven,Eredivisie,2091.9,27,1,28,0.964,27-1,Ajax,1841.5,1456.8,2026-05-21T00:59:47Z,6,NED
2005,2,Chelsea,Premier League,2080.8,29,1,30,0.967,29-1,Man United,1806.8,1445.5,2026-05-21T00:59:47Z,8,ENG
2005,3,Rangers,Scottish Premiership,2009.1,29,3,32,0.906,29-3,Celtic,1812.2,1480,2026-05-21T00:59:47Z,6,SCO
2005,4,Inter,Serie A,1928.8,18,2,20,0.9,18-2,Juventus,1870.9,1491,2026-05-21T00:59:47Z,18,ITA
2005,5,Club Brugge,Pro League,1913.5,24,3,27,0.889,24-3,Standard,1755.8,1446.9,2026-05-21T00:59:47Z,7,BEL
2005,6,Anderlecht,Pro League,1895.8,23,4,27,0.852,23-4,Club Brugge,1913.5,1472,2026-05-21T00:59:47Z,7,BEL
2005,7,Juventus,Serie A,1870.9,26,4,30,0.867,26-4,Milan,1803.8,1465.9,2026-05-21T00:59:47Z,8,ITA
2005,8,Lyon,Ligue 1,1866.4,22,3,25,0.88,22-3,Lille,1647.4,1484.4,2026-05-21T00:59:47Z,13,FRA
2005,9,Trabzonspor,Süper Lig,1856.6,24,5,29,0.828,24-5,Besiktas,1830.9,1482.1,2026-05-21T00:59:47Z,5,TUR
2005,10,Ajax,Eredivisie,1841.5,24,5,29,0.828,24-5,Twente,1645.8,1480.6,2026-05-21T00:59:47Z,5,NED
2005,11,Besiktas,Süper Lig,1830.9,20,5,25,0.8,20-5,Trabzonspor,1856.6,1488,2026-05-21T00:59:47Z,9,TUR
2005,12,Barcelona,La Liga,1824.5,25,4,29,0.862,25-4,Real Madrid,1759.3,1477.7,2026-05-21T00:59:47Z,9,ESP
2005,13,Celtic,Scottish Premiership,1812.2,30,6,36,0.833,30-6,Rangers,2009.1,1499.4,2026-05-21T00:59:47Z,2,SCO
2005,14,Arsenal,Premier League,1807.1,25,5,30,0.833,25-5,Man City,1541,1461.6,2026-05-21T00:59:47Z,8,ENG
2005,15,Man United,Premier League,1806.8,22,5,27,0.815,22-5,Arsenal,1807.1,1494.9,2026-05-21T00:59:47Z,11,ENG
2005,16,Bayern Munich,2. Bundesliga,1806,24,5,29,0.828,24-5,Leverkusen,1644.6,1458.7,2026-05-21T00:59:47Z,5,GER
2005,17,Milan,Serie A,1803.8,23,5,28,0.821,23-5,Inter,1928.8,1462.3,2026-05-21T00:59:47Z,10,ITA
2005,18,Fenerbahce,Süper Lig,1790.6,26,6,32,0.812,26-6,Trabzonspor,1856.6,1487.5,2026-05-21T00:59:47Z,2,TUR
2005,19,Galatasaray,Süper Lig,1786.2,24,6,30,0.8,24-6,Trabzonspor,1856.6,1475.8,2026-05-21T00:59:47Z,4,TUR
2005,20,Real Madrid,La Liga,1759.3,25,8,33,0.758,25-8,Barcelona,1824.5,1468.9,2026-05-21T00:59:47Z,5,ESP
