season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2025,1,Galatasaray,Süper Lig,2095.6,30,1,31,0.968,30-1,Fenerbahce,1851,1459.6,2026-05-20T22:19:07Z,5,TUR
2025,2,Burnley,Championship,2019.7,28,2,30,0.933,28-2,Leeds,1939.5,1478.8,2026-05-20T22:19:07Z,16,ENG
2025,3,Sp Lisbon,Primeira Liga,2013.8,25,2,27,0.926,25-2,Benfica,1897,1447.1,2026-05-20T22:19:07Z,7,POR
2025,4,Bayern Munich,2. Bundesliga,1996.9,25,2,27,0.926,25-2,Ein Frankfurt,1671.6,1430,2026-05-20T22:19:07Z,7,GER
2025,5,Paris SG,Ligue 1,1989.7,26,2,28,0.929,26-2,Monaco,1660.8,1483.4,2026-05-20T22:19:07Z,6,FRA
2025,6,Leeds,Championship,1939.5,29,4,33,0.879,29-4,Sheffield United,1673.7,1473.3,2026-05-20T22:19:07Z,13,ENG
2025,7,St. Gilloise,Pro League,1915.6,24,5,29,0.828,24-5,Club Brugge,1882.4,1514.9,2026-05-20T22:19:07Z,11,BEL
2025,8,Celtic,Scottish Premiership,1905.9,29,4,33,0.879,29-4,Rangers,1746.3,1471.8,2026-05-20T22:19:07Z,5,SCO
2025,9,Barcelona,La Liga,1897.1,28,6,34,0.824,28-6,Real Madrid,1802,1476.6,2026-05-20T22:19:07Z,4,ESP
2025,10,Benfica,Primeira Liga,1897,25,4,29,0.862,25-4,Porto,1682.5,1465.2,2026-05-20T22:19:07Z,5,POR
2025,11,Club Brugge,Pro League,1882.4,24,6,30,0.8,24-6,Genk,1769.8,1511.6,2026-05-20T22:19:07Z,10,BEL
2025,12,PSV Eindhoven,Eredivisie,1874,25,5,30,0.833,25-5,Feyenoord,1786.4,1473.9,2026-05-20T22:19:07Z,4,NED
2025,13,Liverpool,Premier League,1858,25,4,29,0.862,25-4,Man City,1739.7,1445.4,2026-05-20T22:19:07Z,9,ENG
2025,14,Fenerbahce,Süper Lig,1851,26,4,30,0.867,26-4,Trabzonspor,1587.1,1453.6,2026-05-20T22:19:07Z,6,TUR
2025,15,Inter,Serie A,1838.6,24,5,29,0.828,24-5,Atalanta,1781.3,1458.8,2026-05-20T22:19:07Z,9,ITA
2025,16,Napoli,Serie A,1833.2,24,4,28,0.857,24-4,Atalanta,1781.3,1455.1,2026-05-20T22:19:07Z,10,ITA
2025,17,Arsenal,Premier League,1816.8,20,4,24,0.833,20-4,Man City,1739.7,1411.6,2026-05-20T22:19:07Z,14,ENG
2025,18,Real Madrid,La Liga,1802,26,6,32,0.812,26-6,Ath Bilbao,1781.4,1474.4,2026-05-20T22:19:07Z,6,ESP
2025,19,Ajax,Eredivisie,1800.3,24,4,28,0.857,24-4,PSV Eindhoven,1874,1466.2,2026-05-20T22:19:07Z,6,NED
2025,20,Leverkusen,2. Bundesliga,1790.8,19,3,22,0.864,19-3,Ein Frankfurt,1671.6,1454.5,2026-05-20T22:19:07Z,12,GER
2025,21,Feyenoord,Eredivisie,1786.4,20,6,26,0.769,20-6,Utrecht,1690.8,1519.5,2026-05-20T22:19:07Z,8,NED
2025,22,Ath Bilbao,La Liga,1781.4,19,6,25,0.76,19-6,Real Madrid,1802,1513.4,2026-05-20T22:19:07Z,13,ESP
2025,23,Atalanta,Serie A,1781.3,22,8,30,0.733,22-8,Napoli,1833.2,1496.2,2026-05-20T22:19:07Z,8,ITA
2025,24,Genk,Pro League,1769.8,25,9,34,0.735,25-9,St. Gilloise,1915.6,1545.9,2026-05-20T22:19:07Z,6,BEL
2025,25,Metz,Ligue 2,1769.1,18,5,23,0.783,18-5,Paris FC,1708.6,1476.5,2026-05-20T22:19:07Z,11,FRA
2025,26,Levante,La Liga 2,1762.5,22,7,29,0.759,22-7,Elche,1699,1485.3,2026-05-20T22:19:07Z,13,ESP
2025,27,Lorient,Ligue 2,1750.8,22,7,29,0.759,22-7,Paris FC,1708.6,1462.4,2026-05-20T22:19:07Z,5,FRA
2025,28,Rangers,Scottish Premiership,1746.3,22,7,29,0.759,22-7,Celtic,1905.9,1475.6,2026-05-20T22:19:07Z,9,SCO
