season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2011,1,Porto,Primeira Liga,2177.9,27,0,27,1,27-0,Benfica,1781.6,1448.4,2026-05-21T02:36:39Z,3,POR
2011,2,Barcelona,La Liga,2041.8,30,2,32,0.938,30-2,Real Madrid,1909.1,1464.7,2026-05-21T02:36:39Z,6,ESP
2011,3,Trabzonspor,Süper Lig,1962.9,25,2,27,0.926,25-2,Fenerbahce,1908.9,1476.9,2026-05-21T02:36:39Z,7,TUR
2011,4,Celtic,Scottish Premiership,1926.4,29,4,33,0.879,29-4,Rangers,1889.5,1472.6,2026-05-21T02:36:39Z,5,SCO
2011,5,Real Madrid,La Liga,1909.1,29,4,33,0.879,29-4,Valencia,1656.9,1476.6,2026-05-21T02:36:39Z,5,ESP
2011,6,Fenerbahce,Süper Lig,1908.9,26,4,30,0.867,26-4,Trabzonspor,1962.9,1460.6,2026-05-21T02:36:39Z,4,TUR
2011,7,Rangers,Scottish Premiership,1889.5,30,5,35,0.857,30-5,Celtic,1926.4,1472.8,2026-05-21T02:36:39Z,3,SCO
2011,8,Milan,Serie A,1874.3,24,4,28,0.857,24-4,Inter,1721.5,1478.3,2026-05-21T02:36:39Z,10,ITA
2011,9,Man United,Premier League,1824.1,23,4,27,0.852,23-4,Chelsea,1691.5,1482.2,2026-05-21T02:36:39Z,11,ENG
2011,10,Anderlecht,Pro League,1822.6,19,3,22,0.864,19-3,Genk,1815.2,1476.7,2026-05-21T02:36:39Z,8,BEL
2011,11,Dortmund,2. Bundesliga,1816.2,23,5,28,0.821,23-5,Bayern Munich,1763.3,1481.2,2026-05-21T02:36:39Z,6,GER
2011,12,Genk,Pro League,1815.2,19,4,23,0.826,19-4,Gent,1718.5,1463.3,2026-05-21T02:36:39Z,7,BEL
2011,13,Ajax,Eredivisie,1808.7,22,5,27,0.815,22-5,Twente,1766.5,1448.8,2026-05-21T02:36:39Z,7,NED
2011,14,Lille,Ligue 1,1799,21,4,25,0.84,21-4,Marseille,1765,1462.6,2026-05-21T02:36:39Z,13,FRA
2011,15,Benfica,Primeira Liga,1781.6,20,7,27,0.741,20-7,Sp Lisbon,1601.7,1497.8,2026-05-21T02:36:39Z,3,POR
2011,16,Twente,Eredivisie,1766.5,21,5,26,0.808,21-5,PSV Eindhoven,1761.3,1465.3,2026-05-21T02:36:39Z,8,NED
2011,17,Marseille,Ligue 1,1765,18,6,24,0.75,18-6,Lille,1799,1487.6,2026-05-21T02:36:39Z,14,FRA
2011,18,Bayern Munich,2. Bundesliga,1763.3,19,7,26,0.731,19-7,Leverkusen,1681.3,1491.3,2026-05-21T02:36:39Z,8,GER
2011,19,PSV Eindhoven,Eredivisie,1761.3,20,5,25,0.8,20-5,AZ Alkmaar,1611.5,1454.9,2026-05-21T02:36:39Z,9,NED
2011,20,Siena,Serie B,1725.1,21,7,28,0.75,21-7,Atalanta,1695.2,1473.9,2026-05-21T02:36:39Z,14,ITA
2011,21,Inter,Serie A,1721.5,23,8,31,0.742,23-8,Napoli,1635.7,1507.9,2026-05-21T02:36:39Z,7,ITA
2011,22,Gent,Pro League,1718.5,17,7,24,0.708,17-7,Genk,1815.2,1509.9,2026-05-21T02:36:39Z,6,BEL
2011,23,Betis,La Liga 2,1713.4,25,9,34,0.735,25-9,Vallecano,1669.8,1488.1,2026-05-21T02:36:39Z,8,ESP
2011,24,Reading,Championship,1710.2,20,9,29,0.69,20-9,Nott'm Forest,1620.8,1487.5,2026-05-21T02:36:39Z,17,ENG
