season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2021,1,Rangers,Scottish Premiership,2229.8,32,0,32,1,32-0,Celtic,1846.7,1443.8,2026-05-21T02:38:55Z,6,SCO
2021,2,Ajax,Eredivisie,2080,28,2,30,0.933,28-2,AZ Alkmaar,1884.9,1443.6,2026-05-21T02:38:55Z,4,NED
2021,3,Sp Lisbon,Primeira Liga,2046,26,1,27,0.963,26-1,Benfica,1866.2,1443.9,2026-05-21T02:38:55Z,7,POR
2021,4,Inter,Serie A,2000.6,28,3,31,0.903,28-3,Juventus,1807.1,1469,2026-05-21T02:38:55Z,7,ITA
2021,5,Porto,Primeira Liga,1924.3,24,2,26,0.923,24-2,Sp Braga,1681,1397.8,2026-05-21T02:38:55Z,8,POR
2021,6,Lille,Ligue 1,1917.1,24,3,27,0.889,24-3,Paris SG,1798.4,1447.6,2026-05-21T02:38:55Z,11,FRA
2021,7,AZ Alkmaar,Eredivisie,1884.9,21,5,26,0.808,21-5,PSV Eindhoven,1802.5,1504.3,2026-05-21T02:38:55Z,8,NED
2021,8,Bayern Munich,2. Bundesliga,1884.1,24,4,28,0.857,24-4,Dortmund,1710.8,1476.8,2026-05-21T02:38:55Z,6,GER
2021,9,Real Madrid,La Liga,1876.4,25,4,29,0.862,25-4,Ath Madrid,1834.7,1454,2026-05-21T02:38:55Z,9,ESP
2021,10,Benfica,Primeira Liga,1866.2,23,4,27,0.852,23-4,Sp Lisbon,2046,1464.4,2026-05-21T02:38:55Z,7,POR
2021,11,Celtic,Scottish Premiership,1846.7,22,5,27,0.815,22-5,Hibernian,1531.2,1475.5,2026-05-21T02:38:55Z,11,SCO
2021,12,Ath Madrid,La Liga,1834.7,26,4,30,0.867,26-4,Barcelona,1807.4,1460.5,2026-05-21T02:38:55Z,8,ESP
2021,13,Club Brugge,Pro League,1809.3,24,6,30,0.8,24-6,Anderlecht,1714.6,1484.9,2026-05-21T02:38:55Z,4,BEL
2021,14,Barcelona,La Liga,1807.4,24,7,31,0.774,24-7,Sevilla,1673.5,1485.4,2026-05-21T02:38:55Z,7,ESP
2021,15,Juventus,Serie A,1807.1,23,6,29,0.793,23-6,Inter,2000.6,1499.7,2026-05-21T02:38:55Z,9,ITA
2021,16,PSV Eindhoven,Eredivisie,1802.5,21,4,25,0.84,21-4,Vitesse,1604.9,1449.5,2026-05-21T02:38:55Z,9,NED
2021,17,Empoli,Serie B,1799.8,19,3,22,0.864,19-3,Salernitana,1649.2,1466.6,2026-05-21T02:38:55Z,16,ITA
2021,18,Man City,Premier League,1799.5,27,6,33,0.818,27-6,Liverpool,1698.2,1470.9,2026-05-21T02:38:55Z,5,ENG
2021,19,Atalanta,Serie A,1798.4,23,6,29,0.793,23-6,Juventus,1807.1,1467.1,2026-05-21T02:38:55Z,9,ITA
2021,20,Paris SG,Ligue 1,1798.4,26,8,34,0.765,26-8,Lyon,1777.5,1474.2,2026-05-21T02:38:55Z,4,FRA
2021,21,Lyon,Ligue 1,1777.5,22,6,28,0.786,22-6,Paris SG,1798.4,1480.9,2026-05-21T02:38:55Z,10,FRA
2021,22,Norwich,Championship,1772.9,29,7,36,0.806,29-7,Brentford,1753,1480.9,2026-05-21T02:38:55Z,10,ENG
2021,23,Milan,Serie A,1766.2,24,7,31,0.774,24-7,Inter,2000.6,1509.6,2026-05-21T02:38:55Z,7,ITA
2021,24,Besiktas,Süper Lig,1762.5,26,8,34,0.765,26-8,Galatasaray,1751.9,1484.9,2026-05-21T02:38:55Z,6,TUR
2021,25,Napoli,Serie A,1755.2,24,9,33,0.727,24-9,Juventus,1807.1,1479.1,2026-05-21T02:38:55Z,5,ITA
2021,26,Brentford,Championship,1753,24,7,31,0.774,24-7,Watford,1730.3,1489,2026-05-21T02:38:55Z,15,ENG
2021,27,Galatasaray,Süper Lig,1751.9,26,8,34,0.765,26-8,Besiktas,1762.5,1474.2,2026-05-21T02:38:55Z,6,TUR
2021,28,Man United,Premier League,1750.9,21,6,27,0.778,21-6,Man City,1799.5,1467.7,2026-05-21T02:38:55Z,11,ENG
2021,29,Monaco,Ligue 1,1748.1,24,8,32,0.75,24-8,Paris SG,1798.4,1477.4,2026-05-21T02:38:55Z,6,FRA
2021,30,Clermont,Ligue 2,1732.5,21,8,29,0.724,21-8,Troyes,1682.7,1498.9,2026-05-21T02:38:55Z,9,FRA
2021,31,Watford,Championship,1730.3,27,9,36,0.75,27-9,Norwich,1772.9,1491.9,2026-05-21T02:38:55Z,10,ENG
2021,32,Espanol,La Liga 2,1727.1,24,8,32,0.75,24-8,Mallorca,1685.2,1482.4,2026-05-21T02:38:55Z,10,ESP
2021,33,Anderlecht,Pro League,1714.6,15,6,21,0.714,15-6,Club Brugge,1809.3,1502.7,2026-05-21T02:38:55Z,13,BEL
2021,34,Dortmund,2. Bundesliga,1710.8,20,10,30,0.667,20-10,Wolfsburg,1674.6,1489.8,2026-05-21T02:38:55Z,4,GER
2021,35,Fenerbahce,Süper Lig,1707.5,25,8,33,0.758,25-8,Trabzonspor,1695.3,1471.2,2026-05-21T02:38:55Z,7,TUR
2021,36,Liverpool,Premier League,1698.2,20,9,29,0.69,20-9,Man United,1750.9,1490.5,2026-05-21T02:38:55Z,9,ENG
2021,37,Feyenoord,Eredivisie,1697.7,16,7,23,0.696,16-7,PSV Eindhoven,1802.5,1490.8,2026-05-21T02:38:55Z,11,NED
2021,38,Trabzonspor,Süper Lig,1695.3,19,7,26,0.731,19-7,Besiktas,1762.5,1494.9,2026-05-21T02:38:55Z,14,TUR
2021,39,Toulouse,Ligue 2,1690.9,20,8,28,0.714,20-8,Clermont,1732.5,1478.9,2026-05-21T02:38:55Z,10,FRA
2021,40,Mallorca,La Liga 2,1685.2,24,8,32,0.75,24-8,Leganes,1652.5,1493.6,2026-05-21T02:38:55Z,10,ESP
2021,41,Troyes,Ligue 2,1682.7,23,7,30,0.767,23-7,Clermont,1732.5,1488.1,2026-05-21T02:38:55Z,8,FRA
2021,42,Sp Braga,Primeira Liga,1681,19,8,27,0.704,19-8,Benfica,1866.2,1489.7,2026-05-21T02:38:55Z,7,POR
2021,43,Wolfsburg,2. Bundesliga,1674.6,17,7,24,0.708,17-7,Ein Frankfurt,1653.8,1480.3,2026-05-21T02:38:55Z,10,GER
2021,44,Sevilla,La Liga,1673.5,24,9,33,0.727,24-9,Ath Madrid,1834.7,1483.4,2026-05-21T02:38:55Z,5,ESP
2021,45,RB Leipzig,2. Bundesliga,1673,19,7,26,0.731,19-7,Leverkusen,1582.1,1451.9,2026-05-21T02:38:55Z,8,GER
2021,46,Paris FC,Ligue 2,1665.3,17,8,25,0.68,17-8,Toulouse,1690.9,1484.7,2026-05-21T02:38:55Z,13,FRA
2021,47,Sivasspor,Süper Lig,1662,16,7,23,0.696,16-7,Fenerbahce,1707.5,1487.6,2026-05-21T02:38:55Z,17,TUR
2021,48,Ein Frankfurt,2. Bundesliga,1653.8,16,6,22,0.727,16-6,Bayern Munich,1884.1,1486,2026-05-21T02:38:55Z,12,GER
2021,49,Leganes,La Liga 2,1652.5,21,11,32,0.656,21-11,Espanol,1727.1,1494.1,2026-05-21T02:38:55Z,10,ESP
2021,50,Grenoble,Ligue 2,1649.5,18,9,27,0.667,18-9,Toulouse,1690.9,1508.1,2026-05-21T02:38:55Z,11,FRA
2021,51,Salernitana,Serie B,1649.2,19,7,26,0.731,19-7,Empoli,1799.8,1495.5,2026-05-21T02:38:55Z,12,ITA
2021,52,Auxerre,Ligue 2,1646.2,16,8,24,0.667,16-8,Toulouse,1690.9,1497,2026-05-21T02:38:55Z,14,FRA
2021,53,Almeria,La Liga 2,1645,21,11,32,0.656,21-11,Girona,1637.5,1487.8,2026-05-21T02:38:55Z,10,ESP
2021,54,Chelsea,Premier League,1643.9,19,9,28,0.679,19-9,Man City,1799.5,1489.1,2026-05-21T02:38:55Z,10,ENG
2021,55,Bournemouth,Championship,1642.1,22,13,35,0.629,22-13,Norwich,1772.9,1494.4,2026-05-21T02:38:55Z,11,ENG
2021,56,Girona,La Liga 2,1637.5,20,11,31,0.645,20-11,Espanol,1727.1,1499.1,2026-05-21T02:38:55Z,11,ESP
2021,57,Brescia,Serie B,1637.1,15,12,27,0.556,15-12,Salernitana,1649.2,1532,2026-05-21T02:38:55Z,11,ITA
2021,58,Monza,Serie B,1632.5,17,8,25,0.68,17-8,Salernitana,1649.2,1493.9,2026-05-21T02:38:55Z,13,ITA
2021,59,West Ham,Premier League,1626.5,19,11,30,0.633,19-11,Tottenham,1625.2,1494.6,2026-05-21T02:38:55Z,8,ENG
2021,60,Tottenham,Premier League,1625.2,18,12,30,0.6,18-12,Man City,1799.5,1505.2,2026-05-21T02:38:55Z,8,ENG
2021,61,Arsenal,Premier League,1624.3,18,13,31,0.581,18-13,Man United,1750.9,1500.2,2026-05-21T02:38:55Z,7,ENG
2021,62,Sociedad,La Liga,1622.1,17,10,27,0.63,17-10,Celta,1561.4,1479.7,2026-05-21T02:38:55Z,11,ESP
2021,63,Lecce,Serie B,1622,16,8,24,0.667,16-8,Salernitana,1649.2,1486.8,2026-05-21T02:38:55Z,14,ITA
2021,64,Sassuolo,Serie A,1620.7,17,10,27,0.63,17-10,Milan,1766.2,1511.2,2026-05-21T02:38:55Z,11,ITA
2021,65,Villarreal,La Liga,1617.8,15,10,25,0.6,15-10,Sevilla,1673.5,1485.4,2026-05-21T02:38:55Z,13,ESP
2021,66,Venezia,Serie B,1610.4,15,9,24,0.625,15-9,Empoli,1799.8,1479.1,2026-05-21T02:38:55Z,14,ITA
2021,67,Antwerp,Pro League,1606.7,18,10,28,0.643,18-10,Club Brugge,1809.3,1496.8,2026-05-21T02:38:55Z,6,BEL
