season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2018,1,Man City,Premier League,2099.6,32,2,34,0.941,32-2,Liverpool,1817.8,1473.8,2026-05-21T01:47:31Z,4,ENG
2018,2,Barcelona,La Liga,2099.3,28,1,29,0.966,28-1,Real Madrid,1803.1,1449.2,2026-05-21T01:47:31Z,9,ESP
2018,3,Juventus,Serie A,2001.3,30,3,33,0.909,30-3,Napoli,1896.2,1463.4,2026-05-21T01:47:31Z,5,ITA
2018,4,Paris SG,Ligue 1,1997.7,29,3,32,0.906,29-3,Lyon,1793.6,1471.8,2026-05-21T01:47:31Z,6,FRA
2018,5,Porto,Primeira Liga,1982.9,28,2,30,0.933,28-2,Benfica,1930.6,1455.2,2026-05-21T01:47:31Z,4,POR
2018,6,Benfica,Primeira Liga,1930.6,25,3,28,0.893,25-3,Sp Braga,1775.9,1436.5,2026-05-21T01:47:31Z,6,POR
2018,7,Ajax,Eredivisie,1909.7,25,5,30,0.833,25-5,PSV Eindhoven,1894.7,1481.9,2026-05-21T01:47:31Z,4,NED
2018,8,Napoli,Serie A,1896.2,28,3,31,0.903,28-3,Juventus,2001.3,1463.5,2026-05-21T01:47:31Z,7,ITA
2018,9,PSV Eindhoven,Eredivisie,1894.7,26,3,29,0.897,26-3,Ajax,1909.7,1483.8,2026-05-21T01:47:31Z,5,NED
2018,10,Empoli,Serie B,1886.7,24,5,29,0.828,24-5,Palermo,1656.6,1491.5,2026-05-21T01:47:31Z,13,ITA
2018,11,Celtic,Scottish Premiership,1882.4,24,4,28,0.857,24-4,Hibernian,1726.3,1480.4,2026-05-21T01:47:31Z,10,SCO
2018,12,Bayern Munich,2. Bundesliga,1875.3,27,4,31,0.871,27-4,Schalke 04,1716.2,1484.9,2026-05-21T01:47:31Z,3,GER
2018,13,Fenerbahce,Süper Lig,1857.1,21,4,25,0.84,21-4,Besiktas,1844.9,1462.9,2026-05-21T01:47:31Z,9,TUR
2018,14,Besiktas,Süper Lig,1844.9,21,5,26,0.808,21-5,Fenerbahce,1857.1,1476.6,2026-05-21T01:47:31Z,8,TUR
2018,15,Club Brugge,Pro League,1828.6,20,3,23,0.87,20-3,Gent,1701.5,1465.3,2026-05-21T01:47:31Z,7,BEL
2018,16,Liverpool,Premier League,1817.8,21,5,26,0.808,21-5,Man City,2099.6,1487.2,2026-05-21T01:47:31Z,12,ENG
2018,17,Reims,Ligue 2,1815.7,28,6,34,0.824,28-6,Nimes,1703.4,1464.2,2026-05-21T01:47:31Z,4,FRA
2018,18,Tottenham,Premier League,1812.6,23,7,30,0.767,23-7,Liverpool,1817.8,1503.1,2026-05-21T01:47:31Z,8,ENG
2018,19,Real Madrid,La Liga,1803.1,22,6,28,0.786,22-6,Valencia,1664,1445.3,2026-05-21T01:47:31Z,10,ESP
2018,20,Lyon,Ligue 1,1793.6,23,6,29,0.793,23-6,Paris SG,1997.7,1496.8,2026-05-21T01:47:31Z,9,FRA
2018,21,Sp Lisbon,Primeira Liga,1790.4,24,4,28,0.857,24-4,Rio Ave,1500.5,1434.2,2026-05-21T01:47:31Z,6,POR
2018,22,Man United,Premier League,1790.3,25,7,32,0.781,25-7,Man City,2099.6,1491.1,2026-05-21T01:47:31Z,6,ENG
2018,23,Marseille,Ligue 1,1777.5,22,5,27,0.815,22-5,Rennes,1633.5,1470.9,2026-05-21T01:47:31Z,11,FRA
2018,24,Sp Braga,Primeira Liga,1775.9,24,7,31,0.774,24-7,Sp Lisbon,1790.4,1480.5,2026-05-21T01:47:31Z,3,POR
