season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2015,1,Porto,Primeira Liga,2009.6,25,2,27,0.926,25-2,Sp Lisbon,1890.3,1434.2,2026-05-21T03:42:15Z,7,POR
2015,2,Barcelona,La Liga,1989.2,30,4,34,0.882,30-4,Real Madrid,1871.5,1478.3,2026-05-21T03:42:15Z,4,ESP
2015,3,Benfica,Primeira Liga,1969.9,27,3,30,0.9,27-3,Porto,2009.6,1422.5,2026-05-21T03:42:15Z,4,POR
2015,4,Celtic,Scottish Premiership,1955.3,29,4,33,0.879,29-4,Aberdeen,1698.3,1471.7,2026-05-21T03:42:15Z,5,SCO
2015,5,Juventus,Serie A,1946.1,26,3,29,0.897,26-3,Lazio,1721.8,1479.8,2026-05-21T03:42:15Z,9,ITA
2015,6,Paris SG,Ligue 1,1915.1,24,3,27,0.889,24-3,St Etienne,1726.4,1457.2,2026-05-21T03:42:15Z,11,FRA
2015,7,PSV Eindhoven,Eredivisie,1912.7,29,4,33,0.879,29-4,Ajax,1844.8,1475.6,2026-05-21T03:42:15Z,1,NED
2015,8,Sp Gijon,La Liga 2,1901.4,21,2,23,0.913,21-2,Betis,1734.6,1486.8,2026-05-21T03:42:15Z,19,ESP
2015,9,Sp Lisbon,Primeira Liga,1890.3,22,2,24,0.917,22-2,Sp Braga,1635.8,1425.3,2026-05-21T03:42:15Z,10,POR
2015,10,Real Madrid,La Liga,1871.5,30,6,36,0.833,30-6,Barcelona,1989.2,1468.8,2026-05-21T03:42:15Z,2,ESP
2015,11,Wolfsburg,2. Bundesliga,1855.1,20,5,25,0.8,20-5,Bayern Munich,1777.5,1497.1,2026-05-21T03:42:15Z,9,GER
2015,12,Fenerbahce,Süper Lig,1847.9,22,4,26,0.846,22-4,Galatasaray,1784.5,1471.9,2026-05-21T03:42:15Z,8,TUR
2015,13,Ajax,Eredivisie,1844.8,21,5,26,0.808,21-5,PSV Eindhoven,1912.7,1481.9,2026-05-21T03:42:15Z,8,NED
2015,14,Ath Madrid,La Liga,1833.5,23,6,29,0.793,23-6,Real Madrid,1871.5,1474.8,2026-05-21T03:42:15Z,9,ESP
2015,15,Chelsea,Premier League,1827.6,26,3,29,0.897,26-3,Arsenal,1763.1,1453.4,2026-05-21T03:42:15Z,9,ENG
2015,16,Club Brugge,Pro League,1825.7,17,3,20,0.85,17-3,Standard,1660.7,1450,2026-05-21T03:42:15Z,10,BEL
