season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at,draws,country
2013,1,Porto,Primeira Liga,2198.5,24,0,24,1,24-0,Benfica,2093.3,1446.3,2026-05-21T03:41:53Z,6,POR
2013,2,Bayern Munich,2. Bundesliga,2101.4,29,1,30,0.967,29-1,Leverkusen,1735.1,1446.7,2026-05-21T03:41:53Z,4,GER
2013,3,Benfica,Primeira Liga,2093.3,24,1,25,0.96,24-1,Pacos Ferreira,1831.3,1429,2026-05-21T03:41:53Z,5,POR
2013,4,Barcelona,La Liga,2053.9,32,2,34,0.941,32-2,Sociedad,1748.6,1459.5,2026-05-21T03:41:53Z,4,ESP
2013,5,Ajax,Eredivisie,1983.8,22,2,24,0.917,22-2,Twente,1754.3,1470,2026-05-21T03:41:53Z,10,NED
2013,6,Anderlecht,Pro League,1909.7,20,3,23,0.87,20-3,Genk,1760.5,1460.8,2026-05-21T03:41:53Z,7,BEL
2013,7,Real Madrid,La Liga,1906.2,26,5,31,0.839,26-5,Barcelona,2053.9,1461.9,2026-05-21T03:41:53Z,7,ESP
2013,8,Man United,Premier League,1860,28,5,33,0.848,28-5,Chelsea,1761.4,1470.4,2026-05-21T03:41:53Z,5,ENG
2013,9,Paris SG,Ligue 1,1853.9,25,5,30,0.833,25-5,Lille,1669.4,1473.7,2026-05-21T03:41:53Z,8,FRA
2013,10,Juventus,Serie A,1851.8,27,5,32,0.844,27-5,Napoli,1743.8,1470.5,2026-05-21T03:41:53Z,6,ITA
2013,11,Pacos Ferreira,Primeira Liga,1831.3,14,4,18,0.778,14-4,Sp Braga,1582.8,1555,2026-05-21T03:41:53Z,12,POR
2013,12,Monaco,Ligue 2,1800.8,21,4,25,0.84,21-4,Guingamp,1676.4,1489,2026-05-21T03:41:53Z,13,FRA
2013,13,Celtic,Scottish Premiership,1788.6,24,7,31,0.774,24-7,Motherwell,1640.1,1480.3,2026-05-21T03:41:53Z,7,SCO
2013,14,Galatasaray,Süper Lig,1764.9,21,5,26,0.808,21-5,Fenerbahce,1625,1481,2026-05-21T03:41:53Z,8,TUR
2013,15,Verona,Serie B,1762.5,23,6,29,0.793,23-6,Sassuolo,1747.9,1470.8,2026-05-21T03:41:53Z,13,ITA
2013,16,Chelsea,Premier League,1761.4,22,7,29,0.759,22-7,Man United,1860,1487.2,2026-05-21T03:41:53Z,9,ENG
2013,17,Genk,Pro League,1760.5,15,5,20,0.75,15-5,Waregem,1753.8,1495.9,2026-05-21T03:41:53Z,10,BEL
2013,18,Twente,Eredivisie,1754.3,17,6,23,0.739,17-6,PSV Eindhoven,1747.3,1507.9,2026-05-21T03:41:53Z,11,NED
2013,19,Waregem,Pro League,1753.8,19,5,24,0.792,19-5,Anderlecht,1909.7,1490,2026-05-21T03:41:53Z,6,BEL
2013,20,Sociedad,La Liga,1748.6,18,8,26,0.692,18-8,Barcelona,2053.9,1514.4,2026-05-21T03:41:53Z,12,ESP
2013,21,Sassuolo,Serie B,1747.9,25,7,32,0.781,25-7,Livorno,1710.1,1476.4,2026-05-21T03:41:53Z,10,ITA
2013,22,PSV Eindhoven,Eredivisie,1747.3,22,9,31,0.71,22-9,Twente,1754.3,1488.4,2026-05-21T03:41:53Z,3,NED
2013,23,Villarreal,La Liga 2,1745.8,21,7,28,0.75,21-7,Almeria,1627,1508.9,2026-05-21T03:41:53Z,14,ESP
2013,24,Napoli,Serie A,1743.8,23,6,29,0.793,23-6,Udinese,1687.5,1448,2026-05-21T03:41:53Z,9,ITA
2013,25,Arsenal,Premier League,1742.7,21,7,28,0.75,21-7,Tottenham,1720.9,1462.1,2026-05-21T03:41:53Z,10,ENG
2013,26,Elche,La Liga 2,1741.3,23,6,29,0.793,23-6,Villarreal,1745.8,1497.9,2026-05-21T03:41:53Z,13,ESP
2013,27,Man City,Premier League,1735.3,23,6,29,0.793,23-6,Man United,1860,1472.1,2026-05-21T03:41:53Z,9,ENG
2013,28,Leverkusen,2. Bundesliga,1735.1,19,7,26,0.731,19-7,Bayern Munich,2101.4,1498.4,2026-05-21T03:41:53Z,8,GER
