season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2005,1,DEN,AFC West,1928.4,13,3,16,0.812,13-3,JAX,1781.5,1555.6,2026-05-21T10:40:43Z
2005,2,IND,AFC South,1877.1,14,2,16,0.875,14-2,JAX,1781.5,1458.7,2026-05-21T10:40:43Z
2005,3,SEA,NFC West,1820,13,3,16,0.812,13-3,IND,1877.1,1411.4,2026-05-21T10:40:43Z
2005,4,JAX,AFC South,1781.5,12,4,16,0.75,12-4,SEA,1820,1460.9,2026-05-21T10:40:43Z
2005,5,KC,AFC West,1755.6,10,6,16,0.625,10-6,DEN,1928.4,1545.5,2026-05-21T10:40:43Z
2005,6,PIT,AFC North,1751.7,11,5,16,0.688,11-5,SD,1736.1,1493.2,2026-05-21T10:40:43Z
2005,7,WAS,NFC East,1738.9,10,6,16,0.625,10-6,SEA,1820,1541.1,2026-05-21T10:40:43Z
2005,8,SD,AFC West,1736.1,9,7,16,0.562,9-7,IND,1877.1,1605.8,2026-05-21T10:40:43Z
2005,9,NYG,NFC East,1712.4,11,5,16,0.688,11-5,DEN,1928.4,1511,2026-05-21T10:40:43Z
2005,10,NE,AFC East,1653.9,10,6,16,0.625,10-6,PIT,1751.7,1523,2026-05-21T10:40:43Z
2005,11,CAR,NFC South,1639.5,11,5,16,0.688,11-5,NE,1653.9,1406.2,2026-05-21T10:40:43Z
2005,12,CIN,AFC North,1607.3,11,5,16,0.688,11-5,PIT,1751.7,1493.4,2026-05-21T10:40:43Z
2005,13,TB,NFC South,1587.3,11,5,16,0.688,11-5,WAS,1738.9,1417.9,2026-05-21T10:40:43Z
2005,14,CHI,NFC North,1577.8,11,5,16,0.688,11-5,CAR,1639.5,1439.3,2026-05-21T10:40:43Z
2005,15,MIN,NFC North,1545.3,9,7,16,0.562,9-7,NYG,1712.4,1451.4,2026-05-21T10:40:43Z
2005,16,DAL,NFC East,1526.8,9,7,16,0.562,9-7,KC,1755.6,1551,2026-05-21T10:40:43Z
2005,17,MIA,AFC East,1506.8,9,7,16,0.562,9-7,DEN,1928.4,1477,2026-05-21T10:40:43Z
2005,18,BAL,AFC North,1428.9,6,10,16,0.375,6-10,PIT,1751.7,1523.8,2026-05-21T10:40:43Z
2005,19,ATL,NFC South,1415.7,8,8,16,0.5,8-8,MIN,1545.3,1456.9,2026-05-21T10:40:43Z
2005,20,CLE,AFC North,1388.4,6,10,16,0.375,6-10,CHI,1577.8,1500.3,2026-05-21T10:40:43Z
2005,21,PHI,NFC East,1362.9,6,10,16,0.375,6-10,KC,1755.6,1560.3,2026-05-21T10:40:43Z
2005,22,BUF,AFC East,1347.8,5,11,16,0.312,5-11,KC,1755.6,1503.4,2026-05-21T10:40:43Z
2005,23,STL,NFC West,1320.1,6,10,16,0.375,6-10,JAX,1781.5,1468.2,2026-05-21T10:40:43Z
2005,24,NYJ,AFC East,1305.8,4,12,16,0.25,4-12,TB,1587.3,1540.4,2026-05-21T10:40:43Z
2005,25,GB,NFC North,1305.4,4,12,16,0.25,4-12,SEA,1820,1490.8,2026-05-21T10:40:43Z
2005,26,ARI,NFC West,1293.2,5,11,16,0.312,5-11,PHI,1362.9,1488.3,2026-05-21T10:40:43Z
2005,27,OAK,AFC West,1270.3,4,12,16,0.25,4-12,WAS,1738.9,1599.6,2026-05-21T10:40:43Z
2005,28,DET,NFC North,1259.7,5,11,16,0.312,5-11,BAL,1428.9,1473.8,2026-05-21T10:40:43Z
2005,29,TEN,AFC South,1209.5,4,12,16,0.25,4-12,BAL,1428.9,1503.8,2026-05-21T10:40:43Z
2005,30,SF,NFC West,1164.3,4,12,16,0.25,4-12,TB,1587.3,1521.1,2026-05-21T10:40:43Z
2005,31,HOU,AFC South,1096.3,2,14,16,0.125,2-14,CLE,1388.4,1538.3,2026-05-21T10:40:43Z
2005,32,NO,NFC South,1085.5,3,13,16,0.188,3-13,CAR,1639.5,1488.8,2026-05-21T10:40:43Z
