season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2003,1,NE,AFC East,1970.6,14,2,16,0.875,14-2,PHI,1794.8,1524.5,2026-05-20T22:12:38Z
2003,2,PHI,NFC East,1794.8,12,4,16,0.75,12-4,MIA,1712.5,1498.8,2026-05-20T22:12:38Z
2003,3,TEN,AFC South,1787.8,12,4,16,0.75,12-4,MIA,1712.5,1511.4,2026-05-20T22:12:38Z
2003,4,IND,AFC South,1740,12,4,16,0.75,12-4,TEN,1787.8,1537.6,2026-05-20T22:12:38Z
2003,5,MIA,AFC East,1712.5,10,6,16,0.625,10-6,BAL,1604.7,1553.6,2026-05-20T22:12:38Z
2003,6,GB,NFC North,1705.1,10,6,16,0.625,10-6,DEN,1618.5,1460.9,2026-05-20T22:12:38Z
2003,7,STL,NA,1648.4,12,4,16,0.75,12-4,GB,1705.1,1410.9,2026-05-20T22:12:38Z
2003,8,KC,AFC West,1626.9,13,3,16,0.812,13-3,GB,1705.1,1421.2,2026-05-20T22:12:38Z
2003,9,DEN,AFC West,1618.5,10,6,16,0.625,10-6,IND,1740,1481.6,2026-05-20T22:12:38Z
2003,10,BAL,AFC North,1604.7,10,6,16,0.625,10-6,DEN,1618.5,1432.1,2026-05-20T22:12:38Z
2003,11,CAR,NFC South,1551.2,11,5,16,0.688,11-5,IND,1740,1467.4,2026-05-20T22:12:38Z
2003,12,NO,NFC South,1541.5,8,8,16,0.5,8-8,DAL,1536.8,1497.6,2026-05-20T22:12:38Z
2003,13,MIN,NFC North,1540.4,9,7,16,0.562,9-7,GB,1705.1,1439.8,2026-05-20T22:12:38Z
2003,14,DAL,NFC East,1536.8,10,6,16,0.625,10-6,PHI,1794.8,1484.9,2026-05-20T22:12:38Z
2003,15,SEA,NFC West,1499.9,10,6,16,0.625,10-6,STL,1648.4,1444.3,2026-05-20T22:12:38Z
2003,16,TB,NFC South,1498.6,7,9,16,0.438,7-9,PHI,1794.8,1520.1,2026-05-20T22:12:38Z
2003,17,NYJ,AFC East,1490.1,6,10,16,0.375,6-10,TEN,1787.8,1564.3,2026-05-20T22:12:38Z
2003,18,SF,NFC West,1486.2,7,9,16,0.438,7-9,PHI,1794.8,1472.8,2026-05-20T22:12:38Z
2003,19,BUF,AFC East,1480.4,6,10,16,0.375,6-10,NE,1970.6,1593,2026-05-20T22:12:38Z
2003,20,ATL,NFC South,1428.2,5,11,16,0.312,5-11,CAR,1551.2,1528.8,2026-05-20T22:12:38Z
2003,21,CIN,AFC North,1426.3,8,8,16,0.5,8-8,KC,1626.9,1430.9,2026-05-20T22:12:38Z
2003,22,JAX,AFC South,1426.2,5,11,16,0.312,5-11,IND,1740,1573.7,2026-05-20T22:12:38Z
2003,23,CHI,NFC North,1416.6,7,9,16,0.438,7-9,DEN,1618.5,1470.1,2026-05-20T22:12:38Z
2003,24,PIT,AFC North,1392.6,6,10,16,0.375,6-10,BAL,1604.7,1467.4,2026-05-20T22:12:38Z
2003,25,DET,NFC North,1332.4,5,11,16,0.312,5-11,GB,1705.1,1494.6,2026-05-20T22:12:38Z
2003,26,WAS,NFC East,1322.5,5,11,16,0.312,5-11,NE,1970.6,1540.7,2026-05-20T22:12:38Z
2003,27,CLE,AFC North,1318,5,11,16,0.312,5-11,SF,1486.2,1503.7,2026-05-20T22:12:38Z
2003,28,HOU,AFC South,1281.9,5,11,16,0.312,5-11,MIA,1712.5,1602.1,2026-05-20T22:12:38Z
2003,29,SD,NA,1281.9,4,12,16,0.25,4-12,MIN,1540.4,1487.9,2026-05-20T22:12:38Z
2003,30,OAK,NA,1220.3,4,12,16,0.25,4-12,BAL,1604.7,1504.3,2026-05-20T22:12:38Z
2003,31,NYG,NFC East,1199.2,4,12,16,0.25,4-12,STL,1648.4,1573.1,2026-05-20T22:12:38Z
2003,32,ARI,NFC West,1119.7,4,12,16,0.25,4-12,GB,1705.1,1505.8,2026-05-20T22:12:38Z
