season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2014,1,SEA,NFC West,1908.9,12,4,16,0.75,12-4,GB,1766.7,1527.7,2026-05-21T07:15:50Z
2014,2,NE,AFC East,1824.2,12,4,16,0.75,12-4,DEN,1754.7,1542.5,2026-05-21T07:15:50Z
2014,3,GB,NFC North,1766.7,12,4,16,0.75,12-4,NE,1824.2,1499.8,2026-05-21T07:15:50Z
2014,4,DEN,AFC West,1754.7,12,4,16,0.75,12-4,BUF,1667,1559.1,2026-05-21T07:15:50Z
2014,5,DAL,NFC East,1746.6,12,4,16,0.75,12-4,SEA,1908.9,1423,2026-05-21T07:15:50Z
2014,6,PIT,AFC North,1727.7,11,5,16,0.688,11-5,KC,1641,1421.6,2026-05-21T07:15:50Z
2014,7,BUF,AFC East,1667,9,7,16,0.562,9-7,NE,1824.2,1540,2026-05-21T07:15:50Z
2014,8,KC,AFC West,1641,9,7,16,0.562,9-7,SEA,1908.9,1542,2026-05-21T07:15:50Z
2014,9,DET,NFC North,1639,11,5,16,0.688,11-5,GB,1766.7,1487,2026-05-21T07:15:50Z
2014,10,ARI,NFC West,1627.9,11,5,16,0.688,11-5,DAL,1746.6,1546.8,2026-05-21T07:15:50Z
2014,11,IND,AFC South,1620.8,11,5,16,0.688,11-5,CIN,1607,1445.3,2026-05-21T07:15:50Z
2014,12,CIN,AFC North,1607,10,5,15,0.667,10-5,DEN,1754.7,1470.7,2026-05-21T07:15:50Z
2014,13,BAL,AFC North,1605.6,10,6,16,0.625,10-6,PIT,1727.7,1438.6,2026-05-21T07:15:50Z
2014,14,PHI,NFC East,1600.7,10,6,16,0.625,10-6,DAL,1746.6,1476.4,2026-05-21T07:15:50Z
2014,15,HOU,AFC South,1542.1,9,7,16,0.562,9-7,BUF,1667,1415.4,2026-05-21T07:15:50Z
2014,16,SD,AFC West,1536.3,9,7,16,0.562,9-7,SEA,1908.9,1556.2,2026-05-21T07:15:50Z
2014,17,MIA,AFC East,1504.7,8,8,16,0.5,8-8,NE,1824.2,1552.3,2026-05-21T07:15:50Z
2014,18,SF,NFC West,1492.7,8,8,16,0.5,8-8,DAL,1746.6,1544.4,2026-05-21T07:15:50Z
2014,19,CAR,NFC South,1492.6,7,8,15,0.467,7-8,DET,1639,1468.6,2026-05-21T07:15:50Z
2014,20,MIN,NFC North,1449.4,7,9,16,0.438,7-9,CAR,1492.6,1479.8,2026-05-21T07:15:50Z
2014,21,NYG,NFC East,1420.9,6,10,16,0.375,6-10,HOU,1542.1,1482.9,2026-05-21T07:15:50Z
2014,22,STL,NFC West,1411.5,6,10,16,0.375,6-10,SEA,1908.9,1544.9,2026-05-21T07:15:50Z
2014,23,NO,NFC South,1395.4,7,9,16,0.438,7-9,GB,1766.7,1472.5,2026-05-21T07:15:50Z
2014,24,NYJ,AFC East,1372.8,4,12,16,0.25,4-12,PIT,1727.7,1567.7,2026-05-21T07:15:50Z
2014,25,ATL,NFC South,1363.9,6,10,16,0.375,6-10,ARI,1627.9,1464.5,2026-05-21T07:15:50Z
2014,26,CLE,AFC North,1330.9,7,9,16,0.438,7-9,PIT,1727.7,1466.8,2026-05-21T07:15:50Z
2014,27,CHI,NFC North,1299.8,5,11,16,0.312,5-11,SF,1492.7,1541.3,2026-05-21T07:15:50Z
2014,28,OAK,AFC West,1276.4,3,13,16,0.188,3-13,BUF,1667,1596.7,2026-05-21T07:15:50Z
2014,29,WAS,NFC East,1142.5,4,12,16,0.25,4-12,DAL,1746.6,1488.8,2026-05-21T07:15:50Z
2014,30,JAX,AFC South,1139.3,3,13,16,0.188,3-13,NYG,1420.9,1471.9,2026-05-21T07:15:50Z
2014,31,TB,NFC South,1090.5,2,14,16,0.125,2-14,PIT,1727.7,1467.7,2026-05-21T07:15:50Z
2014,32,TEN,AFC South,1000.6,2,14,16,0.125,2-14,KC,1641,1487.5,2026-05-21T07:15:50Z
