season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2001,1,STL,NA,1956.9,14,2,16,0.875,14-2,SF,1764.2,1463.1,2026-05-20T22:12:38Z
2001,2,CHI,NFC North,1811.2,13,3,16,0.812,13-3,SF,1764.2,1483.2,2026-05-20T22:12:38Z
2001,3,PIT,AFC North,1805.3,13,3,16,0.812,13-3,TB,1671.6,1456.2,2026-05-20T22:12:38Z
2001,4,SF,NFC West,1764.2,12,4,16,0.75,12-4,PHI,1690.5,1458.7,2026-05-20T22:12:38Z
2001,5,GB,NFC North,1730.9,12,4,16,0.75,12-4,CHI,1811.2,1456.8,2026-05-20T22:12:38Z
2001,6,NE,AFC East,1707.6,11,5,16,0.688,11-5,NYJ,1639.8,1449.8,2026-05-20T22:12:38Z
2001,7,PHI,NFC East,1690.5,11,5,16,0.688,11-5,TB,1671.6,1469,2026-05-20T22:12:38Z
2001,8,TB,NFC South,1671.6,9,7,16,0.562,9-7,STL,1956.9,1544.7,2026-05-20T22:12:38Z
2001,9,NYJ,AFC East,1639.8,10,6,16,0.625,10-6,NE,1707.6,1520.8,2026-05-20T22:12:38Z
2001,10,MIA,AFC East,1639.7,11,5,16,0.688,11-5,NE,1707.6,1506.5,2026-05-20T22:12:38Z
2001,11,BAL,AFC North,1602.3,10,6,16,0.625,10-6,CHI,1811.2,1545.5,2026-05-20T22:12:38Z
2001,12,OAK,NA,1562.1,10,6,16,0.625,10-6,PHI,1690.5,1451.8,2026-05-20T22:12:38Z
2001,13,WAS,NFC East,1526.2,8,8,16,0.5,8-8,PHI,1690.5,1433.3,2026-05-20T22:12:38Z
2001,14,TEN,AFC South,1498.6,7,9,16,0.438,7-9,GB,1730.9,1536.1,2026-05-20T22:12:38Z
2001,15,JAX,AFC South,1478.4,6,10,16,0.375,6-10,PIT,1805.3,1530.2,2026-05-20T22:12:38Z
2001,16,IND,AFC South,1471.8,6,10,16,0.375,6-10,NYJ,1639.8,1554.2,2026-05-20T22:12:38Z
2001,17,SEA,NFC West,1471.8,9,7,16,0.562,9-7,OAK,1562.1,1445.9,2026-05-20T22:12:38Z
2001,18,CLE,AFC North,1463.6,7,9,16,0.438,7-9,BAL,1602.3,1545,2026-05-20T22:12:38Z
2001,19,DEN,AFC West,1449.2,8,8,16,0.5,8-8,NE,1707.6,1466.3,2026-05-20T22:12:38Z
2001,20,KC,AFC West,1436.9,6,10,16,0.375,6-10,WAS,1526.2,1491.6,2026-05-20T22:12:38Z
2001,21,NO,NFC South,1383,7,9,16,0.438,7-9,STL,1956.9,1507.3,2026-05-20T22:12:38Z
2001,22,CIN,AFC North,1378.9,6,10,16,0.375,6-10,PIT,1805.3,1562.4,2026-05-20T22:12:38Z
2001,23,NYG,NFC East,1363.2,7,9,16,0.438,7-9,WAS,1526.2,1499.1,2026-05-20T22:12:38Z
2001,24,ATL,NFC South,1355.1,7,9,16,0.438,7-9,GB,1730.9,1526.2,2026-05-20T22:12:38Z
2001,25,MIN,NFC North,1343.5,5,11,16,0.312,5-11,GB,1730.9,1538.6,2026-05-20T22:12:38Z
2001,26,ARI,NFC West,1325.1,7,9,16,0.438,7-9,PHI,1690.5,1427.4,2026-05-20T22:12:38Z
2001,27,SD,NA,1299.8,5,11,16,0.312,5-11,WAS,1526.2,1463,2026-05-20T22:12:38Z
2001,28,DAL,NFC East,1284.2,5,11,16,0.312,5-11,SF,1764.2,1472.3,2026-05-20T22:12:38Z
2001,29,BUF,AFC East,1192,3,13,16,0.188,3-13,NYJ,1639.8,1531.2,2026-05-20T22:12:38Z
2001,30,DET,NFC North,1172.4,2,14,16,0.125,2-14,MIN,1343.5,1599.4,2026-05-20T22:12:38Z
2001,31,CAR,NFC South,1024.1,1,15,16,0.062,1-15,MIN,1343.5,1564,2026-05-20T22:12:38Z
