season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2018,1,CHI,NFC North,1802.9,12,4,16,0.75,12-4,LA,1723.5,1405.5,2026-05-21T02:34:33Z
2018,2,KC,AFC West,1761.8,12,4,16,0.75,12-4,LAC,1719.2,1471.2,2026-05-21T02:34:33Z
2018,3,NO,NFC South,1759.1,13,3,16,0.812,13-3,LA,1723.5,1513.9,2026-05-21T02:34:33Z
2018,4,LA,NFC West,1723.5,13,3,16,0.812,13-3,KC,1761.8,1469.7,2026-05-21T02:34:33Z
2018,5,LAC,AFC West,1719.2,12,4,16,0.75,12-4,KC,1761.8,1472,2026-05-21T02:34:33Z
2018,6,BAL,AFC North,1715.5,10,6,16,0.625,10-6,LAC,1719.2,1513,2026-05-21T02:34:33Z
2018,7,IND,AFC South,1700.2,10,6,16,0.625,10-6,HOU,1699.9,1457.3,2026-05-21T02:34:33Z
2018,8,HOU,AFC South,1699.9,11,5,16,0.688,11-5,IND,1700.2,1474.5,2026-05-21T02:34:33Z
2018,9,SEA,NFC West,1692,10,6,16,0.625,10-6,KC,1761.8,1456.5,2026-05-21T02:34:33Z
2018,10,PIT,AFC North,1671.2,9,6,15,0.6,9-6,BAL,1715.5,1520.8,2026-05-21T02:34:33Z
2018,11,NE,AFC East,1647.3,11,5,16,0.688,11-5,CHI,1802.9,1464.2,2026-05-21T02:34:33Z
2018,12,PHI,NFC East,1636.7,9,7,16,0.562,9-7,LA,1723.5,1526.3,2026-05-21T02:34:33Z
2018,13,DAL,NFC East,1615.5,10,6,16,0.625,10-6,NO,1759.1,1519.7,2026-05-21T02:34:33Z
2018,14,TEN,AFC South,1587.6,9,7,16,0.562,9-7,HOU,1699.9,1524.8,2026-05-21T02:34:33Z
2018,15,CLE,AFC North,1557.1,7,8,15,0.467,7-8,BAL,1715.5,1521.8,2026-05-21T02:34:33Z
2018,16,MIN,NFC North,1526.5,8,7,15,0.533,8-7,PHI,1636.7,1488.9,2026-05-21T02:34:33Z
2018,17,CAR,NFC South,1505.4,7,9,16,0.438,7-9,NO,1759.1,1536.4,2026-05-21T02:34:33Z
2018,18,ATL,NFC South,1461.4,7,9,16,0.438,7-9,CAR,1505.4,1499.1,2026-05-21T02:34:33Z
2018,19,DET,NFC North,1409.4,6,10,16,0.375,6-10,NE,1647.3,1476.4,2026-05-21T02:34:33Z
2018,20,NYG,NFC East,1404.8,5,11,16,0.312,5-11,CHI,1802.9,1542.7,2026-05-21T02:34:33Z
2018,21,TB,NFC South,1368.2,5,11,16,0.312,5-11,NO,1759.1,1550.2,2026-05-21T02:34:33Z
2018,22,JAX,AFC South,1364.2,5,11,16,0.312,5-11,IND,1700.2,1552.6,2026-05-21T02:34:33Z
2018,23,CIN,AFC North,1359.9,6,10,16,0.375,6-10,BAL,1715.5,1556.5,2026-05-21T02:34:33Z
2018,24,BUF,AFC East,1351.3,6,10,16,0.375,6-10,TEN,1587.6,1501.3,2026-05-21T02:34:33Z
2018,25,WAS,NFC East,1342.4,7,9,16,0.438,7-9,DAL,1615.5,1511.1,2026-05-21T02:34:33Z
2018,26,GB,NFC North,1329.2,6,9,15,0.4,6-9,CHI,1802.9,1462.6,2026-05-21T02:34:33Z
2018,27,DEN,AFC West,1297.5,6,10,16,0.375,6-10,LAC,1719.2,1523,2026-05-21T02:34:33Z
2018,28,SF,NFC West,1245.8,4,12,16,0.25,4-12,SEA,1692,1490.5,2026-05-21T02:34:33Z
2018,29,MIA,AFC East,1223.3,7,9,16,0.438,7-9,CHI,1802.9,1463.9,2026-05-21T02:34:33Z
2018,30,OAK,AFC West,1220.2,4,12,16,0.25,4-12,PIT,1671.2,1533.4,2026-05-21T02:34:33Z
2018,31,NYJ,AFC East,1212.4,4,12,16,0.25,4-12,IND,1700.2,1482.4,2026-05-21T02:34:33Z
2018,32,ARI,NFC West,1088.6,3,13,16,0.188,3-13,GB,1329.2,1512.1,2026-05-21T02:34:33Z
