season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2002,1,OAK,AFC West,1776.4,11,5,16,0.688,11-5,TEN,1758,1542.5,2026-05-21T07:15:50Z
2002,2,TEN,AFC South,1758,11,5,16,0.688,11-5,PHI,1754.7,1483.1,2026-05-21T07:15:50Z
2002,3,PHI,NFC East,1754.7,12,4,16,0.75,12-4,TB,1736.7,1463.7,2026-05-21T07:15:50Z
2002,4,TB,NFC South,1736.7,12,4,16,0.75,12-4,GB,1625.5,1468.6,2026-05-21T07:15:50Z
2002,5,NYJ,AFC East,1666.1,9,7,16,0.562,9-7,GB,1625.5,1497.7,2026-05-21T07:15:50Z
2002,6,PIT,AFC North,1660.6,10,5,15,0.667,10-5,TB,1736.7,1494.4,2026-05-21T07:15:50Z
2002,7,NYG,NFC East,1651.5,10,6,16,0.625,10-6,PHI,1754.7,1477.9,2026-05-21T07:15:50Z
2002,8,GB,NFC North,1625.5,12,4,16,0.75,12-4,NE,1570.5,1434.7,2026-05-21T07:15:50Z
2002,9,DEN,AFC West,1582.3,9,7,16,0.562,9-7,NE,1570.5,1542.1,2026-05-21T07:15:50Z
2002,10,IND,AFC South,1577.9,10,6,16,0.625,10-6,PHI,1754.7,1492.8,2026-05-21T07:15:50Z
2002,11,NE,AFC East,1570.5,9,7,16,0.562,9-7,NYJ,1666.1,1536.1,2026-05-21T07:15:50Z
2002,12,CLE,AFC North,1569.5,9,7,16,0.562,9-7,TEN,1758,1503.1,2026-05-21T07:15:50Z
2002,13,KC,AFC West,1566.3,8,8,16,0.5,8-8,OAK,1776.4,1542.3,2026-05-21T07:15:50Z
2002,14,ATL,NFC South,1565.6,9,6,15,0.6,9-6,NYG,1651.5,1475.3,2026-05-21T07:15:50Z
2002,15,MIA,AFC East,1558.2,9,7,16,0.562,9-7,OAK,1776.4,1513,2026-05-21T07:15:50Z
2002,16,SF,NFC West,1535.1,10,6,16,0.625,10-6,OAK,1776.4,1509,2026-05-21T07:15:50Z
2002,17,SEA,NFC West,1534.2,7,9,16,0.438,7-9,KC,1566.3,1497.3,2026-05-21T07:15:50Z
2002,18,NO,NFC South,1523.3,9,7,16,0.562,9-7,TB,1736.7,1478.4,2026-05-21T07:15:50Z
2002,19,BUF,AFC East,1520.8,8,8,16,0.5,8-8,MIA,1558.2,1477.7,2026-05-21T07:15:50Z
2002,20,STL,NFC West,1480.5,7,9,16,0.438,7-9,OAK,1776.4,1502.6,2026-05-21T07:15:50Z
2002,21,CAR,NFC South,1453.6,7,9,16,0.438,7-9,CLE,1569.5,1459.7,2026-05-21T07:15:50Z
2002,22,BAL,AFC North,1447,7,9,16,0.438,7-9,TEN,1758,1512.6,2026-05-21T07:15:50Z
2002,23,WAS,NFC East,1430.5,7,9,16,0.438,7-9,TEN,1758,1517.4,2026-05-21T07:15:50Z
2002,24,JAX,AFC South,1425.6,6,10,16,0.375,6-10,PHI,1754.7,1517.5,2026-05-21T07:15:50Z
2002,25,SD,AFC West,1421.3,8,8,16,0.5,8-8,OAK,1776.4,1522.2,2026-05-21T07:15:50Z
2002,26,MIN,NFC North,1393.8,6,10,16,0.375,6-10,GB,1625.5,1477.4,2026-05-21T07:15:50Z
2002,27,DAL,NFC East,1271.2,5,11,16,0.312,5-11,TEN,1758,1500.3,2026-05-21T07:15:50Z
2002,28,ARI,NFC West,1255.9,5,11,16,0.312,5-11,NYG,1651.5,1506.9,2026-05-21T07:15:50Z
2002,29,HOU,AFC South,1207.3,4,12,16,0.25,4-12,PIT,1660.6,1526.7,2026-05-21T07:15:50Z
2002,30,CHI,NFC North,1200.8,4,12,16,0.25,4-12,NYJ,1666.1,1504.6,2026-05-21T07:15:50Z
2002,31,CIN,AFC North,1176.7,2,14,16,0.125,2-14,NO,1523.3,1534,2026-05-21T07:15:50Z
2002,32,DET,NFC North,1102.7,3,13,16,0.188,3-13,NO,1523.3,1472.6,2026-05-21T07:15:50Z
