season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2024,1,Los Angeles Dodgers,NL West,1629,98,64,162,0.605,98-64,San Diego Padres,1602.2,1509.8,2026-05-24T06:29:53Z
2024,2,San Diego Padres,NL West,1602.2,93,69,162,0.574,93-69,Los Angeles Dodgers,1629,1514.5,2026-05-24T06:29:53Z
2024,3,Seattle Mariners,AL West,1594.1,85,77,162,0.525,85-77,San Diego Padres,1602.2,1475.2,2026-05-24T06:29:53Z
2024,4,Atlanta Braves,NL East,1593.2,89,73,162,0.549,89-73,Los Angeles Dodgers,1629,1508.4,2026-05-24T06:29:53Z
2024,5,Arizona Diamondbacks,NL West,1589.4,89,73,162,0.549,89-73,Los Angeles Dodgers,1629,1514.5,2026-05-24T06:29:53Z
2024,6,New York Mets,NL East,1584.2,89,73,162,0.549,89-73,Los Angeles Dodgers,1629,1508.5,2026-05-24T06:29:53Z
2024,7,Milwaukee Brewers,NL Central,1579.8,93,69,162,0.574,93-69,Los Angeles Dodgers,1629,1507.2,2026-05-24T06:29:53Z
2024,8,Houston Astros,AL West,1575.3,88,73,161,0.547,88-73,Los Angeles Dodgers,1629,1476.8,2026-05-24T06:29:53Z
2024,9,St. Louis Cardinals,NL Central,1553.4,84,79,163,0.515,84-79,Los Angeles Dodgers,1629,1509.1,2026-05-24T06:29:53Z
2024,10,Chicago Cubs,NL Central,1547.3,83,79,162,0.512,83-79,Los Angeles Dodgers,1629,1508.3,2026-05-24T06:29:53Z
2024,11,Detroit Tigers,AL Central,1540,86,76,162,0.531,86-76,Los Angeles Dodgers,1629,1476.2,2026-05-24T06:29:53Z
2024,12,Philadelphia Phillies,NL East,1532.2,95,67,162,0.586,95-67,Los Angeles Dodgers,1629,1511.2,2026-05-24T06:29:53Z
2024,13,Cleveland Guardians,AL Central,1523.1,92,69,161,0.571,92-69,Los Angeles Dodgers,1629,1478.3,2026-05-24T06:29:53Z
2024,14,San Francisco Giants,NL West,1521.4,80,82,162,0.494,80-82,Los Angeles Dodgers,1629,1518.5,2026-05-24T06:29:53Z
2024,15,New York Yankees,AL East,1521.2,94,68,162,0.58,94-68,Los Angeles Dodgers,1629,1486.2,2026-05-24T06:29:53Z
2024,16,Tampa Bay Rays,AL East,1501.2,80,82,162,0.494,80-82,Los Angeles Dodgers,1629,1484.2,2026-05-24T06:29:53Z
2024,17,Kansas City Royals,AL Central,1500.1,86,76,162,0.531,86-76,Los Angeles Dodgers,1629,1481.2,2026-05-24T06:29:53Z
2024,18,Baltimore Orioles,AL East,1490.3,91,72,163,0.558,91-72,Los Angeles Dodgers,1629,1487.3,2026-05-24T06:29:53Z
2024,19,Cincinnati Reds,NL Central,1470.3,77,85,162,0.475,77-85,Los Angeles Dodgers,1629,1515.7,2026-05-24T06:29:53Z
2024,20,Miami Marlins,NL East,1467.5,62,100,162,0.383,62-100,Los Angeles Dodgers,1629,1515.9,2026-05-24T06:29:53Z
2024,21,Texas Rangers,AL West,1460.6,79,84,163,0.485,79-84,Los Angeles Dodgers,1629,1485.3,2026-05-24T06:29:53Z
2024,22,Boston Red Sox,AL East,1456.1,81,82,163,0.497,81-82,San Diego Padres,1602.2,1490.8,2026-05-24T06:29:53Z
2024,23,Pittsburgh Pirates,NL Central,1443.9,76,86,162,0.469,76-86,Los Angeles Dodgers,1629,1517.8,2026-05-24T06:29:53Z
2024,24,Washington Nationals,NL East,1442.7,71,91,162,0.438,71-91,Los Angeles Dodgers,1629,1518.9,2026-05-24T06:29:53Z
2024,25,Toronto Blue Jays,AL East,1434.8,75,88,163,0.46,75-88,Los Angeles Dodgers,1629,1491.7,2026-05-24T06:29:53Z
2024,26,Colorado Rockies,NL West,1420.4,61,101,162,0.377,61-101,Los Angeles Dodgers,1629,1527.5,2026-05-24T06:29:53Z
2024,27,Oakland Athletics,AL West,1399,69,93,162,0.426,69-93,Los Angeles Dodgers,1629,1491.7,2026-05-24T06:29:53Z
2024,28,Minnesota Twins,AL Central,1370,82,80,162,0.506,82-80,Los Angeles Dodgers,1629,1492.6,2026-05-24T06:29:53Z
2024,29,Chicago White Sox,AL Central,1353,41,122,163,0.252,41-122,Seattle Mariners,1594.1,1493.8,2026-05-24T06:29:53Z
2024,30,Los Angeles Angels,AL West,1304,63,99,162,0.389,63-99,Los Angeles Dodgers,1629,1500.3,2026-05-24T06:29:53Z
