season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2004,1,Houston Astros,AL West,1645.3,92,71,163,0.564,92-71,San Francisco Giants,1633.8,1494.9,2026-05-21T10:41:07Z
2004,2,San Francisco Giants,NL West,1633.8,91,71,162,0.562,91-71,Houston Astros,1645.3,1490,2026-05-21T10:41:07Z
2004,3,Boston Red Sox,AL East,1621.7,98,64,162,0.605,98-64,San Francisco Giants,1633.8,1491.6,2026-05-21T10:41:07Z
2004,4,St. Louis Cardinals,NL Central,1607.5,105,57,162,0.648,105-57,Houston Astros,1645.3,1494.4,2026-05-21T10:41:07Z
2004,5,Philadelphia Phillies,NL East,1600.8,86,76,162,0.531,86-76,San Francisco Giants,1633.8,1501.4,2026-05-21T10:41:07Z
2004,6,Atlanta Braves,NL East,1594.7,96,66,162,0.593,96-66,Houston Astros,1645.3,1502.5,2026-05-21T10:41:07Z
2004,7,Anaheim Angels,AL West,1566.6,92,70,162,0.568,92-70,Houston Astros,1645.3,1490.6,2026-05-21T10:41:07Z
2004,8,Baltimore Orioles,AL East,1562.4,78,84,162,0.481,78-84,San Francisco Giants,1633.8,1493.3,2026-05-21T10:41:07Z
2004,9,San Diego Padres,NL West,1554.1,87,75,162,0.537,87-75,Houston Astros,1645.3,1496,2026-05-21T10:41:07Z
2004,10,Chicago Cubs,NL Central,1544.5,89,73,162,0.549,89-73,Houston Astros,1645.3,1506.3,2026-05-21T10:41:07Z
2004,11,Los Angeles Dodgers,NL West,1543.5,93,69,162,0.574,93-69,Houston Astros,1645.3,1507,2026-05-21T10:41:07Z
2004,12,Minnesota Twins,AL Central,1543.1,93,70,163,0.571,93-70,Boston Red Sox,1621.7,1461.7,2026-05-21T10:41:07Z
2004,13,Texas Rangers,AL West,1537.3,89,73,162,0.549,89-73,Houston Astros,1645.3,1492.5,2026-05-21T10:41:07Z
2004,14,New York Yankees,AL East,1534.4,101,61,162,0.623,101-61,Boston Red Sox,1621.7,1490.5,2026-05-21T10:41:07Z
2004,15,Florida Marlins,NL East,1505.7,83,79,162,0.512,83-79,Houston Astros,1645.3,1507.9,2026-05-21T10:41:07Z
2004,16,Chicago White Sox,AL Central,1486,83,79,162,0.512,83-79,Boston Red Sox,1621.7,1480.8,2026-05-21T10:41:07Z
2004,17,Seattle Mariners,AL West,1477.3,63,99,162,0.389,63-99,Houston Astros,1645.3,1501.6,2026-05-21T10:41:07Z
2004,18,Montreal Expos,NL East,1470.1,67,95,162,0.414,67-95,Houston Astros,1645.3,1514.2,2026-05-21T10:41:07Z
2004,19,Cleveland Indians,AL Central,1468.7,80,83,163,0.491,80-83,Boston Red Sox,1621.7,1476.1,2026-05-21T10:41:07Z
2004,20,Oakland Athletics,AL West,1457.5,91,71,162,0.562,91-71,San Francisco Giants,1633.8,1502.7,2026-05-21T10:41:07Z
2004,21,Toronto Blue Jays,AL East,1448,67,94,161,0.416,67-94,Boston Red Sox,1621.7,1506.4,2026-05-21T10:41:07Z
2004,22,Colorado Rockies,NL West,1442,68,94,162,0.42,68-94,Houston Astros,1645.3,1513.9,2026-05-21T10:41:07Z
2004,23,New York Mets,NL East,1439.7,71,91,162,0.438,71-91,Houston Astros,1645.3,1517.8,2026-05-21T10:41:07Z
2004,24,Cincinnati Reds,NL Central,1432.6,77,86,163,0.472,77-86,Houston Astros,1645.3,1514.7,2026-05-21T10:41:07Z
2004,25,Pittsburgh Pirates,NL Central,1420.4,72,89,161,0.447,72-89,Houston Astros,1645.3,1516.4,2026-05-21T10:41:07Z
2004,26,Detroit Tigers,AL Central,1399.3,72,90,162,0.444,72-90,Boston Red Sox,1621.7,1485.6,2026-05-21T10:41:07Z
2004,27,Tampa Bay Devil Rays,NA,1394.4,70,91,161,0.435,70-91,San Francisco Giants,1633.8,1509.5,2026-05-21T10:41:07Z
2004,28,Milwaukee Brewers,NL Central,1389.2,67,94,161,0.416,67-94,Houston Astros,1645.3,1523.5,2026-05-21T10:41:07Z
2004,29,Kansas City Royals,AL Central,1347.5,58,104,162,0.358,58-104,Boston Red Sox,1621.7,1495.9,2026-05-21T10:41:07Z
2004,30,Arizona Diamondbacks,NL West,1331.9,51,111,162,0.315,51-111,Houston Astros,1645.3,1523.4,2026-05-21T10:41:07Z
