season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2020,1,Los Angeles Dodgers,NL West,1704.6,43,17,60,0.717,43-17,San Diego Padres,1636.2,1492.6,NA,2026-05-24T20:46:10Z
2020,2,San Diego Padres,NL West,1636.2,37,23,60,0.617,37-23,Los Angeles Dodgers,1704.6,1503.9,NA,2026-05-24T20:46:10Z
2020,3,Tampa Bay Rays,AL East,1616.8,41,20,61,0.672,41-20,Toronto Blue Jays,1528.7,1493.6,NA,2026-05-24T20:46:10Z
2020,4,Minnesota Twins,AL Central,1608.6,36,24,60,0.6,36-24,Cincinnati Reds,1577.6,1486.8,NA,2026-05-24T20:46:10Z
2020,5,Cincinnati Reds,NL Central,1577.6,31,29,60,0.517,31-29,Minnesota Twins,1608.6,1474.3,NA,2026-05-24T20:46:10Z
2020,6,Chicago White Sox,AL Central,1539.4,35,25,60,0.583,35-25,Minnesota Twins,1608.6,1499.9,NA,2026-05-24T20:46:10Z
2020,7,Toronto Blue Jays,AL East,1528.7,32,29,61,0.525,32-29,Tampa Bay Rays,1616.8,1507.4,NA,2026-05-24T20:46:10Z
2020,8,Cleveland Indians,AL Central,1525.7,35,25,60,0.583,35-25,Minnesota Twins,1608.6,1499.9,NA,2026-05-24T20:46:10Z
2020,9,San Francisco Giants,NL West,1525,29,31,60,0.483,29-31,Los Angeles Dodgers,1704.6,1526.4,NA,2026-05-24T20:46:10Z
2020,10,Athletics,AL West,1520.7,36,24,60,0.6,36-24,Los Angeles Dodgers,1704.6,1465.5,NA,2026-05-24T20:46:10Z
2020,11,Atlanta Braves,NL East,1514.6,35,25,60,0.583,35-25,Tampa Bay Rays,1616.8,1487,NA,2026-05-24T20:46:10Z
2020,12,New York Yankees,AL East,1514.3,33,27,60,0.55,33-27,Tampa Bay Rays,1616.8,1507.6,NA,2026-05-24T20:46:10Z
2020,13,Boston Red Sox,AL East,1512.9,24,36,60,0.4,24-36,Tampa Bay Rays,1616.8,1510.2,NA,2026-05-24T20:46:10Z
2020,14,Chicago Cubs,NL Central,1508.2,34,26,60,0.567,34-26,Minnesota Twins,1608.6,1492.5,NA,2026-05-24T20:46:10Z
2020,15,Washington Nationals,NL East,1500.2,26,35,61,0.426,26-35,Tampa Bay Rays,1616.8,1485.4,NA,2026-05-24T20:46:10Z
2020,16,Kansas City Royals,AL Central,1491.2,26,34,60,0.433,26-34,Minnesota Twins,1608.6,1510.3,NA,2026-05-24T20:46:10Z
2020,17,Arizona Diamondbacks,NL West,1480.7,25,35,60,0.417,25-35,Los Angeles Dodgers,1704.6,1527.5,NA,2026-05-24T20:46:10Z
2020,18,St. Louis Cardinals,NL Central,1480.2,30,28,58,0.517,30-28,Minnesota Twins,1608.6,1497.8,NA,2026-05-24T20:46:10Z
2020,19,Seattle Mariners,AL West,1477.9,27,33,60,0.45,27-33,Los Angeles Dodgers,1704.6,1483.8,NA,2026-05-24T20:46:10Z
2020,20,Miami Marlins,NL East,1477.1,31,29,60,0.517,31-29,Tampa Bay Rays,1616.8,1495.8,NA,2026-05-24T20:46:10Z
2020,21,Milwaukee Brewers,NL Central,1475,29,31,60,0.483,29-31,Minnesota Twins,1608.6,1500.3,NA,2026-05-24T20:46:10Z
2020,22,Los Angeles Angels,AL West,1458.8,26,34,60,0.433,26-34,San Diego Padres,1636.2,1489.2,NA,2026-05-24T20:46:10Z
2020,23,Philadelphia Phillies,NL East,1448.5,28,32,60,0.467,28-32,Toronto Blue Jays,1528.7,1497.1,NA,2026-05-24T20:46:10Z
2020,24,New York Mets,NL East,1445.2,26,34,60,0.433,26-34,Tampa Bay Rays,1616.8,1495.7,NA,2026-05-24T20:46:10Z
2020,25,Baltimore Orioles,AL East,1441.7,26,35,61,0.426,26-35,Tampa Bay Rays,1616.8,1521.4,NA,2026-05-24T20:46:10Z
2020,26,Colorado Rockies,NL West,1415.3,26,34,60,0.433,26-34,Los Angeles Dodgers,1704.6,1537,NA,2026-05-24T20:46:10Z
2020,27,Houston Astros,AL West,1412.1,29,31,60,0.483,29-31,Los Angeles Dodgers,1704.6,1485.1,NA,2026-05-24T20:46:10Z
2020,28,Detroit Tigers,AL Central,1406.9,23,35,58,0.397,23-35,Minnesota Twins,1608.6,1528.6,NA,2026-05-24T20:46:10Z
2020,29,Pittsburgh Pirates,NL Central,1387.3,19,41,60,0.317,19-41,Minnesota Twins,1608.6,1514.2,NA,2026-05-24T20:46:10Z
2020,30,Texas Rangers,AL West,1368.7,22,38,60,0.367,22-38,Los Angeles Dodgers,1704.6,1489.1,NA,2026-05-24T20:46:10Z
