season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2022,1,Houston Astros,AL West,1641.3,107,56,163,0.656,107-56,Atlanta Braves,1629.6,1486.1,NA,2026-05-24T09:04:51Z
2022,2,Atlanta Braves,NL East,1629.6,101,61,162,0.623,101-61,Houston Astros,1641.3,1484.8,NA,2026-05-24T09:04:51Z
2022,3,Los Angeles Dodgers,NL West,1628.7,111,51,162,0.685,111-51,Atlanta Braves,1629.6,1490,NA,2026-05-24T09:04:51Z
2022,4,Toronto Blue Jays,AL East,1608.2,92,70,162,0.568,92-70,Houston Astros,1641.3,1497.7,NA,2026-05-24T09:04:51Z
2022,5,Cleveland Guardians,AL Central,1601.3,92,70,162,0.568,92-70,Houston Astros,1641.3,1476.5,NA,2026-05-24T09:04:51Z
2022,6,New York Yankees,AL East,1598.8,99,63,162,0.611,99-63,Houston Astros,1641.3,1498.5,NA,2026-05-24T09:04:51Z
2022,7,New York Mets,NL East,1555.1,101,61,162,0.623,101-61,Atlanta Braves,1629.6,1499.3,NA,2026-05-24T09:04:51Z
2022,8,San Diego Padres,NL West,1542.2,89,73,162,0.549,89-73,Atlanta Braves,1629.6,1503,NA,2026-05-24T09:04:51Z
2022,9,Seattle Mariners,AL West,1539.1,90,72,162,0.556,90-72,Houston Astros,1641.3,1498.5,NA,2026-05-24T09:04:51Z
2022,10,San Francisco Giants,NL West,1534.6,81,81,162,0.5,81-81,Atlanta Braves,1629.6,1501.7,NA,2026-05-24T09:04:51Z
2022,11,St. Louis Cardinals,NL Central,1527.5,93,69,162,0.574,93-69,Atlanta Braves,1629.6,1483.8,NA,2026-05-24T09:04:51Z
2022,12,Milwaukee Brewers,NL Central,1518,86,76,162,0.531,86-76,Atlanta Braves,1629.6,1484.4,NA,2026-05-24T09:04:51Z
2022,13,Arizona Diamondbacks,NL West,1508.5,74,88,162,0.457,74-88,Houston Astros,1641.3,1506.4,NA,2026-05-24T09:04:51Z
2022,14,Philadelphia Phillies,NL East,1500.4,87,75,162,0.537,87-75,Houston Astros,1641.3,1503.6,NA,2026-05-24T09:04:51Z
2022,15,Chicago Cubs,NL Central,1498.5,74,88,162,0.457,74-88,Atlanta Braves,1629.6,1486.9,NA,2026-05-24T09:04:51Z
2022,16,Tampa Bay Rays,AL East,1498.4,86,76,162,0.531,86-76,Houston Astros,1641.3,1509,NA,2026-05-24T09:04:51Z
2022,17,Los Angeles Angels,AL West,1491.5,73,89,162,0.451,73-89,Houston Astros,1641.3,1507.1,NA,2026-05-24T09:04:51Z
2022,18,Miami Marlins,NL East,1486.6,69,93,162,0.426,69-93,Houston Astros,1641.3,1503.7,NA,2026-05-24T09:04:51Z
2022,19,Baltimore Orioles,AL East,1481.6,83,79,162,0.512,83-79,Houston Astros,1641.3,1508.4,NA,2026-05-24T09:04:51Z
2022,20,Boston Red Sox,AL East,1475.9,78,84,162,0.481,78-84,Houston Astros,1641.3,1515,NA,2026-05-24T09:04:51Z
2022,21,Detroit Tigers,AL Central,1454.9,66,96,162,0.407,66-96,Los Angeles Dodgers,1628.7,1495.5,NA,2026-05-24T09:04:51Z
2022,22,Sacramento Athletics,AL West,1432.9,60,102,162,0.37,60-102,Houston Astros,1641.3,1512.4,NA,2026-05-24T09:04:51Z
2022,23,Minnesota Twins,AL Central,1432.4,78,85,163,0.479,78-85,Toronto Blue Jays,1608.2,1501.6,NA,2026-05-24T09:04:51Z
2022,24,Pittsburgh Pirates,NL Central,1431.2,62,100,162,0.383,62-100,Los Angeles Dodgers,1628.7,1495.4,NA,2026-05-24T09:04:51Z
2022,25,Kansas City Royals,AL Central,1430.1,65,97,162,0.401,65-97,Houston Astros,1641.3,1501.7,NA,2026-05-24T09:04:51Z
2022,26,Chicago White Sox,AL Central,1428.7,81,81,162,0.5,81-81,Houston Astros,1641.3,1499,NA,2026-05-24T09:04:51Z
2022,27,Colorado Rockies,NL West,1410.4,68,94,162,0.42,68-94,Atlanta Braves,1629.6,1514.5,NA,2026-05-24T09:04:51Z
2022,28,Texas Rangers,AL West,1407.2,68,94,162,0.42,68-94,Houston Astros,1641.3,1510.4,NA,2026-05-24T09:04:51Z
2022,29,Washington Nationals,NL East,1364.2,55,107,162,0.34,55-107,Houston Astros,1641.3,1516.5,NA,2026-05-24T09:04:51Z
2022,30,Cincinnati Reds,NL Central,1342.1,62,100,162,0.383,62-100,Atlanta Braves,1629.6,1509.1,NA,2026-05-24T09:04:51Z
