season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2012,1,Athletics,AL West,1655.3,94,68,162,0.58,94-68,Tampa Bay Rays,1649.6,1515.9,NA,2026-05-24T20:08:56Z
2012,2,Tampa Bay Rays,AL East,1649.6,90,72,162,0.556,90-72,Athletics,1655.3,1510.5,NA,2026-05-24T20:08:56Z
2012,3,New York Yankees,AL East,1613.1,95,67,162,0.586,95-67,Athletics,1655.3,1519.4,NA,2026-05-24T20:08:56Z
2012,4,Baltimore Orioles,AL East,1603,93,69,162,0.574,93-69,Athletics,1655.3,1515.1,NA,2026-05-24T20:08:56Z
2012,5,San Francisco Giants,NL West,1584.6,94,68,162,0.58,94-68,Athletics,1655.3,1489,NA,2026-05-24T20:08:56Z
2012,6,Los Angeles Angels,AL West,1584.2,89,73,162,0.549,89-73,Athletics,1655.3,1529,NA,2026-05-24T20:08:56Z
2012,7,Atlanta Braves,NL East,1572.7,94,68,162,0.58,94-68,Tampa Bay Rays,1649.6,1486.6,NA,2026-05-24T20:08:56Z
2012,8,Washington Nationals,NL East,1571.7,98,64,162,0.605,98-64,Tampa Bay Rays,1649.6,1486.7,NA,2026-05-24T20:08:56Z
2012,9,Detroit Tigers,AL Central,1570.5,88,74,162,0.543,88-74,Athletics,1655.3,1482.1,NA,2026-05-24T20:08:56Z
2012,10,Los Angeles Dodgers,NL West,1551.8,86,76,162,0.531,86-76,San Francisco Giants,1584.6,1495.4,NA,2026-05-24T20:08:56Z
2012,11,Milwaukee Brewers,NL Central,1541.5,83,79,162,0.512,83-79,San Francisco Giants,1584.6,1459.6,NA,2026-05-24T20:08:56Z
2012,12,St. Louis Cardinals,NL Central,1536.3,88,74,162,0.543,88-74,San Francisco Giants,1584.6,1463.3,NA,2026-05-24T20:08:56Z
2012,13,Philadelphia Phillies,NL East,1534.4,81,81,162,0.5,81-81,Tampa Bay Rays,1649.6,1485.2,NA,2026-05-24T20:08:56Z
2012,14,Texas Rangers,AL West,1533,93,69,162,0.574,93-69,Athletics,1655.3,1522.4,NA,2026-05-24T20:08:56Z
2012,15,Seattle Mariners,AL West,1511.8,75,87,162,0.463,75-87,Athletics,1655.3,1532.5,NA,2026-05-24T20:08:56Z
2012,16,San Diego Padres,NL West,1504.1,76,86,162,0.469,76-86,Athletics,1655.3,1498.6,NA,2026-05-24T20:08:56Z
2012,17,Chicago White Sox,AL Central,1502.5,85,77,162,0.525,85-77,Athletics,1655.3,1490.7,NA,2026-05-24T20:08:56Z
2012,18,Arizona Diamondbacks,NL West,1501.4,81,81,162,0.5,81-81,Athletics,1655.3,1493.5,NA,2026-05-24T20:08:56Z
2012,19,Cincinnati Reds,NL Central,1499.4,97,65,162,0.599,97-65,New York Yankees,1613.1,1465.3,NA,2026-05-24T20:08:56Z
2012,20,Toronto Blue Jays,AL East,1474.2,73,89,162,0.451,73-89,Athletics,1655.3,1531.3,NA,2026-05-24T20:08:56Z
2012,21,Kansas City Royals,AL Central,1437.7,72,90,162,0.444,72-90,Athletics,1655.3,1505.7,NA,2026-05-24T20:08:56Z
2012,22,New York Mets,NL East,1428.2,74,88,162,0.457,74-88,Tampa Bay Rays,1649.6,1507.2,NA,2026-05-24T20:08:56Z
2012,23,Colorado Rockies,NL West,1419,64,98,162,0.395,64-98,San Francisco Giants,1584.6,1510.1,NA,2026-05-24T20:08:56Z
2012,24,Minnesota Twins,AL Central,1409.1,66,96,162,0.407,66-96,Athletics,1655.3,1507.3,NA,2026-05-24T20:08:56Z
2012,25,Miami Marlins,NL East,1403,69,93,162,0.426,69-93,Tampa Bay Rays,1649.6,1500.3,NA,2026-05-24T20:08:56Z
2012,26,Houston Astros,AL West,1377.6,55,107,162,0.34,55-107,San Francisco Giants,1584.6,1481.3,NA,2026-05-24T20:08:56Z
2012,27,Cleveland Indians,AL Central,1374.6,68,94,162,0.42,68-94,Athletics,1655.3,1510.2,NA,2026-05-24T20:08:56Z
2012,28,Pittsburgh Pirates,NL Central,1370.6,79,83,162,0.488,79-83,San Francisco Giants,1584.6,1480.7,NA,2026-05-24T20:08:56Z
2012,29,Boston Red Sox,AL East,1349.8,69,93,162,0.426,69-93,Athletics,1655.3,1540.1,NA,2026-05-24T20:08:56Z
2012,30,Chicago Cubs,NL Central,1335.4,61,101,162,0.377,61-101,San Francisco Giants,1584.6,1485,NA,2026-05-24T20:08:56Z
