season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2016,1,Boston Red Sox,AL East,1637.2,93,69,162,0.574,93-69,Baltimore Orioles,1572.3,1517.9,NA,2026-05-24T20:22:33Z
2016,2,Chicago Cubs,NL Central,1597.6,103,58,161,0.64,103-58,Los Angeles Angels,1568.8,1476.4,NA,2026-05-24T20:22:33Z
2016,3,Baltimore Orioles,AL East,1572.3,89,73,162,0.549,89-73,Boston Red Sox,1637.2,1524.4,NA,2026-05-24T20:22:33Z
2016,4,Los Angeles Angels,AL West,1568.8,74,88,162,0.457,74-88,Boston Red Sox,1637.2,1513.7,NA,2026-05-24T20:22:33Z
2016,5,Seattle Mariners,AL West,1554.7,86,76,162,0.531,86-76,Boston Red Sox,1637.2,1512.1,NA,2026-05-24T20:22:33Z
2016,6,New York Yankees,AL East,1550.1,84,78,162,0.519,84-78,Boston Red Sox,1637.2,1527.1,NA,2026-05-24T20:22:33Z
2016,7,Toronto Blue Jays,AL East,1545.9,89,73,162,0.549,89-73,Boston Red Sox,1637.2,1524.7,NA,2026-05-24T20:22:33Z
2016,8,New York Mets,NL East,1538,87,75,162,0.537,87-75,Chicago Cubs,1597.6,1473.1,NA,2026-05-24T20:22:33Z
2016,9,San Francisco Giants,NL West,1535.4,87,75,162,0.537,87-75,Boston Red Sox,1637.2,1477.6,NA,2026-05-24T20:22:33Z
2016,10,Cleveland Indians,AL Central,1532.8,94,67,161,0.584,94-67,Boston Red Sox,1637.2,1498.3,NA,2026-05-24T20:22:33Z
2016,11,Atlanta Braves,NL East,1528.4,68,93,161,0.422,68-93,Boston Red Sox,1637.2,1475.1,NA,2026-05-24T20:22:33Z
2016,12,Detroit Tigers,AL Central,1525.4,86,76,162,0.531,86-76,Boston Red Sox,1637.2,1498.3,NA,2026-05-24T20:22:33Z
2016,13,St. Louis Cardinals,NL Central,1518.8,86,76,162,0.531,86-76,Chicago Cubs,1597.6,1483.3,NA,2026-05-24T20:22:33Z
2016,14,Los Angeles Dodgers,NL West,1505,91,71,162,0.562,91-71,Boston Red Sox,1637.2,1481.3,NA,2026-05-24T20:22:33Z
2016,15,Washington Nationals,NL East,1504.6,95,67,162,0.586,95-67,Chicago Cubs,1597.6,1478.2,NA,2026-05-24T20:22:33Z
2016,16,Texas Rangers,AL West,1503.3,95,67,162,0.586,95-67,Boston Red Sox,1637.2,1516.9,NA,2026-05-24T20:22:33Z
2016,17,Houston Astros,AL West,1500.5,84,78,162,0.519,84-78,Boston Red Sox,1637.2,1519.8,NA,2026-05-24T20:22:33Z
2016,18,Tampa Bay Rays,AL East,1496.7,68,94,162,0.42,68-94,Boston Red Sox,1637.2,1530.9,NA,2026-05-24T20:22:33Z
2016,19,Milwaukee Brewers,NL Central,1485.1,73,89,162,0.451,73-89,Chicago Cubs,1597.6,1485.7,NA,2026-05-24T20:22:33Z
2016,20,Chicago White Sox,AL Central,1482.5,79,84,163,0.485,79-84,Boston Red Sox,1637.2,1508,NA,2026-05-24T20:22:33Z
2016,21,Kansas City Royals,AL Central,1477.6,81,81,162,0.5,81-81,Boston Red Sox,1637.2,1506.1,NA,2026-05-24T20:22:33Z
2016,22,Athletics,AL West,1476.9,69,93,162,0.426,69-93,Boston Red Sox,1637.2,1523.6,NA,2026-05-24T20:22:33Z
2016,23,Arizona Diamondbacks,NL West,1468.5,69,93,162,0.426,69-93,Chicago Cubs,1597.6,1484.9,NA,2026-05-24T20:22:33Z
2016,24,Cincinnati Reds,NL Central,1446.2,68,94,162,0.42,68-94,Chicago Cubs,1597.6,1493.5,NA,2026-05-24T20:22:33Z
2016,25,San Diego Padres,NL West,1424.1,68,94,162,0.42,68-94,Boston Red Sox,1637.2,1490.8,NA,2026-05-24T20:22:33Z
2016,26,Pittsburgh Pirates,NL Central,1420.9,78,83,161,0.484,78-83,Chicago Cubs,1597.6,1495.9,NA,2026-05-24T20:22:33Z
2016,27,Miami Marlins,NL East,1419.1,79,82,161,0.491,79-82,Chicago Cubs,1597.6,1485.4,NA,2026-05-24T20:22:33Z
2016,28,Colorado Rockies,NL West,1404.2,75,87,162,0.463,75-87,Boston Red Sox,1637.2,1490.8,NA,2026-05-24T20:22:33Z
2016,29,Minnesota Twins,AL Central,1391.9,59,103,162,0.364,59-103,Boston Red Sox,1637.2,1516.2,NA,2026-05-24T20:22:33Z
2016,30,Philadelphia Phillies,NL East,1387.6,71,91,162,0.438,71-91,Chicago Cubs,1597.6,1489.3,NA,2026-05-24T20:22:33Z
