season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2014,1,Baltimore Orioles,AL East,1627.8,96,66,162,0.593,96-66,Washington Nationals,1607.9,1509.5,2026-05-21T07:16:32Z
2014,2,Washington Nationals,NL East,1607.9,96,66,162,0.593,96-66,Baltimore Orioles,1627.8,1478.8,2026-05-21T07:16:32Z
2014,3,Los Angeles Dodgers,NL West,1596.2,95,68,163,0.583,95-68,Washington Nationals,1607.9,1471.4,2026-05-21T07:16:32Z
2014,4,Los Angeles Angels,AL West,1563,98,64,162,0.605,98-64,Baltimore Orioles,1627.8,1511.7,2026-05-21T07:16:32Z
2014,5,Pittsburgh Pirates,NL Central,1562.7,90,74,164,0.549,90-74,Baltimore Orioles,1627.8,1475.9,2026-05-21T07:16:32Z
2014,6,Toronto Blue Jays,AL East,1558.1,83,79,162,0.512,83-79,Baltimore Orioles,1627.8,1512.4,2026-05-21T07:16:32Z
2014,7,Cleveland Indians,AL Central,1545.5,86,77,163,0.528,86-77,Baltimore Orioles,1627.8,1502.7,2026-05-21T07:16:32Z
2014,8,New York Yankees,AL East,1538.5,84,78,162,0.519,84-78,Baltimore Orioles,1627.8,1517,2026-05-21T07:16:32Z
2014,9,Kansas City Royals,AL Central,1535.5,89,74,163,0.546,89-74,Baltimore Orioles,1627.8,1505.5,2026-05-21T07:16:32Z
2014,10,New York Mets,NL East,1534.1,79,83,162,0.488,79-83,Washington Nationals,1607.9,1485.4,2026-05-21T07:16:32Z
2014,11,Detroit Tigers,AL Central,1532.8,90,72,162,0.556,90-72,Baltimore Orioles,1627.8,1506.9,2026-05-21T07:16:32Z
2014,12,Seattle Mariners,AL West,1523,87,75,162,0.537,87-75,Baltimore Orioles,1627.8,1513,2026-05-21T07:16:32Z
2014,13,Texas Rangers,AL West,1511,67,95,162,0.414,67-95,Baltimore Orioles,1627.8,1515.4,2026-05-21T07:16:32Z
2014,14,San Francisco Giants,NL West,1503.4,89,75,164,0.543,89-75,Washington Nationals,1607.9,1481.3,2026-05-21T07:16:32Z
2014,15,Houston Astros,AL West,1500.8,70,92,162,0.432,70-92,Baltimore Orioles,1627.8,1515.6,2026-05-21T07:16:32Z
2014,16,St. Louis Cardinals,NL Central,1497.6,90,72,162,0.556,90-72,Baltimore Orioles,1627.8,1484,2026-05-21T07:16:32Z
2014,17,Oakland Athletics,AL West,1495.8,88,74,162,0.543,88-74,Baltimore Orioles,1627.8,1517.6,2026-05-21T07:16:32Z
2014,18,Boston Red Sox,AL East,1491.6,71,91,162,0.438,71-91,Baltimore Orioles,1627.8,1520,2026-05-21T07:16:32Z
2014,19,Minnesota Twins,AL Central,1470.9,70,92,162,0.432,70-92,Baltimore Orioles,1627.8,1510.8,2026-05-21T07:16:32Z
2014,20,Colorado Rockies,NL West,1464.1,66,97,163,0.405,66-97,Washington Nationals,1607.9,1485.7,2026-05-21T07:16:32Z
2014,21,San Diego Padres,NL West,1462.9,77,85,162,0.475,77-85,Washington Nationals,1607.9,1486.6,2026-05-21T07:16:32Z
2014,22,Miami Marlins,NL East,1462.8,77,85,162,0.475,77-85,Washington Nationals,1607.9,1490.6,2026-05-21T07:16:32Z
2014,23,Tampa Bay Rays,AL East,1454.3,77,85,162,0.475,77-85,Baltimore Orioles,1627.8,1525.7,2026-05-21T07:16:32Z
2014,24,Cincinnati Reds,NL Central,1454,76,87,163,0.466,76-87,Washington Nationals,1607.9,1488,2026-05-21T07:16:32Z
2014,25,Philadelphia Phillies,NL East,1444.2,73,89,162,0.451,73-89,Washington Nationals,1607.9,1497.8,2026-05-21T07:16:32Z
2014,26,Chicago Cubs,NL Central,1438.9,74,90,164,0.451,74-90,Baltimore Orioles,1627.8,1488.3,2026-05-21T07:16:32Z
2014,27,Atlanta Braves,NL East,1418.4,79,83,162,0.488,79-83,Washington Nationals,1607.9,1498.5,2026-05-21T07:16:32Z
2014,28,Chicago White Sox,AL Central,1417.1,73,89,162,0.451,73-89,Baltimore Orioles,1627.8,1516.9,2026-05-21T07:16:32Z
2014,29,Milwaukee Brewers,NL Central,1407.8,82,80,162,0.506,82-80,Baltimore Orioles,1627.8,1490.8,2026-05-21T07:16:32Z
2014,30,Arizona Diamondbacks,NL West,1379.4,64,99,163,0.393,64-99,Washington Nationals,1607.9,1497.3,2026-05-21T07:16:32Z
