season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2019,1,Washington Nationals,NL East,1688.3,93,69,162,0.574,93-69,Los Angeles Dodgers,1655.5,1504.9,2026-05-21T03:41:21Z
2019,2,Houston Astros,AL West,1657.6,107,55,162,0.66,107-55,Oakland Athletics,1625.5,1474.6,2026-05-21T03:41:21Z
2019,3,Los Angeles Dodgers,NL West,1655.5,106,56,162,0.654,106-56,Washington Nationals,1688.3,1490.1,2026-05-21T03:41:21Z
2019,4,Oakland Athletics,AL West,1625.5,98,65,163,0.601,98-65,Houston Astros,1657.6,1475.2,2026-05-21T03:41:21Z
2019,5,New York Mets,NL East,1615.9,86,77,163,0.528,86-77,Washington Nationals,1688.3,1519.8,2026-05-21T03:41:21Z
2019,6,St. Louis Cardinals,NL Central,1606.9,92,71,163,0.564,92-71,Washington Nationals,1688.3,1510.7,2026-05-21T03:41:21Z
2019,7,Milwaukee Brewers,NL Central,1595.2,89,73,162,0.549,89-73,Washington Nationals,1688.3,1513.6,2026-05-21T03:41:21Z
2019,8,Atlanta Braves,NL East,1586.6,97,65,162,0.599,97-65,Washington Nationals,1688.3,1516.4,2026-05-21T03:41:21Z
2019,9,New York Yankees,AL East,1568.8,103,59,162,0.636,103-59,Houston Astros,1657.6,1476,2026-05-21T03:41:21Z
2019,10,Minnesota Twins,AL Central,1547.2,101,61,162,0.623,101-61,Washington Nationals,1688.3,1461.4,2026-05-21T03:41:21Z
2019,11,Tampa Bay Rays,AL East,1544.4,96,66,162,0.593,96-66,Houston Astros,1657.6,1476,2026-05-21T03:41:21Z
2019,12,Arizona Diamondbacks,NL West,1535.4,85,77,162,0.525,85-77,Washington Nationals,1688.3,1505.5,2026-05-21T03:41:21Z
2019,13,Chicago Cubs,NL Central,1514.8,84,78,162,0.519,84-78,Washington Nationals,1688.3,1520.7,2026-05-21T03:41:21Z
2019,14,Cleveland Indians,AL Central,1501.8,93,69,162,0.574,93-69,Houston Astros,1657.6,1461.8,2026-05-21T03:41:21Z
2019,15,Philadelphia Phillies,NL East,1501,81,81,162,0.5,81-81,Washington Nationals,1688.3,1527.6,2026-05-21T03:41:21Z
2019,16,Toronto Blue Jays,AL East,1475.6,67,95,162,0.414,67-95,Houston Astros,1657.6,1483.8,2026-05-21T03:41:21Z
2019,17,Texas Rangers,AL West,1473.7,78,84,162,0.481,78-84,Houston Astros,1657.6,1496.5,2026-05-21T03:41:21Z
2019,18,Cincinnati Reds,NL Central,1472.3,75,87,162,0.463,75-87,Washington Nationals,1688.3,1525.2,2026-05-21T03:41:21Z
2019,19,Boston Red Sox,AL East,1458.8,85,78,163,0.521,85-78,Houston Astros,1657.6,1483.7,2026-05-21T03:41:21Z
2019,20,Chicago White Sox,AL Central,1451.7,73,89,162,0.451,73-89,Washington Nationals,1688.3,1470.6,2026-05-21T03:41:21Z
2019,21,Colorado Rockies,NL West,1447.7,71,91,162,0.438,71-91,Washington Nationals,1688.3,1519.1,2026-05-21T03:41:21Z
2019,22,San Francisco Giants,NL West,1445.2,77,85,162,0.475,77-85,Washington Nationals,1688.3,1518.6,2026-05-21T03:41:21Z
2019,23,Seattle Mariners,AL West,1438.6,68,94,162,0.42,68-94,Houston Astros,1657.6,1496.1,2026-05-21T03:41:21Z
2019,24,Pittsburgh Pirates,NL Central,1422.5,69,93,162,0.426,69-93,Washington Nationals,1688.3,1526.4,2026-05-21T03:41:21Z
2019,25,Baltimore Orioles,AL East,1404.5,54,108,162,0.333,54-108,Washington Nationals,1688.3,1495.1,2026-05-21T03:41:21Z
2019,26,Miami Marlins,NL East,1399.1,57,105,162,0.352,57-105,Washington Nationals,1688.3,1543.5,2026-05-21T03:41:21Z
2019,27,Kansas City Royals,AL Central,1378.8,59,105,164,0.36,59-105,Washington Nationals,1688.3,1480.4,2026-05-21T03:41:21Z
2019,28,Los Angeles Angels,AL West,1373.4,72,90,162,0.444,72-90,Houston Astros,1657.6,1512.5,2026-05-21T03:41:21Z
2019,29,San Diego Padres,NL West,1364.6,70,92,162,0.432,70-92,Washington Nationals,1688.3,1523.5,2026-05-21T03:41:21Z
2019,30,Detroit Tigers,AL Central,1248.8,47,115,162,0.29,47-115,Washington Nationals,1688.3,1491.6,2026-05-21T03:41:21Z
