date,home,away,winner,loser,winner_pts,loser_pts,end_type
2021-02-24,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,Vancouver Canucks,4,3,REG
2021-02-24,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,3,0,REG
2021-02-24,Florida Panthers,Dallas Stars,Dallas Stars,Florida Panthers,3,0,REG
2021-02-25,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,New York Rangers,4,3,REG
2021-02-25,Toronto Maple Leafs,Calgary Flames,Toronto Maple Leafs,Calgary Flames,2,1,OT
2021-02-25,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,4,3,SO
2021-02-25,Colorado Avalanche,Minnesota Wild,Minnesota Wild,Colorado Avalanche,6,2,REG
2021-02-25,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,St. Louis Blues,2,1,REG
2021-02-26,New York Islanders,Boston Bruins,New York Islanders,Boston Bruins,6,2,REG
2021-02-26,Washington Capitals,Pittsburgh Penguins,Washington Capitals,Pittsburgh Penguins,5,2,REG
2021-02-26,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,3,1,REG
2021-02-26,Florida Panthers,Dallas Stars,Florida Panthers,Dallas Stars,3,2,REG
2021-02-26,Columbus Blue Jackets,Chicago Blackhawks,Chicago Blackhawks,Columbus Blue Jackets,2,0,REG
2021-02-26,Ottawa Senators,Calgary Flames,Ottawa Senators,Calgary Flames,5,1,REG
2021-02-26,Buffalo Sabres,New Jersey Devils,New Jersey Devils,Buffalo Sabres,4,3,OT
2021-02-26,Detroit Red Wings,Nashville Predators,Detroit Red Wings,Nashville Predators,5,2,REG
2021-02-26,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,6,3,REG
2021-02-26,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,Vancouver Canucks,3,0,REG
2021-02-27,New York Rangers,Boston Bruins,New York Rangers,Boston Bruins,6,2,REG
2021-02-27,Minnesota Wild,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,3,1,REG
2021-02-27,Arizona Coyotes,Colorado Avalanche,Colorado Avalanche,Arizona Coyotes,3,2,REG
2021-02-27,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,Buffalo Sabres,3,0,REG
2021-02-27,New Jersey Devils,Washington Capitals,Washington Capitals,New Jersey Devils,5,2,REG
2021-02-27,Ottawa Senators,Calgary Flames,Calgary Flames,Ottawa Senators,6,3,REG
2021-02-27,Nashville Predators,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,2,1,REG
2021-02-28,New York Islanders,Pittsburgh Penguins,Pittsburgh Penguins,New York Islanders,4,3,OT
2021-02-28,Tampa Bay Lightning,Dallas Stars,Tampa Bay Lightning,Dallas Stars,4,0,REG
2021-02-28,Florida Panthers,Carolina Hurricanes,Carolina Hurricanes,Florida Panthers,4,3,SO
2021-02-28,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,Edmonton Oilers,4,0,REG
2021-02-28,Chicago Blackhawks,Detroit Red Wings,Detroit Red Wings,Chicago Blackhawks,5,3,REG
2021-02-28,Minnesota Wild,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,4,3,OT
2021-02-28,Arizona Coyotes,Colorado Avalanche,Colorado Avalanche,Arizona Coyotes,6,2,REG
2021-02-28,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,2,1,OT
2021-02-28,Anaheim Ducks,Vegas Golden Knights,Vegas Golden Knights,Anaheim Ducks,3,2,OT
2021-02-28,San Jose Sharks,St. Louis Blues,St. Louis Blues,San Jose Sharks,7,6,REG
2021-02-28,New York Rangers,Boston Bruins,Boston Bruins,New York Rangers,4,1,REG
2021-02-28,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,Buffalo Sabres,3,0,REG
2021-02-28,Nashville Predators,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,3,1,REG
2021-02-28,New Jersey Devils,Washington Capitals,Washington Capitals,New Jersey Devils,3,2,REG
2021-02-28,New York Islanders,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,2,0,REG
2021-03-01,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,6,2,REG
2021-03-02,Florida Panthers,Carolina Hurricanes,Carolina Hurricanes,Florida Panthers,3,2,OT
2021-03-02,Ottawa Senators,Calgary Flames,Ottawa Senators,Calgary Flames,5,1,REG
2021-03-02,Winnipeg Jets,Vancouver Canucks,Vancouver Canucks,Winnipeg Jets,4,0,REG
2021-03-02,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,Edmonton Oilers,3,0,REG
2021-03-02,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,Minnesota Wild,5,4,OT
2021-03-02,Anaheim Ducks,St. Louis Blues,St. Louis Blues,Anaheim Ducks,5,4,REG
2021-03-02,San Jose Sharks,Colorado Avalanche,San Jose Sharks,Colorado Avalanche,6,2,REG
2021-03-03,New Jersey Devils,New York Islanders,New York Islanders,New Jersey Devils,2,1,REG
2021-03-03,New York Rangers,Buffalo Sabres,New York Rangers,Buffalo Sabres,3,2,REG
2021-03-03,Pittsburgh Penguins,Philadelphia Flyers,Pittsburgh Penguins,Philadelphia Flyers,5,2,REG
2021-03-03,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,Detroit Red Wings,4,1,REG
2021-03-03,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,Ottawa Senators,3,1,REG
2021-03-03,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,Vancouver Canucks,5,2,REG
2021-03-03,Nashville Predators,Carolina Hurricanes,Carolina Hurricanes,Nashville Predators,4,2,REG
2021-03-03,Dallas Stars,Tampa Bay Lightning,Tampa Bay Lightning,Dallas Stars,2,0,REG
2021-03-04,Boston Bruins,Washington Capitals,Washington Capitals,Boston Bruins,2,1,SO
2021-03-04,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,Edmonton Oilers,5,1,REG
2021-03-04,Anaheim Ducks,St. Louis Blues,St. Louis Blues,Anaheim Ducks,3,2,REG
2021-03-04,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,Minnesota Wild,5,1,REG
2021-03-04,Los Angeles Kings,Arizona Coyotes,Arizona Coyotes,Los Angeles Kings,3,2,REG
2021-03-04,San Jose Sharks,Colorado Avalanche,Colorado Avalanche,San Jose Sharks,4,0,REG
2021-03-05,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,5,2,REG
2021-03-05,Pittsburgh Penguins,Philadelphia Flyers,Philadelphia Flyers,Pittsburgh Penguins,4,3,REG
2021-03-05,Montreal Canadiens,Winnipeg Jets,Winnipeg Jets,Montreal Canadiens,4,3,OT
2021-03-05,New Jersey Devils,New York Rangers,New York Rangers,New Jersey Devils,5,1,REG
2021-03-05,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,5,2,REG
2021-03-05,Chicago Blackhawks,Tampa Bay Lightning,Tampa Bay Lightning,Chicago Blackhawks,3,2,OT
2021-03-05,Nashville Predators,Florida Panthers,Florida Panthers,Nashville Predators,5,4,REG
2021-03-05,Dallas Stars,Columbus Blue Jackets,Columbus Blue Jackets,Dallas Stars,3,2,REG
2021-03-05,Calgary Flames,Ottawa Senators,Calgary Flames,Ottawa Senators,7,3,REG
2021-03-05,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,3,1,REG
2021-03-06,Boston Bruins,Washington Capitals,Boston Bruins,Washington Capitals,5,1,REG
2021-03-06,Chicago Blackhawks,Tampa Bay Lightning,Chicago Blackhawks,Tampa Bay Lightning,4,3,SO
2021-03-06,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,3,2,OT
2021-03-06,Arizona Coyotes,Minnesota Wild,Minnesota Wild,Arizona Coyotes,5,1,REG
2021-03-06,Los Angeles Kings,St. Louis Blues,St. Louis Blues,Los Angeles Kings,3,2,OT
2021-03-06,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,San Jose Sharks,5,4,OT
2021-03-06,New Jersey Devils,New York Rangers,New York Rangers,New Jersey Devils,6,3,REG
2021-03-06,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,5,2,REG
2021-03-06,Pittsburgh Penguins,Philadelphia Flyers,Pittsburgh Penguins,Philadelphia Flyers,4,3,REG
2021-03-06,Nashville Predators,Florida Panthers,Florida Panthers,Nashville Predators,6,2,REG
2021-03-07,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,5,1,REG
2021-03-07,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,4,2,REG
2021-03-07,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,Minnesota Wild,5,2,REG
2021-03-07,Dallas Stars,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,4,0,REG
2021-03-07,Colorado Avalanche,Anaheim Ducks,Anaheim Ducks,Colorado Avalanche,5,4,OT
2021-03-07,Los Angeles Kings,St. Louis Blues,Los Angeles Kings,St. Louis Blues,4,3,OT
2021-03-07,Edmonton Oilers,Calgary Flames,Edmonton Oilers,Calgary Flames,3,2,REG
2021-03-07,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,San Jose Sharks,4,0,REG
2021-03-07,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,5,2,REG
2021-03-07,Chicago Blackhawks,Tampa Bay Lightning,Tampa Bay Lightning,Chicago Blackhawks,6,3,REG
2021-03-07,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,Florida Panthers,4,2,REG
2021-03-08,Philadelphia Flyers,Washington Capitals,Washington Capitals,Philadelphia Flyers,3,1,REG
2021-03-08,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,New York Rangers,5,1,REG
2021-03-08,Dallas Stars,Nashville Predators,Nashville Predators,Dallas Stars,4,3,SO
2021-03-08,Calgary Flames,Ottawa Senators,Ottawa Senators,Calgary Flames,4,3,SO
2021-03-09,Minnesota Wild,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,2,0,REG
2021-03-09,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,Ottawa Senators,3,2,REG
2021-03-09,Colorado Avalanche,Arizona Coyotes,Arizona Coyotes,Colorado Avalanche,3,2,REG
2021-03-09,San Jose Sharks,St. Louis Blues,San Jose Sharks,St. Louis Blues,3,2,OT
2021-03-09,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,2,1,SO
2021-03-09,Anaheim Ducks,Los Angeles Kings,Anaheim Ducks,Los Angeles Kings,6,5,OT
2021-03-09,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,New York Rangers,4,2,REG
2021-03-10,New York Islanders,Boston Bruins,New York Islanders,Boston Bruins,2,1,SO
2021-03-10,Philadelphia Flyers,Buffalo Sabres,Philadelphia Flyers,Buffalo Sabres,5,4,SO
2021-03-10,Washington Capitals,New Jersey Devils,Washington Capitals,New Jersey Devils,5,4,OT
2021-03-10,Carolina Hurricanes,Nashville Predators,Carolina Hurricanes,Nashville Predators,3,2,OT
2021-03-10,Columbus Blue Jackets,Florida Panthers,Florida Panthers,Columbus Blue Jackets,4,2,REG
2021-03-10,Toronto Maple Leafs,Winnipeg Jets,Winnipeg Jets,Toronto Maple Leafs,4,3,REG
2021-03-10,Detroit Red Wings,Tampa Bay Lightning,Tampa Bay Lightning,Detroit Red Wings,4,3,OT
2021-03-10,Dallas Stars,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,5,1,REG
2021-03-11,Minnesota Wild,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,4,3,REG
2021-03-11,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,Ottawa Senators,5,1,REG
2021-03-11,Colorado Avalanche,Arizona Coyotes,Colorado Avalanche,Arizona Coyotes,2,1,OT
2021-03-11,Anaheim Ducks,Los Angeles Kings,Los Angeles Kings,Anaheim Ducks,5,1,REG
2021-03-11,Vancouver Canucks,Montreal Canadiens,Montreal Canadiens,Vancouver Canucks,5,1,REG
2021-03-12,Boston Bruins,New York Rangers,Boston Bruins,New York Rangers,4,0,REG
2021-03-12,Buffalo Sabres,Pittsburgh Penguins,Pittsburgh Penguins,Buffalo Sabres,5,2,REG
2021-03-12,New York Islanders,New Jersey Devils,New York Islanders,New Jersey Devils,5,3,REG
2021-03-12,Philadelphia Flyers,Washington Capitals,Washington Capitals,Philadelphia Flyers,5,3,REG
2021-03-12,Carolina Hurricanes,Nashville Predators,Carolina Hurricanes,Nashville Predators,5,1,REG
2021-03-12,Columbus Blue Jackets,Florida Panthers,Florida Panthers,Columbus Blue Jackets,5,4,OT
2021-03-12,Toronto Maple Leafs,Winnipeg Jets,Toronto Maple Leafs,Winnipeg Jets,4,3,OT
2021-03-12,Detroit Red Wings,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,6,4,REG
2021-03-12,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,4,2,REG
2021-03-12,Calgary Flames,Montreal Canadiens,Calgary Flames,Montreal Canadiens,2,1,REG
2021-03-13,St. Louis Blues,Vegas Golden Knights,Vegas Golden Knights,St. Louis Blues,5,4,OT
2021-03-13,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,4,0,REG
2021-03-13,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,Ottawa Senators,6,2,REG
2021-03-13,Colorado Avalanche,Los Angeles Kings,Colorado Avalanche,Los Angeles Kings,2,0,REG
2021-03-13,Anaheim Ducks,San Jose Sharks,San Jose Sharks,Anaheim Ducks,4,0,REG
2021-03-13,Boston Bruins,New York Rangers,New York Rangers,Boston Bruins,4,0,REG
2021-03-13,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,Dallas Stars,4,3,OT
2021-03-14,Buffalo Sabres,Pittsburgh Penguins,Pittsburgh Penguins,Buffalo Sabres,3,0,REG
2021-03-14,New Jersey Devils,New York Islanders,New York Islanders,New Jersey Devils,3,2,REG
2021-03-14,Philadelphia Flyers,Washington Capitals,Washington Capitals,Philadelphia Flyers,5,4,REG
2021-03-14,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,Nashville Predators,6,3,REG
2021-03-14,Florida Panthers,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,4,2,REG
2021-03-14,Toronto Maple Leafs,Winnipeg Jets,Winnipeg Jets,Toronto Maple Leafs,5,2,REG
2021-03-14,Calgary Flames,Montreal Canadiens,Calgary Flames,Montreal Canadiens,3,1,REG
2021-03-14,St. Louis Blues,Vegas Golden Knights,Vegas Golden Knights,St. Louis Blues,5,1,REG
2021-03-14,Vancouver Canucks,Edmonton Oilers,Vancouver Canucks,Edmonton Oilers,2,1,REG
2021-03-14,Anaheim Ducks,San Jose Sharks,San Jose Sharks,Anaheim Ducks,3,1,REG
2021-03-14,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,4,1,REG
2021-03-14,Detroit Red Wings,Carolina Hurricanes,Carolina Hurricanes,Detroit Red Wings,2,1,REG
2021-03-14,Columbus Blue Jackets,Dallas Stars,Dallas Stars,Columbus Blue Jackets,2,1,SO
2021-03-14,New Jersey Devils,New York Islanders,New York Islanders,New Jersey Devils,3,2,SO
2021-03-14,Colorado Avalanche,Los Angeles Kings,Colorado Avalanche,Los Angeles Kings,4,1,REG
2021-03-14,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,4,3,REG
2021-03-15,Tampa Bay Lightning,Nashville Predators,Nashville Predators,Tampa Bay Lightning,4,1,REG
2021-03-15,New York Rangers,Philadelphia Flyers,Philadelphia Flyers,New York Rangers,5,4,OT
2021-03-15,Florida Panthers,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,6,3,REG
2021-03-15,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,Boston Bruins,4,1,REG
2021-03-15,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,3,2,OT
2021-03-15,Buffalo Sabres,Washington Capitals,Washington Capitals,Buffalo Sabres,4,0,REG
2021-03-16,Winnipeg Jets,Montreal Canadiens,Montreal Canadiens,Winnipeg Jets,4,2,REG
2021-03-16,Calgary Flames,Edmonton Oilers,Calgary Flames,Edmonton Oilers,4,3,REG
2021-03-16,Vegas Golden Knights,San Jose Sharks,Vegas Golden Knights,San Jose Sharks,2,1,REG
2021-03-16,New Jersey Devils,Buffalo Sabres,New Jersey Devils,Buffalo Sabres,3,2,REG
2021-03-16,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,3,1,REG
2021-03-16,Pittsburgh Penguins,Boston Bruins,Boston Bruins,Pittsburgh Penguins,2,1,REG
2021-03-16,Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,4,2,REG
2021-03-17,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,3,0,REG
2021-03-17,Dallas Stars,Tampa Bay Lightning,Tampa Bay Lightning,Dallas Stars,4,3,SO
2021-03-17,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,8,4,REG
2021-03-17,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,3,2,SO
2021-03-17,New York Rangers,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,4,0,REG
2021-03-18,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,4,3,OT
2021-03-18,Calgary Flames,Edmonton Oilers,Edmonton Oilers,Calgary Flames,7,3,REG
2021-03-18,Vegas Golden Knights,San Jose Sharks,Vegas Golden Knights,San Jose Sharks,5,4,REG
2021-03-18,Los Angeles Kings,St. Louis Blues,Los Angeles Kings,St. Louis Blues,4,1,REG
2021-03-18,New Jersey Devils,Pittsburgh Penguins,New Jersey Devils,Pittsburgh Penguins,3,2,REG
2021-03-18,Buffalo Sabres,Boston Bruins,Boston Bruins,Buffalo Sabres,4,1,REG
2021-03-18,New York Islanders,Philadelphia Flyers,Philadelphia Flyers,New York Islanders,4,3,REG
2021-03-18,Carolina Hurricanes,Columbus Blue Jackets,Columbus Blue Jackets,Carolina Hurricanes,3,2,OT
2021-03-18,Tampa Bay Lightning,Chicago Blackhawks,Tampa Bay Lightning,Chicago Blackhawks,4,2,REG
2021-03-18,Florida Panthers,Nashville Predators,Nashville Predators,Florida Panthers,2,1,REG
2021-03-18,Detroit Red Wings,Dallas Stars,Detroit Red Wings,Dallas Stars,3,2,REG
2021-03-19,Edmonton Oilers,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,2,1,REG
2021-03-19,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,Minnesota Wild,5,1,REG
2021-03-19,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,3,2,OT
2021-03-19,Washington Capitals,New York Rangers,Washington Capitals,New York Rangers,2,1,REG
2021-03-19,Montreal Canadiens,Vancouver Canucks,Vancouver Canucks,Montreal Canadiens,3,2,OT
2021-03-19,Toronto Maple Leafs,Calgary Flames,Calgary Flames,Toronto Maple Leafs,4,3,REG
2021-03-20,San Jose Sharks,St. Louis Blues,St. Louis Blues,San Jose Sharks,2,1,SO
2021-03-20,Los Angeles Kings,Vegas Golden Knights,Vegas Golden Knights,Los Angeles Kings,4,2,REG
2021-03-20,New Jersey Devils,Pittsburgh Penguins,Pittsburgh Penguins,New Jersey Devils,3,1,REG
2021-03-20,Florida Panthers,Nashville Predators,Florida Panthers,Nashville Predators,2,0,REG
2021-03-20,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,Minnesota Wild,4,0,REG
2021-03-20,Tampa Bay Lightning,Chicago Blackhawks,Tampa Bay Lightning,Chicago Blackhawks,4,1,REG
2021-03-20,New York Islanders,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,5,1,REG
2021-03-20,Carolina Hurricanes,Columbus Blue Jackets,Columbus Blue Jackets,Carolina Hurricanes,3,2,SO
2021-03-20,Detroit Red Wings,Dallas Stars,Dallas Stars,Detroit Red Wings,3,0,REG
2021-03-20,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,5,4,SO
2021-03-20,Toronto Maple Leafs,Calgary Flames,Toronto Maple Leafs,Calgary Flames,2,0,REG
2021-03-20,Washington Capitals,New York Rangers,New York Rangers,Washington Capitals,3,1,REG
2021-03-21,Anaheim Ducks,Arizona Coyotes,Arizona Coyotes,Anaheim Ducks,5,1,REG
2021-03-21,San Jose Sharks,St. Louis Blues,St. Louis Blues,San Jose Sharks,5,2,REG
2021-03-21,Edmonton Oilers,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,4,2,REG
2021-03-21,Pittsburgh Penguins,New Jersey Devils,New Jersey Devils,Pittsburgh Penguins,2,1,OT
2021-03-21,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,Florida Panthers,5,3,REG
2021-03-21,Los Angeles Kings,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,3,1,REG
2021-03-22,Dallas Stars,Nashville Predators,Nashville Predators,Dallas Stars,4,3,SO
2021-03-22,New York Rangers,Buffalo Sabres,New York Rangers,Buffalo Sabres,5,3,REG
2021-03-22,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,3,0,REG
2021-03-22,Ottawa Senators,Calgary Flames,Ottawa Senators,Calgary Flames,2,1,REG
2021-03-22,Philadelphia Flyers,New York Islanders,New York Islanders,Philadelphia Flyers,2,1,OT
2021-03-22,Minnesota Wild,Anaheim Ducks,Minnesota Wild,Anaheim Ducks,2,1,REG
2021-03-23,Vancouver Canucks,Winnipeg Jets,Winnipeg Jets,Vancouver Canucks,4,0,REG
2021-03-23,Arizona Coyotes,Colorado Avalanche,Colorado Avalanche,Arizona Coyotes,5,1,REG
2021-03-23,Vegas Golden Knights,St. Louis Blues,Vegas Golden Knights,St. Louis Blues,5,1,REG
2021-03-23,San Jose Sharks,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,2,1,REG
2021-03-23,Philadelphia Flyers,New Jersey Devils,New Jersey Devils,Philadelphia Flyers,4,3,REG
2021-03-24,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,Florida Panthers,3,2,REG
2021-03-24,Nashville Predators,Detroit Red Wings,Nashville Predators,Detroit Red Wings,2,0,REG
2021-03-24,Dallas Stars,Tampa Bay Lightning,Tampa Bay Lightning,Dallas Stars,2,1,REG
2021-03-24,Arizona Coyotes,Colorado Avalanche,Arizona Coyotes,Colorado Avalanche,5,4,SO
2021-03-24,Ottawa Senators,Calgary Flames,Ottawa Senators,Calgary Flames,3,1,REG
2021-03-24,Minnesota Wild,Anaheim Ducks,Minnesota Wild,Anaheim Ducks,3,2,REG
2021-03-25,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,5,2,REG
2021-03-25,Vancouver Canucks,Winnipeg Jets,Winnipeg Jets,Vancouver Canucks,5,1,REG
2021-03-25,San Jose Sharks,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,4,2,REG
2021-03-25,Boston Bruins,New York Islanders,New York Islanders,Boston Bruins,4,3,OT
2021-03-25,Philadelphia Flyers,New York Rangers,New York Rangers,Philadelphia Flyers,7,3,REG
2021-03-25,Washington Capitals,New Jersey Devils,Washington Capitals,New Jersey Devils,4,3,REG
2021-03-25,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,4,3,OT
2021-03-25,Ottawa Senators,Toronto Maple Leafs,Toronto Maple Leafs,Ottawa Senators,3,2,OT
2021-03-25,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,4,0,REG
2021-03-26,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,Florida Panthers,3,0,REG
2021-03-26,Nashville Predators,Detroit Red Wings,Nashville Predators,Detroit Red Wings,5,1,REG
2021-03-26,Minnesota Wild,St. Louis Blues,Minnesota Wild,St. Louis Blues,2,0,REG
2021-03-26,Dallas Stars,Tampa Bay Lightning,Dallas Stars,Tampa Bay Lightning,4,3,REG
2021-03-26,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,5,1,REG
2021-03-26,Washington Capitals,New Jersey Devils,Washington Capitals,New Jersey Devils,4,0,REG
2021-03-27,St. Louis Blues,Anaheim Ducks,Anaheim Ducks,St. Louis Blues,4,1,REG
2021-03-27,Calgary Flames,Winnipeg Jets,Winnipeg Jets,Calgary Flames,3,2,REG
2021-03-27,Arizona Coyotes,San Jose Sharks,Arizona Coyotes,San Jose Sharks,5,2,REG
2021-03-27,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,New York Rangers,2,1,REG
2021-03-27,Boston Bruins,Buffalo Sabres,Boston Bruins,Buffalo Sabres,3,2,REG
2021-03-27,Detroit Red Wings,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,3,1,REG
2021-03-27,Colorado Avalanche,Vegas Golden Knights,Vegas Golden Knights,Colorado Avalanche,3,2,OT
2021-03-27,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,4,3,REG
2021-03-27,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,4,3,OT
2021-03-27,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,New York Islanders,6,3,REG
2021-03-28,Chicago Blackhawks,Nashville Predators,Nashville Predators,Chicago Blackhawks,3,1,REG
2021-03-28,Dallas Stars,Florida Panthers,Florida Panthers,Dallas Stars,4,3,OT
2021-03-28,Calgary Flames,Winnipeg Jets,Calgary Flames,Winnipeg Jets,4,2,REG
2021-03-28,Arizona Coyotes,San Jose Sharks,Arizona Coyotes,San Jose Sharks,4,0,REG
2021-03-28,Washington Capitals,New York Rangers,Washington Capitals,New York Rangers,5,4,REG
2021-03-28,Detroit Red Wings,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,4,1,REG
2021-03-28,St. Louis Blues,Anaheim Ducks,Anaheim Ducks,St. Louis Blues,3,2,OT
2021-03-28,Dallas Stars,Florida Panthers,Florida Panthers,Dallas Stars,4,1,REG
2021-03-29,Chicago Blackhawks,Nashville Predators,Nashville Predators,Chicago Blackhawks,3,2,REG
2021-03-29,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,Buffalo Sabres,4,3,OT
2021-03-29,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,New York Islanders,2,1,REG
2021-03-29,Toronto Maple Leafs,Edmonton Oilers,Edmonton Oilers,Toronto Maple Leafs,3,2,OT
2021-03-30,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,5,2,REG
2021-03-30,Calgary Flames,Winnipeg Jets,Winnipeg Jets,Calgary Flames,5,1,REG
2021-03-30,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,Los Angeles Kings,4,1,REG
2021-03-30,San Jose Sharks,Minnesota Wild,San Jose Sharks,Minnesota Wild,4,3,SO
2021-03-30,Boston Bruins,New Jersey Devils,Boston Bruins,New Jersey Devils,5,4,SO
2021-03-30,New York Rangers,Washington Capitals,New York Rangers,Washington Capitals,5,2,REG
2021-03-30,Tampa Bay Lightning,Columbus Blue Jackets,Columbus Blue Jackets,Tampa Bay Lightning,3,1,REG
2021-03-30,Florida Panthers,Detroit Red Wings,Florida Panthers,Detroit Red Wings,4,1,REG
2021-03-30,Montreal Canadiens,Edmonton Oilers,Montreal Canadiens,Edmonton Oilers,4,0,REG
