date,home,away,winner,loser,winner_pts,loser_pts,end_type
2015-11-14,Washington Capitals,Calgary Flames,Calgary Flames,Washington Capitals,3,2,OT
2015-11-14,Detroit Red Wings,San Jose Sharks,San Jose Sharks,Detroit Red Wings,3,2,REG
2015-11-14,Anaheim Ducks,New York Islanders,New York Islanders,Anaheim Ducks,4,1,REG
2015-11-14,Ottawa Senators,New York Rangers,New York Rangers,Ottawa Senators,2,1,SO
2015-11-15,Boston Bruins,Detroit Red Wings,Boston Bruins,Detroit Red Wings,3,1,REG
2015-11-15,Buffalo Sabres,San Jose Sharks,San Jose Sharks,Buffalo Sabres,2,1,OT
2015-11-15,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,4,2,REG
2015-11-15,Montreal Canadiens,Colorado Avalanche,Colorado Avalanche,Montreal Canadiens,5,1,REG
2015-11-15,Tampa Bay Lightning,Florida Panthers,Florida Panthers,Tampa Bay Lightning,5,4,SO
2015-11-15,New Jersey Devils,Pittsburgh Penguins,New Jersey Devils,Pittsburgh Penguins,4,0,REG
2015-11-15,Carolina Hurricanes,Philadelphia Flyers,Philadelphia Flyers,Carolina Hurricanes,3,2,OT
2015-11-15,Columbus Blue Jackets,Arizona Coyotes,Columbus Blue Jackets,Arizona Coyotes,5,2,REG
2015-11-15,Nashville Predators,Winnipeg Jets,Nashville Predators,Winnipeg Jets,4,0,REG
2015-11-15,St. Louis Blues,Chicago Blackhawks,Chicago Blackhawks,St. Louis Blues,4,2,REG
2015-11-15,Dallas Stars,Minnesota Wild,Dallas Stars,Minnesota Wild,3,2,OT
2015-11-15,Los Angeles Kings,Edmonton Oilers,Los Angeles Kings,Edmonton Oilers,4,3,REG
2015-11-16,New York Rangers,Toronto Maple Leafs,New York Rangers,Toronto Maple Leafs,4,3,REG
2015-11-16,Chicago Blackhawks,Calgary Flames,Chicago Blackhawks,Calgary Flames,4,1,REG
2015-11-17,New York Islanders,Arizona Coyotes,New York Islanders,Arizona Coyotes,5,2,REG
2015-11-17,Carolina Hurricanes,Anaheim Ducks,Anaheim Ducks,Carolina Hurricanes,4,1,REG
2015-11-17,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,4,3,OT
2015-11-17,Ottawa Senators,Detroit Red Wings,Detroit Red Wings,Ottawa Senators,4,3,OT
2015-11-17,St. Louis Blues,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,3,2,REG
2015-11-18,Boston Bruins,San Jose Sharks,San Jose Sharks,Boston Bruins,5,4,REG
2015-11-18,Buffalo Sabres,Dallas Stars,Dallas Stars,Buffalo Sabres,3,1,REG
2015-11-18,Philadelphia Flyers,Los Angeles Kings,Los Angeles Kings,Philadelphia Flyers,3,2,SO
2015-11-18,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,3,1,REG
2015-11-18,Pittsburgh Penguins,Minnesota Wild,Pittsburgh Penguins,Minnesota Wild,4,3,REG
2015-11-18,Toronto Maple Leafs,Colorado Avalanche,Toronto Maple Leafs,Colorado Avalanche,5,1,REG
2015-11-18,Nashville Predators,Anaheim Ducks,Nashville Predators,Anaheim Ducks,3,2,REG
2015-11-18,Calgary Flames,New Jersey Devils,Calgary Flames,New Jersey Devils,3,2,REG
2015-11-19,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,Vancouver Canucks,4,1,REG
2015-11-19,Detroit Red Wings,Washington Capitals,Washington Capitals,Detroit Red Wings,2,1,OT
2015-11-19,Edmonton Oilers,Chicago Blackhawks,Chicago Blackhawks,Edmonton Oilers,4,3,OT
2015-11-20,Boston Bruins,Minnesota Wild,Boston Bruins,Minnesota Wild,4,2,REG
2015-11-20,Pittsburgh Penguins,Colorado Avalanche,Pittsburgh Penguins,Colorado Avalanche,4,3,REG
2015-11-20,Washington Capitals,Dallas Stars,Dallas Stars,Washington Capitals,3,2,REG
2015-11-20,Montreal Canadiens,Arizona Coyotes,Arizona Coyotes,Montreal Canadiens,3,2,REG
2015-11-20,Ottawa Senators,Columbus Blue Jackets,Ottawa Senators,Columbus Blue Jackets,3,0,REG
2015-11-20,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,New York Rangers,2,1,REG
2015-11-20,Florida Panthers,Anaheim Ducks,Anaheim Ducks,Florida Panthers,3,1,REG
2015-11-20,St. Louis Blues,Buffalo Sabres,St. Louis Blues,Buffalo Sabres,3,2,SO
2015-11-21,Carolina Hurricanes,Toronto Maple Leafs,Toronto Maple Leafs,Carolina Hurricanes,2,1,SO
2015-11-21,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,Nashville Predators,4,0,REG
2015-11-21,Detroit Red Wings,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,3,2,REG
2015-11-21,New York Islanders,Montreal Canadiens,Montreal Canadiens,New York Islanders,5,3,REG
2015-11-21,Calgary Flames,Chicago Blackhawks,Calgary Flames,Chicago Blackhawks,2,1,OT
2015-11-21,Edmonton Oilers,New Jersey Devils,Edmonton Oilers,New Jersey Devils,5,1,REG
2015-11-22,Boston Bruins,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,2,0,REG
2015-11-22,Ottawa Senators,Philadelphia Flyers,Ottawa Senators,Philadelphia Flyers,4,0,REG
2015-11-22,Tampa Bay Lightning,Anaheim Ducks,Tampa Bay Lightning,Anaheim Ducks,4,0,REG
2015-11-22,Florida Panthers,New York Rangers,New York Rangers,Florida Panthers,5,4,OT
2015-11-22,Pittsburgh Penguins,San Jose Sharks,San Jose Sharks,Pittsburgh Penguins,3,1,REG
2015-11-22,Washington Capitals,Colorado Avalanche,Washington Capitals,Colorado Avalanche,7,3,REG
2015-11-22,Winnipeg Jets,Arizona Coyotes,Winnipeg Jets,Arizona Coyotes,3,2,REG
2015-11-22,St. Louis Blues,Detroit Red Wings,Detroit Red Wings,St. Louis Blues,4,3,OT
2015-11-22,Dallas Stars,Buffalo Sabres,Dallas Stars,Buffalo Sabres,3,0,REG
2015-11-22,Minnesota Wild,Nashville Predators,Minnesota Wild,Nashville Predators,4,0,REG
2015-11-22,Vancouver Canucks,Chicago Blackhawks,Vancouver Canucks,Chicago Blackhawks,6,3,REG
2015-11-22,Carolina Hurricanes,Los Angeles Kings,Carolina Hurricanes,Los Angeles Kings,4,3,REG
2015-11-22,Columbus Blue Jackets,San Jose Sharks,San Jose Sharks,Columbus Blue Jackets,5,3,REG
2015-11-23,Montreal Canadiens,New York Islanders,Montreal Canadiens,New York Islanders,4,2,REG
2015-11-23,Vancouver Canucks,New Jersey Devils,New Jersey Devils,Vancouver Canucks,3,2,REG
2015-11-24,Buffalo Sabres,St. Louis Blues,St. Louis Blues,Buffalo Sabres,2,1,REG
2015-11-24,New York Rangers,Nashville Predators,New York Rangers,Nashville Predators,3,0,REG
2015-11-24,Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,3,2,OT
2015-11-24,Toronto Maple Leafs,Boston Bruins,Boston Bruins,Toronto Maple Leafs,4,3,SO
2015-11-24,Florida Panthers,Los Angeles Kings,Los Angeles Kings,Florida Panthers,3,1,REG
2015-11-24,Winnipeg Jets,Colorado Avalanche,Colorado Avalanche,Winnipeg Jets,4,1,REG
2015-11-25,Dallas Stars,Ottawa Senators,Ottawa Senators,Dallas Stars,7,4,REG
2015-11-25,Anaheim Ducks,Calgary Flames,Anaheim Ducks,Calgary Flames,5,3,REG
2015-11-26,Buffalo Sabres,Nashville Predators,Nashville Predators,Buffalo Sabres,3,2,REG
2015-11-26,New Jersey Devils,Columbus Blue Jackets,Columbus Blue Jackets,New Jersey Devils,2,1,REG
2015-11-26,New York Rangers,Montreal Canadiens,Montreal Canadiens,New York Rangers,5,1,REG
2015-11-26,Pittsburgh Penguins,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,4,3,OT
2015-11-26,Washington Capitals,Winnipeg Jets,Washington Capitals,Winnipeg Jets,5,3,REG
2015-11-26,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,4,1,REG
2015-11-26,Minnesota Wild,Vancouver Canucks,Vancouver Canucks,Minnesota Wild,3,2,REG
2015-11-26,New York Islanders,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,3,1,REG
2015-11-26,Detroit Red Wings,Boston Bruins,Boston Bruins,Detroit Red Wings,3,2,OT
2015-11-26,Tampa Bay Lightning,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,2,1,SO
2015-11-26,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,4,2,REG
2015-11-26,Colorado Avalanche,Ottawa Senators,Ottawa Senators,Colorado Avalanche,5,3,REG
2015-11-26,San Jose Sharks,Chicago Blackhawks,Chicago Blackhawks,San Jose Sharks,5,2,REG
2015-11-27,Boston Bruins,New York Rangers,Boston Bruins,New York Rangers,4,3,REG
2015-11-27,Philadelphia Flyers,Nashville Predators,Philadelphia Flyers,Nashville Predators,3,2,OT
2015-11-27,Minnesota Wild,Winnipeg Jets,Winnipeg Jets,Minnesota Wild,3,1,REG
2015-11-27,Anaheim Ducks,Chicago Blackhawks,Chicago Blackhawks,Anaheim Ducks,3,2,OT
2015-11-27,Washington Capitals,Tampa Bay Lightning,Washington Capitals,Tampa Bay Lightning,4,2,REG
2015-11-28,Buffalo Sabres,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,4,1,REG
2015-11-28,New Jersey Devils,Montreal Canadiens,Montreal Canadiens,New Jersey Devils,3,2,SO
2015-11-28,Columbus Blue Jackets,Pittsburgh Penguins,Columbus Blue Jackets,Pittsburgh Penguins,2,1,OT
2015-11-28,Detroit Red Wings,Edmonton Oilers,Detroit Red Wings,Edmonton Oilers,4,3,OT
2015-11-28,Florida Panthers,New York Islanders,Florida Panthers,New York Islanders,3,2,SO
2015-11-28,Dallas Stars,Vancouver Canucks,Dallas Stars,Vancouver Canucks,3,2,SO
2015-11-28,Arizona Coyotes,Calgary Flames,Arizona Coyotes,Calgary Flames,2,1,OT
2015-11-28,New York Rangers,Philadelphia Flyers,Philadelphia Flyers,New York Rangers,3,0,REG
2015-11-29,Toronto Maple Leafs,Washington Capitals,Washington Capitals,Toronto Maple Leafs,4,2,REG
2015-11-29,Montreal Canadiens,New Jersey Devils,New Jersey Devils,Montreal Canadiens,3,2,OT
2015-11-29,Tampa Bay Lightning,New York Islanders,New York Islanders,Tampa Bay Lightning,3,2,REG
2015-11-29,Pittsburgh Penguins,Edmonton Oilers,Edmonton Oilers,Pittsburgh Penguins,3,2,SO
2015-11-29,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,3,1,REG
2015-11-29,Nashville Predators,Buffalo Sabres,Buffalo Sabres,Nashville Predators,4,1,REG
2015-11-29,Minnesota Wild,Dallas Stars,Dallas Stars,Minnesota Wild,4,3,OT
2015-11-29,Colorado Avalanche,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,5,3,REG
2015-11-29,Arizona Coyotes,Ottawa Senators,Arizona Coyotes,Ottawa Senators,4,3,REG
2015-11-29,San Jose Sharks,Calgary Flames,San Jose Sharks,Calgary Flames,5,2,REG
2015-11-29,Los Angeles Kings,Chicago Blackhawks,Los Angeles Kings,Chicago Blackhawks,3,2,OT
2015-11-29,Detroit Red Wings,Florida Panthers,Florida Panthers,Detroit Red Wings,2,1,OT
2015-12-01,New York Islanders,Colorado Avalanche,New York Islanders,Colorado Avalanche,5,3,REG
2015-12-01,New York Rangers,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,4,3,REG
2015-12-01,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,3,0,REG
2015-12-01,Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,4,0,REG
2015-12-02,New Jersey Devils,Colorado Avalanche,Colorado Avalanche,New Jersey Devils,2,1,REG
2015-12-02,Montreal Canadiens,Columbus Blue Jackets,Montreal Canadiens,Columbus Blue Jackets,2,1,REG
2015-12-02,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,Ottawa Senators,4,2,REG
2015-12-02,Detroit Red Wings,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,5,4,SO
2015-12-02,St. Louis Blues,Florida Panthers,Florida Panthers,St. Louis Blues,3,1,REG
2015-12-02,Nashville Predators,Arizona Coyotes,Nashville Predators,Arizona Coyotes,5,2,REG
2015-12-02,Chicago Blackhawks,Minnesota Wild,Minnesota Wild,Chicago Blackhawks,2,1,REG
2015-12-02,Calgary Flames,Dallas Stars,Calgary Flames,Dallas Stars,4,3,SO
2015-12-02,Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,2,1,OT
2015-12-02,San Jose Sharks,Pittsburgh Penguins,Pittsburgh Penguins,San Jose Sharks,5,1,REG
2015-12-03,Winnipeg Jets,Toronto Maple Leafs,Winnipeg Jets,Toronto Maple Leafs,5,1,REG
2015-12-03,New York Islanders,New York Rangers,New York Islanders,New York Rangers,2,1,SO
2015-12-03,Edmonton Oilers,Boston Bruins,Edmonton Oilers,Boston Bruins,3,2,SO
2015-12-03,Anaheim Ducks,Tampa Bay Lightning,Tampa Bay Lightning,Anaheim Ducks,2,1,REG
2015-12-04,New York Rangers,Colorado Avalanche,Colorado Avalanche,New York Rangers,2,1,REG
2015-12-04,Carolina Hurricanes,New Jersey Devils,New Jersey Devils,Carolina Hurricanes,5,1,REG
2015-12-04,Montreal Canadiens,Washington Capitals,Washington Capitals,Montreal Canadiens,3,2,REG
2015-12-04,Ottawa Senators,Chicago Blackhawks,Ottawa Senators,Chicago Blackhawks,4,3,OT
2015-12-04,Detroit Red Wings,Arizona Coyotes,Detroit Red Wings,Arizona Coyotes,5,1,REG
2015-12-04,Nashville Predators,Florida Panthers,Florida Panthers,Nashville Predators,2,1,REG
2015-12-04,Vancouver Canucks,Dallas Stars,Dallas Stars,Vancouver Canucks,4,2,REG
2015-12-05,Buffalo Sabres,Arizona Coyotes,Buffalo Sabres,Arizona Coyotes,5,2,REG
2015-12-05,New Jersey Devils,Philadelphia Flyers,Philadelphia Flyers,New Jersey Devils,4,3,OT
2015-12-05,Columbus Blue Jackets,Florida Panthers,Florida Panthers,Columbus Blue Jackets,2,1,SO
2015-12-05,New York Islanders,St. Louis Blues,New York Islanders,St. Louis Blues,2,1,SO
2015-12-05,Calgary Flames,Boston Bruins,Calgary Flames,Boston Bruins,5,4,OT
2015-12-05,Edmonton Oilers,Dallas Stars,Edmonton Oilers,Dallas Stars,2,1,OT
2015-12-05,Winnipeg Jets,Washington Capitals,Winnipeg Jets,Washington Capitals,2,1,OT
2015-12-05,Los Angeles Kings,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,5,3,REG
2015-12-06,Ottawa Senators,New York Islanders,Ottawa Senators,New York Islanders,3,2,OT
2015-12-06,Detroit Red Wings,Nashville Predators,Detroit Red Wings,Nashville Predators,5,4,OT
2015-12-06,Carolina Hurricanes,Montreal Canadiens,Carolina Hurricanes,Montreal Canadiens,3,2,REG
2015-12-06,St. Louis Blues,Toronto Maple Leafs,Toronto Maple Leafs,St. Louis Blues,4,1,REG
2015-12-06,Philadelphia Flyers,Columbus Blue Jackets,Columbus Blue Jackets,Philadelphia Flyers,4,1,REG
2015-12-06,Minnesota Wild,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,3,0,REG
2015-12-06,Vancouver Canucks,Boston Bruins,Boston Bruins,Vancouver Canucks,4,0,REG
2015-12-06,San Jose Sharks,Tampa Bay Lightning,Tampa Bay Lightning,San Jose Sharks,4,3,REG
2015-12-06,Carolina Hurricanes,Arizona Coyotes,Carolina Hurricanes,Arizona Coyotes,5,4,REG
2015-12-06,Chicago Blackhawks,Winnipeg Jets,Chicago Blackhawks,Winnipeg Jets,3,1,REG
2015-12-07,New Jersey Devils,Florida Panthers,New Jersey Devils,Florida Panthers,4,2,REG
2015-12-07,New York Rangers,Ottawa Senators,New York Rangers,Ottawa Senators,4,1,REG
2015-12-07,Edmonton Oilers,Buffalo Sabres,Edmonton Oilers,Buffalo Sabres,4,2,REG
2015-12-07,Anaheim Ducks,Pittsburgh Penguins,Anaheim Ducks,Pittsburgh Penguins,2,1,REG
2015-12-07,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,Tampa Bay Lightning,3,1,REG
2015-12-08,Boston Bruins,Nashville Predators,Nashville Predators,Boston Bruins,3,2,REG
2015-12-08,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,Minnesota Wild,2,1,OT
2015-12-08,Vancouver Canucks,Buffalo Sabres,Vancouver Canucks,Buffalo Sabres,5,2,REG
2015-12-09,Philadelphia Flyers,New York Islanders,New York Islanders,Philadelphia Flyers,4,3,SO
2015-12-09,Columbus Blue Jackets,Los Angeles Kings,Los Angeles Kings,Columbus Blue Jackets,3,2,OT
2015-12-09,Washington Capitals,Detroit Red Wings,Washington Capitals,Detroit Red Wings,3,2,SO
2015-12-09,Toronto Maple Leafs,New Jersey Devils,Toronto Maple Leafs,New Jersey Devils,3,2,SO
2015-12-09,Florida Panthers,Ottawa Senators,Ottawa Senators,Florida Panthers,4,2,REG
2015-12-09,St. Louis Blues,Arizona Coyotes,St. Louis Blues,Arizona Coyotes,4,1,REG
2015-12-09,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,Nashville Predators,4,1,REG
2015-12-09,Dallas Stars,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,6,5,REG
2015-12-09,Calgary Flames,San Jose Sharks,Calgary Flames,San Jose Sharks,4,2,REG
2015-12-10,Montreal Canadiens,Boston Bruins,Boston Bruins,Montreal Canadiens,3,1,REG
2015-12-10,Edmonton Oilers,San Jose Sharks,Edmonton Oilers,San Jose Sharks,4,3,OT
2015-12-10,Colorado Avalanche,Pittsburgh Penguins,Pittsburgh Penguins,Colorado Avalanche,4,2,REG
2015-12-10,Vancouver Canucks,New York Rangers,Vancouver Canucks,New York Rangers,2,1,REG
2015-12-11,Detroit Red Wings,Montreal Canadiens,Detroit Red Wings,Montreal Canadiens,3,2,REG
2015-12-11,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,4,1,REG
2015-12-11,Florida Panthers,Washington Capitals,Florida Panthers,Washington Capitals,4,1,REG
2015-12-11,St. Louis Blues,Philadelphia Flyers,Philadelphia Flyers,St. Louis Blues,4,2,REG
2015-12-11,Nashville Predators,Chicago Blackhawks,Nashville Predators,Chicago Blackhawks,5,1,REG
2015-12-11,Winnipeg Jets,Columbus Blue Jackets,Winnipeg Jets,Columbus Blue Jackets,6,4,REG
2015-12-11,Calgary Flames,Buffalo Sabres,Calgary Flames,Buffalo Sabres,4,3,REG
2015-12-12,New Jersey Devils,Detroit Red Wings,New Jersey Devils,Detroit Red Wings,3,2,OT
2015-12-12,Pittsburgh Penguins,Los Angeles Kings,Los Angeles Kings,Pittsburgh Penguins,3,2,SO
2015-12-12,Chicago Blackhawks,Winnipeg Jets,Chicago Blackhawks,Winnipeg Jets,2,0,REG
2015-12-12,Dallas Stars,Philadelphia Flyers,Dallas Stars,Philadelphia Flyers,3,1,REG
2015-12-12,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,Minnesota Wild,2,1,OT
2015-12-12,Edmonton Oilers,New York Rangers,Edmonton Oilers,New York Rangers,7,5,REG
2015-12-12,Anaheim Ducks,Carolina Hurricanes,Carolina Hurricanes,Anaheim Ducks,5,1,REG
2015-12-12,Boston Bruins,Florida Panthers,Boston Bruins,Florida Panthers,3,1,REG
2015-12-13,Buffalo Sabres,Los Angeles Kings,Buffalo Sabres,Los Angeles Kings,2,1,OT
2015-12-13,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,Ottawa Senators,3,1,REG
2015-12-13,Tampa Bay Lightning,Washington Capitals,Washington Capitals,Tampa Bay Lightning,2,1,REG
2015-12-13,Columbus Blue Jackets,New York Islanders,New York Islanders,Columbus Blue Jackets,3,2,OT
2015-12-13,St. Louis Blues,Dallas Stars,St. Louis Blues,Dallas Stars,3,0,REG
2015-12-13,Nashville Predators,Colorado Avalanche,Colorado Avalanche,Nashville Predators,3,2,REG
2015-12-13,Arizona Coyotes,Carolina Hurricanes,Carolina Hurricanes,Arizona Coyotes,5,4,OT
2015-12-13,Calgary Flames,New York Rangers,Calgary Flames,New York Rangers,5,4,OT
2015-12-13,San Jose Sharks,Minnesota Wild,Minnesota Wild,San Jose Sharks,2,0,REG
2015-12-13,New York Islanders,New Jersey Devils,New York Islanders,New Jersey Devils,4,0,REG
2015-12-13,St. Louis Blues,Colorado Avalanche,Colorado Avalanche,St. Louis Blues,3,1,REG
2015-12-14,Chicago Blackhawks,Vancouver Canucks,Chicago Blackhawks,Vancouver Canucks,4,0,REG
2015-12-15,Boston Bruins,Edmonton Oilers,Edmonton Oilers,Boston Bruins,3,2,OT
2015-12-15,Pittsburgh Penguins,Washington Capitals,Washington Capitals,Pittsburgh Penguins,4,1,REG
2015-12-15,Columbus Blue Jackets,Tampa Bay Lightning,Tampa Bay Lightning,Columbus Blue Jackets,2,1,REG
2015-12-15,Ottawa Senators,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,5,3,REG
2015-12-15,Detroit Red Wings,Buffalo Sabres,Buffalo Sabres,Detroit Red Wings,2,1,REG
2015-12-16,Buffalo Sabres,New Jersey Devils,New Jersey Devils,Buffalo Sabres,2,0,REG
2015-12-16,New York Islanders,Florida Panthers,Florida Panthers,New York Islanders,5,1,REG
2015-12-16,New York Rangers,Edmonton Oilers,New York Rangers,Edmonton Oilers,4,2,REG
2015-12-16,Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,4,3,OT
2015-12-16,Toronto Maple Leafs,Tampa Bay Lightning,Tampa Bay Lightning,Toronto Maple Leafs,5,4,OT
2015-12-16,Montreal Canadiens,San Jose Sharks,San Jose Sharks,Montreal Canadiens,3,1,REG
2015-12-16,Nashville Predators,Calgary Flames,Calgary Flames,Nashville Predators,2,1,OT
2015-12-16,Minnesota Wild,Vancouver Canucks,Minnesota Wild,Vancouver Canucks,6,2,REG
2015-12-16,Winnipeg Jets,St. Louis Blues,St. Louis Blues,Winnipeg Jets,4,3,REG
2015-12-16,Chicago Blackhawks,Colorado Avalanche,Colorado Avalanche,Chicago Blackhawks,3,0,REG
2015-12-16,Dallas Stars,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,5,1,REG
2015-12-17,Washington Capitals,Ottawa Senators,Washington Capitals,Ottawa Senators,2,1,REG
2015-12-17,Boston Bruins,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,3,0,REG
2015-12-18,Buffalo Sabres,Anaheim Ducks,Buffalo Sabres,Anaheim Ducks,3,0,REG
2015-12-18,New Jersey Devils,Florida Panthers,Florida Panthers,New Jersey Devils,5,1,REG
2015-12-18,Philadelphia Flyers,Vancouver Canucks,Philadelphia Flyers,Vancouver Canucks,2,0,REG
2015-12-18,Toronto Maple Leafs,San Jose Sharks,San Jose Sharks,Toronto Maple Leafs,5,4,OT
2015-12-18,Montreal Canadiens,Los Angeles Kings,Los Angeles Kings,Montreal Canadiens,3,0,REG
2015-12-18,St. Louis Blues,Nashville Predators,St. Louis Blues,Nashville Predators,2,1,REG
2015-12-18,Minnesota Wild,New York Rangers,Minnesota Wild,New York Rangers,5,2,REG
2015-12-18,Chicago Blackhawks,Edmonton Oilers,Chicago Blackhawks,Edmonton Oilers,4,0,REG
2015-12-18,Dallas Stars,Calgary Flames,Calgary Flames,Dallas Stars,3,1,REG
2015-12-18,Colorado Avalanche,New York Islanders,Colorado Avalanche,New York Islanders,2,1,REG
2015-12-18,Arizona Coyotes,Columbus Blue Jackets,Columbus Blue Jackets,Arizona Coyotes,7,5,REG
2015-12-19,Pittsburgh Penguins,Boston Bruins,Boston Bruins,Pittsburgh Penguins,6,2,REG
2015-12-19,Washington Capitals,Tampa Bay Lightning,Washington Capitals,Tampa Bay Lightning,5,3,REG
2015-12-19,Carolina Hurricanes,Florida Panthers,Florida Panthers,Carolina Hurricanes,2,0,REG
2015-12-19,Ottawa Senators,San Jose Sharks,Ottawa Senators,San Jose Sharks,4,2,REG
2015-12-19,Detroit Red Wings,Vancouver Canucks,Vancouver Canucks,Detroit Red Wings,4,3,SO
2015-12-19,Winnipeg Jets,New York Rangers,Winnipeg Jets,New York Rangers,5,2,REG
2015-12-19,Buffalo Sabres,Chicago Blackhawks,Chicago Blackhawks,Buffalo Sabres,3,2,SO
2015-12-19,St. Louis Blues,Calgary Flames,St. Louis Blues,Calgary Flames,3,2,REG
2015-12-20,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,4,0,REG
2015-12-20,New Jersey Devils,Anaheim Ducks,Anaheim Ducks,New Jersey Devils,2,1,REG
2015-12-20,Pittsburgh Penguins,Carolina Hurricanes,Carolina Hurricanes,Pittsburgh Penguins,2,1,REG
2015-12-20,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,Philadelphia Flyers,3,2,SO
2015-12-20,Dallas Stars,Montreal Canadiens,Dallas Stars,Montreal Canadiens,6,2,REG
2015-12-20,Nashville Predators,Minnesota Wild,Nashville Predators,Minnesota Wild,3,2,REG
2015-12-20,Colorado Avalanche,Edmonton Oilers,Colorado Avalanche,Edmonton Oilers,5,1,REG
2015-12-20,Florida Panthers,Vancouver Canucks,Florida Panthers,Vancouver Canucks,5,4,SO
2015-12-20,Boston Bruins,New Jersey Devils,Boston Bruins,New Jersey Devils,2,1,SO
2015-12-20,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,5,2,REG
2015-12-21,Detroit Red Wings,Calgary Flames,Detroit Red Wings,Calgary Flames,4,2,REG
2015-12-21,New York Rangers,Washington Capitals,Washington Capitals,New York Rangers,7,3,REG
2015-12-21,Chicago Blackhawks,San Jose Sharks,Chicago Blackhawks,San Jose Sharks,4,3,OT
2015-12-22,New York Islanders,Anaheim Ducks,New York Islanders,Anaheim Ducks,5,2,REG
2015-12-22,Philadelphia Flyers,St. Louis Blues,Philadelphia Flyers,St. Louis Blues,4,3,REG
2015-12-22,Pittsburgh Penguins,Columbus Blue Jackets,Pittsburgh Penguins,Columbus Blue Jackets,5,2,REG
2015-12-22,Carolina Hurricanes,Washington Capitals,Washington Capitals,Carolina Hurricanes,2,1,REG
2015-12-22,Nashville Predators,Montreal Canadiens,Nashville Predators,Montreal Canadiens,5,1,REG
2015-12-22,Minnesota Wild,Dallas Stars,Dallas Stars,Minnesota Wild,6,3,REG
2015-12-22,Colorado Avalanche,Toronto Maple Leafs,Toronto Maple Leafs,Colorado Avalanche,7,4,REG
2015-12-22,Edmonton Oilers,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,3,1,REG
2015-12-23,Boston Bruins,St. Louis Blues,St. Louis Blues,Boston Bruins,2,0,REG
2015-12-23,New York Rangers,Anaheim Ducks,New York Rangers,Anaheim Ducks,3,2,OT
2015-12-23,Detroit Red Wings,New Jersey Devils,New Jersey Devils,Detroit Red Wings,4,3,REG
2015-12-23,Tampa Bay Lightning,Vancouver Canucks,Vancouver Canucks,Tampa Bay Lightning,2,1,REG
2015-12-23,Florida Panthers,Ottawa Senators,Florida Panthers,Ottawa Senators,2,1,SO
2015-12-23,Minnesota Wild,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,2,1,REG
2015-12-23,Dallas Stars,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,4,0,REG
2015-12-23,Calgary Flames,Winnipeg Jets,Calgary Flames,Winnipeg Jets,4,1,REG
2015-12-23,Arizona Coyotes,Toronto Maple Leafs,Arizona Coyotes,Toronto Maple Leafs,3,2,REG
