season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at
2018,1,Washington Capitals,Metropolitan,1686.8,58,37,95,0.611,58-37,Winnipeg Jets,1635.9,1505.3,NA,2026-07-04T20:17:27Z
2018,2,Winnipeg Jets,Central,1635.9,56,36,92,0.609,56-36,Washington Capitals,1686.8,1516.1,NA,2026-07-04T20:17:27Z
2018,3,Nashville Predators,Central,1613.2,53,32,85,0.624,53-32,Washington Capitals,1686.8,1515.8,NA,2026-07-04T20:17:27Z
2018,4,Vegas Golden Knights,Pacific,1597.1,58,36,94,0.617,58-36,Washington Capitals,1686.8,1516.7,NA,2026-07-04T20:17:27Z
2018,5,San Jose Sharks,Pacific,1561.1,47,40,87,0.54,47-40,Winnipeg Jets,1635.9,1508.9,NA,2026-07-04T20:17:27Z
2018,6,Florida Panthers,Atlantic,1558.6,38,34,72,0.528,38-34,Washington Capitals,1686.8,1495.2,NA,2026-07-04T20:17:27Z
2018,7,Boston Bruins,Atlantic,1557.8,49,38,87,0.563,49-38,Winnipeg Jets,1635.9,1503.1,NA,2026-07-04T20:17:27Z
2018,8,Tampa Bay Lightning,Atlantic,1553.9,55,34,89,0.618,55-34,Washington Capitals,1686.8,1509.6,NA,2026-07-04T20:17:27Z
2018,9,Columbus Blue Jackets,Metropolitan,1553.2,44,36,80,0.55,44-36,Washington Capitals,1686.8,1504.6,NA,2026-07-04T20:17:27Z
2018,10,Los Angeles Kings,Pacific,1553.2,41,32,73,0.562,41-32,Washington Capitals,1686.8,1503.6,NA,2026-07-04T20:17:27Z
2018,11,Anaheim Ducks,Pacific,1552,42,38,80,0.525,42-38,Washington Capitals,1686.8,1503.1,NA,2026-07-04T20:17:27Z
2018,12,Minnesota Wild,Central,1544.7,44,39,83,0.53,44-39,Winnipeg Jets,1635.9,1510.8,NA,2026-07-04T20:17:27Z
2018,13,Toronto Maple Leafs,Atlantic,1542.1,45,34,79,0.57,45-34,Washington Capitals,1686.8,1498.9,NA,2026-07-04T20:17:27Z
2018,14,Philadelphia Flyers,Metropolitan,1539.4,41,37,78,0.526,41-37,Washington Capitals,1686.8,1494.3,NA,2026-07-04T20:17:27Z
2018,15,Pittsburgh Penguins,Metropolitan,1536.1,44,39,83,0.53,44-39,Washington Capitals,1686.8,1507.8,NA,2026-07-04T20:17:27Z
2018,16,New Jersey Devils,Metropolitan,1524.6,43,36,79,0.544,43-36,Washington Capitals,1686.8,1497.9,NA,2026-07-04T20:17:27Z
2018,17,Colorado Avalanche,Central,1519.8,39,40,79,0.494,39-40,Washington Capitals,1686.8,1511.2,NA,2026-07-04T20:17:27Z
2018,18,Dallas Stars,Central,1495.7,38,36,74,0.514,38-36,Nashville Predators,1613.2,1509.9,NA,2026-07-04T20:17:27Z
2018,19,St. Louis Blues,Central,1486.9,41,36,77,0.532,41-36,Winnipeg Jets,1635.9,1506.5,NA,2026-07-04T20:17:27Z
2018,20,Edmonton Oilers,Pacific,1474.7,35,41,76,0.461,35-41,Vegas Golden Knights,1597.1,1505.2,NA,2026-07-04T20:17:27Z
2018,21,Arizona Coyotes,Central,1455.5,25,48,73,0.342,25-48,Washington Capitals,1686.8,1505.8,NA,2026-07-04T20:17:27Z
2018,22,Carolina Hurricanes,Metropolitan,1448,35,44,79,0.443,35-44,Washington Capitals,1686.8,1502.8,NA,2026-07-04T20:17:27Z
2018,23,Detroit Red Wings,Atlantic,1416.1,28,45,73,0.384,28-45,Washington Capitals,1686.8,1498.5,NA,2026-07-04T20:17:27Z
2018,24,Chicago Blackhawks,Central,1413.2,32,44,76,0.421,32-44,Washington Capitals,1686.8,1512.7,NA,2026-07-04T20:17:27Z
2018,25,Calgary Flames,Pacific,1410.9,33,40,73,0.452,33-40,Washington Capitals,1686.8,1503.5,NA,2026-07-04T20:17:27Z
2018,26,Vancouver Canucks,Pacific,1408.2,28,49,77,0.364,28-49,Washington Capitals,1686.8,1509.1,NA,2026-07-04T20:17:27Z
2018,27,Montreal Canadiens,Atlantic,1385.6,27,45,72,0.375,27-45,Washington Capitals,1686.8,1495.5,NA,2026-07-04T20:17:27Z
2018,28,New York Islanders,Metropolitan,1384.5,33,46,79,0.418,33-46,Washington Capitals,1686.8,1504.2,NA,2026-07-04T20:17:27Z
2018,29,Buffalo Sabres,Atlantic,1381.6,24,48,72,0.333,24-48,Washington Capitals,1686.8,1499.2,NA,2026-07-04T20:17:27Z
2018,30,New York Rangers,Metropolitan,1371.2,31,44,75,0.413,31-44,Winnipeg Jets,1635.9,1500.3,NA,2026-07-04T20:17:27Z
2018,31,Ottawa Senators,Atlantic,1338.5,25,48,73,0.342,25-48,Nashville Predators,1613.2,1499,NA,2026-07-04T20:17:27Z
