date,home,away,winner,loser,winner_pts,loser_pts,end_type
2024-11-11,Chicago Blackhawks,Minnesota Wild,Chicago Blackhawks,Minnesota Wild,2,1,OT
2024-11-11,Anaheim Ducks,Columbus Blue Jackets,Anaheim Ducks,Columbus Blue Jackets,4,2,REG
2024-11-11,Buffalo Sabres,Montreal Canadiens,Montreal Canadiens,Buffalo Sabres,7,5,REG
2024-11-12,Philadelphia Flyers,San Jose Sharks,Philadelphia Flyers,San Jose Sharks,4,3,SO
2024-11-12,Pittsburgh Penguins,Dallas Stars,Dallas Stars,Pittsburgh Penguins,5,1,REG
2024-11-12,Calgary Flames,Los Angeles Kings,Calgary Flames,Los Angeles Kings,3,1,REG
2024-11-12,Colorado Avalanche,Nashville Predators,Colorado Avalanche,Nashville Predators,3,2,OT
2024-11-12,Vegas Golden Knights,Carolina Hurricanes,Carolina Hurricanes,Vegas Golden Knights,5,2,REG
2024-11-13,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,Toronto Maple Leafs,3,0,REG
2024-11-13,New York Rangers,Winnipeg Jets,Winnipeg Jets,New York Rangers,6,3,REG
2024-11-13,Florida Panthers,New Jersey Devils,New Jersey Devils,Florida Panthers,4,1,REG
2024-11-13,St. Louis Blues,Boston Bruins,Boston Bruins,St. Louis Blues,3,2,REG
2024-11-13,Edmonton Oilers,New York Islanders,Edmonton Oilers,New York Islanders,4,3,OT
2024-11-13,Vancouver Canucks,Calgary Flames,Vancouver Canucks,Calgary Flames,3,1,REG
2024-11-13,Seattle Kraken,Columbus Blue Jackets,Seattle Kraken,Columbus Blue Jackets,5,2,REG
2024-11-14,Pittsburgh Penguins,Detroit Red Wings,Detroit Red Wings,Pittsburgh Penguins,3,2,OT
2024-11-14,Washington Capitals,Toronto Maple Leafs,Toronto Maple Leafs,Washington Capitals,4,3,OT
2024-11-14,Utah Hockey Club,Carolina Hurricanes,Utah Hockey Club,Carolina Hurricanes,4,1,REG
2024-11-14,Colorado Avalanche,Los Angeles Kings,Colorado Avalanche,Los Angeles Kings,4,2,REG
2024-11-14,Anaheim Ducks,Vegas Golden Knights,Vegas Golden Knights,Anaheim Ducks,3,2,REG
2024-11-15,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,Ottawa Senators,5,4,OT
2024-11-15,Tampa Bay Lightning,Winnipeg Jets,Tampa Bay Lightning,Winnipeg Jets,4,1,REG
2024-11-15,Florida Panthers,New Jersey Devils,New Jersey Devils,Florida Panthers,6,2,REG
2024-11-15,New York Rangers,San Jose Sharks,New York Rangers,San Jose Sharks,3,2,REG
2024-11-15,Buffalo Sabres,St. Louis Blues,Buffalo Sabres,St. Louis Blues,4,3,OT
2024-11-15,Dallas Stars,Boston Bruins,Dallas Stars,Boston Bruins,6,2,REG
2024-11-15,Minnesota Wild,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,3,0,REG
2024-11-15,Edmonton Oilers,Nashville Predators,Edmonton Oilers,Nashville Predators,3,2,OT
2024-11-15,Vancouver Canucks,New York Islanders,New York Islanders,Vancouver Canucks,5,2,REG
2024-11-15,Seattle Kraken,Chicago Blackhawks,Seattle Kraken,Chicago Blackhawks,3,1,REG
2024-11-16,Columbus Blue Jackets,Pittsburgh Penguins,Columbus Blue Jackets,Pittsburgh Penguins,6,2,REG
2024-11-16,Colorado Avalanche,Washington Capitals,Washington Capitals,Colorado Avalanche,5,2,REG
2024-11-16,Calgary Flames,Nashville Predators,Calgary Flames,Nashville Predators,2,0,REG
2024-11-16,Utah Hockey Club,Vegas Golden Knights,Vegas Golden Knights,Utah Hockey Club,4,2,REG
2024-11-16,Anaheim Ducks,Detroit Red Wings,Anaheim Ducks,Detroit Red Wings,6,4,REG
2024-11-16,Boston Bruins,St. Louis Blues,St. Louis Blues,Boston Bruins,3,2,OT
2024-11-16,Seattle Kraken,New York Islanders,Seattle Kraken,New York Islanders,3,2,REG
2024-11-17,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,4,3,OT
2024-11-17,Montreal Canadiens,Columbus Blue Jackets,Montreal Canadiens,Columbus Blue Jackets,5,1,REG
2024-11-17,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,4,0,REG
2024-11-17,Florida Panthers,Winnipeg Jets,Florida Panthers,Winnipeg Jets,4,0,REG
2024-11-17,Philadelphia Flyers,Buffalo Sabres,Philadelphia Flyers,Buffalo Sabres,5,2,REG
2024-11-17,Pittsburgh Penguins,San Jose Sharks,Pittsburgh Penguins,San Jose Sharks,4,3,SO
2024-11-17,Carolina Hurricanes,Ottawa Senators,Carolina Hurricanes,Ottawa Senators,4,0,REG
2024-11-17,Minnesota Wild,Dallas Stars,Dallas Stars,Minnesota Wild,2,1,REG
2024-11-17,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,Detroit Red Wings,4,1,REG
2024-11-17,Vancouver Canucks,Chicago Blackhawks,Vancouver Canucks,Chicago Blackhawks,4,1,REG
2024-11-17,Carolina Hurricanes,St. Louis Blues,Carolina Hurricanes,St. Louis Blues,4,1,REG
2024-11-18,Vegas Golden Knights,Washington Capitals,Washington Capitals,Vegas Golden Knights,5,2,REG
2024-11-18,Seattle Kraken,New York Rangers,New York Rangers,Seattle Kraken,2,0,REG
2024-11-18,Vancouver Canucks,Nashville Predators,Nashville Predators,Vancouver Canucks,5,3,REG
2024-11-19,Boston Bruins,Columbus Blue Jackets,Columbus Blue Jackets,Boston Bruins,5,1,REG
2024-11-19,Philadelphia Flyers,Colorado Avalanche,Colorado Avalanche,Philadelphia Flyers,3,2,REG
2024-11-19,Montreal Canadiens,Edmonton Oilers,Montreal Canadiens,Edmonton Oilers,3,0,REG
2024-11-19,Dallas Stars,Anaheim Ducks,Anaheim Ducks,Dallas Stars,4,2,REG
2024-11-19,Utah Hockey Club,Washington Capitals,Washington Capitals,Utah Hockey Club,6,2,REG
2024-11-19,San Jose Sharks,Detroit Red Wings,San Jose Sharks,Detroit Red Wings,5,4,OT
2024-11-20,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,Ottawa Senators,5,2,REG
2024-11-20,Pittsburgh Penguins,Tampa Bay Lightning,Tampa Bay Lightning,Pittsburgh Penguins,3,2,OT
2024-11-20,St. Louis Blues,Minnesota Wild,Minnesota Wild,St. Louis Blues,4,2,REG
2024-11-20,Winnipeg Jets,Florida Panthers,Winnipeg Jets,Florida Panthers,6,3,REG
2024-11-20,Chicago Blackhawks,Anaheim Ducks,Anaheim Ducks,Chicago Blackhawks,3,2,REG
2024-11-20,Calgary Flames,New York Islanders,Calgary Flames,New York Islanders,2,1,SO
2024-11-20,Vancouver Canucks,New York Rangers,New York Rangers,Vancouver Canucks,4,3,REG
2024-11-21,Toronto Maple Leafs,Vegas Golden Knights,Toronto Maple Leafs,Vegas Golden Knights,3,0,REG
2024-11-21,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,Philadelphia Flyers,4,1,REG
2024-11-21,Dallas Stars,San Jose Sharks,Dallas Stars,San Jose Sharks,5,2,REG
2024-11-21,Seattle Kraken,Nashville Predators,Seattle Kraken,Nashville Predators,3,0,REG
2024-11-22,Ottawa Senators,Vegas Golden Knights,Vegas Golden Knights,Ottawa Senators,3,2,REG
2024-11-22,Detroit Red Wings,New York Islanders,Detroit Red Wings,New York Islanders,2,1,REG
2024-11-22,New Jersey Devils,Carolina Hurricanes,New Jersey Devils,Carolina Hurricanes,4,2,REG
2024-11-22,Washington Capitals,Colorado Avalanche,Colorado Avalanche,Washington Capitals,2,1,REG
2024-11-22,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,7,6,OT
2024-11-22,St. Louis Blues,San Jose Sharks,St. Louis Blues,San Jose Sharks,3,2,SO
2024-11-22,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,Florida Panthers,3,1,REG
2024-11-22,Calgary Flames,New York Rangers,Calgary Flames,New York Rangers,3,2,REG
2024-11-22,Edmonton Oilers,Minnesota Wild,Minnesota Wild,Edmonton Oilers,5,3,REG
2024-11-23,Pittsburgh Penguins,Winnipeg Jets,Winnipeg Jets,Pittsburgh Penguins,4,1,REG
2024-11-23,Anaheim Ducks,Buffalo Sabres,Buffalo Sabres,Anaheim Ducks,3,2,OT
2024-11-23,Philadelphia Flyers,Chicago Blackhawks,Philadelphia Flyers,Chicago Blackhawks,3,2,OT
2024-11-23,Calgary Flames,Minnesota Wild,Calgary Flames,Minnesota Wild,4,3,SO
2024-11-23,Los Angeles Kings,Seattle Kraken,Los Angeles Kings,Seattle Kraken,2,1,REG
2024-11-23,Florida Panthers,Colorado Avalanche,Colorado Avalanche,Florida Panthers,7,4,REG
2024-11-24,Montreal Canadiens,Vegas Golden Knights,Vegas Golden Knights,Montreal Canadiens,6,2,REG
2024-11-24,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,4,3,REG
2024-11-24,Detroit Red Wings,Boston Bruins,Boston Bruins,Detroit Red Wings,2,1,REG
2024-11-24,Tampa Bay Lightning,Dallas Stars,Dallas Stars,Tampa Bay Lightning,4,2,REG
2024-11-24,Pittsburgh Penguins,Utah Hockey Club,Utah Hockey Club,Pittsburgh Penguins,5,1,REG
2024-11-24,Washington Capitals,New Jersey Devils,New Jersey Devils,Washington Capitals,3,2,REG
2024-11-24,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,5,4,SO
2024-11-24,Nashville Predators,Winnipeg Jets,Nashville Predators,Winnipeg Jets,4,1,REG
2024-11-24,New York Islanders,St. Louis Blues,New York Islanders,St. Louis Blues,3,1,REG
2024-11-24,San Jose Sharks,Buffalo Sabres,Buffalo Sabres,San Jose Sharks,4,2,REG
2024-11-24,Edmonton Oilers,New York Rangers,Edmonton Oilers,New York Rangers,6,2,REG
2024-11-25,Toronto Maple Leafs,Utah Hockey Club,Toronto Maple Leafs,Utah Hockey Club,3,2,REG
2024-11-26,Tampa Bay Lightning,Colorado Avalanche,Tampa Bay Lightning,Colorado Avalanche,6,2,REG
2024-11-26,Florida Panthers,Washington Capitals,Washington Capitals,Florida Panthers,4,1,REG
2024-11-26,New Jersey Devils,Nashville Predators,New Jersey Devils,Nashville Predators,5,2,REG
2024-11-26,New York Rangers,St. Louis Blues,St. Louis Blues,New York Rangers,5,2,REG
2024-11-26,Philadelphia Flyers,Vegas Golden Knights,Vegas Golden Knights,Philadelphia Flyers,5,4,SO
2024-11-26,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,Dallas Stars,6,4,REG
2024-11-26,Ottawa Senators,Calgary Flames,Ottawa Senators,Calgary Flames,4,3,REG
2024-11-26,New York Islanders,Detroit Red Wings,Detroit Red Wings,New York Islanders,4,2,REG
2024-11-26,Minnesota Wild,Winnipeg Jets,Winnipeg Jets,Minnesota Wild,4,1,REG
2024-11-26,Anaheim Ducks,Seattle Kraken,Seattle Kraken,Anaheim Ducks,3,2,REG
2024-11-26,San Jose Sharks,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,6,2,REG
2024-11-27,Boston Bruins,Vancouver Canucks,Vancouver Canucks,Boston Bruins,2,0,REG
2024-11-27,Montreal Canadiens,Utah Hockey Club,Utah Hockey Club,Montreal Canadiens,3,2,OT
2024-11-28,New Jersey Devils,St. Louis Blues,St. Louis Blues,New Jersey Devils,3,0,REG
2024-11-28,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,New York Rangers,4,3,REG
2024-11-28,Detroit Red Wings,Calgary Flames,Detroit Red Wings,Calgary Flames,2,1,OT
2024-11-28,Tampa Bay Lightning,Washington Capitals,Washington Capitals,Tampa Bay Lightning,5,4,REG
2024-11-28,Florida Panthers,Toronto Maple Leafs,Florida Panthers,Toronto Maple Leafs,5,1,REG
2024-11-28,New York Islanders,Boston Bruins,Boston Bruins,New York Islanders,6,3,REG
2024-11-28,Pittsburgh Penguins,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,5,4,REG
2024-11-28,Columbus Blue Jackets,Montreal Canadiens,Montreal Canadiens,Columbus Blue Jackets,4,3,OT
2024-11-28,Nashville Predators,Philadelphia Flyers,Philadelphia Flyers,Nashville Predators,3,2,OT
2024-11-28,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,Dallas Stars,6,2,REG
2024-11-28,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,2,1,SO
2024-11-28,Los Angeles Kings,Winnipeg Jets,Los Angeles Kings,Winnipeg Jets,4,1,REG
2024-11-28,Seattle Kraken,Anaheim Ducks,Anaheim Ducks,Seattle Kraken,5,2,REG
2024-11-28,San Jose Sharks,Ottawa Senators,Ottawa Senators,San Jose Sharks,4,3,REG
2024-11-29,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,New York Rangers,3,1,REG
2024-11-29,Minnesota Wild,Chicago Blackhawks,Minnesota Wild,Chicago Blackhawks,3,2,REG
2024-11-29,Buffalo Sabres,Vancouver Canucks,Vancouver Canucks,Buffalo Sabres,4,3,OT
2024-11-29,Detroit Red Wings,New Jersey Devils,New Jersey Devils,Detroit Red Wings,5,4,REG
2024-11-29,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,5,4,OT
2024-11-29,Carolina Hurricanes,Florida Panthers,Florida Panthers,Carolina Hurricanes,6,3,REG
2024-11-29,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,Calgary Flames,5,2,REG
2024-11-29,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,Nashville Predators,3,2,OT
2024-11-29,Anaheim Ducks,Los Angeles Kings,Los Angeles Kings,Anaheim Ducks,2,1,REG
2024-11-29,San Jose Sharks,Seattle Kraken,San Jose Sharks,Seattle Kraken,8,5,REG
2024-11-29,Boston Bruins,Pittsburgh Penguins,Pittsburgh Penguins,Boston Bruins,2,1,REG
2024-11-30,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,Winnipeg Jets,4,3,REG
2024-11-30,Dallas Stars,Colorado Avalanche,Dallas Stars,Colorado Avalanche,5,3,REG
2024-11-30,Utah Hockey Club,Edmonton Oilers,Edmonton Oilers,Utah Hockey Club,4,3,OT
2024-11-30,New York Rangers,Montreal Canadiens,New York Rangers,Montreal Canadiens,4,3,REG
2024-11-30,Florida Panthers,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,4,0,REG
2024-12-01,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Maple Leafs,Tampa Bay Lightning,5,3,REG
2024-12-01,New Jersey Devils,Washington Capitals,Washington Capitals,New Jersey Devils,6,5,REG
2024-12-01,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,Calgary Flames,6,2,REG
2024-12-01,St. Louis Blues,Philadelphia Flyers,Philadelphia Flyers,St. Louis Blues,3,2,OT
2024-12-01,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,Ottawa Senators,5,2,REG
2024-12-01,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,3,0,REG
2024-12-01,Minnesota Wild,Nashville Predators,Minnesota Wild,Nashville Predators,3,2,OT
2024-12-01,Colorado Avalanche,Edmonton Oilers,Edmonton Oilers,Colorado Avalanche,4,1,REG
2024-12-01,Vegas Golden Knights,Utah Hockey Club,Utah Hockey Club,Vegas Golden Knights,4,0,REG
2024-12-01,Seattle Kraken,San Jose Sharks,San Jose Sharks,Seattle Kraken,4,2,REG
2024-12-01,Detroit Red Wings,Vancouver Canucks,Vancouver Canucks,Detroit Red Wings,5,4,OT
2024-12-01,Boston Bruins,Montreal Canadiens,Boston Bruins,Montreal Canadiens,6,3,REG
2024-12-01,Chicago Blackhawks,Columbus Blue Jackets,Columbus Blue Jackets,Chicago Blackhawks,6,3,REG
2024-12-01,Dallas Stars,Winnipeg Jets,Dallas Stars,Winnipeg Jets,3,1,REG
2024-12-02,Anaheim Ducks,Ottawa Senators,Anaheim Ducks,Ottawa Senators,4,3,SO
2024-12-03,New York Rangers,New Jersey Devils,New Jersey Devils,New York Rangers,5,1,REG
2024-12-03,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,4,1,REG
2024-12-03,Utah Hockey Club,Dallas Stars,Dallas Stars,Utah Hockey Club,2,1,REG
2024-12-04,Boston Bruins,Detroit Red Wings,Boston Bruins,Detroit Red Wings,3,2,OT
2024-12-04,Buffalo Sabres,Colorado Avalanche,Colorado Avalanche,Buffalo Sabres,5,4,REG
2024-12-04,Montreal Canadiens,New York Islanders,Montreal Canadiens,New York Islanders,2,1,OT
2024-12-04,Pittsburgh Penguins,Florida Panthers,Pittsburgh Penguins,Florida Panthers,5,4,OT
2024-12-04,Washington Capitals,San Jose Sharks,San Jose Sharks,Washington Capitals,2,1,OT
2024-12-04,Carolina Hurricanes,Seattle Kraken,Seattle Kraken,Carolina Hurricanes,4,2,REG
2024-12-04,Minnesota Wild,Vancouver Canucks,Minnesota Wild,Vancouver Canucks,3,2,OT
2024-12-04,Winnipeg Jets,St. Louis Blues,St. Louis Blues,Winnipeg Jets,4,1,REG
2024-12-04,Calgary Flames,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,3,0,REG
2024-12-05,Toronto Maple Leafs,Nashville Predators,Toronto Maple Leafs,Nashville Predators,3,2,REG
2024-12-05,Chicago Blackhawks,Boston Bruins,Boston Bruins,Chicago Blackhawks,4,2,REG
2024-12-05,Anaheim Ducks,Vegas Golden Knights,Vegas Golden Knights,Anaheim Ducks,4,1,REG
2024-12-05,Los Angeles Kings,Dallas Stars,Los Angeles Kings,Dallas Stars,3,2,REG
2024-12-06,Buffalo Sabres,Winnipeg Jets,Winnipeg Jets,Buffalo Sabres,3,2,OT
2024-12-06,Montreal Canadiens,Nashville Predators,Montreal Canadiens,Nashville Predators,3,0,REG
2024-12-06,Ottawa Senators,Detroit Red Wings,Ottawa Senators,Detroit Red Wings,2,1,REG
2024-12-06,Tampa Bay Lightning,San Jose Sharks,Tampa Bay Lightning,San Jose Sharks,5,1,REG
2024-12-06,Philadelphia Flyers,Florida Panthers,Florida Panthers,Philadelphia Flyers,7,5,REG
2024-12-06,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,5,3,REG
2024-12-06,New York Islanders,Seattle Kraken,Seattle Kraken,New York Islanders,5,2,REG
2024-12-06,Calgary Flames,St. Louis Blues,St. Louis Blues,Calgary Flames,4,3,OT
2024-12-06,Edmonton Oilers,Columbus Blue Jackets,Edmonton Oilers,Columbus Blue Jackets,6,3,REG
2024-12-07,Toronto Maple Leafs,Washington Capitals,Washington Capitals,Toronto Maple Leafs,3,1,REG
2024-12-07,New Jersey Devils,Seattle Kraken,New Jersey Devils,Seattle Kraken,3,2,REG
2024-12-07,New York Rangers,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,4,2,REG
2024-12-07,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,Columbus Blue Jackets,5,2,REG
2024-12-07,Vegas Golden Knights,Dallas Stars,Vegas Golden Knights,Dallas Stars,3,2,REG
2024-12-07,Anaheim Ducks,Minnesota Wild,Minnesota Wild,Anaheim Ducks,5,1,REG
2024-12-07,Boston Bruins,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,4,3,OT
2024-12-07,Buffalo Sabres,Utah Hockey Club,Utah Hockey Club,Buffalo Sabres,5,2,REG
2024-12-07,Chicago Blackhawks,Winnipeg Jets,Winnipeg Jets,Chicago Blackhawks,4,2,REG
2024-12-07,New York Islanders,Carolina Hurricanes,New York Islanders,Carolina Hurricanes,4,3,REG
2024-12-07,Florida Panthers,San Jose Sharks,Florida Panthers,San Jose Sharks,3,1,REG
2024-12-08,Montreal Canadiens,Washington Capitals,Washington Capitals,Montreal Canadiens,4,2,REG
2024-12-08,Ottawa Senators,Nashville Predators,Ottawa Senators,Nashville Predators,3,1,REG
2024-12-08,Detroit Red Wings,Colorado Avalanche,Colorado Avalanche,Detroit Red Wings,2,1,REG
2024-12-08,Pittsburgh Penguins,Toronto Maple Leafs,Pittsburgh Penguins,Toronto Maple Leafs,5,2,REG
2024-12-08,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,Minnesota Wild,4,1,REG
2024-12-08,Edmonton Oilers,St. Louis Blues,Edmonton Oilers,St. Louis Blues,4,2,REG
2024-12-08,New York Rangers,Seattle Kraken,Seattle Kraken,New York Rangers,7,5,REG
2024-12-08,Vancouver Canucks,Tampa Bay Lightning,Tampa Bay Lightning,Vancouver Canucks,4,2,REG
2024-12-08,Ottawa Senators,New York Islanders,New York Islanders,Ottawa Senators,4,2,REG
2024-12-08,Winnipeg Jets,Columbus Blue Jackets,Columbus Blue Jackets,Winnipeg Jets,4,1,REG
2024-12-09,New Jersey Devils,Colorado Avalanche,Colorado Avalanche,New Jersey Devils,4,0,REG
2024-12-09,Philadelphia Flyers,Utah Hockey Club,Utah Hockey Club,Philadelphia Flyers,4,2,REG
2024-12-09,Dallas Stars,Calgary Flames,Dallas Stars,Calgary Flames,6,2,REG
2024-12-10,Buffalo Sabres,Detroit Red Wings,Detroit Red Wings,Buffalo Sabres,6,5,SO
2024-12-10,New York Rangers,Chicago Blackhawks,Chicago Blackhawks,New York Rangers,2,1,REG
2024-12-10,Montreal Canadiens,Anaheim Ducks,Montreal Canadiens,Anaheim Ducks,3,2,SO
2024-12-11,New Jersey Devils,Toronto Maple Leafs,Toronto Maple Leafs,New Jersey Devils,2,1,OT
2024-12-11,Pittsburgh Penguins,Colorado Avalanche,Colorado Avalanche,Pittsburgh Penguins,6,2,REG
2024-12-11,Carolina Hurricanes,San Jose Sharks,Carolina Hurricanes,San Jose Sharks,3,2,REG
2024-12-11,Columbus Blue Jackets,Philadelphia Flyers,Philadelphia Flyers,Columbus Blue Jackets,5,3,REG
2024-12-11,New York Islanders,Los Angeles Kings,Los Angeles Kings,New York Islanders,3,1,REG
2024-12-11,Nashville Predators,Calgary Flames,Calgary Flames,Nashville Predators,4,3,REG
2024-12-11,Winnipeg Jets,Boston Bruins,Winnipeg Jets,Boston Bruins,5,1,REG
2024-12-11,Edmonton Oilers,Tampa Bay Lightning,Edmonton Oilers,Tampa Bay Lightning,2,1,REG
2024-12-11,Utah Hockey Club,Minnesota Wild,Minnesota Wild,Utah Hockey Club,5,4,SO
2024-12-11,Vancouver Canucks,St. Louis Blues,St. Louis Blues,Vancouver Canucks,4,3,OT
2024-12-11,Seattle Kraken,Florida Panthers,Florida Panthers,Seattle Kraken,2,1,SO
2024-12-12,Buffalo Sabres,New York Rangers,New York Rangers,Buffalo Sabres,3,2,REG
2024-12-12,Ottawa Senators,Anaheim Ducks,Ottawa Senators,Anaheim Ducks,5,1,REG
2024-12-13,Toronto Maple Leafs,Anaheim Ducks,Toronto Maple Leafs,Anaheim Ducks,3,2,REG
2024-12-13,Montreal Canadiens,Pittsburgh Penguins,Pittsburgh Penguins,Montreal Canadiens,6,2,REG
2024-12-13,New Jersey Devils,Los Angeles Kings,New Jersey Devils,Los Angeles Kings,3,1,REG
2024-12-13,Philadelphia Flyers,Detroit Red Wings,Philadelphia Flyers,Detroit Red Wings,4,1,REG
2024-12-13,Columbus Blue Jackets,Washington Capitals,Washington Capitals,Columbus Blue Jackets,2,1,OT
2024-12-13,New York Islanders,Chicago Blackhawks,New York Islanders,Chicago Blackhawks,5,4,REG
2024-12-13,St. Louis Blues,San Jose Sharks,San Jose Sharks,St. Louis Blues,4,3,REG
2024-12-13,Dallas Stars,Nashville Predators,Nashville Predators,Dallas Stars,4,1,REG
2024-12-13,Winnipeg Jets,Vegas Golden Knights,Vegas Golden Knights,Winnipeg Jets,3,2,OT
2024-12-13,Minnesota Wild,Edmonton Oilers,Edmonton Oilers,Minnesota Wild,5,1,REG
2024-12-13,Colorado Avalanche,Utah Hockey Club,Utah Hockey Club,Colorado Avalanche,4,1,REG
2024-12-13,Calgary Flames,Tampa Bay Lightning,Tampa Bay Lightning,Calgary Flames,7,3,REG
2024-12-13,Vancouver Canucks,Florida Panthers,Vancouver Canucks,Florida Panthers,4,0,REG
2024-12-13,Seattle Kraken,Boston Bruins,Seattle Kraken,Boston Bruins,5,1,REG
2024-12-14,Carolina Hurricanes,Ottawa Senators,Ottawa Senators,Carolina Hurricanes,3,0,REG
2024-12-14,New Jersey Devils,Chicago Blackhawks,New Jersey Devils,Chicago Blackhawks,4,1,REG
2024-12-14,New York Rangers,Los Angeles Kings,Los Angeles Kings,New York Rangers,5,1,REG
2024-12-14,Minnesota Wild,Philadelphia Flyers,Minnesota Wild,Philadelphia Flyers,4,1,REG
2024-12-14,Edmonton Oilers,Vegas Golden Knights,Edmonton Oilers,Vegas Golden Knights,6,3,REG
2024-12-15,Ottawa Senators,Pittsburgh Penguins,Ottawa Senators,Pittsburgh Penguins,3,2,OT
2024-12-15,Detroit Red Wings,Toronto Maple Leafs,Detroit Red Wings,Toronto Maple Leafs,4,2,REG
2024-12-15,Washington Capitals,Buffalo Sabres,Washington Capitals,Buffalo Sabres,4,2,REG
2024-12-15,Columbus Blue Jackets,Anaheim Ducks,Anaheim Ducks,Columbus Blue Jackets,4,3,OT
2024-12-15,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,4,2,REG
2024-12-15,Dallas Stars,St. Louis Blues,Dallas Stars,St. Louis Blues,2,1,OT
2024-12-15,Colorado Avalanche,Nashville Predators,Colorado Avalanche,Nashville Predators,5,2,REG
2024-12-15,Calgary Flames,Florida Panthers,Calgary Flames,Florida Panthers,3,0,REG
2024-12-15,Vancouver Canucks,Boston Bruins,Boston Bruins,Vancouver Canucks,5,1,REG
2024-12-15,San Jose Sharks,Utah Hockey Club,Utah Hockey Club,San Jose Sharks,4,3,REG
2024-12-15,Seattle Kraken,Tampa Bay Lightning,Tampa Bay Lightning,Seattle Kraken,5,1,REG
2024-12-15,Chicago Blackhawks,New York Islanders,Chicago Blackhawks,New York Islanders,5,3,REG
2024-12-15,Toronto Maple Leafs,Buffalo Sabres,Toronto Maple Leafs,Buffalo Sabres,5,3,REG
2024-12-15,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,4,1,REG
2024-12-15,St. Louis Blues,New York Rangers,St. Louis Blues,New York Rangers,3,2,REG
2024-12-15,Minnesota Wild,Vegas Golden Knights,Vegas Golden Knights,Minnesota Wild,3,2,REG
2024-12-17,Dallas Stars,Washington Capitals,Dallas Stars,Washington Capitals,3,1,REG
2024-12-17,Edmonton Oilers,Florida Panthers,Florida Panthers,Edmonton Oilers,6,5,REG
2024-12-17,Vancouver Canucks,Colorado Avalanche,Vancouver Canucks,Colorado Avalanche,3,1,REG
2024-12-18,Montreal Canadiens,Buffalo Sabres,Montreal Canadiens,Buffalo Sabres,5,1,REG
2024-12-18,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,5,3,REG
2024-12-18,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,Los Angeles Kings,3,2,OT
2024-12-18,Carolina Hurricanes,New York Islanders,Carolina Hurricanes,New York Islanders,4,0,REG
2024-12-18,St. Louis Blues,New Jersey Devils,New Jersey Devils,St. Louis Blues,4,1,REG
2024-12-18,Nashville Predators,New York Rangers,Nashville Predators,New York Rangers,2,0,REG
2024-12-18,Chicago Blackhawks,Washington Capitals,Chicago Blackhawks,Washington Capitals,3,2,REG
2024-12-18,Calgary Flames,Boston Bruins,Boston Bruins,Calgary Flames,4,3,OT
2024-12-18,Seattle Kraken,Ottawa Senators,Ottawa Senators,Seattle Kraken,3,0,REG
2024-12-18,San Jose Sharks,Winnipeg Jets,Winnipeg Jets,San Jose Sharks,4,3,REG
