season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2019,1,Boston Bruins,Atlantic,1693.2,62,40,102,0.608,62-40,Tampa Bay Lightning,1648.3,1512.4,NA,2026-09-25T17:03:45Z,1693.2,2026-09-24,0
2019,2,Tampa Bay Lightning,Atlantic,1648.3,60,23,83,0.723,60-23,Boston Bruins,1693.2,1497.2,NA,2026-09-25T17:03:45Z,1648.3,2026-09-24,0
2019,3,St. Louis Blues,Central,1638.6,59,46,105,0.562,59-46,Boston Bruins,1693.2,1512.3,NA,2026-09-25T17:03:45Z,1638.6,2026-09-24,0
2019,4,Columbus Blue Jackets,Metropolitan,1622.4,52,39,91,0.571,52-39,Boston Bruins,1693.2,1516,NA,2026-09-25T17:03:45Z,1622.4,2026-09-24,0
2019,5,Carolina Hurricanes,Metropolitan,1599.3,53,43,96,0.552,53-43,Boston Bruins,1693.2,1514,NA,2026-09-25T17:03:45Z,1599.3,2026-09-24,0
2019,6,Washington Capitals,Metropolitan,1579.6,51,37,88,0.58,51-37,Boston Bruins,1693.2,1504.3,NA,2026-09-25T17:03:45Z,1579.6,2026-09-24,0
2019,7,New York Islanders,Metropolitan,1574.7,52,36,88,0.591,52-36,Tampa Bay Lightning,1648.3,1500.5,NA,2026-09-25T17:03:45Z,1574.7,2026-09-24,0
2019,8,Dallas Stars,Central,1566,47,44,91,0.516,47-44,St. Louis Blues,1638.6,1510,NA,2026-09-25T17:03:45Z,1566,2026-09-24,0
2019,9,Montreal Canadiens,Atlantic,1548.8,44,37,81,0.543,44-37,Boston Bruins,1693.2,1500.1,NA,2026-09-25T17:03:45Z,1548.8,2026-09-24,0
2019,10,Colorado Avalanche,Central,1540.5,45,48,93,0.484,45-48,Boston Bruins,1693.2,1499.5,NA,2026-09-25T17:03:45Z,1540.5,2026-09-24,0
2019,11,Calgary Flames,Pacific,1523.1,50,35,85,0.588,50-35,Boston Bruins,1693.2,1498.3,NA,2026-09-25T17:03:45Z,1523.1,2026-09-24,0
2019,12,San Jose Sharks,Pacific,1511.6,56,46,102,0.549,56-46,Tampa Bay Lightning,1648.3,1505.6,NA,2026-09-25T17:03:45Z,1511.6,2026-09-24,0
2019,13,Florida Panthers,Atlantic,1508.1,36,46,82,0.439,36-46,Boston Bruins,1693.2,1501.1,NA,2026-09-25T17:03:45Z,1508.1,2026-09-24,0
2019,14,Winnipeg Jets,Central,1507.3,48,38,86,0.558,48-38,Boston Bruins,1693.2,1508.7,NA,2026-09-25T17:03:45Z,1507.3,2026-09-24,0
2019,15,Nashville Predators,Central,1505.3,47,39,86,0.547,47-39,Tampa Bay Lightning,1648.3,1506.2,NA,2026-09-25T17:03:45Z,1505.3,2026-09-24,0
2019,16,Pittsburgh Penguins,Metropolitan,1500.7,44,42,86,0.512,44-42,Boston Bruins,1693.2,1505.7,NA,2026-09-25T17:03:45Z,1500.7,2026-09-24,0
2019,17,Vegas Golden Knights,Pacific,1497.9,45,42,87,0.517,45-42,Tampa Bay Lightning,1648.3,1495.1,NA,2026-09-25T17:03:45Z,1497.9,2026-09-24,0
2019,18,Chicago Blackhawks,Central,1492.5,35,45,80,0.438,35-45,St. Louis Blues,1638.6,1501.9,NA,2026-09-25T17:03:45Z,1492.5,2026-09-24,0
2019,19,Arizona Coyotes,Central,1481.3,38,42,80,0.475,38-42,Tampa Bay Lightning,1648.3,1496.3,NA,2026-09-25T17:03:45Z,1481.3,2026-09-24,0
2019,20,Toronto Maple Leafs,Atlantic,1478.1,49,40,89,0.551,49-40,Boston Bruins,1693.2,1517.6,NA,2026-09-25T17:03:45Z,1478.1,2026-09-24,0
2019,21,Anaheim Ducks,Pacific,1451,33,47,80,0.412,33-47,Tampa Bay Lightning,1648.3,1498.4,NA,2026-09-25T17:03:45Z,1451,2026-09-24,0
2019,22,Vancouver Canucks,Pacific,1444.3,35,45,80,0.438,35-45,Boston Bruins,1693.2,1498.9,NA,2026-09-25T17:03:45Z,1444.3,2026-09-24,0
2019,23,Philadelphia Flyers,Metropolitan,1431.2,36,44,80,0.45,36-44,Boston Bruins,1693.2,1507.3,NA,2026-09-25T17:03:45Z,1431.2,2026-09-24,0
