date,home,away,winner,loser,winner_pts,loser_pts,end_type
2013-10-11,Edmonton Oilers,Montreal Canadiens,Montreal Canadiens,Edmonton Oilers,4,1,REG
2013-10-11,Vancouver Canucks,San Jose Sharks,San Jose Sharks,Vancouver Canucks,4,1,REG
2013-10-11,Anaheim Ducks,New York Rangers,Anaheim Ducks,New York Rangers,4,0,REG
2013-10-11,Carolina Hurricanes,Los Angeles Kings,Los Angeles Kings,Carolina Hurricanes,2,1,SO
2013-10-11,Florida Panthers,Pittsburgh Penguins,Florida Panthers,Pittsburgh Penguins,6,3,REG
2013-10-12,Chicago Blackhawks,New York Islanders,Chicago Blackhawks,New York Islanders,3,2,REG
2013-10-12,Winnipeg Jets,Dallas Stars,Dallas Stars,Winnipeg Jets,4,1,REG
2013-10-12,Calgary Flames,New Jersey Devils,Calgary Flames,New Jersey Devils,3,2,REG
2013-10-12,Columbus Blue Jackets,Boston Bruins,Boston Bruins,Columbus Blue Jackets,3,1,REG
2013-10-12,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,6,5,OT
2013-10-12,Detroit Red Wings,Philadelphia Flyers,Detroit Red Wings,Philadelphia Flyers,5,2,REG
2013-10-12,Tampa Bay Lightning,Pittsburgh Penguins,Pittsburgh Penguins,Tampa Bay Lightning,5,4,REG
2013-10-12,Washington Capitals,Colorado Avalanche,Colorado Avalanche,Washington Capitals,5,1,REG
2013-10-13,Chicago Blackhawks,Buffalo Sabres,Chicago Blackhawks,Buffalo Sabres,2,1,REG
2013-10-13,St. Louis Blues,New York Rangers,St. Louis Blues,New York Rangers,5,3,REG
2013-10-13,Nashville Predators,New York Islanders,Nashville Predators,New York Islanders,3,2,REG
2013-10-13,Minnesota Wild,Dallas Stars,Minnesota Wild,Dallas Stars,5,1,REG
2013-10-13,Vancouver Canucks,Montreal Canadiens,Montreal Canadiens,Vancouver Canucks,4,1,REG
2013-10-13,San Jose Sharks,Ottawa Senators,San Jose Sharks,Ottawa Senators,3,2,REG
2013-10-13,Florida Panthers,Los Angeles Kings,Los Angeles Kings,Florida Panthers,3,0,REG
2013-10-14,Winnipeg Jets,New Jersey Devils,Winnipeg Jets,New Jersey Devils,3,0,REG
2013-10-14,Anaheim Ducks,Ottawa Senators,Anaheim Ducks,Ottawa Senators,4,1,REG
2013-10-14,Boston Bruins,Detroit Red Wings,Detroit Red Wings,Boston Bruins,3,2,REG
2013-10-14,Washington Capitals,Edmonton Oilers,Washington Capitals,Edmonton Oilers,4,2,REG
2013-10-14,Buffalo Sabres,Minnesota Wild,Minnesota Wild,Buffalo Sabres,2,1,REG
2013-10-15,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,4,1,REG
2013-10-15,New York Islanders,Buffalo Sabres,Buffalo Sabres,New York Islanders,4,3,SO
2013-10-15,Philadelphia Flyers,Vancouver Canucks,Vancouver Canucks,Philadelphia Flyers,3,2,REG
2013-10-15,Pittsburgh Penguins,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,3,2,REG
2013-10-15,Carolina Hurricanes,Chicago Blackhawks,Chicago Blackhawks,Carolina Hurricanes,3,2,SO
2013-10-15,Tampa Bay Lightning,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,5,1,REG
2013-10-16,Detroit Red Wings,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,2,1,REG
2013-10-16,St. Louis Blues,San Jose Sharks,San Jose Sharks,St. Louis Blues,6,2,REG
2013-10-16,Nashville Predators,Florida Panthers,Nashville Predators,Florida Panthers,4,3,REG
2013-10-16,Winnipeg Jets,Montreal Canadiens,Montreal Canadiens,Winnipeg Jets,3,0,REG
2013-10-16,Colorado Avalanche,Dallas Stars,Colorado Avalanche,Dallas Stars,3,2,REG
2013-10-17,Washington Capitals,New York Rangers,New York Rangers,Washington Capitals,2,0,REG
2013-10-17,Anaheim Ducks,Calgary Flames,Anaheim Ducks,Calgary Flames,3,2,REG
2013-10-17,Buffalo Sabres,Vancouver Canucks,Vancouver Canucks,Buffalo Sabres,3,0,REG
2013-10-17,Toronto Maple Leafs,Carolina Hurricanes,Carolina Hurricanes,Toronto Maple Leafs,3,2,REG
2013-10-17,New York Islanders,Edmonton Oilers,New York Islanders,Edmonton Oilers,3,2,REG
2013-10-17,Philadelphia Flyers,Pittsburgh Penguins,Pittsburgh Penguins,Philadelphia Flyers,4,1,REG
2013-10-17,Montreal Canadiens,Columbus Blue Jackets,Montreal Canadiens,Columbus Blue Jackets,5,3,REG
2013-10-17,Ottawa Senators,New Jersey Devils,Ottawa Senators,New Jersey Devils,5,2,REG
2013-10-17,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,3,1,REG
2013-10-17,Florida Panthers,Boston Bruins,Boston Bruins,Florida Panthers,3,2,REG
2013-10-18,Chicago Blackhawks,St. Louis Blues,St. Louis Blues,Chicago Blackhawks,3,2,SO
2013-10-18,Nashville Predators,Los Angeles Kings,Los Angeles Kings,Nashville Predators,2,1,SO
2013-10-18,Dallas Stars,San Jose Sharks,Dallas Stars,San Jose Sharks,4,3,SO
2013-10-18,Colorado Avalanche,Detroit Red Wings,Detroit Red Wings,Colorado Avalanche,4,2,REG
2013-10-19,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,St. Louis Blues,4,3,SO
2013-10-19,Pittsburgh Penguins,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,4,3,SO
2013-10-19,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,Ottawa Senators,3,1,REG
2013-10-19,Buffalo Sabres,Colorado Avalanche,Colorado Avalanche,Buffalo Sabres,4,2,REG
2013-10-19,Montreal Canadiens,Nashville Predators,Nashville Predators,Montreal Canadiens,2,1,REG
2013-10-19,Tampa Bay Lightning,Boston Bruins,Boston Bruins,Tampa Bay Lightning,4,0,REG
2013-10-19,Florida Panthers,Minnesota Wild,Florida Panthers,Minnesota Wild,2,1,SO
2013-10-19,New Jersey Devils,New York Rangers,New Jersey Devils,New York Rangers,4,0,REG
2013-10-19,New York Islanders,Carolina Hurricanes,Carolina Hurricanes,New York Islanders,4,3,REG
2013-10-19,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,4,1,REG
2013-10-19,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,3,1,REG
2013-10-20,San Jose Sharks,Calgary Flames,San Jose Sharks,Calgary Flames,6,3,REG
2013-10-20,Los Angeles Kings,Dallas Stars,Los Angeles Kings,Dallas Stars,5,2,REG
2013-10-20,Columbus Blue Jackets,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,3,1,REG
2013-10-21,Winnipeg Jets,Nashville Predators,Nashville Predators,Winnipeg Jets,3,1,REG
2013-10-21,Anaheim Ducks,Dallas Stars,Anaheim Ducks,Dallas Stars,6,3,REG
2013-10-22,Los Angeles Kings,Calgary Flames,Calgary Flames,Los Angeles Kings,3,2,REG
2013-10-22,Toronto Maple Leafs,Anaheim Ducks,Toronto Maple Leafs,Anaheim Ducks,4,2,REG
2013-10-22,New York Islanders,Vancouver Canucks,Vancouver Canucks,New York Islanders,5,4,OT
2013-10-22,Columbus Blue Jackets,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,4,1,REG
2013-10-22,Montreal Canadiens,Edmonton Oilers,Edmonton Oilers,Montreal Canadiens,4,3,REG
2013-10-22,Florida Panthers,Chicago Blackhawks,Chicago Blackhawks,Florida Panthers,3,2,SO
2013-10-23,Minnesota Wild,Nashville Predators,Minnesota Wild,Nashville Predators,2,0,REG
2013-10-23,Winnipeg Jets,Washington Capitals,Washington Capitals,Winnipeg Jets,5,4,SO
2013-10-23,Detroit Red Wings,Ottawa Senators,Ottawa Senators,Detroit Red Wings,5,1,REG
2013-10-24,Buffalo Sabres,Boston Bruins,Boston Bruins,Buffalo Sabres,5,2,REG
2013-10-24,Boston Bruins,San Jose Sharks,Boston Bruins,San Jose Sharks,2,1,REG
2013-10-24,New Jersey Devils,Vancouver Canucks,Vancouver Canucks,New Jersey Devils,3,2,SO
2013-10-24,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,New York Rangers,2,1,REG
2013-10-24,Montreal Canadiens,Anaheim Ducks,Montreal Canadiens,Anaheim Ducks,4,1,REG
2013-10-24,Tampa Bay Lightning,Chicago Blackhawks,Tampa Bay Lightning,Chicago Blackhawks,6,5,OT
2013-10-25,Nashville Predators,Winnipeg Jets,Nashville Predators,Winnipeg Jets,3,2,OT
2013-10-25,Minnesota Wild,Carolina Hurricanes,Minnesota Wild,Carolina Hurricanes,3,1,REG
2013-10-25,Dallas Stars,Calgary Flames,Dallas Stars,Calgary Flames,5,1,REG
2013-10-25,Edmonton Oilers,Washington Capitals,Washington Capitals,Edmonton Oilers,4,1,REG
2013-10-25,Pittsburgh Penguins,New York Islanders,New York Islanders,Pittsburgh Penguins,4,3,REG
2013-10-25,Columbus Blue Jackets,Toronto Maple Leafs,Columbus Blue Jackets,Toronto Maple Leafs,5,2,REG
2013-10-25,Ottawa Senators,Anaheim Ducks,Anaheim Ducks,Ottawa Senators,2,1,REG
2013-10-25,Florida Panthers,Buffalo Sabres,Buffalo Sabres,Florida Panthers,3,1,REG
2013-10-26,St. Louis Blues,Vancouver Canucks,Vancouver Canucks,St. Louis Blues,3,2,OT
2013-10-26,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,4,2,REG
2013-10-26,Boston Bruins,New Jersey Devils,New Jersey Devils,Boston Bruins,4,3,REG
2013-10-26,Toronto Maple Leafs,Pittsburgh Penguins,Toronto Maple Leafs,Pittsburgh Penguins,4,1,REG
2013-10-26,Montreal Canadiens,San Jose Sharks,San Jose Sharks,Montreal Canadiens,2,0,REG
2013-10-26,Detroit Red Wings,New York Rangers,New York Rangers,Detroit Red Wings,3,2,OT
2013-10-26,Tampa Bay Lightning,Buffalo Sabres,Tampa Bay Lightning,Buffalo Sabres,3,2,REG
2013-10-26,New York Islanders,Philadelphia Flyers,Philadelphia Flyers,New York Islanders,5,2,REG
2013-10-26,Dallas Stars,Winnipeg Jets,Winnipeg Jets,Dallas Stars,2,1,SO
2013-10-27,Chicago Blackhawks,Minnesota Wild,Minnesota Wild,Chicago Blackhawks,5,3,REG
2013-10-27,Nashville Predators,St. Louis Blues,St. Louis Blues,Nashville Predators,5,1,REG
2013-10-27,Calgary Flames,Washington Capitals,Calgary Flames,Washington Capitals,5,2,REG
2013-10-27,Ottawa Senators,San Jose Sharks,San Jose Sharks,Ottawa Senators,5,2,REG
2013-10-27,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,Florida Panthers,4,3,SO
2013-10-27,Columbus Blue Jackets,Anaheim Ducks,Anaheim Ducks,Columbus Blue Jackets,4,3,REG
2013-10-28,Colorado Avalanche,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,3,2,REG
2013-10-28,Los Angeles Kings,Edmonton Oilers,Los Angeles Kings,Edmonton Oilers,2,1,SO
2013-10-28,Buffalo Sabres,Dallas Stars,Dallas Stars,Buffalo Sabres,4,3,REG
2013-10-28,Carolina Hurricanes,Pittsburgh Penguins,Pittsburgh Penguins,Carolina Hurricanes,3,1,REG
2013-10-28,New York Rangers,Montreal Canadiens,Montreal Canadiens,New York Rangers,2,0,REG
2013-10-29,Minnesota Wild,Chicago Blackhawks,Chicago Blackhawks,Minnesota Wild,5,1,REG
2013-10-29,Vancouver Canucks,Washington Capitals,Vancouver Canucks,Washington Capitals,3,2,REG
2013-10-29,New York Islanders,New York Rangers,New York Rangers,New York Islanders,3,2,REG
2013-10-29,Philadelphia Flyers,Anaheim Ducks,Anaheim Ducks,Philadelphia Flyers,3,2,REG
2013-10-29,Montreal Canadiens,Dallas Stars,Montreal Canadiens,Dallas Stars,2,1,REG
2013-10-29,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,2,1,REG
2013-10-30,Chicago Blackhawks,Ottawa Senators,Chicago Blackhawks,Ottawa Senators,6,5,REG
2013-10-30,St. Louis Blues,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,3,2,REG
2013-10-30,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,Edmonton Oilers,4,0,REG
2013-10-31,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,Boston Bruins,3,2,REG
2013-10-31,Calgary Flames,Toronto Maple Leafs,Toronto Maple Leafs,Calgary Flames,4,2,REG
2013-10-31,Vancouver Canucks,Detroit Red Wings,Detroit Red Wings,Vancouver Canucks,2,1,REG
2013-10-31,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,San Jose Sharks,4,3,OT
2013-10-31,Boston Bruins,Anaheim Ducks,Boston Bruins,Anaheim Ducks,3,2,SO
2013-10-31,New York Rangers,Buffalo Sabres,New York Rangers,Buffalo Sabres,2,0,REG
2013-11-01,Philadelphia Flyers,Washington Capitals,Washington Capitals,Philadelphia Flyers,4,0,REG
2013-11-01,Pittsburgh Penguins,Columbus Blue Jackets,Pittsburgh Penguins,Columbus Blue Jackets,4,2,REG
2013-11-01,Carolina Hurricanes,Tampa Bay Lightning,Tampa Bay Lightning,Carolina Hurricanes,3,0,REG
2013-11-01,Ottawa Senators,New York Islanders,New York Islanders,Ottawa Senators,5,4,SO
2013-11-01,Florida Panthers,St. Louis Blues,St. Louis Blues,Florida Panthers,4,0,REG
2013-11-02,Minnesota Wild,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,4,3,REG
2013-11-02,Dallas Stars,Colorado Avalanche,Colorado Avalanche,Dallas Stars,3,2,OT
2013-11-02,Calgary Flames,Detroit Red Wings,Detroit Red Wings,Calgary Flames,4,3,REG
2013-11-02,Winnipeg Jets,Chicago Blackhawks,Chicago Blackhawks,Winnipeg Jets,5,1,REG
2013-11-02,Buffalo Sabres,Anaheim Ducks,Anaheim Ducks,Buffalo Sabres,6,3,REG
2013-11-02,Tampa Bay Lightning,St. Louis Blues,Tampa Bay Lightning,St. Louis Blues,4,2,REG
2013-11-02,New York Islanders,Boston Bruins,New York Islanders,Boston Bruins,3,1,REG
2013-11-02,New York Rangers,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,5,1,REG
2013-11-02,Washington Capitals,Florida Panthers,Washington Capitals,Florida Panthers,3,2,SO
2013-11-02,Columbus Blue Jackets,Pittsburgh Penguins,Pittsburgh Penguins,Columbus Blue Jackets,3,0,REG
2013-11-02,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,4,0,REG
2013-11-03,Colorado Avalanche,Montreal Canadiens,Colorado Avalanche,Montreal Canadiens,4,1,REG
2013-11-03,Edmonton Oilers,Detroit Red Wings,Detroit Red Wings,Edmonton Oilers,4,0,REG
2013-11-03,Los Angeles Kings,Nashville Predators,Nashville Predators,Los Angeles Kings,4,3,REG
2013-11-03,Ottawa Senators,Dallas Stars,Dallas Stars,Ottawa Senators,4,3,SO
2013-11-04,Chicago Blackhawks,Calgary Flames,Calgary Flames,Chicago Blackhawks,3,2,OT
2013-11-04,Minnesota Wild,New Jersey Devils,Minnesota Wild,New Jersey Devils,4,0,REG
2013-11-05,New York Rangers,Anaheim Ducks,Anaheim Ducks,New York Rangers,2,1,REG
2013-11-05,Winnipeg Jets,Detroit Red Wings,Winnipeg Jets,Detroit Red Wings,4,2,REG
2013-11-06,Boston Bruins,Dallas Stars,Dallas Stars,Boston Bruins,3,2,SO
2013-11-06,Washington Capitals,New York Islanders,Washington Capitals,New York Islanders,6,2,REG
2013-11-06,Columbus Blue Jackets,Ottawa Senators,Ottawa Senators,Columbus Blue Jackets,4,1,REG
2013-11-06,Montreal Canadiens,St. Louis Blues,St. Louis Blues,Montreal Canadiens,3,2,SO
2013-11-06,Florida Panthers,Edmonton Oilers,Edmonton Oilers,Florida Panthers,4,3,OT
2013-11-06,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,2,1,OT
2013-11-06,Minnesota Wild,Calgary Flames,Minnesota Wild,Calgary Flames,5,1,REG
2013-11-06,San Jose Sharks,Buffalo Sabres,Buffalo Sabres,San Jose Sharks,5,4,SO
2013-11-07,New York Rangers,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,5,1,REG
2013-11-07,Chicago Blackhawks,Winnipeg Jets,Chicago Blackhawks,Winnipeg Jets,4,1,REG
2013-11-07,Colorado Avalanche,Nashville Predators,Nashville Predators,Colorado Avalanche,6,4,REG
2013-11-08,Boston Bruins,Florida Panthers,Boston Bruins,Florida Panthers,4,1,REG
2013-11-08,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,4,1,REG
2013-11-08,Philadelphia Flyers,New Jersey Devils,New Jersey Devils,Philadelphia Flyers,3,0,REG
2013-11-08,Washington Capitals,Minnesota Wild,Washington Capitals,Minnesota Wild,3,2,SO
2013-11-08,Columbus Blue Jackets,New York Rangers,New York Rangers,Columbus Blue Jackets,4,2,REG
2013-11-08,Detroit Red Wings,Dallas Stars,Dallas Stars,Detroit Red Wings,4,3,OT
2013-11-08,Tampa Bay Lightning,Edmonton Oilers,Tampa Bay Lightning,Edmonton Oilers,4,2,REG
2013-11-08,St. Louis Blues,Calgary Flames,St. Louis Blues,Calgary Flames,3,2,REG
2013-11-08,Los Angeles Kings,Buffalo Sabres,Los Angeles Kings,Buffalo Sabres,2,0,REG
2013-11-08,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,San Jose Sharks,4,2,REG
2013-11-09,Toronto Maple Leafs,New Jersey Devils,Toronto Maple Leafs,New Jersey Devils,2,1,SO
2013-11-09,Winnipeg Jets,Nashville Predators,Winnipeg Jets,Nashville Predators,4,0,REG
2013-11-09,Colorado Avalanche,Calgary Flames,Colorado Avalanche,Calgary Flames,4,2,REG
2013-11-09,Anaheim Ducks,Buffalo Sabres,Anaheim Ducks,Buffalo Sabres,6,2,REG
2013-11-09,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,Edmonton Oilers,4,2,REG
2013-11-09,Ottawa Senators,Florida Panthers,Ottawa Senators,Florida Panthers,3,2,REG
2013-11-10,Boston Bruins,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,3,1,REG
2013-11-10,Detroit Red Wings,Tampa Bay Lightning,Tampa Bay Lightning,Detroit Red Wings,3,2,OT
2013-11-10,Carolina Hurricanes,Minnesota Wild,Minnesota Wild,Carolina Hurricanes,3,2,SO
2013-11-10,Columbus Blue Jackets,New York Islanders,Columbus Blue Jackets,New York Islanders,5,2,REG
2013-11-10,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,Pittsburgh Penguins,2,1,REG
2013-11-10,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,5,2,REG
2013-11-10,Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,5,1,REG
2013-11-10,Montreal Canadiens,New York Islanders,Montreal Canadiens,New York Islanders,4,2,REG
2013-11-11,New Jersey Devils,Nashville Predators,New Jersey Devils,Nashville Predators,4,0,REG
2013-11-11,New York Rangers,Florida Panthers,New York Rangers,Florida Panthers,4,3,REG
2013-11-11,Chicago Blackhawks,Edmonton Oilers,Chicago Blackhawks,Edmonton Oilers,5,4,REG
2013-11-11,Winnipeg Jets,San Jose Sharks,Winnipeg Jets,San Jose Sharks,5,4,SO
2013-11-11,Colorado Avalanche,Washington Capitals,Colorado Avalanche,Washington Capitals,4,1,REG
2013-11-11,Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,3,1,REG
2013-11-11,Boston Bruins,Tampa Bay Lightning,Boston Bruins,Tampa Bay Lightning,3,0,REG
2013-11-13,Buffalo Sabres,Los Angeles Kings,Buffalo Sabres,Los Angeles Kings,3,2,SO
2013-11-13,New York Islanders,Nashville Predators,New York Islanders,Nashville Predators,3,1,REG
2013-11-13,New York Rangers,New Jersey Devils,New Jersey Devils,New York Rangers,3,2,REG
2013-11-13,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,4,3,OT
2013-11-13,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,2,1,REG
2013-11-13,Montreal Canadiens,Tampa Bay Lightning,Tampa Bay Lightning,Montreal Canadiens,2,1,SO
2013-11-13,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,Ottawa Senators,4,0,REG
2013-11-13,Detroit Red Wings,Winnipeg Jets,Winnipeg Jets,Detroit Red Wings,3,2,SO
2013-11-13,Florida Panthers,Anaheim Ducks,Florida Panthers,Anaheim Ducks,3,2,REG
2013-11-13,Calgary Flames,San Jose Sharks,San Jose Sharks,Calgary Flames,3,2,OT
2013-11-14,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,2,1,SO
2013-11-14,Pittsburgh Penguins,Philadelphia Flyers,Philadelphia Flyers,Pittsburgh Penguins,2,1,REG
2013-11-14,Edmonton Oilers,Dallas Stars,Dallas Stars,Edmonton Oilers,3,0,REG
2013-11-15,Boston Bruins,Columbus Blue Jackets,Boston Bruins,Columbus Blue Jackets,3,2,OT
2013-11-15,New York Islanders,Los Angeles Kings,Los Angeles Kings,New York Islanders,3,2,REG
2013-11-15,Tampa Bay Lightning,Anaheim Ducks,Tampa Bay Lightning,Anaheim Ducks,5,1,REG
2013-11-15,St. Louis Blues,Colorado Avalanche,St. Louis Blues,Colorado Avalanche,7,3,REG
2013-11-15,Calgary Flames,Dallas Stars,Dallas Stars,Calgary Flames,7,3,REG
2013-11-15,Vancouver Canucks,San Jose Sharks,San Jose Sharks,Vancouver Canucks,2,1,OT
2013-11-16,Buffalo Sabres,Toronto Maple Leafs,Buffalo Sabres,Toronto Maple Leafs,3,1,REG
2013-11-16,New Jersey Devils,Los Angeles Kings,Los Angeles Kings,New Jersey Devils,2,0,REG
2013-11-16,Pittsburgh Penguins,Nashville Predators,Pittsburgh Penguins,Nashville Predators,4,1,REG
2013-11-16,Carolina Hurricanes,Anaheim Ducks,Carolina Hurricanes,Anaheim Ducks,3,2,SO
2013-11-16,Columbus Blue Jackets,Montreal Canadiens,Montreal Canadiens,Columbus Blue Jackets,3,2,SO
2013-11-16,Ottawa Senators,Boston Bruins,Ottawa Senators,Boston Bruins,4,2,REG
2013-11-16,Detroit Red Wings,Washington Capitals,Washington Capitals,Detroit Red Wings,4,3,SO
2013-11-16,Minnesota Wild,Florida Panthers,Minnesota Wild,Florida Panthers,3,2,REG
