season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2015,1,New York Rangers,Metropolitan,1647.3,62,34,96,0.646,62-34,Chicago Blackhawks,1621.9,1497.2,NA,2026-09-24T16:58:26Z,1647.3,2026-09-24,0
2015,2,Chicago Blackhawks,Central,1621.9,62,40,102,0.608,62-40,Anaheim Ducks,1598.2,1515.4,NA,2026-09-24T16:58:26Z,1621.9,2026-09-24,0
2015,3,Anaheim Ducks,Pacific,1598.2,62,36,98,0.633,62-36,Chicago Blackhawks,1621.9,1503.4,NA,2026-09-24T16:58:26Z,1598.2,2026-09-24,0
2015,4,Tampa Bay Lightning,Atlantic,1597.9,65,44,109,0.596,65-44,New York Rangers,1647.3,1511.3,NA,2026-09-24T16:58:26Z,1597.9,2026-09-24,0
2015,5,Minnesota Wild,Central,1589.2,49,42,91,0.538,49-42,Chicago Blackhawks,1621.9,1514.4,NA,2026-09-24T16:58:26Z,1589.2,2026-09-24,0
2015,6,Washington Capitals,Metropolitan,1577.7,52,43,95,0.547,52-43,New York Rangers,1647.3,1502.6,NA,2026-09-24T16:58:26Z,1577.7,2026-09-24,0
2015,7,Ottawa Senators,Atlantic,1575.6,44,43,87,0.506,44-43,New York Rangers,1647.3,1495.6,NA,2026-09-24T16:58:26Z,1575.6,2026-09-24,0
2015,8,St. Louis Blues,Central,1574.3,52,34,86,0.605,52-34,New York Rangers,1647.3,1514.6,NA,2026-09-24T16:58:26Z,1574.3,2026-09-24,0
2015,9,Columbus Blue Jackets,Metropolitan,1573,43,40,83,0.518,43-40,New York Rangers,1647.3,1493.8,NA,2026-09-24T16:58:26Z,1573,2026-09-24,0
2015,10,Montreal Canadiens,Atlantic,1562.6,55,38,93,0.591,55-38,New York Rangers,1647.3,1504.7,NA,2026-09-24T16:58:26Z,1562.6,2026-09-24,0
2015,11,Dallas Stars,Central,1561.1,41,41,82,0.5,41-41,New York Rangers,1647.3,1507.2,NA,2026-09-24T16:58:26Z,1561.1,2026-09-24,0
2015,12,Winnipeg Jets,Central,1533.9,41,43,84,0.488,41-43,Chicago Blackhawks,1621.9,1509.4,NA,2026-09-24T16:58:26Z,1533.9,2026-09-24,0
2015,13,Calgary Flames,Pacific,1531,50,42,92,0.543,50-42,Chicago Blackhawks,1621.9,1499.1,NA,2026-09-24T16:58:26Z,1531,2026-09-24,0
2015,14,Los Angeles Kings,Pacific,1528.9,38,40,78,0.487,38-40,New York Rangers,1647.3,1502.4,NA,2026-09-24T16:58:26Z,1528.9,2026-09-24,0
2015,15,Colorado Avalanche,Central,1522.9,39,42,81,0.481,39-42,New York Rangers,1647.3,1510.5,NA,2026-09-24T16:58:26Z,1522.9,2026-09-24,0
2015,16,Vancouver Canucks,Pacific,1518.1,52,37,89,0.584,52-37,New York Rangers,1647.3,1493.3,NA,2026-09-24T16:58:26Z,1518.1,2026-09-24,0
2015,17,New York Islanders,Metropolitan,1515.9,48,41,89,0.539,48-41,New York Rangers,1647.3,1507,NA,2026-09-24T16:58:26Z,1515.9,2026-09-24,0
2015,18,Detroit Red Wings,Atlantic,1506.3,46,43,89,0.517,46-43,New York Rangers,1647.3,1500,NA,2026-09-24T16:58:26Z,1506.3,2026-09-24,0
2015,19,Boston Bruins,Atlantic,1505,42,42,84,0.5,42-42,New York Rangers,1647.3,1497.2,NA,2026-09-24T16:58:26Z,1505,2026-09-24,0
2015,20,Florida Panthers,Atlantic,1494,36,45,81,0.444,36-45,Anaheim Ducks,1598.2,1499.7,NA,2026-09-24T16:58:26Z,1494,2026-09-24,0
2015,21,Nashville Predators,Central,1485.2,48,40,88,0.545,48-40,New York Rangers,1647.3,1520.9,NA,2026-09-24T16:58:26Z,1485.2,2026-09-24,0
2015,22,San Jose Sharks,Pacific,1471.4,41,43,84,0.488,41-43,Chicago Blackhawks,1621.9,1496,NA,2026-09-24T16:58:26Z,1471.4,2026-09-24,0
2015,23,Philadelphia Flyers,Metropolitan,1446.3,32,47,79,0.405,32-47,New York Rangers,1647.3,1501.9,NA,2026-09-24T16:58:26Z,1446.3,2026-09-24,0
2015,24,Pittsburgh Penguins,Metropolitan,1424.8,42,43,85,0.494,42-43,New York Rangers,1647.3,1510.2,NA,2026-09-24T16:58:26Z,1424.8,2026-09-24,0
2015,25,New Jersey Devils,Metropolitan,1416.7,33,48,81,0.407,33-48,New York Rangers,1647.3,1503.5,NA,2026-09-24T16:58:26Z,1416.7,2026-09-24,0
2015,26,Carolina Hurricanes,Metropolitan,1412.9,31,52,83,0.373,31-52,Tampa Bay Lightning,1597.9,1501,NA,2026-09-24T16:58:26Z,1412.9,2026-09-24,0
2015,27,Edmonton Oilers,Pacific,1347.9,25,59,84,0.298,25-59,New York Rangers,1647.3,1501.9,NA,2026-09-24T16:58:26Z,1347.9,2026-09-24,0
2015,28,Toronto Maple Leafs,Atlantic,1320.3,31,50,81,0.383,31-50,New York Rangers,1647.3,1506.6,NA,2026-09-24T16:58:26Z,1320.3,2026-09-24,0
2015,29,Buffalo Sabres,Atlantic,1272.2,23,59,82,0.28,23-59,Tampa Bay Lightning,1597.9,1508,NA,2026-09-24T16:58:26Z,1272.2,2026-09-24,0
2015,30,Arizona Coyotes,Central,1267.5,24,58,82,0.293,24-58,Chicago Blackhawks,1621.9,1507.1,NA,2026-09-24T16:58:26Z,1267.5,2026-09-24,0
