date,home,away,winner,loser,winner_pts,loser_pts,end_type
2018-10-03,Toronto Maple Leafs,Montreal Canadiens,Toronto Maple Leafs,Montreal Canadiens,3,2,OT
2018-10-03,Washington Capitals,Boston Bruins,Washington Capitals,Boston Bruins,4,0,REG
2018-10-04,Vancouver Canucks,Calgary Flames,Vancouver Canucks,Calgary Flames,5,2,REG
2018-10-04,San Jose Sharks,Anaheim Ducks,Anaheim Ducks,San Jose Sharks,5,2,REG
2018-10-04,Buffalo Sabres,Boston Bruins,Boston Bruins,Buffalo Sabres,4,0,REG
2018-10-04,Pittsburgh Penguins,Washington Capitals,Pittsburgh Penguins,Washington Capitals,7,6,OT
2018-10-04,Carolina Hurricanes,New York Islanders,New York Islanders,Carolina Hurricanes,2,1,OT
2018-10-04,New York Rangers,Nashville Predators,Nashville Predators,New York Rangers,3,2,REG
2018-10-04,Ottawa Senators,Chicago Blackhawks,Chicago Blackhawks,Ottawa Senators,4,3,OT
2018-10-04,Detroit Red Wings,Columbus Blue Jackets,Columbus Blue Jackets,Detroit Red Wings,3,2,OT
2018-10-05,St. Louis Blues,Winnipeg Jets,Winnipeg Jets,St. Louis Blues,5,1,REG
2018-10-05,Dallas Stars,Arizona Coyotes,Dallas Stars,Arizona Coyotes,3,0,REG
2018-10-05,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,Minnesota Wild,4,1,REG
2018-10-05,Vegas Golden Knights,Philadelphia Flyers,Philadelphia Flyers,Vegas Golden Knights,5,2,REG
2018-10-05,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,3,1,REG
2018-10-06,Los Angeles Kings,San Jose Sharks,San Jose Sharks,Los Angeles Kings,3,2,OT
2018-10-06,New Jersey Devils,Edmonton Oilers,New Jersey Devils,Edmonton Oilers,5,2,REG
2018-10-06,Buffalo Sabres,New York Rangers,Buffalo Sabres,New York Rangers,3,1,REG
2018-10-06,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,Toronto Maple Leafs,5,3,REG
2018-10-06,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,Florida Panthers,2,1,SO
2018-10-06,New York Islanders,Nashville Predators,Nashville Predators,New York Islanders,4,3,REG
2018-10-06,Pittsburgh Penguins,Montreal Canadiens,Montreal Canadiens,Pittsburgh Penguins,5,1,REG
2018-10-06,Dallas Stars,Winnipeg Jets,Dallas Stars,Winnipeg Jets,5,1,REG
2018-10-07,St. Louis Blues,Chicago Blackhawks,Chicago Blackhawks,St. Louis Blues,5,4,OT
2018-10-07,Minnesota Wild,Vegas Golden Knights,Vegas Golden Knights,Minnesota Wild,2,1,SO
2018-10-07,Colorado Avalanche,Philadelphia Flyers,Colorado Avalanche,Philadelphia Flyers,5,2,REG
2018-10-07,Calgary Flames,Vancouver Canucks,Calgary Flames,Vancouver Canucks,7,4,REG
2018-10-07,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,New York Rangers,8,5,REG
2018-10-07,Chicago Blackhawks,Toronto Maple Leafs,Toronto Maple Leafs,Chicago Blackhawks,7,6,OT
2018-10-08,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,Detroit Red Wings,4,2,REG
2018-10-08,Boston Bruins,Ottawa Senators,Boston Bruins,Ottawa Senators,6,3,REG
2018-10-08,New York Islanders,San Jose Sharks,New York Islanders,San Jose Sharks,4,0,REG
2018-10-08,Buffalo Sabres,Vegas Golden Knights,Buffalo Sabres,Vegas Golden Knights,4,2,REG
2018-10-09,Anaheim Ducks,Detroit Red Wings,Anaheim Ducks,Detroit Red Wings,3,2,SO
2018-10-09,Philadelphia Flyers,San Jose Sharks,San Jose Sharks,Philadelphia Flyers,6,2,REG
2018-10-09,Carolina Hurricanes,Vancouver Canucks,Carolina Hurricanes,Vancouver Canucks,5,3,REG
2018-10-09,Columbus Blue Jackets,Colorado Avalanche,Columbus Blue Jackets,Colorado Avalanche,5,2,REG
2018-10-10,Nashville Predators,Calgary Flames,Calgary Flames,Nashville Predators,3,0,REG
2018-10-10,Winnipeg Jets,Los Angeles Kings,Winnipeg Jets,Los Angeles Kings,2,1,REG
2018-10-10,Dallas Stars,Toronto Maple Leafs,Toronto Maple Leafs,Dallas Stars,7,4,REG
2018-10-10,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,Ottawa Senators,7,4,REG
2018-10-11,Washington Capitals,Vegas Golden Knights,Washington Capitals,Vegas Golden Knights,5,2,REG
2018-10-11,Anaheim Ducks,Arizona Coyotes,Arizona Coyotes,Anaheim Ducks,3,2,SO
2018-10-11,Boston Bruins,Edmonton Oilers,Boston Bruins,Edmonton Oilers,4,1,REG
2018-10-11,Buffalo Sabres,Colorado Avalanche,Colorado Avalanche,Buffalo Sabres,5,1,REG
2018-10-11,Florida Panthers,Columbus Blue Jackets,Columbus Blue Jackets,Florida Panthers,5,4,REG
2018-10-11,New Jersey Devils,Washington Capitals,New Jersey Devils,Washington Capitals,4,0,REG
2018-10-11,New York Rangers,San Jose Sharks,New York Rangers,San Jose Sharks,3,2,OT
2018-10-11,Pittsburgh Penguins,Vegas Golden Knights,Pittsburgh Penguins,Vegas Golden Knights,4,2,REG
2018-10-11,Montreal Canadiens,Los Angeles Kings,Los Angeles Kings,Montreal Canadiens,3,0,REG
2018-10-11,Detroit Red Wings,Toronto Maple Leafs,Toronto Maple Leafs,Detroit Red Wings,5,3,REG
2018-10-11,Tampa Bay Lightning,Vancouver Canucks,Vancouver Canucks,Tampa Bay Lightning,4,1,REG
2018-10-12,St. Louis Blues,Calgary Flames,St. Louis Blues,Calgary Flames,5,3,REG
2018-10-12,Nashville Predators,Winnipeg Jets,Nashville Predators,Winnipeg Jets,3,0,REG
2018-10-12,Minnesota Wild,Chicago Blackhawks,Minnesota Wild,Chicago Blackhawks,4,3,OT
2018-10-13,New York Rangers,Edmonton Oilers,Edmonton Oilers,New York Rangers,2,1,REG
2018-10-13,Ottawa Senators,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,5,1,REG
2018-10-13,Boston Bruins,Detroit Red Wings,Boston Bruins,Detroit Red Wings,6,2,REG
2018-10-13,Minnesota Wild,Carolina Hurricanes,Carolina Hurricanes,Minnesota Wild,5,4,OT
2018-10-13,Montreal Canadiens,Pittsburgh Penguins,Montreal Canadiens,Pittsburgh Penguins,4,3,SO
2018-10-13,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,6,2,REG
2018-10-13,Florida Panthers,Vancouver Canucks,Vancouver Canucks,Florida Panthers,3,2,REG
2018-10-13,Washington Capitals,Toronto Maple Leafs,Toronto Maple Leafs,Washington Capitals,4,2,REG
2018-10-14,Nashville Predators,New York Islanders,Nashville Predators,New York Islanders,5,2,REG
2018-10-14,Dallas Stars,Anaheim Ducks,Dallas Stars,Anaheim Ducks,5,3,REG
2018-10-14,Chicago Blackhawks,St. Louis Blues,Chicago Blackhawks,St. Louis Blues,4,3,OT
2018-10-14,Arizona Coyotes,Buffalo Sabres,Buffalo Sabres,Arizona Coyotes,3,0,REG
2018-10-14,Colorado Avalanche,Calgary Flames,Calgary Flames,Colorado Avalanche,3,2,OT
2018-10-14,New Jersey Devils,San Jose Sharks,New Jersey Devils,San Jose Sharks,3,2,REG
2018-10-14,St. Louis Blues,Anaheim Ducks,Anaheim Ducks,St. Louis Blues,3,2,REG
2018-10-14,Winnipeg Jets,Carolina Hurricanes,Winnipeg Jets,Carolina Hurricanes,3,1,REG
2018-10-15,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,4,1,REG
2018-10-15,Montreal Canadiens,Detroit Red Wings,Montreal Canadiens,Detroit Red Wings,7,3,REG
2018-10-15,Ottawa Senators,Dallas Stars,Ottawa Senators,Dallas Stars,4,1,REG
2018-10-16,Nashville Predators,Minnesota Wild,Nashville Predators,Minnesota Wild,4,2,REG
2018-10-16,New Jersey Devils,Dallas Stars,New Jersey Devils,Dallas Stars,3,0,REG
2018-10-16,New York Rangers,Colorado Avalanche,New York Rangers,Colorado Avalanche,3,2,SO
2018-10-16,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,Florida Panthers,6,5,SO
2018-10-16,Pittsburgh Penguins,Vancouver Canucks,Vancouver Canucks,Pittsburgh Penguins,3,2,OT
2018-10-16,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,4,2,REG
2018-10-17,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Arizona Coyotes,2,1,REG
2018-10-17,Winnipeg Jets,Edmonton Oilers,Edmonton Oilers,Winnipeg Jets,5,4,OT
2018-10-17,Vegas Golden Knights,Buffalo Sabres,Vegas Golden Knights,Buffalo Sabres,4,1,REG
2018-10-17,Montreal Canadiens,St. Louis Blues,Montreal Canadiens,St. Louis Blues,3,2,REG
2018-10-17,Washington Capitals,New York Rangers,Washington Capitals,New York Rangers,4,3,OT
2018-10-18,Calgary Flames,Boston Bruins,Calgary Flames,Boston Bruins,5,2,REG
2018-10-18,Anaheim Ducks,New York Islanders,Anaheim Ducks,New York Islanders,4,1,REG
2018-10-18,Toronto Maple Leafs,Pittsburgh Penguins,Pittsburgh Penguins,Toronto Maple Leafs,3,0,REG
2018-10-18,New Jersey Devils,Colorado Avalanche,Colorado Avalanche,New Jersey Devils,5,3,REG
2018-10-18,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,Philadelphia Flyers,6,3,REG
2018-10-18,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,Detroit Red Wings,3,1,REG
2018-10-19,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,Vancouver Canucks,4,1,REG
2018-10-19,Chicago Blackhawks,Arizona Coyotes,Arizona Coyotes,Chicago Blackhawks,4,1,REG
2018-10-19,Edmonton Oilers,Boston Bruins,Edmonton Oilers,Boston Bruins,3,2,OT
2018-10-19,Los Angeles Kings,New York Islanders,New York Islanders,Los Angeles Kings,6,2,REG
2018-10-19,San Jose Sharks,Buffalo Sabres,San Jose Sharks,Buffalo Sabres,5,1,REG
2018-10-19,Washington Capitals,Florida Panthers,Florida Panthers,Washington Capitals,6,5,SO
2018-10-20,Dallas Stars,Minnesota Wild,Minnesota Wild,Dallas Stars,3,1,REG
2018-10-20,Calgary Flames,Nashville Predators,Nashville Predators,Calgary Flames,5,3,REG
2018-10-20,Philadelphia Flyers,New Jersey Devils,Philadelphia Flyers,New Jersey Devils,5,2,REG
2018-10-20,Carolina Hurricanes,Colorado Avalanche,Colorado Avalanche,Carolina Hurricanes,3,1,REG
2018-10-20,Los Angeles Kings,Buffalo Sabres,Buffalo Sabres,Los Angeles Kings,5,1,REG
2018-10-20,Winnipeg Jets,Arizona Coyotes,Winnipeg Jets,Arizona Coyotes,5,3,REG
2018-10-20,Toronto Maple Leafs,St. Louis Blues,St. Louis Blues,Toronto Maple Leafs,4,1,REG
2018-10-20,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,4,3,OT
2018-10-20,Florida Panthers,Detroit Red Wings,Detroit Red Wings,Florida Panthers,4,3,OT
2018-10-20,Columbus Blue Jackets,Chicago Blackhawks,Chicago Blackhawks,Columbus Blue Jackets,4,1,REG
2018-10-21,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,Tampa Bay Lightning,5,4,OT
2018-10-21,Edmonton Oilers,Nashville Predators,Nashville Predators,Edmonton Oilers,3,0,REG
2018-10-21,Vancouver Canucks,Boston Bruins,Vancouver Canucks,Boston Bruins,2,1,OT
2018-10-21,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,3,1,REG
2018-10-21,San Jose Sharks,New York Islanders,San Jose Sharks,New York Islanders,4,1,REG
2018-10-21,New York Rangers,Calgary Flames,Calgary Flames,New York Rangers,4,1,REG
