date,home,away,winner,loser,winner_pts,loser_pts,end_type
2022-10-08,San Jose Sharks,Nashville Predators,Nashville Predators,San Jose Sharks,3,2,REG
2022-10-08,St. Louis Blues,Chicago Blackhawks,St. Louis Blues,Chicago Blackhawks,4,0,REG
2022-10-08,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,Florida Panthers,5,2,REG
2022-10-08,Los Angeles Kings,Anaheim Ducks,Los Angeles Kings,Anaheim Ducks,6,3,REG
2022-10-08,Minnesota Wild,Dallas Stars,Minnesota Wild,Dallas Stars,5,1,REG
2022-10-08,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Montreal Canadiens,3,2,OT
2022-10-08,New York Islanders,New York Rangers,New York Islanders,New York Rangers,3,1,REG
2022-10-08,Toronto Maple Leafs,Detroit Red Wings,Toronto Maple Leafs,Detroit Red Wings,5,1,REG
2022-10-08,Boston Bruins,New Jersey Devils,New Jersey Devils,Boston Bruins,5,3,REG
2022-10-08,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,4,3,OT
2022-10-09,Vegas Golden Knights,Arizona Coyotes,Vegas Golden Knights,Arizona Coyotes,5,1,REG
2022-10-11,New York Rangers,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,3,1,REG
2022-10-12,Los Angeles Kings,Vegas Golden Knights,Vegas Golden Knights,Los Angeles Kings,4,3,REG
2022-10-12,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,4,1,REG
2022-10-12,Montreal Canadiens,Toronto Maple Leafs,Montreal Canadiens,Toronto Maple Leafs,4,3,REG
2022-10-12,Washington Capitals,Boston Bruins,Boston Bruins,Washington Capitals,5,2,REG
2022-10-13,Colorado Avalanche,Chicago Blackhawks,Colorado Avalanche,Chicago Blackhawks,5,2,REG
2022-10-13,Anaheim Ducks,Seattle Kraken,Anaheim Ducks,Seattle Kraken,5,4,OT
2022-10-13,Edmonton Oilers,Vancouver Canucks,Edmonton Oilers,Vancouver Canucks,5,3,REG
2022-10-13,Buffalo Sabres,Ottawa Senators,Buffalo Sabres,Ottawa Senators,4,1,REG
2022-10-13,Philadelphia Flyers,New Jersey Devils,Philadelphia Flyers,New Jersey Devils,5,2,REG
2022-10-13,Pittsburgh Penguins,Arizona Coyotes,Pittsburgh Penguins,Arizona Coyotes,6,2,REG
2022-10-13,New York Islanders,Florida Panthers,Florida Panthers,New York Islanders,3,1,REG
2022-10-13,Toronto Maple Leafs,Washington Capitals,Toronto Maple Leafs,Washington Capitals,3,2,REG
2022-10-14,Minnesota Wild,New York Rangers,New York Rangers,Minnesota Wild,7,3,REG
2022-10-14,Nashville Predators,Dallas Stars,Dallas Stars,Nashville Predators,4,1,REG
2022-10-14,Calgary Flames,Colorado Avalanche,Calgary Flames,Colorado Avalanche,5,3,REG
2022-10-14,Los Angeles Kings,Seattle Kraken,Seattle Kraken,Los Angeles Kings,4,1,REG
2022-10-14,Columbus Blue Jackets,Tampa Bay Lightning,Tampa Bay Lightning,Columbus Blue Jackets,5,2,REG
2022-10-14,Detroit Red Wings,Montreal Canadiens,Detroit Red Wings,Montreal Canadiens,3,0,REG
2022-10-15,Winnipeg Jets,New York Rangers,Winnipeg Jets,New York Rangers,4,1,REG
2022-10-15,San Jose Sharks,Carolina Hurricanes,Carolina Hurricanes,San Jose Sharks,2,1,REG
2022-10-15,Buffalo Sabres,Florida Panthers,Florida Panthers,Buffalo Sabres,4,3,REG
2022-10-15,Philadelphia Flyers,Vancouver Canucks,Philadelphia Flyers,Vancouver Canucks,3,2,REG
2022-10-15,Boston Bruins,Arizona Coyotes,Boston Bruins,Arizona Coyotes,6,3,REG
2022-10-15,New Jersey Devils,Detroit Red Wings,Detroit Red Wings,New Jersey Devils,5,2,REG
2022-10-15,Pittsburgh Penguins,Tampa Bay Lightning,Pittsburgh Penguins,Tampa Bay Lightning,6,2,REG
2022-10-15,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,Ottawa Senators,3,2,REG
2022-10-15,Washington Capitals,Montreal Canadiens,Washington Capitals,Montreal Canadiens,3,1,REG
2022-10-15,New York Islanders,Anaheim Ducks,New York Islanders,Anaheim Ducks,5,1,REG
2022-10-16,Dallas Stars,Nashville Predators,Dallas Stars,Nashville Predators,5,1,REG
2022-10-16,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,Minnesota Wild,7,6,REG
2022-10-16,St. Louis Blues,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,5,2,REG
2022-10-16,Edmonton Oilers,Calgary Flames,Calgary Flames,Edmonton Oilers,4,3,REG
2022-10-16,San Jose Sharks,Chicago Blackhawks,Chicago Blackhawks,San Jose Sharks,5,2,REG
2022-10-16,Seattle Kraken,Vegas Golden Knights,Vegas Golden Knights,Seattle Kraken,5,2,REG
2022-10-17,Boston Bruins,Florida Panthers,Boston Bruins,Florida Panthers,5,3,REG
2022-10-17,Detroit Red Wings,Los Angeles Kings,Los Angeles Kings,Detroit Red Wings,5,4,OT
2022-10-17,Montreal Canadiens,Pittsburgh Penguins,Montreal Canadiens,Pittsburgh Penguins,3,2,OT
2022-10-17,New York Rangers,Anaheim Ducks,New York Rangers,Anaheim Ducks,6,4,REG
2022-10-17,Toronto Maple Leafs,Arizona Coyotes,Arizona Coyotes,Toronto Maple Leafs,4,2,REG
2022-10-17,Washington Capitals,Vancouver Canucks,Washington Capitals,Vancouver Canucks,6,4,REG
2022-10-18,Minnesota Wild,Colorado Avalanche,Colorado Avalanche,Minnesota Wild,6,3,REG
2022-10-18,Dallas Stars,Winnipeg Jets,Dallas Stars,Winnipeg Jets,4,1,REG
2022-10-18,Seattle Kraken,Carolina Hurricanes,Carolina Hurricanes,Seattle Kraken,5,1,REG
2022-10-18,Columbus Blue Jackets,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,4,3,OT
2022-10-18,New Jersey Devils,Anaheim Ducks,New Jersey Devils,Anaheim Ducks,4,2,REG
2022-10-18,Ottawa Senators,Boston Bruins,Ottawa Senators,Boston Bruins,7,5,REG
2022-10-18,Tampa Bay Lightning,Philadelphia Flyers,Philadelphia Flyers,Tampa Bay Lightning,3,2,REG
2022-10-18,New York Islanders,San Jose Sharks,New York Islanders,San Jose Sharks,5,2,REG
2022-10-19,Calgary Flames,Vegas Golden Knights,Calgary Flames,Vegas Golden Knights,3,2,REG
2022-10-19,Edmonton Oilers,Buffalo Sabres,Buffalo Sabres,Edmonton Oilers,4,2,REG
2022-10-19,Nashville Predators,Los Angeles Kings,Los Angeles Kings,Nashville Predators,4,3,SO
2022-10-19,Florida Panthers,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,4,3,REG
2022-10-20,Colorado Avalanche,Winnipeg Jets,Winnipeg Jets,Colorado Avalanche,4,3,OT
2022-10-20,Seattle Kraken,St. Louis Blues,St. Louis Blues,Seattle Kraken,4,3,OT
2022-10-20,Boston Bruins,Anaheim Ducks,Boston Bruins,Anaheim Ducks,2,1,SO
2022-10-20,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,Nashville Predators,5,3,REG
2022-10-20,Montreal Canadiens,Arizona Coyotes,Montreal Canadiens,Arizona Coyotes,6,2,REG
2022-10-20,New York Rangers,San Jose Sharks,San Jose Sharks,New York Rangers,3,2,OT
2022-10-20,Ottawa Senators,Washington Capitals,Ottawa Senators,Washington Capitals,5,2,REG
2022-10-20,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,Los Angeles Kings,5,1,REG
2022-10-20,Toronto Maple Leafs,Dallas Stars,Toronto Maple Leafs,Dallas Stars,3,2,OT
2022-10-20,New York Islanders,New Jersey Devils,New Jersey Devils,New York Islanders,4,1,REG
2022-10-21,Minnesota Wild,Vancouver Canucks,Minnesota Wild,Vancouver Canucks,4,3,OT
2022-10-21,Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,6,4,REG
2022-10-21,Calgary Flames,Buffalo Sabres,Buffalo Sabres,Calgary Flames,6,3,REG
2022-10-21,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,Winnipeg Jets,5,2,REG
2022-10-21,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,Florida Panthers,3,2,OT
2022-10-22,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,4,3,OT
2022-10-22,Colorado Avalanche,Seattle Kraken,Seattle Kraken,Colorado Avalanche,3,2,REG
2022-10-22,Boston Bruins,Minnesota Wild,Boston Bruins,Minnesota Wild,4,3,OT
2022-10-22,New Jersey Devils,San Jose Sharks,New Jersey Devils,San Jose Sharks,2,1,REG
2022-10-22,Edmonton Oilers,St. Louis Blues,St. Louis Blues,Edmonton Oilers,2,0,REG
2022-10-22,Ottawa Senators,Arizona Coyotes,Ottawa Senators,Arizona Coyotes,6,2,REG
2022-10-22,Columbus Blue Jackets,Pittsburgh Penguins,Pittsburgh Penguins,Columbus Blue Jackets,6,3,REG
2022-10-22,Montreal Canadiens,Dallas Stars,Dallas Stars,Montreal Canadiens,5,2,REG
2022-10-22,Tampa Bay Lightning,New York Islanders,Tampa Bay Lightning,New York Islanders,5,3,REG
2022-10-22,Washington Capitals,Los Angeles Kings,Washington Capitals,Los Angeles Kings,4,3,REG
2022-10-22,Winnipeg Jets,Toronto Maple Leafs,Toronto Maple Leafs,Winnipeg Jets,4,1,REG
2022-10-23,Nashville Predators,Philadelphia Flyers,Philadelphia Flyers,Nashville Predators,3,1,REG
2022-10-23,Calgary Flames,Carolina Hurricanes,Calgary Flames,Carolina Hurricanes,3,2,OT
2022-10-23,Vancouver Canucks,Buffalo Sabres,Buffalo Sabres,Vancouver Canucks,5,1,REG
2022-10-23,Vegas Golden Knights,Colorado Avalanche,Colorado Avalanche,Vegas Golden Knights,3,2,REG
2022-10-23,Chicago Blackhawks,Seattle Kraken,Chicago Blackhawks,Seattle Kraken,5,4,REG
2022-10-23,Detroit Red Wings,Anaheim Ducks,Detroit Red Wings,Anaheim Ducks,5,1,REG
2022-10-23,Florida Panthers,New York Islanders,Florida Panthers,New York Islanders,3,2,REG
2022-10-23,New York Rangers,Columbus Blue Jackets,Columbus Blue Jackets,New York Rangers,5,1,REG
2022-10-23,Philadelphia Flyers,San Jose Sharks,San Jose Sharks,Philadelphia Flyers,3,0,REG
2022-10-24,New Jersey Devils,Washington Capitals,Washington Capitals,New Jersey Devils,6,3,REG
2022-10-24,Ottawa Senators,Dallas Stars,Ottawa Senators,Dallas Stars,4,2,REG
2022-10-25,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,Pittsburgh Penguins,6,3,REG
2022-10-25,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,St. Louis Blues,4,0,REG
2022-10-25,Vegas Golden Knights,Toronto Maple Leafs,Vegas Golden Knights,Toronto Maple Leafs,3,1,REG
2022-10-25,Vancouver Canucks,Carolina Hurricanes,Carolina Hurricanes,Vancouver Canucks,3,2,REG
2022-10-25,Boston Bruins,Dallas Stars,Boston Bruins,Dallas Stars,3,1,REG
2022-10-25,Columbus Blue Jackets,Arizona Coyotes,Arizona Coyotes,Columbus Blue Jackets,6,3,REG
2022-10-25,Detroit Red Wings,New Jersey Devils,New Jersey Devils,Detroit Red Wings,6,2,REG
2022-10-25,Montreal Canadiens,Minnesota Wild,Minnesota Wild,Montreal Canadiens,3,1,REG
2022-10-26,New York Rangers,Colorado Avalanche,Colorado Avalanche,New York Rangers,3,2,SO
2022-10-26,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,Florida Panthers,4,2,REG
2022-10-26,Calgary Flames,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,4,1,REG
2022-10-26,Seattle Kraken,Buffalo Sabres,Seattle Kraken,Buffalo Sabres,5,1,REG
2022-10-26,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,Tampa Bay Lightning,4,2,REG
2022-10-26,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,San Jose Sharks,4,2,REG
2022-10-26,New York Islanders,New York Rangers,New York Islanders,New York Rangers,3,0,REG
2022-10-27,St. Louis Blues,Edmonton Oilers,Edmonton Oilers,St. Louis Blues,3,1,REG
2022-10-27,Anaheim Ducks,Tampa Bay Lightning,Tampa Bay Lightning,Anaheim Ducks,4,2,REG
2022-10-27,Boston Bruins,Detroit Red Wings,Boston Bruins,Detroit Red Wings,5,1,REG
2022-10-27,Buffalo Sabres,Montreal Canadiens,Montreal Canadiens,Buffalo Sabres,3,2,REG
2022-10-27,Ottawa Senators,Minnesota Wild,Minnesota Wild,Ottawa Senators,4,2,REG
2022-10-27,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,Florida Panthers,4,3,REG
2022-10-28,Nashville Predators,St. Louis Blues,Nashville Predators,St. Louis Blues,6,2,REG
2022-10-28,Chicago Blackhawks,Edmonton Oilers,Edmonton Oilers,Chicago Blackhawks,6,5,REG
2022-10-28,Dallas Stars,Washington Capitals,Dallas Stars,Washington Capitals,2,0,REG
2022-10-28,Seattle Kraken,Vancouver Canucks,Vancouver Canucks,Seattle Kraken,5,4,REG
2022-10-28,Los Angeles Kings,Winnipeg Jets,Winnipeg Jets,Los Angeles Kings,6,4,REG
2022-10-28,San Jose Sharks,Toronto Maple Leafs,San Jose Sharks,Toronto Maple Leafs,4,3,OT
2022-10-28,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,4,0,REG
2022-10-28,Carolina Hurricanes,New York Islanders,New York Islanders,Carolina Hurricanes,6,2,REG
2022-10-28,Columbus Blue Jackets,Boston Bruins,Boston Bruins,Columbus Blue Jackets,4,0,REG
2022-10-29,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,Pittsburgh Penguins,5,1,REG
2022-10-29,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,Arizona Coyotes,3,2,OT
2022-10-29,Dallas Stars,New York Rangers,New York Rangers,Dallas Stars,6,3,REG
2022-10-29,Florida Panthers,Ottawa Senators,Florida Panthers,Ottawa Senators,5,3,REG
2022-10-29,San Jose Sharks,Tampa Bay Lightning,Tampa Bay Lightning,San Jose Sharks,4,3,REG
2022-10-29,Buffalo Sabres,Chicago Blackhawks,Buffalo Sabres,Chicago Blackhawks,4,3,OT
2022-10-29,Detroit Red Wings,Minnesota Wild,Detroit Red Wings,Minnesota Wild,2,1,REG
2022-10-29,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,Toronto Maple Leafs,4,2,REG
2022-10-29,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,Philadelphia Flyers,4,3,OT
2022-10-29,St. Louis Blues,Montreal Canadiens,Montreal Canadiens,St. Louis Blues,7,4,REG
2022-10-29,New York Islanders,Colorado Avalanche,New York Islanders,Colorado Avalanche,5,4,REG
2022-10-30,Nashville Predators,Washington Capitals,Washington Capitals,Nashville Predators,3,0,REG
2022-10-30,Calgary Flames,Edmonton Oilers,Edmonton Oilers,Calgary Flames,3,2,REG
2022-10-30,Seattle Kraken,Pittsburgh Penguins,Seattle Kraken,Pittsburgh Penguins,3,1,REG
2022-10-30,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,Columbus Blue Jackets,5,1,REG
2022-10-30,Chicago Blackhawks,Minnesota Wild,Minnesota Wild,Chicago Blackhawks,4,3,SO
2022-10-31,Anaheim Ducks,Toronto Maple Leafs,Anaheim Ducks,Toronto Maple Leafs,4,3,OT
2022-10-31,Arizona Coyotes,New York Rangers,New York Rangers,Arizona Coyotes,3,2,REG
2022-10-31,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,Winnipeg Jets,2,1,OT
2022-10-31,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,Detroit Red Wings,7,3,REG
2022-10-31,Carolina Hurricanes,Washington Capitals,Carolina Hurricanes,Washington Capitals,3,2,SO
2022-11-01,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,St. Louis Blues,5,1,REG
2022-11-01,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,4,3,REG
2022-11-01,Washington Capitals,Vegas Golden Knights,Vegas Golden Knights,Washington Capitals,3,2,OT
2022-11-02,Minnesota Wild,Montreal Canadiens,Minnesota Wild,Montreal Canadiens,4,1,REG
2022-11-02,Pittsburgh Penguins,Boston Bruins,Boston Bruins,Pittsburgh Penguins,6,5,OT
2022-11-02,Chicago Blackhawks,New York Islanders,New York Islanders,Chicago Blackhawks,3,1,REG
2022-11-02,Dallas Stars,Los Angeles Kings,Dallas Stars,Los Angeles Kings,5,2,REG
2022-11-02,Calgary Flames,Seattle Kraken,Seattle Kraken,Calgary Flames,5,4,REG
2022-11-02,Edmonton Oilers,Nashville Predators,Edmonton Oilers,Nashville Predators,7,4,REG
2022-11-02,Arizona Coyotes,Florida Panthers,Arizona Coyotes,Florida Panthers,3,1,REG
2022-11-02,Vancouver Canucks,New Jersey Devils,New Jersey Devils,Vancouver Canucks,5,2,REG
2022-11-02,San Jose Sharks,Anaheim Ducks,Anaheim Ducks,San Jose Sharks,6,5,SO
2022-11-02,Toronto Maple Leafs,Philadelphia Flyers,Toronto Maple Leafs,Philadelphia Flyers,5,2,REG
2022-11-02,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,6,3,REG
2022-11-03,Detroit Red Wings,Washington Capitals,Detroit Red Wings,Washington Capitals,3,1,REG
2022-11-03,Ottawa Senators,Vegas Golden Knights,Vegas Golden Knights,Ottawa Senators,5,4,REG
2022-11-03,Tampa Bay Lightning,Carolina Hurricanes,Carolina Hurricanes,Tampa Bay Lightning,4,3,SO
2022-11-03,New York Rangers,Boston Bruins,Boston Bruins,New York Rangers,5,2,REG
2022-11-04,Minnesota Wild,Seattle Kraken,Seattle Kraken,Minnesota Wild,4,0,REG
2022-11-04,St. Louis Blues,New York Islanders,New York Islanders,St. Louis Blues,5,2,REG
2022-11-04,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,3,2,OT
2022-11-04,Chicago Blackhawks,Los Angeles Kings,Chicago Blackhawks,Los Angeles Kings,2,1,OT
2022-11-04,Calgary Flames,Nashville Predators,Nashville Predators,Calgary Flames,4,1,REG
2022-11-04,Edmonton Oilers,New Jersey Devils,New Jersey Devils,Edmonton Oilers,4,3,REG
2022-11-04,Arizona Coyotes,Dallas Stars,Dallas Stars,Arizona Coyotes,6,2,REG
2022-11-04,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,8,5,REG
2022-11-04,San Jose Sharks,Florida Panthers,Florida Panthers,San Jose Sharks,4,3,SO
2022-11-04,Colorado Avalanche,Columbus Blue Jackets,Colorado Avalanche,Columbus Blue Jackets,6,3,REG
2022-11-04,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,Buffalo Sabres,5,3,REG
2022-11-05,Detroit Red Wings,New York Islanders,Detroit Red Wings,New York Islanders,3,0,REG
2022-11-05,Columbus Blue Jackets,Colorado Avalanche,Colorado Avalanche,Columbus Blue Jackets,5,1,REG
2022-11-05,Winnipeg Jets,Chicago Blackhawks,Winnipeg Jets,Chicago Blackhawks,4,0,REG
2022-11-05,Edmonton Oilers,Dallas Stars,Dallas Stars,Edmonton Oilers,6,2,REG
2022-11-05,Montreal Canadiens,Vegas Golden Knights,Vegas Golden Knights,Montreal Canadiens,6,4,REG
2022-11-05,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,Ottawa Senators,2,1,REG
2022-11-05,Pittsburgh Penguins,Seattle Kraken,Seattle Kraken,Pittsburgh Penguins,3,2,REG
2022-11-05,Tampa Bay Lightning,Buffalo Sabres,Tampa Bay Lightning,Buffalo Sabres,5,3,REG
2022-11-05,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Boston Bruins,2,1,REG
2022-11-05,Washington Capitals,Arizona Coyotes,Arizona Coyotes,Washington Capitals,3,2,REG
2022-11-06,Calgary Flames,New Jersey Devils,New Jersey Devils,Calgary Flames,4,3,OT
2022-11-06,Vancouver Canucks,Nashville Predators,Nashville Predators,Vancouver Canucks,4,3,SO
2022-11-06,Los Angeles Kings,Florida Panthers,Los Angeles Kings,Florida Panthers,5,4,REG
2022-11-06,San Jose Sharks,Anaheim Ducks,Anaheim Ducks,San Jose Sharks,5,4,SO
2022-11-06,Carolina Hurricanes,Toronto Maple Leafs,Toronto Maple Leafs,Carolina Hurricanes,3,1,REG
2022-11-06,New York Rangers,Detroit Red Wings,Detroit Red Wings,New York Rangers,3,2,OT
2022-11-07,Anaheim Ducks,Florida Panthers,Florida Panthers,Anaheim Ducks,5,3,REG
2022-11-08,Boston Bruins,St. Louis Blues,Boston Bruins,St. Louis Blues,3,1,REG
2022-11-08,New York Islanders,Calgary Flames,New York Islanders,Calgary Flames,4,3,OT
2022-11-08,Washington Capitals,Edmonton Oilers,Washington Capitals,Edmonton Oilers,5,4,REG
2022-11-09,Buffalo Sabres,Arizona Coyotes,Arizona Coyotes,Buffalo Sabres,4,1,REG
2022-11-09,Detroit Red Wings,Montreal Canadiens,Montreal Canadiens,Detroit Red Wings,3,2,SO
2022-11-09,New York Rangers,New York Islanders,New York Islanders,New York Rangers,4,3,REG
2022-11-09,New Jersey Devils,Calgary Flames,New Jersey Devils,Calgary Flames,3,2,REG
2022-11-09,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,6,4,REG
2022-11-09,Philadelphia Flyers,St. Louis Blues,Philadelphia Flyers,St. Louis Blues,5,1,REG
2022-11-09,Toronto Maple Leafs,Vegas Golden Knights,Vegas Golden Knights,Toronto Maple Leafs,4,3,OT
2022-11-09,Tampa Bay Lightning,Edmonton Oilers,Edmonton Oilers,Tampa Bay Lightning,3,2,REG
2022-11-09,Winnipeg Jets,Dallas Stars,Winnipeg Jets,Dallas Stars,5,1,REG
2022-11-09,Seattle Kraken,Nashville Predators,Seattle Kraken,Nashville Predators,5,1,REG
2022-11-10,Florida Panthers,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,3,0,REG
2022-11-10,Montreal Canadiens,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,5,2,REG
2022-11-10,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,Washington Capitals,4,1,REG
2022-11-10,Anaheim Ducks,Minnesota Wild,Minnesota Wild,Anaheim Ducks,4,1,REG
2022-11-11,Boston Bruins,Calgary Flames,Boston Bruins,Calgary Flames,3,1,REG
2022-11-11,Buffalo Sabres,Vegas Golden Knights,Vegas Golden Knights,Buffalo Sabres,7,4,REG
2022-11-11,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,6,2,REG
2022-11-11,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,Philadelphia Flyers,5,2,REG
2022-11-11,Detroit Red Wings,New York Rangers,New York Rangers,Detroit Red Wings,6,2,REG
2022-11-11,New Jersey Devils,Ottawa Senators,New Jersey Devils,Ottawa Senators,4,3,OT
2022-11-11,New York Islanders,Arizona Coyotes,Arizona Coyotes,New York Islanders,2,0,REG
2022-11-11,St. Louis Blues,San Jose Sharks,St. Louis Blues,San Jose Sharks,5,3,REG
2022-11-11,Colorado Avalanche,Nashville Predators,Colorado Avalanche,Nashville Predators,5,3,REG
