season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2024,1,Florida Panthers,Atlantic,1670.1,69,40,109,0.633,69-40,Edmonton Oilers,1660.7,1522.1,NA,2026-09-17T17:43:15Z,1677.5,2026-09-17,-7.4
2024,2,Edmonton Oilers,Pacific,1660.7,66,43,109,0.606,66-43,Florida Panthers,1670.1,1508.8,NA,2026-09-17T17:43:15Z,1634.7,2026-09-17,26
2024,3,Carolina Hurricanes,Metropolitan,1660,57,35,92,0.62,57-35,Florida Panthers,1670.1,1502.5,NA,2026-09-17T17:43:15Z,1664,2026-09-17,-4
2024,4,New York Rangers,Metropolitan,1635.2,63,35,98,0.643,63-35,Florida Panthers,1670.1,1512.4,NA,2026-09-17T17:43:15Z,1634.5,2026-09-17,0.7
2024,5,Dallas Stars,Central,1625.1,63,42,105,0.6,63-42,Edmonton Oilers,1660.7,1513.4,NA,2026-09-17T17:43:15Z,1615.2,2026-09-17,9.9
2024,6,Colorado Avalanche,Central,1613.8,57,39,96,0.594,57-39,Edmonton Oilers,1660.7,1505.9,NA,2026-09-17T17:43:15Z,1594.5,2026-09-17,19.3
2024,7,Boston Bruins,Atlantic,1574.3,54,44,98,0.551,54-44,Florida Panthers,1670.1,1515.4,NA,2026-09-17T17:43:15Z,1569.3,2026-09-17,5
2024,8,Tampa Bay Lightning,Atlantic,1558.5,48,42,90,0.533,48-42,Florida Panthers,1670.1,1516.4,NA,2026-09-17T17:43:15Z,1571,2026-09-17,-12.5
2024,9,Nashville Predators,Central,1555.1,49,39,88,0.557,49-39,Florida Panthers,1670.1,1500.3,NA,2026-09-17T17:43:15Z,1556.9,2026-09-17,-1.8
2024,10,Winnipeg Jets,Central,1552.7,52,35,87,0.598,52-35,Florida Panthers,1670.1,1502.6,NA,2026-09-17T17:43:15Z,1526.4,2026-09-17,26.3
2024,11,Toronto Maple Leafs,Atlantic,1542.9,49,42,91,0.538,49-42,Florida Panthers,1670.1,1508.9,NA,2026-09-17T17:43:15Z,1539.6,2026-09-17,3.3
2024,12,Vancouver Canucks,Pacific,1538.9,56,39,95,0.589,56-39,Florida Panthers,1670.1,1507.4,NA,2026-09-17T17:43:15Z,1541.1,2026-09-17,-2.2
