date,home,away,winner,loser,winner_pts,loser_pts,end_type
2023-10-07,Washington Capitals,Columbus Blue Jackets,Columbus Blue Jackets,Washington Capitals,4,2,REG
2023-10-07,Detroit Red Wings,Toronto Maple Leafs,Detroit Red Wings,Toronto Maple Leafs,4,3,REG
2023-10-07,Ottawa Senators,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,6,4,REG
2023-10-08,St. Louis Blues,Chicago Blackhawks,St. Louis Blues,Chicago Blackhawks,5,3,REG
2023-10-10,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,Nashville Predators,5,3,REG
2023-10-11,Pittsburgh Penguins,Chicago Blackhawks,Chicago Blackhawks,Pittsburgh Penguins,4,2,REG
2023-10-11,Vegas Golden Knights,Seattle Kraken,Vegas Golden Knights,Seattle Kraken,4,1,REG
2023-10-11,Toronto Maple Leafs,Montreal Canadiens,Toronto Maple Leafs,Montreal Canadiens,6,5,SO
2023-10-11,Carolina Hurricanes,Ottawa Senators,Carolina Hurricanes,Ottawa Senators,5,3,REG
2023-10-11,Boston Bruins,Chicago Blackhawks,Boston Bruins,Chicago Blackhawks,3,1,REG
2023-10-12,Calgary Flames,Winnipeg Jets,Calgary Flames,Winnipeg Jets,5,3,REG
2023-10-12,Vancouver Canucks,Edmonton Oilers,Vancouver Canucks,Edmonton Oilers,5,1,REG
2023-10-12,Los Angeles Kings,Colorado Avalanche,Colorado Avalanche,Los Angeles Kings,5,2,REG
2023-10-12,Buffalo Sabres,New York Rangers,New York Rangers,Buffalo Sabres,5,1,REG
2023-10-12,Columbus Blue Jackets,Philadelphia Flyers,Philadelphia Flyers,Columbus Blue Jackets,4,2,REG
2023-10-12,New Jersey Devils,Detroit Red Wings,New Jersey Devils,Detroit Red Wings,4,3,REG
2023-10-13,Nashville Predators,Seattle Kraken,Nashville Predators,Seattle Kraken,3,0,REG
2023-10-13,Dallas Stars,St. Louis Blues,Dallas Stars,St. Louis Blues,2,1,SO
2023-10-13,Minnesota Wild,Florida Panthers,Minnesota Wild,Florida Panthers,2,0,REG
2023-10-13,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,San Jose Sharks,4,1,REG
2023-10-13,New Jersey Devils,Arizona Coyotes,Arizona Coyotes,New Jersey Devils,4,3,SO
2023-10-13,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,Washington Capitals,4,0,REG
2023-10-14,Ottawa Senators,Philadelphia Flyers,Ottawa Senators,Philadelphia Flyers,5,2,REG
2023-10-14,Winnipeg Jets,Florida Panthers,Winnipeg Jets,Florida Panthers,6,4,REG
2023-10-14,Boston Bruins,Nashville Predators,Boston Bruins,Nashville Predators,3,2,REG
2023-10-14,Toronto Maple Leafs,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,7,4,REG
2023-10-14,Montreal Canadiens,Chicago Blackhawks,Montreal Canadiens,Chicago Blackhawks,3,2,REG
2023-10-14,Detroit Red Wings,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,6,4,REG
2023-10-14,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,Calgary Flames,5,2,REG
2023-10-14,Columbus Blue Jackets,New York Rangers,Columbus Blue Jackets,New York Rangers,5,3,REG
2023-10-14,New York Islanders,Buffalo Sabres,New York Islanders,Buffalo Sabres,3,2,REG
2023-10-15,St. Louis Blues,Seattle Kraken,St. Louis Blues,Seattle Kraken,2,1,SO
2023-10-15,Edmonton Oilers,Vancouver Canucks,Vancouver Canucks,Edmonton Oilers,4,3,REG
2023-10-15,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,4,1,REG
2023-10-15,San Jose Sharks,Colorado Avalanche,Colorado Avalanche,San Jose Sharks,2,1,SO
2023-10-15,Los Angeles Kings,Carolina Hurricanes,Carolina Hurricanes,Los Angeles Kings,6,5,SO
2023-10-15,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,5,2,REG
2023-10-16,Anaheim Ducks,Carolina Hurricanes,Anaheim Ducks,Carolina Hurricanes,6,3,REG
2023-10-16,Toronto Maple Leafs,Chicago Blackhawks,Chicago Blackhawks,Toronto Maple Leafs,4,1,REG
2023-10-16,New Jersey Devils,Florida Panthers,Florida Panthers,New Jersey Devils,4,3,REG
2023-10-16,New York Rangers,Arizona Coyotes,New York Rangers,Arizona Coyotes,2,1,REG
2023-10-16,Washington Capitals,Calgary Flames,Washington Capitals,Calgary Flames,3,2,SO
2023-10-16,Columbus Blue Jackets,Detroit Red Wings,Detroit Red Wings,Columbus Blue Jackets,4,0,REG
2023-10-17,Philadelphia Flyers,Vancouver Canucks,Philadelphia Flyers,Vancouver Canucks,2,0,REG
2023-10-17,Montreal Canadiens,Minnesota Wild,Minnesota Wild,Montreal Canadiens,5,2,REG
2023-10-17,Buffalo Sabres,Tampa Bay Lightning,Buffalo Sabres,Tampa Bay Lightning,3,2,OT
2023-10-18,Nashville Predators,Edmonton Oilers,Edmonton Oilers,Nashville Predators,5,1,REG
2023-10-18,Winnipeg Jets,Los Angeles Kings,Los Angeles Kings,Winnipeg Jets,5,1,REG
2023-10-18,Seattle Kraken,Colorado Avalanche,Colorado Avalanche,Seattle Kraken,4,1,REG
2023-10-18,Vegas Golden Knights,Dallas Stars,Vegas Golden Knights,Dallas Stars,3,2,SO
2023-10-18,San Jose Sharks,Carolina Hurricanes,Carolina Hurricanes,San Jose Sharks,6,3,REG
2023-10-18,Ottawa Senators,Washington Capitals,Ottawa Senators,Washington Capitals,5,1,REG
2023-10-18,Detroit Red Wings,Pittsburgh Penguins,Detroit Red Wings,Pittsburgh Penguins,6,3,REG
2023-10-19,Buffalo Sabres,Calgary Flames,Calgary Flames,Buffalo Sabres,4,3,REG
2023-10-19,Tampa Bay Lightning,Vancouver Canucks,Tampa Bay Lightning,Vancouver Canucks,4,3,REG
2023-10-19,Florida Panthers,Toronto Maple Leafs,Florida Panthers,Toronto Maple Leafs,3,1,REG
2023-10-19,New York Rangers,Nashville Predators,Nashville Predators,New York Rangers,4,1,REG
2023-10-19,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,Edmonton Oilers,4,1,REG
2023-10-20,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,St. Louis Blues,6,2,REG
2023-10-20,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,Minnesota Wild,7,3,REG
2023-10-20,Winnipeg Jets,Vegas Golden Knights,Vegas Golden Knights,Winnipeg Jets,5,3,REG
2023-10-20,Anaheim Ducks,Dallas Stars,Dallas Stars,Anaheim Ducks,3,2,REG
2023-10-20,Seattle Kraken,Carolina Hurricanes,Seattle Kraken,Carolina Hurricanes,7,4,REG
2023-10-20,Colorado Avalanche,Chicago Blackhawks,Colorado Avalanche,Chicago Blackhawks,4,0,REG
2023-10-20,San Jose Sharks,Boston Bruins,Boston Bruins,San Jose Sharks,3,1,REG
2023-10-20,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,Calgary Flames,3,1,REG
2023-10-20,New York Islanders,New Jersey Devils,New Jersey Devils,New York Islanders,5,4,OT
2023-10-21,Ottawa Senators,Detroit Red Wings,Detroit Red Wings,Ottawa Senators,5,2,REG
2023-10-21,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,2,1,REG
2023-10-21,Buffalo Sabres,New York Islanders,Buffalo Sabres,New York Islanders,3,1,REG
2023-10-21,Montreal Canadiens,Washington Capitals,Montreal Canadiens,Washington Capitals,3,2,OT
2023-10-21,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Maple Leafs,Tampa Bay Lightning,4,3,OT
2023-10-21,Florida Panthers,Vancouver Canucks,Vancouver Canucks,Florida Panthers,5,3,REG
2023-10-22,Chicago Blackhawks,Vegas Golden Knights,Vegas Golden Knights,Chicago Blackhawks,5,3,REG
2023-10-22,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,Pittsburgh Penguins,4,2,REG
2023-10-22,Nashville Predators,San Jose Sharks,Nashville Predators,San Jose Sharks,5,1,REG
2023-10-22,Dallas Stars,Philadelphia Flyers,Dallas Stars,Philadelphia Flyers,5,4,OT
2023-10-22,Minnesota Wild,Columbus Blue Jackets,Columbus Blue Jackets,Minnesota Wild,5,4,OT
2023-10-22,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,6,4,REG
2023-10-22,Edmonton Oilers,Winnipeg Jets,Winnipeg Jets,Edmonton Oilers,3,2,OT
2023-10-22,Seattle Kraken,New York Rangers,New York Rangers,Seattle Kraken,4,1,REG
2023-10-22,Los Angeles Kings,Boston Bruins,Boston Bruins,Los Angeles Kings,4,2,REG
2023-10-22,Detroit Red Wings,Calgary Flames,Detroit Red Wings,Calgary Flames,6,2,REG
2023-10-23,Anaheim Ducks,Boston Bruins,Boston Bruins,Anaheim Ducks,3,1,REG
2023-10-23,Buffalo Sabres,Montreal Canadiens,Montreal Canadiens,Buffalo Sabres,3,1,REG
2023-10-24,Washington Capitals,Toronto Maple Leafs,Toronto Maple Leafs,Washington Capitals,4,1,REG
2023-10-24,Ottawa Senators,Buffalo Sabres,Buffalo Sabres,Ottawa Senators,6,4,REG
2023-10-24,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,3,0,REG
2023-10-24,Montreal Canadiens,New Jersey Devils,New Jersey Devils,Montreal Canadiens,5,2,REG
2023-10-24,Pittsburgh Penguins,Dallas Stars,Dallas Stars,Pittsburgh Penguins,4,1,REG
2023-10-24,Florida Panthers,San Jose Sharks,Florida Panthers,San Jose Sharks,3,1,REG
2023-10-25,New York Islanders,Colorado Avalanche,Colorado Avalanche,New York Islanders,7,4,REG
2023-10-25,Detroit Red Wings,Seattle Kraken,Seattle Kraken,Detroit Red Wings,5,4,OT
2023-10-25,Columbus Blue Jackets,Anaheim Ducks,Anaheim Ducks,Columbus Blue Jackets,3,2,OT
2023-10-25,Chicago Blackhawks,Boston Bruins,Boston Bruins,Chicago Blackhawks,3,0,REG
2023-10-25,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,St. Louis Blues,4,2,REG
2023-10-25,Minnesota Wild,Edmonton Oilers,Minnesota Wild,Edmonton Oilers,7,4,REG
2023-10-25,Nashville Predators,Vancouver Canucks,Vancouver Canucks,Nashville Predators,3,2,REG
2023-10-25,Calgary Flames,New York Rangers,New York Rangers,Calgary Flames,3,1,REG
2023-10-25,Los Angeles Kings,Arizona Coyotes,Los Angeles Kings,Arizona Coyotes,6,3,REG
2023-10-25,Vegas Golden Knights,Philadelphia Flyers,Vegas Golden Knights,Philadelphia Flyers,3,2,REG
2023-10-25,New Jersey Devils,Washington Capitals,Washington Capitals,New Jersey Devils,6,4,REG
2023-10-26,Boston Bruins,Anaheim Ducks,Anaheim Ducks,Boston Bruins,4,3,OT
2023-10-26,Montreal Canadiens,Columbus Blue Jackets,Montreal Canadiens,Columbus Blue Jackets,4,3,OT
2023-10-26,Detroit Red Wings,Winnipeg Jets,Winnipeg Jets,Detroit Red Wings,4,1,REG
2023-10-26,Tampa Bay Lightning,San Jose Sharks,Tampa Bay Lightning,San Jose Sharks,4,0,REG
2023-10-26,Pittsburgh Penguins,Colorado Avalanche,Pittsburgh Penguins,Colorado Avalanche,4,0,REG
2023-10-26,Carolina Hurricanes,Seattle Kraken,Carolina Hurricanes,Seattle Kraken,3,2,OT
2023-10-26,Philadelphia Flyers,Minnesota Wild,Philadelphia Flyers,Minnesota Wild,6,2,REG
2023-10-26,New York Islanders,Ottawa Senators,New York Islanders,Ottawa Senators,3,2,REG
2023-10-27,Dallas Stars,Toronto Maple Leafs,Toronto Maple Leafs,Dallas Stars,4,1,REG
2023-10-27,Calgary Flames,St. Louis Blues,St. Louis Blues,Calgary Flames,3,0,REG
2023-10-27,Edmonton Oilers,New York Rangers,New York Rangers,Edmonton Oilers,3,0,REG
2023-10-27,Vegas Golden Knights,Chicago Blackhawks,Chicago Blackhawks,Vegas Golden Knights,4,3,OT
2023-10-27,New Jersey Devils,Buffalo Sabres,New Jersey Devils,Buffalo Sabres,5,4,REG
2023-10-27,Washington Capitals,Minnesota Wild,Washington Capitals,Minnesota Wild,3,2,SO
2023-10-27,Carolina Hurricanes,San Jose Sharks,Carolina Hurricanes,San Jose Sharks,3,0,REG
2023-10-28,Vancouver Canucks,St. Louis Blues,Vancouver Canucks,St. Louis Blues,4,0,REG
2023-10-28,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,Arizona Coyotes,5,4,REG
2023-10-28,Philadelphia Flyers,Anaheim Ducks,Anaheim Ducks,Philadelphia Flyers,7,4,REG
2023-10-28,Florida Panthers,Seattle Kraken,Florida Panthers,Seattle Kraken,3,2,REG
2023-10-28,Boston Bruins,Detroit Red Wings,Boston Bruins,Detroit Red Wings,4,1,REG
2023-10-28,Montreal Canadiens,Winnipeg Jets,Montreal Canadiens,Winnipeg Jets,4,3,SO
2023-10-28,Pittsburgh Penguins,Ottawa Senators,Ottawa Senators,Pittsburgh Penguins,5,2,REG
2023-10-28,Columbus Blue Jackets,New York Islanders,New York Islanders,Columbus Blue Jackets,2,0,REG
2023-10-28,Nashville Predators,Toronto Maple Leafs,Nashville Predators,Toronto Maple Leafs,3,2,OT
2023-10-29,Vancouver Canucks,New York Rangers,New York Rangers,Vancouver Canucks,4,3,OT
2023-10-29,Los Angeles Kings,Vegas Golden Knights,Vegas Golden Knights,Los Angeles Kings,4,3,SO
2023-10-29,Buffalo Sabres,Colorado Avalanche,Buffalo Sabres,Colorado Avalanche,4,0,REG
2023-10-29,New Jersey Devils,Minnesota Wild,New Jersey Devils,Minnesota Wild,4,3,REG
2023-10-29,Washington Capitals,San Jose Sharks,Washington Capitals,San Jose Sharks,3,1,REG
2023-10-29,Edmonton Oilers,Calgary Flames,Edmonton Oilers,Calgary Flames,5,2,REG
2023-10-30,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,Philadelphia Flyers,3,2,REG
2023-10-30,Boston Bruins,Florida Panthers,Boston Bruins,Florida Panthers,3,2,OT
2023-10-30,Tampa Bay Lightning,Seattle Kraken,Seattle Kraken,Tampa Bay Lightning,4,3,OT
2023-10-30,Pittsburgh Penguins,Anaheim Ducks,Anaheim Ducks,Pittsburgh Penguins,4,3,REG
2023-10-30,New York Islanders,Detroit Red Wings,Detroit Red Wings,New York Islanders,4,3,OT
2023-10-30,Winnipeg Jets,New York Rangers,New York Rangers,Winnipeg Jets,3,2,OT
2023-10-31,Dallas Stars,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,5,3,REG
2023-10-31,Arizona Coyotes,Chicago Blackhawks,Arizona Coyotes,Chicago Blackhawks,5,1,REG
2023-10-31,Vegas Golden Knights,Montreal Canadiens,Vegas Golden Knights,Montreal Canadiens,3,2,SO
2023-11-01,Toronto Maple Leafs,Los Angeles Kings,Los Angeles Kings,Toronto Maple Leafs,4,1,REG
2023-11-01,Vancouver Canucks,Nashville Predators,Vancouver Canucks,Nashville Predators,5,2,REG
2023-11-01,Philadelphia Flyers,Buffalo Sabres,Buffalo Sabres,Philadelphia Flyers,5,2,REG
2023-11-02,Calgary Flames,Dallas Stars,Dallas Stars,Calgary Flames,4,3,REG
2023-11-02,Colorado Avalanche,St. Louis Blues,Colorado Avalanche,St. Louis Blues,4,1,REG
2023-11-02,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,4,3,OT
2023-11-02,Ottawa Senators,Los Angeles Kings,Los Angeles Kings,Ottawa Senators,3,2,REG
2023-11-02,Detroit Red Wings,Florida Panthers,Florida Panthers,Detroit Red Wings,2,0,REG
2023-11-02,New York Rangers,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,2,1,REG
2023-11-02,Washington Capitals,New York Islanders,New York Islanders,Washington Capitals,3,0,REG
2023-11-02,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,4,2,REG
2023-11-02,Boston Bruins,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,3,2,SO
2023-11-03,Minnesota Wild,New Jersey Devils,New Jersey Devils,Minnesota Wild,5,3,REG
2023-11-03,Edmonton Oilers,Dallas Stars,Dallas Stars,Edmonton Oilers,4,3,REG
2023-11-03,Arizona Coyotes,Montreal Canadiens,Arizona Coyotes,Montreal Canadiens,3,2,REG
2023-11-03,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,Winnipeg Jets,5,2,REG
2023-11-03,Seattle Kraken,Nashville Predators,Seattle Kraken,Nashville Predators,4,2,REG
2023-11-03,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,San Jose Sharks,5,1,REG
2023-11-03,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,Buffalo Sabres,5,1,REG
2023-11-04,St. Louis Blues,New Jersey Devils,St. Louis Blues,New Jersey Devils,4,1,REG
2023-11-04,Edmonton Oilers,Nashville Predators,Nashville Predators,Edmonton Oilers,5,2,REG
2023-11-04,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,Arizona Coyotes,5,3,REG
2023-11-04,Toronto Maple Leafs,Buffalo Sabres,Buffalo Sabres,Toronto Maple Leafs,6,4,REG
2023-11-04,Ottawa Senators,Tampa Bay Lightning,Tampa Bay Lightning,Ottawa Senators,6,4,REG
2023-11-04,Detroit Red Wings,Boston Bruins,Detroit Red Wings,Boston Bruins,5,4,REG
2023-11-04,Washington Capitals,Columbus Blue Jackets,Washington Capitals,Columbus Blue Jackets,2,1,REG
2023-11-04,St. Louis Blues,Montreal Canadiens,St. Louis Blues,Montreal Canadiens,6,3,REG
2023-11-04,Philadelphia Flyers,Los Angeles Kings,Los Angeles Kings,Philadelphia Flyers,4,0,REG
2023-11-04,New York Islanders,Carolina Hurricanes,Carolina Hurricanes,New York Islanders,4,3,OT
2023-11-05,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,Florida Panthers,5,2,REG
2023-11-05,Minnesota Wild,New York Rangers,Minnesota Wild,New York Rangers,5,4,SO
2023-11-05,Vancouver Canucks,Dallas Stars,Vancouver Canucks,Dallas Stars,2,0,REG
2023-11-05,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,4,0,REG
2023-11-05,San Jose Sharks,Pittsburgh Penguins,Pittsburgh Penguins,San Jose Sharks,6,2,REG
2023-11-05,Seattle Kraken,Calgary Flames,Calgary Flames,Seattle Kraken,6,3,REG
2023-11-06,Chicago Blackhawks,New Jersey Devils,New Jersey Devils,Chicago Blackhawks,4,2,REG
2023-11-06,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,4,2,REG
2023-11-07,Toronto Maple Leafs,Tampa Bay Lightning,Toronto Maple Leafs,Tampa Bay Lightning,6,5,OT
2023-11-07,Florida Panthers,Columbus Blue Jackets,Florida Panthers,Columbus Blue Jackets,5,4,OT
2023-11-07,Dallas Stars,Boston Bruins,Boston Bruins,Dallas Stars,3,2,REG
2023-11-07,Vancouver Canucks,Edmonton Oilers,Vancouver Canucks,Edmonton Oilers,6,2,REG
2023-11-08,Montreal Canadiens,Tampa Bay Lightning,Tampa Bay Lightning,Montreal Canadiens,5,3,REG
2023-11-08,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,Buffalo Sabres,3,2,OT
2023-11-08,New York Islanders,Minnesota Wild,Minnesota Wild,New York Islanders,4,2,REG
2023-11-08,New York Rangers,Detroit Red Wings,New York Rangers,Detroit Red Wings,5,3,REG
2023-11-08,St. Louis Blues,Winnipeg Jets,Winnipeg Jets,St. Louis Blues,5,2,REG
2023-11-08,Calgary Flames,Nashville Predators,Calgary Flames,Nashville Predators,4,2,REG
2023-11-08,Arizona Coyotes,Seattle Kraken,Arizona Coyotes,Seattle Kraken,4,3,SO
2023-11-08,Colorado Avalanche,New Jersey Devils,Colorado Avalanche,New Jersey Devils,6,3,REG
2023-11-08,Anaheim Ducks,Pittsburgh Penguins,Pittsburgh Penguins,Anaheim Ducks,2,0,REG
2023-11-08,San Jose Sharks,Philadelphia Flyers,San Jose Sharks,Philadelphia Flyers,2,1,REG
2023-11-09,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,Toronto Maple Leafs,6,3,REG
2023-11-09,Washington Capitals,Florida Panthers,Florida Panthers,Washington Capitals,4,3,OT
2023-11-09,Vegas Golden Knights,Los Angeles Kings,Los Angeles Kings,Vegas Golden Knights,4,1,REG
2023-11-10,Boston Bruins,New York Islanders,Boston Bruins,New York Islanders,5,2,REG
2023-11-10,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,Ottawa Senators,5,2,REG
2023-11-10,Detroit Red Wings,Montreal Canadiens,Montreal Canadiens,Detroit Red Wings,3,2,OT
2023-11-10,Tampa Bay Lightning,Chicago Blackhawks,Chicago Blackhawks,Tampa Bay Lightning,5,3,REG
2023-11-10,New York Rangers,Minnesota Wild,New York Rangers,Minnesota Wild,4,1,REG
2023-11-10,Columbus Blue Jackets,Dallas Stars,Dallas Stars,Columbus Blue Jackets,5,2,REG
2023-11-10,St. Louis Blues,Arizona Coyotes,St. Louis Blues,Arizona Coyotes,2,1,REG
2023-11-10,Winnipeg Jets,Nashville Predators,Winnipeg Jets,Nashville Predators,6,3,REG
2023-11-10,Colorado Avalanche,Seattle Kraken,Seattle Kraken,Colorado Avalanche,4,3,REG
2023-11-10,Los Angeles Kings,Pittsburgh Penguins,Pittsburgh Penguins,Los Angeles Kings,4,3,OT
2023-11-10,San Jose Sharks,Edmonton Oilers,San Jose Sharks,Edmonton Oilers,3,2,REG
2023-11-11,Buffalo Sabres,Minnesota Wild,Buffalo Sabres,Minnesota Wild,3,2,REG
2023-11-11,Toronto Maple Leafs,Calgary Flames,Toronto Maple Leafs,Calgary Flames,5,4,SO
2023-11-11,Florida Panthers,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,5,2,REG
2023-11-11,New Jersey Devils,Washington Capitals,Washington Capitals,New Jersey Devils,4,2,REG
2023-11-11,Vegas Golden Knights,San Jose Sharks,Vegas Golden Knights,San Jose Sharks,4,0,REG
2023-11-11,Anaheim Ducks,Philadelphia Flyers,Philadelphia Flyers,Anaheim Ducks,6,3,REG
2023-11-11,Detroit Red Wings,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,5,4,REG
2023-11-11,Winnipeg Jets,Dallas Stars,Dallas Stars,Winnipeg Jets,3,2,REG
2023-11-12,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,5,2,REG
2023-11-12,Montreal Canadiens,Boston Bruins,Montreal Canadiens,Boston Bruins,3,2,OT
2023-11-12,Ottawa Senators,Calgary Flames,Ottawa Senators,Calgary Flames,4,1,REG
2023-11-12,Tampa Bay Lightning,Carolina Hurricanes,Carolina Hurricanes,Tampa Bay Lightning,4,0,REG
2023-11-12,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,4,0,REG
2023-11-12,New York Islanders,Washington Capitals,Washington Capitals,New York Islanders,4,1,REG
2023-11-12,Nashville Predators,Arizona Coyotes,Arizona Coyotes,Nashville Predators,7,5,REG
