season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2014,1,San Antonio Spurs,Southwest,1888.6,80,31,111,0.721,80-31,Oklahoma City Thunder,1712.9,1534.2,2026-05-21T02:01:43Z
2014,2,Oklahoma City Thunder,Northwest,1712.9,72,35,107,0.673,72-35,San Antonio Spurs,1888.6,1540.5,2026-05-21T02:01:43Z
2014,3,LA Clippers,Pacific,1691.4,67,35,102,0.657,67-35,San Antonio Spurs,1888.6,1527.7,2026-05-21T02:01:43Z
2014,4,Golden State Warriors,Pacific,1649.5,57,39,96,0.594,57-39,Oklahoma City Thunder,1712.9,1516.2,2026-05-21T02:01:43Z
2014,5,Dallas Mavericks,Southwest,1642.5,56,41,97,0.577,56-41,San Antonio Spurs,1888.6,1537.6,2026-05-21T02:01:43Z
2014,6,New York Knicks,Atlantic,1640.2,39,50,89,0.438,39-50,San Antonio Spurs,1888.6,1469.4,2026-05-21T02:01:43Z
2014,7,Houston Rockets,Southwest,1638.7,62,33,95,0.653,62-33,San Antonio Spurs,1888.6,1524.8,2026-05-21T02:01:43Z
2014,8,Miami Heat,Southeast,1629.3,71,38,109,0.651,71-38,San Antonio Spurs,1888.6,1512.7,2026-05-21T02:01:43Z
2014,9,Phoenix Suns,Pacific,1607.9,52,36,88,0.591,52-36,San Antonio Spurs,1888.6,1519.2,2026-05-21T02:01:43Z
2014,10,Portland Trail Blazers,Northwest,1606.8,64,36,100,0.64,64-36,San Antonio Spurs,1888.6,1538.7,2026-05-21T02:01:43Z
2014,11,Memphis Grizzlies,Southwest,1597.7,56,40,96,0.583,56-40,Oklahoma City Thunder,1712.9,1529.4,2026-05-21T02:01:43Z
2014,12,Washington Wizards,Southeast,1589.5,51,47,98,0.52,51-47,Oklahoma City Thunder,1712.9,1479.4,2026-05-21T02:01:43Z
2014,13,Chicago Bulls,Central,1572.4,57,37,94,0.606,57-37,San Antonio Spurs,1888.6,1483.5,2026-05-21T02:01:43Z
2014,14,Toronto Raptors,Atlantic,1551.9,57,39,96,0.594,57-39,Oklahoma City Thunder,1712.9,1483.4,2026-05-21T02:01:43Z
2014,15,Brooklyn Nets,Atlantic,1523.8,54,47,101,0.535,54-47,San Antonio Spurs,1888.6,1485.8,2026-05-21T02:01:43Z
2014,16,Indiana Pacers,Central,1521.8,68,40,108,0.63,68-40,San Antonio Spurs,1888.6,1496.7,2026-05-21T02:01:43Z
2014,17,Charlotte Bobcats,Southeast,1513.3,48,46,94,0.511,48-46,LA Clippers,1691.4,1485.8,2026-05-21T02:01:43Z
2014,18,Minnesota Timberwolves,Northwest,1477.8,44,44,88,0.5,44-44,San Antonio Spurs,1888.6,1503.4,2026-05-21T02:01:43Z
2014,19,Denver Nuggets,Northwest,1470.2,38,51,89,0.427,38-51,San Antonio Spurs,1888.6,1527.1,2026-05-21T02:01:43Z
2014,20,Cleveland Cavaliers,Central,1461.1,37,53,90,0.411,37-53,Oklahoma City Thunder,1712.9,1471.8,2026-05-21T02:01:43Z
2014,21,Atlanta Hawks,Southeast,1452.2,42,54,96,0.438,42-54,LA Clippers,1691.4,1499,2026-05-21T02:01:43Z
2014,22,New Orleans Pelicans,Southwest,1446.4,41,49,90,0.456,41-49,Oklahoma City Thunder,1712.9,1522.7,2026-05-21T02:01:43Z
2014,23,Los Angeles Lakers,Pacific,1381.4,31,59,90,0.344,31-59,San Antonio Spurs,1888.6,1521,2026-05-21T02:01:43Z
2014,24,Sacramento Kings,Pacific,1379.1,33,56,89,0.371,33-56,LA Clippers,1691.4,1532.8,2026-05-21T02:01:43Z
2014,25,Detroit Pistons,Central,1270.2,32,56,88,0.364,32-56,San Antonio Spurs,1888.6,1487.8,2026-05-21T02:01:43Z
2014,26,Orlando Magic,Southeast,1268.6,25,65,90,0.278,25-65,Oklahoma City Thunder,1712.9,1493.7,2026-05-21T02:01:43Z
2014,27,Boston Celtics,Atlantic,1235.8,27,63,90,0.3,27-63,New York Knicks,1640.2,1490.3,2026-05-21T02:01:43Z
2014,28,Utah Jazz,Northwest,1233,26,64,90,0.289,26-64,Oklahoma City Thunder,1712.9,1537,2026-05-21T02:01:43Z
2014,29,Philadelphia 76ers,Atlantic,1186.8,20,68,88,0.227,20-68,New York Knicks,1640.2,1495.1,2026-05-21T02:01:43Z
2014,30,Milwaukee Bucks,Central,1159,16,71,87,0.184,16-71,New York Knicks,1640.2,1498.4,2026-05-21T02:01:43Z
