season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2015,1,Golden State Warriors,Pacific,1955.3,89,22,111,0.802,89-22,Cleveland Cavaliers,1778.3,1528.5,2026-05-21T03:52:50Z
2015,2,Cleveland Cavaliers,Central,1778.3,71,37,108,0.657,71-37,Golden State Warriors,1955.3,1524.9,2026-05-21T03:52:50Z
2015,3,San Antonio Spurs,Southwest,1773,58,35,93,0.624,58-35,Golden State Warriors,1955.3,1514.7,2026-05-21T03:52:50Z
2015,4,Houston Rockets,Southwest,1771.1,70,36,106,0.66,70-36,Golden State Warriors,1955.3,1550.7,2026-05-21T03:52:50Z
2015,5,LA Clippers,Pacific,1739.3,64,38,102,0.627,64-38,Golden State Warriors,1955.3,1547.5,2026-05-21T03:52:50Z
2015,6,Memphis Grizzlies,Southwest,1650.2,62,37,99,0.626,62-37,Golden State Warriors,1955.3,1543.1,2026-05-21T03:52:50Z
2015,7,Utah Jazz,Northwest,1611.4,43,46,89,0.483,43-46,Golden State Warriors,1955.3,1505.6,2026-05-21T03:52:50Z
2015,8,Chicago Bulls,Central,1585.5,59,42,101,0.584,59-42,Golden State Warriors,1955.3,1502.4,2026-05-21T03:52:50Z
2015,9,Oklahoma City Thunder,Northwest,1579.1,47,41,88,0.534,47-41,Golden State Warriors,1955.3,1500.8,2026-05-21T03:52:50Z
2015,10,Atlanta Hawks,Southeast,1577.9,72,33,105,0.686,72-33,Golden State Warriors,1955.3,1499.3,2026-05-21T03:52:50Z
2015,11,Boston Celtics,Atlantic,1561.9,45,49,94,0.479,45-49,Cleveland Cavaliers,1778.3,1479.2,2026-05-21T03:52:50Z
2015,12,Dallas Mavericks,Southwest,1557.9,55,40,95,0.579,55-40,Cleveland Cavaliers,1778.3,1536.5,2026-05-21T03:52:50Z
2015,13,Indiana Pacers,Central,1549.6,41,48,89,0.461,41-48,Golden State Warriors,1955.3,1477.7,2026-05-21T03:52:50Z
2015,14,Washington Wizards,Southeast,1549,54,44,98,0.551,54-44,Cleveland Cavaliers,1778.3,1483,2026-05-21T03:52:50Z
2015,15,New Orleans Pelicans,Southwest,1536.3,50,43,93,0.538,50-43,Golden State Warriors,1955.3,1535.5,2026-05-21T03:52:50Z
2015,16,Milwaukee Bucks,Central,1487.1,46,48,94,0.489,46-48,Cleveland Cavaliers,1778.3,1486.7,2026-05-21T03:52:50Z
2015,17,Portland Trail Blazers,Northwest,1470.1,55,38,93,0.591,55-38,Cleveland Cavaliers,1778.3,1520,2026-05-21T03:52:50Z
2015,18,Brooklyn Nets,Atlantic,1461.9,43,50,93,0.462,43-50,Golden State Warriors,1955.3,1492.3,2026-05-21T03:52:50Z
2015,19,Miami Heat,Southeast,1451.2,41,49,90,0.456,41-49,Golden State Warriors,1955.3,1506.5,2026-05-21T03:52:50Z
2015,20,Detroit Pistons,Central,1443.6,37,52,89,0.416,37-52,Cleveland Cavaliers,1778.3,1482,2026-05-21T03:52:50Z
2015,21,Denver Nuggets,Northwest,1424,32,58,90,0.356,32-58,Golden State Warriors,1955.3,1521.3,2026-05-21T03:52:50Z
2015,22,Toronto Raptors,Atlantic,1419.2,55,38,93,0.591,55-38,Cleveland Cavaliers,1778.3,1483.7,2026-05-21T03:52:50Z
2015,23,Phoenix Suns,Pacific,1392.8,43,45,88,0.489,43-45,Golden State Warriors,1955.3,1522.9,2026-05-21T03:52:50Z
2015,24,Sacramento Kings,Pacific,1363.6,31,57,88,0.352,31-57,Cleveland Cavaliers,1778.3,1518.6,2026-05-21T03:52:50Z
2015,25,Charlotte Hornets,Southeast,1307.8,36,52,88,0.409,36-52,Utah Jazz,1611.4,1489.6,2026-05-21T03:52:50Z
2015,26,Orlando Magic,Southeast,1287.3,28,61,89,0.315,28-61,Houston Rockets,1771.1,1492.6,2026-05-21T03:52:50Z
2015,27,Philadelphia 76ers,Atlantic,1201,20,70,90,0.222,20-70,Cleveland Cavaliers,1778.3,1487.6,2026-05-21T03:52:50Z
2015,28,Los Angeles Lakers,Pacific,1191.4,24,66,90,0.267,24-66,Golden State Warriors,1955.3,1528.7,2026-05-21T03:52:50Z
2015,29,New York Knicks,Atlantic,1187.8,20,69,89,0.225,20-69,Cleveland Cavaliers,1778.3,1491.6,2026-05-21T03:52:50Z
2015,30,Minnesota Timberwolves,Northwest,1135.1,21,68,89,0.236,21-68,Memphis Grizzlies,1650.2,1526.8,2026-05-21T03:52:50Z
