season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2019,1,Toronto Raptors,Atlantic,1890,76,33,109,0.697,76-33,Golden State Warriors,1769.4,1523,2026-05-21T07:36:25Z
2019,2,Golden State Warriors,Pacific,1769.4,72,36,108,0.667,72-36,Toronto Raptors,1890,1534.4,2026-05-21T07:36:25Z
2019,3,Houston Rockets,Southwest,1745.9,62,35,97,0.639,62-35,Toronto Raptors,1890,1521.4,2026-05-21T07:36:25Z
2019,4,Milwaukee Bucks,Central,1731.2,73,28,101,0.723,73-28,Toronto Raptors,1890,1503.8,2026-05-21T07:36:25Z
2019,5,Philadelphia 76ers,Atlantic,1666.7,60,37,97,0.619,60-37,Toronto Raptors,1890,1514.2,2026-05-21T07:36:25Z
2019,6,Utah Jazz,Northwest,1656.7,54,36,90,0.6,54-36,Toronto Raptors,1890,1516.2,2026-05-21T07:36:25Z
2019,7,Portland Trail Blazers,Northwest,1642.6,64,38,102,0.627,64-38,Toronto Raptors,1890,1523,2026-05-21T07:36:25Z
2019,8,Denver Nuggets,Northwest,1640.1,63,36,99,0.636,63-36,Toronto Raptors,1890,1515.5,2026-05-21T07:36:25Z
2019,9,Boston Celtics,Atlantic,1599.7,54,39,93,0.581,54-39,Toronto Raptors,1890,1494.5,2026-05-21T07:36:25Z
2019,10,Oklahoma City Thunder,Northwest,1580.8,52,38,90,0.578,52-38,Toronto Raptors,1890,1510.3,2026-05-21T07:36:25Z
2019,11,Orlando Magic,Southeast,1570.9,44,47,91,0.484,44-47,Toronto Raptors,1890,1513.1,2026-05-21T07:36:25Z
2019,12,San Antonio Spurs,Southwest,1566.6,53,40,93,0.57,53-40,Toronto Raptors,1890,1511.4,2026-05-21T07:36:25Z
2019,13,LA Clippers,Pacific,1556.2,53,38,91,0.582,53-38,Golden State Warriors,1769.4,1520.7,2026-05-21T07:36:25Z
2019,14,Charlotte Hornets,Southeast,1502.4,42,43,85,0.494,42-43,Toronto Raptors,1890,1491,2026-05-21T07:36:25Z
2019,15,Miami Heat,Southeast,1489.8,42,45,87,0.483,42-45,Golden State Warriors,1769.4,1495,2026-05-21T07:36:25Z
2019,16,Brooklyn Nets,Atlantic,1471.8,45,46,91,0.495,45-46,Toronto Raptors,1890,1502.3,2026-05-21T07:36:25Z
2019,17,Los Angeles Lakers,Pacific,1457,40,47,87,0.46,40-47,Golden State Warriors,1769.4,1515.9,2026-05-21T07:36:25Z
2019,18,Memphis Grizzlies,Southwest,1442,35,52,87,0.402,35-52,Golden State Warriors,1769.4,1515.4,2026-05-21T07:36:25Z
2019,19,Atlanta Hawks,Southeast,1432.9,31,56,87,0.356,31-56,Milwaukee Bucks,1731.2,1494.7,2026-05-21T07:36:25Z
2019,20,Indiana Pacers,Central,1432.4,50,40,90,0.556,50-40,Toronto Raptors,1890,1492.7,2026-05-21T07:36:25Z
2019,21,Detroit Pistons,Central,1420.2,43,48,91,0.473,43-48,Toronto Raptors,1890,1502.1,2026-05-21T07:36:25Z
2019,22,Sacramento Kings,Pacific,1419.1,40,47,87,0.46,40-47,Philadelphia 76ers,1666.7,1511.1,2026-05-21T07:36:25Z
2019,23,Dallas Mavericks,Southwest,1388.5,34,51,85,0.4,34-51,Golden State Warriors,1769.4,1517.5,2026-05-21T07:36:25Z
2019,24,Minnesota Timberwolves,Northwest,1384.8,36,50,86,0.419,36-50,Golden State Warriors,1769.4,1520.1,2026-05-21T07:36:25Z
2019,25,Washington Wizards,Southeast,1337.3,35,51,86,0.407,35-51,Houston Rockets,1745.9,1487.8,2026-05-21T07:36:25Z
2019,26,New Orleans Pelicans,Southwest,1305.8,33,52,85,0.388,33-52,Toronto Raptors,1890,1508.2,2026-05-21T07:36:25Z
2019,27,Phoenix Suns,Pacific,1247.1,20,66,86,0.233,20-66,Golden State Warriors,1769.4,1521.8,2026-05-21T07:36:25Z
2019,28,Cleveland Cavaliers,Central,1230.2,21,65,86,0.244,21-65,Toronto Raptors,1890,1507.5,2026-05-21T07:36:25Z
2019,29,Chicago Bulls,Central,1214.7,23,63,86,0.267,23-63,Philadelphia 76ers,1666.7,1512.1,2026-05-21T07:36:25Z
2019,30,New York Knicks,Atlantic,1207,20,67,87,0.23,20-67,Milwaukee Bucks,1731.2,1506.4,2026-05-21T07:36:25Z
