season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,updated_at
2020,1,Los Angeles Lakers,Pacific,1785.5,52,17,69,0.754,52-17,LA Clippers,1709.5,1503.3,2026-05-21T03:57:24Z
2020,2,LA Clippers,Pacific,1709.5,44,23,67,0.657,44-23,Los Angeles Lakers,1785.5,1511.4,2026-05-21T03:57:24Z
2020,3,Toronto Raptors,Atlantic,1707.8,48,20,68,0.706,48-20,Los Angeles Lakers,1785.5,1477.9,2026-05-21T03:57:24Z
2020,4,Milwaukee Bucks,Central,1689.8,58,12,70,0.829,58-12,Los Angeles Lakers,1785.5,1471.7,2026-05-21T03:57:24Z
2020,5,Oklahoma City Thunder,Northwest,1668.6,41,26,67,0.612,41-26,LA Clippers,1709.5,1510.2,2026-05-21T03:57:24Z
2020,6,Boston Celtics,Atlantic,1651.3,47,21,68,0.691,47-21,Los Angeles Lakers,1785.5,1484.7,2026-05-21T03:57:24Z
2020,7,New Orleans Pelicans,Southwest,1597,33,36,69,0.478,33-36,LA Clippers,1709.5,1514.2,2026-05-21T03:57:24Z
2020,8,Dallas Mavericks,Southwest,1596.9,42,30,72,0.583,42-30,Los Angeles Lakers,1785.5,1510.5,2026-05-21T03:57:24Z
2020,9,Indiana Pacers,Central,1584.7,42,27,69,0.609,42-27,Los Angeles Lakers,1785.5,1475.7,2026-05-21T03:57:24Z
2020,10,Denver Nuggets,Northwest,1573.5,47,22,69,0.681,47-22,Los Angeles Lakers,1785.5,1503.6,2026-05-21T03:57:24Z
2020,11,Utah Jazz,Northwest,1570.6,41,27,68,0.603,41-27,LA Clippers,1709.5,1508.2,2026-05-21T03:57:24Z
2020,12,Philadelphia 76ers,Atlantic,1548.6,42,27,69,0.609,42-27,Los Angeles Lakers,1785.5,1490.3,2026-05-21T03:57:24Z
2020,13,Houston Rockets,Southwest,1546.1,43,26,69,0.623,43-26,Los Angeles Lakers,1785.5,1516.1,2026-05-21T03:57:24Z
2020,14,Memphis Grizzlies,Southwest,1544.9,33,35,68,0.485,33-35,Los Angeles Lakers,1785.5,1498.1,2026-05-21T03:57:24Z
2020,15,Sacramento Kings,Pacific,1538.8,30,38,68,0.441,30-38,LA Clippers,1709.5,1507.8,2026-05-21T03:57:24Z
2020,16,Miami Heat,Southeast,1509.7,45,25,70,0.643,45-25,Toronto Raptors,1707.8,1485.7,2026-05-21T03:57:24Z
2020,17,Orlando Magic,Southeast,1504.8,33,38,71,0.465,33-38,Los Angeles Lakers,1785.5,1495.1,2026-05-21T03:57:24Z
2020,18,Brooklyn Nets,Atlantic,1496.5,32,35,67,0.478,32-35,Los Angeles Lakers,1785.5,1494.3,2026-05-21T03:57:24Z
2020,19,Portland Trail Blazers,Northwest,1469.6,30,40,70,0.429,30-40,Los Angeles Lakers,1785.5,1519.6,2026-05-21T03:57:24Z
2020,20,San Antonio Spurs,Southwest,1459.9,29,39,68,0.426,29-39,LA Clippers,1709.5,1520.6,2026-05-21T03:57:24Z
2020,21,Phoenix Suns,Pacific,1430,28,41,69,0.406,28-41,LA Clippers,1709.5,1514.2,2026-05-21T03:57:24Z
2020,22,Charlotte Hornets,Southeast,1391.3,24,46,70,0.343,24-46,Toronto Raptors,1707.8,1482.3,2026-05-21T03:57:24Z
2020,23,Washington Wizards,Southeast,1369.9,26,42,68,0.382,26-42,Oklahoma City Thunder,1668.6,1465.5,2026-05-21T03:57:24Z
2020,24,New York Knicks,Atlantic,1337.5,22,48,70,0.314,22-48,Dallas Mavericks,1596.9,1488.8,2026-05-21T03:57:24Z
2020,25,Atlanta Hawks,Southeast,1337.4,21,51,72,0.292,21-51,LA Clippers,1709.5,1494.7,2026-05-21T03:57:24Z
2020,26,Golden State Warriors,Pacific,1325,17,53,70,0.243,17-53,Los Angeles Lakers,1785.5,1534.2,2026-05-21T03:57:24Z
2020,27,Cleveland Cavaliers,Central,1320,19,49,68,0.279,19-49,Indiana Pacers,1584.7,1494.5,2026-05-21T03:57:24Z
2020,28,Minnesota Timberwolves,Northwest,1266,20,48,68,0.294,20-48,LA Clippers,1709.5,1520.9,2026-05-21T03:57:24Z
2020,29,Chicago Bulls,Central,1260.1,24,46,70,0.343,24-46,LA Clippers,1709.5,1489.3,2026-05-21T03:57:24Z
2020,30,Detroit Pistons,Central,1208.7,23,48,71,0.324,23-48,Boston Celtics,1651.3,1488.8,2026-05-21T03:57:24Z
