season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,baseline_elo,baseline_date,elo_change
2018,1,Oregon St,Pac-12,2114.9,46,12,58,0.793,46-12,Arkansas,2023,1649.3,NA,2026-09-07T13:27:15Z,2133.2,2026-09-03,-18.3
2018,2,Arkansas,SEC,2023,43,19,62,0.694,43-19,Oregon St,2114.9,1725.9,NA,2026-09-07T13:27:15Z,2037.6,2026-09-03,-14.6
2018,3,Minnesota,Big Ten,1934,18,5,23,0.783,18-5,UCLA,1813.4,1540.9,NA,2026-09-07T13:27:15Z,1967.6,2026-09-03,-33.6
2018,4,Arizona,Pac-12,1923.9,5,4,9,0.556,5-4,Oregon St,2114.9,1931,NA,2026-09-07T13:27:15Z,1944.7,2026-09-03,-20.8
2018,5,Mississippi St,SEC,1922.9,36,24,60,0.6,36-24,Arkansas,2023,1728.3,NA,2026-09-07T13:27:15Z,1931,2026-09-03,-8.1
2018,6,Washington,Pac-12,1918.1,11,9,20,0.55,11-9,Oregon St,2114.9,1882.5,NA,2026-09-07T13:27:15Z,1927.3,2026-09-03,-9.2
2018,7,Ole Miss,SEC,1892.1,40,16,56,0.714,40-16,Arkansas,2023,1685.3,NA,2026-09-07T13:27:15Z,1900.7,2026-09-03,-8.6
2018,8,North Carolina,ACC,1883.5,29,13,42,0.69,29-13,Oregon St,2114.9,1678.4,NA,2026-09-07T13:27:15Z,1903.5,2026-09-03,-20
2018,9,Charleston,CAA,1870.6,6,3,9,0.667,6-3,South Carolina,1851.9,1607.2,NA,2026-09-07T13:27:15Z,1893.9,2026-09-03,-23.3
2018,10,Stanford,Pac-12,1864.7,38,12,50,0.76,38-12,Oregon St,2114.9,1589.1,NA,2026-09-07T13:27:15Z,1882,2026-09-03,-17.3
2018,11,Fullerton,Big West,1861.8,7,6,13,0.538,7-6,Oregon St,2114.9,1860.8,NA,2026-09-07T13:27:15Z,1745.6,2026-09-03,116.2
2018,12,Tennessee Tech,ASUN/OVC,1856.7,19,7,26,0.731,19-7,Ole Miss,1892.1,1648.9,NA,2026-09-07T13:27:15Z,1862.8,2026-09-03,-6.1
2018,13,South Carolina,SEC,1851.9,31,23,54,0.574,31-23,Arkansas,2023,1710.4,NA,2026-09-07T13:27:15Z,1866.6,2026-09-03,-14.7
2018,14,Florida,SEC,1846.1,41,20,61,0.672,41-20,Arkansas,2023,1736.4,NA,2026-09-07T13:27:15Z,1860.5,2026-09-03,-14.4
2018,15,Samford,SoCon,1845.2,7,3,10,0.7,7-3,Florida St,1831.7,1649.3,NA,2026-09-07T13:27:15Z,1761.4,2026-09-03,83.8
2018,16,Florida St,ACC,1831.7,35,19,54,0.648,35-19,North Carolina,1883.5,1623.8,NA,2026-09-07T13:27:15Z,1864.5,2026-09-03,-32.8
2018,17,East Carolina,AAC,1829,34,15,49,0.694,34-15,Washington,1918.1,1596.4,NA,2026-09-07T13:27:15Z,1862.9,2026-09-03,-33.9
2018,18,Auburn,SEC,1827.4,33,23,56,0.589,33-23,Mississippi St,1922.9,1708.5,NA,2026-09-07T13:27:15Z,1841.2,2026-09-03,-13.8
2018,19,Georgia,SEC,1817.8,31,20,51,0.608,31-20,Arkansas,2023,1697.6,NA,2026-09-07T13:27:15Z,1836.4,2026-09-03,-18.6
2018,20,UCLA,Pac-12,1813.4,31,19,50,0.62,31-19,Oregon St,2114.9,1624.8,NA,2026-09-07T13:27:15Z,1838.3,2026-09-03,-24.9
2018,21,Duke,ACC,1812.5,34,16,50,0.68,34-16,North Carolina,1883.5,1597.9,NA,2026-09-07T13:27:15Z,1839.5,2026-09-03,-27
2018,22,Texas,Big 12,1805.8,37,20,57,0.649,37-20,Stanford,1864.7,1636.7,NA,2026-09-07T13:27:15Z,1824.9,2026-09-03,-19.1
